time/iterations,time/fps,time/time_elapsed,time/total_timesteps,train/value_loss,train/explained_variance,rollout/ep_len_mean,train/n_updates,train/clip_range,rollout/ep_rew_mean,train/clip_fraction,train/entropy_loss,train/loss,train/approx_kl,train/std,train/policy_gradient_loss,train/learning_rate
120,9727,3233,31457280,0.016127581977343652,0.6399670541286469,147.06,952,0.2,0.977441193535924,0.10426902770996094,-17.42432376742363,-0.17299720644950867,0.008009821,3.091280937194824,-0.000684801298120874,0.0003
121,9725,3261,31719424,0.020808906469028443,0.6236166059970856,127.34,960,0.2,0.7289813847467304,0.10356616973876953,-17.478658631443977,-0.1763758659362793,0.009912768,3.1168980598449707,-0.0009804367437027395,0.0003
122,9724,3288,31981568,0.012884938783827238,0.5015062689781189,119.37,968,0.2,0.8698330730199814,0.09677839279174805,-17.53968657553196,-0.1754496693611145,0.010794902,3.1494247913360596,-0.0008546268354621134,0.0003
123,9721,3316,32243712,0.018383399794402067,0.5490152835845947,136.77,976,0.2,0.8611442982777953,0.10134458541870117,-17.604447081685066,-0.17566357553005219,0.009185353,3.178349733352661,-0.0006927980389264121,0.0003
124,9719,3344,32505856,0.018685830538743176,0.5485782623291016,133.84,984,0.2,0.7538761911541223,0.10070991516113281,-17.677161678671837,-0.17556311190128326,0.00882886,3.2163655757904053,-0.0012354782907095796,0.0003
125,9719,3371,32768000,0.019961998994403984,0.5126759707927704,115.71,992,0.2,0.6540551634132862,0.09412670135498047,-17.748136162757874,-0.1762911081314087,0.008697583,3.2500977516174316,-0.0007056149879645091,0.0003
126,9718,3398,33030144,0.017724427067150827,0.6019960343837738,132.42,1000,0.2,0.8453548880666495,0.09966850280761719,-17.81022895872593,-0.17838145792484283,0.008398274,3.2768282890319824,-0.0009932317839229654,0.0003
127,9716,3426,33292288,0.019353831667103805,0.5602406859397888,131.03,1008,0.2,0.9368786322325469,0.10009765625,-17.86802089214325,-0.18028555810451508,0.008370492,3.307607412338257,-0.0013026726219322882,0.0003
128,9713,3454,33554432,0.019004301975655835,0.568797379732132,131.96,1016,0.2,0.8853923791646957,0.10226583480834961,-17.92915441095829,-0.17769280076026917,0.0087383725,3.3368232250213623,-0.0009708889197099779,0.0003
129,9713,3481,33816576,0.016971428056422155,0.525684654712677,130.22,1024,0.2,0.8724911269545556,0.10112905502319336,-17.992920234799385,-0.18104983866214752,0.007869384,3.369046688079834,-0.0007561055979294906,0.0003
130,9711,3509,34078720,0.02103951061872067,0.6339100301265717,144.84,1032,0.2,1.00035863019526,0.1087803840637207,-18.064599484205246,-0.17871195077896118,0.009526623,3.405473232269287,-0.001040945509885205,0.0003
131,9711,3536,34340864,0.02443915617186576,0.556192547082901,125.28,1040,0.2,0.8631545954197645,0.11161565780639648,-18.140712320804596,-0.1816483438014984,0.009356301,3.4468488693237305,-0.0006696645668853307,0.0003
132,9707,3564,34603008,0.0181054233253235,0.5527598261833191,132.9,1048,0.2,0.8719800035655498,0.10019493103027344,-18.213427782058716,-0.18401524424552917,0.009022389,3.48366117477417,-0.0012949795755048399,0.0003
133,9707,3591,34865152,0.019527034339262173,0.5365099012851715,122.8,1056,0.2,0.8056393728405237,0.09906578063964844,-18.290940403938293,-0.18300405144691467,0.010396415,3.5284321308135986,-0.0007966995203787519,0.0003
134,9706,3618,35127296,0.021935616714472417,0.5614922344684601,126.42,1064,0.2,0.8757188847661018,0.10671424865722656,-18.365379586815834,-0.18417520821094513,0.0093744,3.5667459964752197,-0.0010168232629439444,0.0003
135,9705,3646,35389440,0.02460275311022997,0.6491234600543976,124.64,1072,0.2,0.8467876103147864,0.10384225845336914,-18.43434038758278,-0.18293412029743195,0.008275977,3.603792905807495,-0.001616149997971661,0.0003
136,9702,3674,35651584,0.02650309719319921,0.540747731924057,134.23,1080,0.2,0.8985053019225597,0.10703468322753906,-18.497532159090042,-0.1848345845937729,0.008951339,3.636958599090576,-0.0007484939746973396,0.0003
137,9701,3701,35913728,0.02010960721236188,0.5958579182624817,130.47,1088,0.2,0.8528132640570402,0.10520410537719727,-18.556570068001747,-0.18624445796012878,0.009388889,3.671494245529175,-0.001265526280803897,0.0003
138,9701,3728,36175872,0.01865216340229381,0.5456023216247559,133.78,1096,0.2,0.8688682687282562,0.10159444808959961,-18.62025761604309,-0.18705075979232788,0.0077366717,3.7088820934295654,-0.0005407562598520599,0.0003
139,9700,3756,36438016,0.020880378273432143,0.5639661550521851,132.01,1104,0.2,1.056195693835616,0.09887027740478516,-18.679955065250397,-0.18526500463485718,0.010185132,3.7418787479400635,-0.0011223848482586618,0.0003
140,9700,3783,36700160,0.02099229529267177,0.5276699364185333,120.04,1112,0.2,0.7482923617586493,0.11136865615844727,-18.744707316160202,-0.18477270007133484,0.009317055,3.7814724445343018,-0.0007251923498188262,0.0003
141,9697,3811,36962304,0.01982626903190976,0.5807733535766602,146.73,1120,0.2,0.8453708762302995,0.10542488098144531,-18.817003682255745,-0.18890170753002167,0.010038639,3.8206276893615723,-0.0008456031798687036,0.0003
142,9696,3838,37224448,0.02143015476758592,0.5434892475605011,137.74,1128,0.2,0.7679056651517748,0.11805343627929688,-18.885591104626656,-0.1911427229642868,0.009074442,3.8615407943725586,-0.00020925450917275157,0.0003
143,9695,3866,37486592,0.02086837074602954,0.5839610397815704,135.22,1136,0.2,1.0389833923056722,0.10830259323120117,-18.947059333324432,-0.18996211886405945,0.008900147,3.8984110355377197,-0.001403780198415916,0.0003
144,9694,3893,37748736,0.020373700142954476,0.5427320301532745,132.16,1144,0.2,0.8025764688849449,0.10822200775146484,-19.015537083148956,-0.19016803801059723,0.009311484,3.9417366981506348,-0.0007558644883829402,0.0003
145,9691,3922,38010880,0.016995428952213842,0.5309807062149048,142.04,1152,0.2,0.9258204537630081,0.1044759750366211,-19.083319544792175,-0.19149014353752136,0.009720439,3.9819321632385254,-0.0007354917247539561,0.0003
146,9690,3949,38273024,0.018440299871144816,0.5872173607349396,129.85,1160,0.2,1.011480056270957,0.10849332809448242,-19.143499419093132,-0.1916058361530304,0.0105509,4.018820285797119,-0.0008435939307673834,0.0003
147,9690,3976,38535168,0.023870385804912075,0.5631509125232697,130.09,1168,0.2,0.758494725599885,0.11297607421875,-19.211374908685684,-0.19214004278182983,0.009001033,4.065964698791504,-0.0008979174776868604,0.0003
148,9688,4004,38797312,0.022534539704793133,0.5650739371776581,120.6,1176,0.2,0.7588060014508664,0.10899829864501953,-19.28175202012062,-0.18969924747943878,0.009374138,4.109767436981201,-0.0008837697214403306,0.0003
149,9685,4032,39059456,0.021533341147005558,0.5632356107234955,108.63,1184,0.2,0.7950551892444492,0.10141849517822266,-19.3543880879879,-0.19539226591587067,0.008579131,4.152981281280518,-0.0009860720315373328,0.0003
150,9683,4060,39321600,0.018450134819431696,0.5095779299736023,127.8,1192,0.2,0.7666093297302723,0.1153554916381836,-19.420945197343826,-0.19588124752044678,0.00991725,4.193488121032715,-0.0014713263253725017,0.0003
151,9683,4087,39583744,0.019645955064333975,0.47652703523635864,119.19,1200,0.2,0.7674172747507692,0.11040163040161133,-19.47907744348049,-0.1941908597946167,0.009968009,4.2260613441467285,-0.001575140104705497,0.0003
152,9681,4115,39845888,0.019384746956347954,0.5744005441665649,136.51,1208,0.2,0.8909887726604938,0.10954046249389648,-19.535129070281982,-0.19587798416614532,0.009687217,4.265187740325928,-0.0011679421945700597,0.0003
153,9680,4142,40108032,0.02023918901977595,0.5529596209526062,128.26,1216,0.2,0.8204365023225546,0.11208629608154297,-19.599436193704605,-0.1952238529920578,0.007734959,4.305519104003906,-0.0010541849119363178,0.0003
154,9678,4171,40370176,0.0231366270018043,0.5853548347949982,139.27,1224,0.2,1.0424392073974014,0.11986160278320312,-19.662684932351112,-0.1933661550283432,0.009136066,4.347594261169434,-0.0014065159166420926,0.0003
155,9677,4198,40632320,0.018327373305510264,0.5665785670280457,124.36,1232,0.2,0.7506424944102764,0.11378145217895508,-19.717096641659737,-0.19833016395568848,0.009569734,4.3776044845581055,-0.0008829995344967756,0.0003
156,9676,4226,40894464,0.025154119910439476,0.563968688249588,130.21,1240,0.2,0.7803147391229868,0.1138463020324707,-19.767011880874634,-0.19834357500076294,0.0094842445,4.412260055541992,-0.0012015060312933201,0.0003
157,9676,4253,41156608,0.020017351947899442,0.5101448893547058,140.33,1248,0.2,-27.5804376411438,0.1177830696105957,-19.824441000819206,-0.19863371551036835,0.010234388,4.457340717315674,-0.0010771227994155197,0.0003
158,9674,4281,41418752,5.463220756500959,0.0016998648643493652,129.19,1256,0.2,-50.946355447769164,0.11953449249267578,-19.72178915143013,0.2564190924167633,0.010079819,4.339867115020752,-0.011356823112691927,0.0003
159,9672,4309,41680896,3.04200591519475,0.05075109004974365,109.26,1264,0.2,-54.09278081893921,0.1961383819580078,-19.521923705935478,0.0330367386341095,0.016134232,4.185397624969482,-0.022426706981605093,0.0003
160,9671,4336,41943040,2.1678036814555526,0.14095568656921387,116.03,1272,0.2,-58.13173541069031,0.1928267478942871,-19.297859504818916,-0.028063565492630005,0.015524779,4.033684730529785,-0.021704559774661902,0.0003
161,9669,4364,42205184,1.7276894552633166,0.3419855237007141,122.25,1280,0.2,-56.83120089530945,0.20008039474487305,-19.07442733645439,-0.04799233376979828,0.016089931,3.8877155780792236,-0.022036834124719462,0.0003
162,9667,4392,42467328,1.3778167627751827,0.4846060276031494,115.03,1288,0.2,-47.385447931289676,0.1943192481994629,-18.84687988460064,-0.08437277376651764,0.015414602,3.7447845935821533,-0.02239379656748497,0.0003
163,9663,4421,42729472,1.1635394403710961,0.5631268620491028,130.99,1296,0.2,-49.04585884094238,0.17544841766357422,-18.62153820693493,-0.10037507861852646,0.014992907,3.6089649200439453,-0.02127991728957568,0.0003
164,9662,4449,42991616,0.9602083256468177,0.5901505649089813,125.44,1304,0.2,-42.280523600578306,0.16307640075683594,-18.39860738813877,-0.1177736297249794,0.014451592,3.4806199073791504,-0.02033136922727863,0.0003
165,9660,4477,43253760,0.767442085314542,0.6276134550571442,106.9,1312,0.2,-32.03458507061005,0.16371679306030273,-18.16873435676098,-0.13088855147361755,0.0145844985,3.358189821243286,-0.020225718656547542,0.0003
166,9658,4505,43515904,0.646029107272625,0.6384090483188629,114.46,1320,0.2,-30.99105390548706,0.15338993072509766,-17.941485658288002,-0.13961875438690186,0.013904059,3.2392210960388184,-0.019340543451107806,0.0003
167,9654,4534,43778048,0.5240851924754679,0.6579197347164154,111.36,1328,0.2,-26.894333999156952,0.14702463150024414,-17.707174077630043,-0.1475873440504074,0.013637895,3.123777151107788,-0.01910028714701184,0.0003
168,9652,4562,44040192,0.4308463060297072,0.6765888929367065,110.49,1336,0.2,-24.37507782936096,0.14650869369506836,-17.473319932818413,-0.15725380182266235,0.01335101,3.0131022930145264,-0.019075124407208932,0.0003
169,9649,4591,44302336,0.34551383880898356,0.6671976447105408,112.14,1344,0.2,-22.844323740005493,0.14745712280273438,-17.2415561825037,-0.15925747156143188,0.013582623,2.907378673553467,-0.01783339055691613,0.0003
170,9646,4619,44564480,0.28507065144367516,0.681951105594635,106.9,1352,0.2,-19.45695075273514,0.14467763900756836,-17.00150455534458,-0.16609680652618408,0.013274329,2.803692579269409,-0.01961450045564561,0.0003
171,9641,4649,44826624,0.23095946910325438,0.6972189843654633,117.89,1360,0.2,-19.59210584640503,0.13907527923583984,-16.762750416994095,-0.17032358050346375,0.013306227,2.70395565032959,-0.01912900326988165,0.0003
172,9638,4677,45088768,0.196111781289801,0.6931171715259552,120.85,1368,0.2,-18.514975916147232,0.1338953971862793,-16.52699564397335,-0.16760587692260742,0.013093261,2.6095972061157227,-0.018423783244088554,0.0003
173,9635,4706,45350912,0.16645349515601993,0.6988781988620758,97.32,1376,0.2,-13.34727719977498,0.1356039047241211,-16.29069259762764,-0.16966158151626587,0.012804208,2.5184266567230225,-0.01781176871554635,0.0003
174,9632,4735,45613056,0.1418132148683071,0.693895697593689,99.32,1384,0.2,-12.534568882882596,0.13312244415283203,-16.056413412094116,-0.16727112233638763,0.012739387,2.432175874710083,-0.01635604772127408,0.0003
175,9627,4765,45875200,0.11737898725550622,0.7058320939540863,96.78,1392,0.2,-11.272808791399003,0.12969160079956055,-15.820504017174244,-0.16979441046714783,0.012754418,2.3486204147338867,-0.017133866012045473,0.0003
176,9624,4793,46137344,0.10192854900378734,0.6948933005332947,103.21,1400,0.2,-10.956201982498168,0.12645435333251953,-15.583755157887936,-0.16658559441566467,0.012437671,2.2670764923095703,-0.01672186104406137,0.0003
177,9619,4823,46399488,0.08567197457887232,0.7022396326065063,101.83,1408,0.2,-9.869862211346627,0.12393903732299805,-15.34572733193636,-0.1666288673877716,0.012610016,2.1890065670013428,-0.016882001593330642,0.0003
178,9616,4852,46661632,0.07181126141222194,0.6975364685058594,89.01,1416,0.2,-7.944661092758179,0.12356805801391602,-15.110276371240616,-0.1660512387752533,0.012293893,2.1141250133514404,-0.01615126408432843,0.0003
179,9610,4882,46923776,0.06837612600065768,0.570849597454071,97.46,1424,0.2,-7.964329859912396,0.1143341064453125,-14.897848568856716,-0.15101340413093567,0.011208913,2.04923677444458,-0.008047800262374949,0.0003
180,9607,4911,47185920,0.061573278915602714,0.6827119290828705,95.92,1432,0.2,-7.2234767132997515,0.11697721481323242,-14.668133921921253,-0.15979589521884918,0.01164766,1.9826358556747437,-0.013571147463153466,0.0003
181,9603,4940,47448064,0.05344330976367928,0.7071721255779266,103.5,1440,0.2,-7.176548372507096,0.11520004272460938,-14.43860425800085,-0.1589466780424118,0.012297346,1.916396141052246,-0.01462884567808942,0.0003
182,9599,4969,47710208,0.04876131008495577,0.6839130222797394,100.58,1448,0.2,-6.226962164342403,0.11717748641967773,-14.21409885585308,-0.1555255949497223,0.011943059,1.8550655841827393,-0.012376075283100363,0.0003
183,9595,4999,47972352,0.04233008876326494,0.6996632814407349,86.08,1456,0.2,-5.11282768547535,0.11181926727294922,-13.984899029135704,-0.15277889370918274,0.012233896,1.7939584255218506,-0.011413879750762135,0.0003
184,9590,5029,48234496,0.03378316722228192,0.6915305852890015,88.91,1464,0.2,-4.642060507237911,0.11286020278930664,-13.751822710037231,-0.15228025615215302,0.01206092,1.7343974113464355,-0.013735783430092852,0.0003
185,9586,5058,48496640,0.03374245656596031,0.680205374956131,88.13,1472,0.2,-4.469205572605133,0.11046409606933594,-13.525642946362495,-0.14769034087657928,0.011482702,1.6781867742538452,-0.01270066333199793,0.0003
186,9582,5088,48758784,0.02996602600615006,0.6898744106292725,93.21,1480,0.2,-4.16166266053915,0.11387300491333008,-13.297640047967434,-0.14886191487312317,0.011670883,1.623961329460144,-0.01230626357391884,0.0003
187,9578,5117,49020928,0.025013588587171398,0.6992221474647522,86.71,1488,0.2,-3.5771218979358674,0.11256980895996094,-13.07571167498827,-0.14382916688919067,0.0116394665,1.572282075881958,-0.011885942284607154,0.0003
188,9573,5147,49283072,0.024915053450968117,0.6798653900623322,70.85,1496,0.2,-2.754033066034317,0.11046266555786133,-12.854737497866154,-0.1408211588859558,0.0112821385,1.5227925777435303,-0.011139014896798471,0.0003
189,9569,5177,49545216,0.02756222571770195,0.6771078109741211,85.9,1504,0.2,-3.0118043901771308,0.1039896011352539,-12.644376948475838,-0.13595616817474365,0.011752827,1.4783884286880493,-0.009221043676916452,0.0003
190,9565,5206,49807360,0.0248506139323581,0.7093998193740845,77.34,1512,0.2,-2.657323679924011,0.10485410690307617,-12.445896960794926,-0.13308846950531006,0.010861556,1.4361659288406372,-0.008473190658150997,0.0003
191,9561,5236,50069504,0.022104236093582585,0.670703798532486,80.44,1520,0.2,-2.523468418717384,0.1064600944519043,-12.245800912380219,-0.12994801998138428,0.010825796,1.3959733247756958,-0.007761944227695494,0.0003
192,9556,5266,50331648,0.02188970059796702,0.6852327883243561,88.37,1528,0.2,-2.5150089722871782,0.11252212524414062,-12.04876883327961,-0.13072547316551208,0.010426315,1.3569778203964233,-0.0077976723141546245,0.0003
193,9552,5296,50593792,0.023557757784146816,0.630970686674118,72.03,1536,0.2,-1.77677177131176,0.10337543487548828,-11.855667486786842,-0.12595312297344208,0.010874278,1.3207981586456299,-0.007135242028198263,0.0003
194,9548,5326,50855936,0.01966041068226332,0.6624561846256256,82.48,1544,0.2,-1.908886832743883,0.1092534065246582,-11.666913904249668,-0.1262664794921875,0.010454456,1.2844443321228027,-0.007085046799147676,0.0003
195,9544,5355,51118080,0.02450832081376575,0.6553917229175568,81.45,1552,0.2,-1.8280024600028992,0.10018444061279297,-11.493917733430862,-0.12075220793485641,0.010034817,1.2553596496582031,-0.005246467378128727,0.0003
196,9539,5386,51380224,0.021422573961899616,0.6664707362651825,77.89,1560,0.2,-1.6647821497917175,0.10530281066894531,-11.322185330092907,-0.11809536069631577,0.011157818,1.2231519222259521,-0.005941487213931396,0.0003
197,9536,5415,51642368,0.023317605897318572,0.639125406742096,66.6,1568,0.2,-1.3137521049380303,0.10676765441894531,-11.151366420090199,-0.1168048083782196,0.010251477,1.1948245763778687,-0.005044906443799846,0.0003
198,9532,5445,51904512,0.021389098576037213,0.6212990283966064,83.55,1576,0.2,-1.5247890293598174,0.11386728286743164,-10.99056226760149,-0.11214160174131393,0.010547018,1.1674686670303345,-0.0032159880220206105,0.0003
199,9529,5474,52166656,0.026563062841887586,0.6845422089099884,94.21,1584,0.2,-1.6069510896131396,0.10550689697265625,-10.837536603212357,-0.11127479374408722,0.01004166,1.142845869064331,-0.004182847722404404,0.0003
200,9524,5504,52428800,0.02583157058688812,0.6542067527770996,86.72,1592,0.2,-1.0038060590624809,0.10599565505981445,-10.692882716655731,-0.11042539775371552,0.010530701,1.1195205450057983,-0.003681244186282129,0.0003
201,9521,5533,52690944,0.030634488677605987,0.6112989187240601,80.41,1600,0.2,-0.9589513328671455,0.10709047317504883,-10.557503804564476,-0.10782438516616821,0.009467502,1.0987896919250488,-0.0034865198449551826,0.0003
202,9518,5563,52953088,0.03408412628050428,0.6425237655639648,77.62,1608,0.2,-0.9326922318339348,0.1046605110168457,-10.434805795550346,-0.10590657591819763,0.009306552,1.0797840356826782,-0.002690571145649301,0.0003
203,9515,5592,53215232,0.034570722840726376,0.5852316319942474,95.36,1616,0.2,-1.0384157639741898,0.1085362434387207,-10.320146821439266,-0.103693887591362,0.009515852,1.063506007194519,-0.002293806964189571,0.0003
204,9511,5622,53477376,0.04738025285769254,0.6416308283805847,63.51,1624,0.2,-0.38630700901150705,0.10682916641235352,-10.225432895123959,-0.10088387876749039,0.01041247,1.0502914190292358,-0.0021059405066807813,0.0003
205,9509,5651,53739520,0.05908499317592941,0.6699241995811462,76.53,1632,0.2,-0.7701622177660465,0.09966707229614258,-10.146338641643524,-0.09881701320409775,0.008034155,1.0394788980484009,-0.0018784516810228524,0.0003
206,9506,5680,54001664,0.06993253561086021,0.6489235460758209,59.22,1640,0.2,-0.5355399912595749,0.10546493530273438,-10.07568933814764,-0.09676004201173782,0.009336557,1.029025673866272,-0.0016453509542770917,0.0003
207,9504,5709,54263808,0.08511387131875381,0.6505923867225647,74.09,1648,0.2,-0.48388592422008514,0.10701370239257812,-10.010638788342476,-0.09547100216150284,0.008929833,1.0197633504867554,-0.0020529494495349354,0.0003
208,9500,5739,54525952,0.0977266012923792,0.7151001393795013,65.64,1656,0.2,0.20432469584047794,0.09617900848388672,-9.94988913834095,-0.09332109987735748,0.0074160025,1.0111055374145508,-0.0016201832982005726,0.0003
209,9497,5768,54788096,0.11230565409641713,0.7602802813053131,78.3,1664,0.2,0.6998988860845565,0.10933923721313477,-9.892761118710041,-0.09179123491048813,0.009208007,1.0029470920562744,-0.0011943950075874454,0.0003
210,9494,5797,55050240,0.13471583288628608,0.788337454199791,78.36,1672,0.2,0.5980157149583101,0.11478948593139648,-9.833486035466194,-0.08875980973243713,0.009370206,0.9947401285171509,-0.0014598013735849236,0.0003
211,9492,5827,55312384,0.17253651900682598,0.8119882345199585,80.11,1680,0.2,2.037452064603567,0.10347366333007812,-9.783349886536598,-0.08426515758037567,0.008175268,0.9882702827453613,-0.0017156349135802884,0.0003
212,9487,5857,55574528,0.20279691403266042,0.8528562188148499,61.03,1688,0.2,0.8062470360845327,0.10206270217895508,-9.738869920372963,-0.0782635435461998,0.01117393,0.9825152158737183,-0.0020205282498864108,0.0003
213,9484,5886,55836672,0.22842965670861304,0.8733832091093063,60.1,1696,0.2,0.6082387234643102,0.09478473663330078,-9.702874809503555,-0.07818163931369781,0.007500319,0.9778037071228027,-0.001452095614240534,0.0003
214,9481,5916,56098816,0.266267828643322,0.8907160237431526,76.54,1704,0.2,3.1046705734729767,0.09413766860961914,-9.664761528372765,-0.072893887758255,0.0077073937,0.9720080494880676,-0.0015216684937513492,0.0003
215,9478,5945,56360960,0.31211523502133787,0.898165188729763,76.12,1712,0.2,3.3444043682701885,0.1029653549194336,-9.629116624593735,-0.06930962204933167,0.008378567,0.9683000445365906,-0.0008289285447062866,0.0003
216,9475,5975,56623104,0.3344932340551168,0.9097959995269775,67.75,1720,0.2,3.311463439464569,0.09444808959960938,-9.604135319590569,-0.06479637324810028,0.007044915,0.9647148847579956,-0.0012480574491746665,0.0003
217,9474,6004,56885248,0.37014898331835866,0.917238749563694,61.05,1728,0.2,3.7201233556866646,0.10124397277832031,-9.578178323805332,-0.05963530018925667,0.0076263836,0.9616309404373169,-0.0008589360004407354,0.0003
218,9473,6032,57147392,0.39275892870500684,0.9217549040913582,68.42,1736,0.2,5.451725880037993,0.09630393981933594,-9.548709265887737,-0.05766819790005684,0.008938467,0.9575126767158508,-0.001087346001440892,0.0003
219,9472,6060,57409536,0.42032078420743346,0.9209460765123367,74.61,1744,0.2,4.55710984826088,0.09008598327636719,-9.52658050507307,-0.05659973993897438,0.0071909865,0.955022394657135,-0.0004675593495448993,0.0003
220,9471,6089,57671680,0.43489515990950167,0.9182792752981186,85.79,1752,0.2,7.67871857881546,0.0923919677734375,-9.50339088588953,-0.05236523970961571,0.008626158,0.9515920877456665,-0.0006026326045684982,0.0003
221,9470,6117,57933824,0.446813418995589,0.9194668531417847,71.23,1760,0.2,7.82235579662025,0.09783411026000977,-9.477449238300323,-0.04871359094977379,0.00848154,0.9482877254486084,-0.0001783725924724422,0.0003
222,9470,6145,58195968,0.46546486602164805,0.9191361144185066,88.92,1768,0.2,8.992370620369911,0.08385896682739258,-9.456851467490196,-0.04949042573571205,0.0072202384,0.9453222155570984,-0.00020030605082865804,0.0003
223,9469,6173,58458112,0.4557940820232034,0.9233106672763824,91.85,1776,0.2,9.615028073191644,0.08660459518432617,-9.42537084966898,-0.04741176962852478,0.008156624,0.941081702709198,-0.0007405546130030416,0.0003
224,9469,6201,58720256,0.4668670049868524,0.9244512543082237,87.18,1784,0.2,10.940430940277874,0.08985567092895508,-9.395244933664799,-0.05194847658276558,0.008095358,0.9372092485427856,-0.0002680072470866435,0.0003
225,9468,6229,58982400,0.48406851128675044,0.9199037700891495,90.17,1792,0.2,10.502885220050812,0.08983898162841797,-9.365889072418213,-0.04743567481637001,0.008316227,0.933587372303009,-0.0001952343982338789,0.0003
226,9467,6257,59244544,0.5160234738141298,0.9165725111961365,88.13,1800,0.2,12.465262638861313,0.09891366958618164,-9.345360666513443,-0.041301995515823364,0.007516982,0.9312857389450073,0.000618255639437848,0.0003
227,9467,6285,59506688,0.5006145292427391,0.9205001071095467,90.52,1808,0.2,12.201555513739585,0.08544206619262695,-9.321716472506523,-0.041463978588581085,0.006722184,0.9282116889953613,5.7762646065384615e-05,0.0003
228,9467,6313,59768832,0.49238064093515277,0.9207343086600304,82.3,1816,0.2,10.632493012472986,0.08430194854736328,-9.295910827815533,-0.045423127710819244,0.0076248227,0.9251762628555298,-0.00017483078545410535,0.0003
229,9466,6341,60030976,0.5105639416724443,0.9200055599212646,87.36,1824,0.2,11.871402961611748,0.0995931625366211,-9.27613091468811,-0.0432647168636322,0.0070834705,0.92280113697052,0.0007208484198599763,0.0003
230,9467,6368,60293120,0.5478739608079195,0.9145907610654831,90.26,1832,0.2,14.312755706254393,0.0887455940246582,-9.258799701929092,-0.03431559354066849,0.007239038,0.9209742546081543,5.028146233598818e-05,0.0003
231,9467,6395,60555264,0.5595300714485347,0.9138992056250572,102.04,1840,0.2,16.205897949039937,0.09032440185546875,-9.243782497942448,-0.03377338871359825,0.006674801,0.9197495579719543,0.00013045672449152335,0.0003
232,9469,6422,60817408,0.55964061524719,0.9113215729594231,88.21,1848,0.2,16.642092650458217,0.09830617904663086,-9.231392227113247,-0.03391319885849953,0.007123824,0.9176507592201233,0.0003092163888140931,0.0003
233,9469,6450,61079552,0.5558126489631832,0.9151158258318901,82.62,1856,0.2,12.538401775015519,0.09467315673828125,-9.219818904995918,-0.033889077603816986,0.007246113,0.9174025058746338,0.0006512015206681099,0.0003
234,9470,6477,61341696,0.5479906005784869,0.9143529012799263,108.67,1864,0.2,22.027251686761154,0.09581422805786133,-9.20854926109314,-0.041574399918317795,0.008711627,0.9153343439102173,0.0009351794888061704,0.0003
235,9470,6504,61603840,0.534983481746167,0.9172733500599861,89.45,1872,0.2,13.19534860521555,0.09551715850830078,-9.198618926107883,-0.03705265372991562,0.009292348,0.9148281216621399,0.0004578851599035261,0.0003
236,9473,6530,61865984,0.5629298165440559,0.9101618826389313,113.24,1873,0.2,19.36872052192688,0.087188720703125,-9.198465585708618,-0.03183570131659508,0.01120846,0.9148422479629517,0.0027331278251949698,0.0003
237,9475,6557,62128128,0.560587007086724,0.9092315211892128,112.51,1881,0.2,21.417977721393108,0.0948939323425293,-9.185351960361004,-0.037448450922966,0.006180346,0.9123165607452393,0.00026890217486652546,0.0003
238,9474,6584,62390272,0.5519384951330721,0.9132575243711472,110.5,1889,0.2,18.863696103096007,0.09137630462646484,-9.168336682021618,-0.037528954446315765,0.007882861,0.9106700420379639,0.0008553966144972946,0.0003
239,9476,6611,62652416,0.523090853355825,0.9143670871853828,101.06,1897,0.2,19.29625445485115,0.08865642547607422,-9.147023625671864,-0.043850596994161606,0.007425078,0.9073825478553772,-4.427363364811754e-06,0.0003
240,9477,6638,62914560,0.5517961685545743,0.9085559919476509,79.47,1905,0.2,12.980353197157383,0.1037135124206543,-9.12596070766449,-0.03876275196671486,0.009223133,0.90532386302948,0.0007104923956831044,0.0003
241,9478,6665,63176704,0.5499636670574546,0.9098040238022804,106.19,1913,0.2,20.678389970362186,0.09274959564208984,-9.115846656262875,-0.037315357476472855,0.007079829,0.9046417474746704,0.0004475094547160552,0.0003
242,9479,6692,63438848,0.5284361592493951,0.9126832559704781,108.82,1921,0.2,22.090559466183187,0.09502315521240234,-9.113070599734783,-0.03883003070950508,0.00879283,0.9047943353652954,0.0012664056393987266,0.0003
243,9480,6719,63700992,0.5502823684364557,0.9098741784691811,112.28,1929,0.2,20.48269786566496,0.09080362319946289,-9.103787638247013,-0.0409572571516037,0.0074320687,0.9026625752449036,0.0008024570533962105,0.0003
244,9481,6746,63963136,0.5495617878623307,0.90815868973732,112.57,1937,0.2,20.91881290078163,0.09849739074707031,-9.084165178239346,-0.034674569964408875,0.009898754,0.9001322388648987,0.0006864403871986724,0.0003
245,9482,6772,64225280,0.5455349441617727,0.9067517444491386,100.64,1945,0.2,19.96311685040593,0.09063482284545898,-9.061769351363182,-0.03862711787223816,0.007602494,0.8977715373039246,0.0004849973643104022,0.0003
246,9484,6799,64487424,0.5258890183176845,0.9111015871167183,96.8,1953,0.2,20.212987373173238,0.09729862213134766,-9.049349389970303,-0.03963664546608925,0.007849635,0.8963091373443604,0.00098854055886477,0.0003
247,9484,6826,64749568,0.5215718969702721,0.9101680964231491,112.66,1961,0.2,22.494444443285467,0.08867883682250977,-9.03730858117342,-0.036124203354120255,0.007076852,0.8946743607521057,0.0008815399983177485,0.0003
