"Step","floral-sweep-1 - rollout/ep_rew_mean","floral-sweep-1 - rollout/ep_rew_mean__MIN","floral-sweep-1 - rollout/ep_rew_mean__MAX"
"59","1.4852473735809326","1.4852473735809326","1.4852473735809326"
"60","1.790985107421875","1.790985107421875","1.790985107421875"
"61","1.9961326122283936","1.9961326122283936","1.9961326122283936"
"62","1.8633177280426025","1.8633177280426025","1.8633177280426025"
"63","1.6556323766708374","1.6556323766708374","1.6556323766708374"
"64","1.8385745286941528","1.8385745286941528","1.8385745286941528"
"65","1.6875191926956177","1.6875191926956177","1.6875191926956177"
"66","1.8606020212173462","1.8606020212173462","1.8606020212173462"
"67","2.1400887966156006","2.1400887966156006","2.1400887966156006"
"68","1.8709838390350342","1.8709838390350342","1.8709838390350342"
"69","1.66917085647583","1.66917085647583","1.66917085647583"
"70","1.5474520921707153","1.5474520921707153","1.5474520921707153"
"71","2.0139834880828857","2.0139834880828857","2.0139834880828857"
"72","1.8616266250610352","1.8616266250610352","1.8616266250610352"
"73","1.7318779230117798","1.7318779230117798","1.7318779230117798"
"74","1.70513117313385","1.70513117313385","1.70513117313385"
"75","1.6359515190124512","1.6359515190124512","1.6359515190124512"
"76","2.060185432434082","2.060185432434082","2.060185432434082"
"77","1.7138090133666992","1.7138090133666992","1.7138090133666992"
"78","1.631300687789917","1.631300687789917","1.631300687789917"
"79","1.7162822484970093","1.7162822484970093","1.7162822484970093"
"80","1.8993860483169556","1.8993860483169556","1.8993860483169556"
"81","1.6933114528656006","1.6933114528656006","1.6933114528656006"
"82","1.5255988836288452","1.5255988836288452","1.5255988836288452"
"83","1.6826930046081543","1.6826930046081543","1.6826930046081543"
"84","1.5473285913467407","1.5473285913467407","1.5473285913467407"
"85","1.6506887674331665","1.6506887674331665","1.6506887674331665"
"86","1.7916713953018188","1.7916713953018188","1.7916713953018188"
"87","1.454063892364502","1.454063892364502","1.454063892364502"
"88","1.5633386373519897","1.5633386373519897","1.5633386373519897"
"89","1.6591616868972778","1.6591616868972778","1.6591616868972778"
"90","1.3542331457138062","1.3542331457138062","1.3542331457138062"
"91","1.4722158908843994","1.4722158908843994","1.4722158908843994"
"92","1.6487935781478882","1.6487935781478882","1.6487935781478882"
"93","1.3860738277435303","1.3860738277435303","1.3860738277435303"
"94","1.3002562522888184","1.3002562522888184","1.3002562522888184"
"95","1.761247992515564","1.761247992515564","1.761247992515564"
"96","1.7428271770477295","1.7428271770477295","1.7428271770477295"
"97","1.7836239337921143","1.7836239337921143","1.7836239337921143"
"98","1.5423508882522583","1.5423508882522583","1.5423508882522583"
"99","1.462672233581543","1.462672233581543","1.462672233581543"
"100","1.398906946182251","1.398906946182251","1.398906946182251"
"101","1.4663068056106567","1.4663068056106567","1.4663068056106567"
"102","1.5555039644241333","1.5555039644241333","1.5555039644241333"
"103","1.5707067251205444","1.5707067251205444","1.5707067251205444"
"104","1.6965824365615845","1.6965824365615845","1.6965824365615845"
"105","1.6843111515045166","1.6843111515045166","1.6843111515045166"
"106","1.5946593284606934","1.5946593284606934","1.5946593284606934"
"107","1.5389922857284546","1.5389922857284546","1.5389922857284546"
"108","1.4557517766952515","1.4557517766952515","1.4557517766952515"
"109","1.787787914276123","1.787787914276123","1.787787914276123"
"110","1.479329228401184","1.479329228401184","1.479329228401184"
"111","1.6027543544769287","1.6027543544769287","1.6027543544769287"
"112","1.7362585067749023","1.7362585067749023","1.7362585067749023"
"113","1.5629712343215942","1.5629712343215942","1.5629712343215942"
"114","1.647512674331665","1.647512674331665","1.647512674331665"
"115","1.5096203088760376","1.5096203088760376","1.5096203088760376"
"116","1.3906747102737427","1.3906747102737427","1.3906747102737427"
"117","1.6664372682571411","1.6664372682571411","1.6664372682571411"
"118","1.7445482015609741","1.7445482015609741","1.7445482015609741"
"119","1.64640212059021","1.64640212059021","1.64640212059021"
"120","1.5127633810043335","1.5127633810043335","1.5127633810043335"
"121","1.3081271648406982","1.3081271648406982","1.3081271648406982"
"122","2.0318164825439453","2.0318164825439453","2.0318164825439453"
"123","1.59414541721344","1.59414541721344","1.59414541721344"
"124","1.4136383533477783","1.4136383533477783","1.4136383533477783"
"125","1.7253550291061401","1.7253550291061401","1.7253550291061401"
"126","1.538594126701355","1.538594126701355","1.538594126701355"
"127","1.6237937211990356","1.6237937211990356","1.6237937211990356"
"128","1.6822052001953125","1.6822052001953125","1.6822052001953125"
"129","1.6226856708526611","1.6226856708526611","1.6226856708526611"
"130","1.6737563610076904","1.6737563610076904","1.6737563610076904"
"131","1.4307582378387451","1.4307582378387451","1.4307582378387451"
"132","2.097038507461548","2.097038507461548","2.097038507461548"
"133","1.2982290983200073","1.2982290983200073","1.2982290983200073"
"134","1.8437045812606812","1.8437045812606812","1.8437045812606812"
"135","1.4142931699752808","1.4142931699752808","1.4142931699752808"
"136","1.8787643909454346","1.8787643909454346","1.8787643909454346"
"137","1.8651291131973267","1.8651291131973267","1.8651291131973267"
"138","1.6177597045898438","1.6177597045898438","1.6177597045898438"
"139","1.4852827787399292","1.4852827787399292","1.4852827787399292"
"140","1.377292513847351","1.377292513847351","1.377292513847351"
"141","1.3904415369033813","1.3904415369033813","1.3904415369033813"
"142","1.8726614713668823","1.8726614713668823","1.8726614713668823"
"143","1.6963194608688354","1.6963194608688354","1.6963194608688354"
"144","1.8818905353546143","1.8818905353546143","1.8818905353546143"
"145","1.836919903755188","1.836919903755188","1.836919903755188"
"146","1.3335548639297485","1.3335548639297485","1.3335548639297485"
"147","1.5104632377624512","1.5104632377624512","1.5104632377624512"
"148","1.5696334838867188","1.5696334838867188","1.5696334838867188"
"149","1.6250723600387573","1.6250723600387573","1.6250723600387573"
"150","1.893846869468689","1.893846869468689","1.893846869468689"
"151","1.6846545934677124","1.6846545934677124","1.6846545934677124"
"152","2.1342098712921143","2.1342098712921143","2.1342098712921143"
"153","1.6300965547561646","1.6300965547561646","1.6300965547561646"
"154","1.863721251487732","1.863721251487732","1.863721251487732"
"155","2.0019760131835938","2.0019760131835938","2.0019760131835938"
"156","1.572813630104065","1.572813630104065","1.572813630104065"
"157","2.0565950870513916","2.0565950870513916","2.0565950870513916"
"158","1.834397792816162","1.834397792816162","1.834397792816162"
"159","1.686323881149292","1.686323881149292","1.686323881149292"
"160","1.6150023937225342","1.6150023937225342","1.6150023937225342"
"161","1.9898158311843872","1.9898158311843872","1.9898158311843872"
"162","1.606400966644287","1.606400966644287","1.606400966644287"
"163","2.2546653747558594","2.2546653747558594","2.2546653747558594"
"164","1.8756426572799683","1.8756426572799683","1.8756426572799683"
"165","1.7003685235977173","1.7003685235977173","1.7003685235977173"
"166","1.831804633140564","1.831804633140564","1.831804633140564"
"167","1.787981629371643","1.787981629371643","1.787981629371643"
"168","2.0816898345947266","2.0816898345947266","2.0816898345947266"
"169","2.2126200199127197","2.2126200199127197","2.2126200199127197"
"170","1.5367515087127686","1.5367515087127686","1.5367515087127686"
"171","1.815024733543396","1.815024733543396","1.815024733543396"
"172","2.109246253967285","2.109246253967285","2.109246253967285"
"173","1.8036507368087769","1.8036507368087769","1.8036507368087769"
"174","2.244783878326416","2.244783878326416","2.244783878326416"
"175","2.17653226852417","2.17653226852417","2.17653226852417"
"176","2.319758653640747","2.319758653640747","2.319758653640747"
"177","2.4222633838653564","2.4222633838653564","2.4222633838653564"
"178","1.7081867456436157","1.7081867456436157","1.7081867456436157"
"179","1.983528971672058","1.983528971672058","1.983528971672058"
"180","2.6188504695892334","2.6188504695892334","2.6188504695892334"
"181","2.02042818069458","2.02042818069458","2.02042818069458"
"182","1.9871269464492798","1.9871269464492798","1.9871269464492798"
"183","1.9265351295471191","1.9265351295471191","1.9265351295471191"
"184","1.9118545055389404","1.9118545055389404","1.9118545055389404"
"185","2.1428234577178955","2.1428234577178955","2.1428234577178955"
"186","2.1269099712371826","2.1269099712371826","2.1269099712371826"
"187","2.0329833030700684","2.0329833030700684","2.0329833030700684"
"188","2.405299425125122","2.405299425125122","2.405299425125122"
"189","2.001596450805664","2.001596450805664","2.001596450805664"
"190","1.905193567276001","1.905193567276001","1.905193567276001"
"191","2.0518152713775635","2.0518152713775635","2.0518152713775635"
"192","2.2906875610351562","2.2906875610351562","2.2906875610351562"
"193","2.7335803508758545","2.7335803508758545","2.7335803508758545"
"194","2.4688894748687744","2.4688894748687744","2.4688894748687744"
"195","2.327237367630005","2.327237367630005","2.327237367630005"
"196","2.116896390914917","2.116896390914917","2.116896390914917"
"197","1.6910818815231323","1.6910818815231323","1.6910818815231323"
"198","2.6397242546081543","2.6397242546081543","2.6397242546081543"
"199","3.1479477882385254","3.1479477882385254","3.1479477882385254"
"200","2.8278863430023193","2.8278863430023193","2.8278863430023193"
"201","2.448760509490967","2.448760509490967","2.448760509490967"
"202","2.6559672355651855","2.6559672355651855","2.6559672355651855"
"203","2.384021282196045","2.384021282196045","2.384021282196045"
"204","2.370849847793579","2.370849847793579","2.370849847793579"
"205","2.050602436065674","2.050602436065674","2.050602436065674"
"206","2.2997844219207764","2.2997844219207764","2.2997844219207764"
"207","2.540569543838501","2.540569543838501","2.540569543838501"
"208","2.667073965072632","2.667073965072632","2.667073965072632"
"209","2.1081273555755615","2.1081273555755615","2.1081273555755615"
"210","2.317880392074585","2.317880392074585","2.317880392074585"
"211","2.8618533611297607","2.8618533611297607","2.8618533611297607"
"212","2.1554698944091797","2.1554698944091797","2.1554698944091797"
"213","2.3170089721679688","2.3170089721679688","2.3170089721679688"
"214","2.5913407802581787","2.5913407802581787","2.5913407802581787"
"215","2.0999109745025635","2.0999109745025635","2.0999109745025635"
"216","3.432371139526367","3.432371139526367","3.432371139526367"
"217","2.7316105365753174","2.7316105365753174","2.7316105365753174"
"218","2.918750047683716","2.918750047683716","2.918750047683716"
"219","2.228935718536377","2.228935718536377","2.228935718536377"
"220","2.324402093887329","2.324402093887329","2.324402093887329"
"221","2.6551647186279297","2.6551647186279297","2.6551647186279297"
"222","2.3380887508392334","2.3380887508392334","2.3380887508392334"
"223","2.712437868118286","2.712437868118286","2.712437868118286"
"224","2.6839702129364014","2.6839702129364014","2.6839702129364014"
"225","2.627225160598755","2.627225160598755","2.627225160598755"
"226","3.03006649017334","3.03006649017334","3.03006649017334"
"227","2.5917561054229736","2.5917561054229736","2.5917561054229736"
"228","3.206696033477783","3.206696033477783","3.206696033477783"
"229","2.9482011795043945","2.9482011795043945","2.9482011795043945"
"230","2.8849122524261475","2.8849122524261475","2.8849122524261475"
"231","2.7994544506073","2.7994544506073","2.7994544506073"
"232","3.332458257675171","3.332458257675171","3.332458257675171"
"233","2.5861377716064453","2.5861377716064453","2.5861377716064453"
"234","3.533386707305908","3.533386707305908","3.533386707305908"
"235","3.026947259902954","3.026947259902954","3.026947259902954"
"236","2.631246566772461","2.631246566772461","2.631246566772461"
"237","3.4753689765930176","3.4753689765930176","3.4753689765930176"
"238","2.8300516605377197","2.8300516605377197","2.8300516605377197"
"239","3.2680954933166504","3.2680954933166504","3.2680954933166504"
"240","2.5710232257843018","2.5710232257843018","2.5710232257843018"
"241","3.3729257583618164","3.3729257583618164","3.3729257583618164"
"242","4.097080707550049","4.097080707550049","4.097080707550049"
"243","3.848299026489258","3.848299026489258","3.848299026489258"
"244","3.527613401412964","3.527613401412964","3.527613401412964"
"245","3.9188718795776367","3.9188718795776367","3.9188718795776367"
"246","3.4339590072631836","3.4339590072631836","3.4339590072631836"
"247","3.5228934288024902","3.5228934288024902","3.5228934288024902"
"248","3.150003671646118","3.150003671646118","3.150003671646118"
"249","3.8058698177337646","3.8058698177337646","3.8058698177337646"
"250","3.0761969089508057","3.0761969089508057","3.0761969089508057"
"251","3.0978124141693115","3.0978124141693115","3.0978124141693115"
"252","3.414782762527466","3.414782762527466","3.414782762527466"
"253","2.8652184009552","2.8652184009552","2.8652184009552"
"254","2.734786033630371","2.734786033630371","2.734786033630371"
"255","3.509406328201294","3.509406328201294","3.509406328201294"
"256","3.8192245960235596","3.8192245960235596","3.8192245960235596"
"257","3.8910062313079834","3.8910062313079834","3.8910062313079834"
"258","2.865304708480835","2.865304708480835","2.865304708480835"
"259","3.7888941764831543","3.7888941764831543","3.7888941764831543"
"260","4.337274074554443","4.337274074554443","4.337274074554443"
"261","3.525622606277466","3.525622606277466","3.525622606277466"
"262","3.39119291305542","3.39119291305542","3.39119291305542"
"263","3.207362651824951","3.207362651824951","3.207362651824951"
"264","4.069900989532471","4.069900989532471","4.069900989532471"
"265","4.363516330718994","4.363516330718994","4.363516330718994"
"266","3.7302918434143066","3.7302918434143066","3.7302918434143066"
"267","3.6847264766693115","3.6847264766693115","3.6847264766693115"
"268","4.455958366394043","4.455958366394043","4.455958366394043"
"269","3.0177855491638184","3.0177855491638184","3.0177855491638184"
"270","3.473414182662964","3.473414182662964","3.473414182662964"
"271","3.053312301635742","3.053312301635742","3.053312301635742"
"272","3.9362235069274902","3.9362235069274902","3.9362235069274902"
"273","3.5209126472473145","3.5209126472473145","3.5209126472473145"
"274","3.760737657546997","3.760737657546997","3.760737657546997"
"275","3.5824451446533203","3.5824451446533203","3.5824451446533203"
"276","4.478569030761719","4.478569030761719","4.478569030761719"
"277","3.5473854541778564","3.5473854541778564","3.5473854541778564"
"278","3.972433090209961","3.972433090209961","3.972433090209961"
"279","3.5646724700927734","3.5646724700927734","3.5646724700927734"
"280","4.5634918212890625","4.5634918212890625","4.5634918212890625"
"281","4.093320846557617","4.093320846557617","4.093320846557617"
"282","3.969496011734009","3.969496011734009","3.969496011734009"
"283","4.239192485809326","4.239192485809326","4.239192485809326"
"284","3.953603506088257","3.953603506088257","3.953603506088257"
"285","4.894181728363037","4.894181728363037","4.894181728363037"
"286","3.695864200592041","3.695864200592041","3.695864200592041"
"287","3.864474058151245","3.864474058151245","3.864474058151245"
"288","4.467543601989746","4.467543601989746","4.467543601989746"
"289","4.319204330444336","4.319204330444336","4.319204330444336"
"290","4.606130123138428","4.606130123138428","4.606130123138428"
"291","4.5599470138549805","4.5599470138549805","4.5599470138549805"
"292","4.715997219085693","4.715997219085693","4.715997219085693"
"293","4.495418548583984","4.495418548583984","4.495418548583984"
"294","4.234210968017578","4.234210968017578","4.234210968017578"
"295","5.115293979644775","5.115293979644775","5.115293979644775"
"296","5.014123916625977","5.014123916625977","5.014123916625977"
"297","4.022404193878174","4.022404193878174","4.022404193878174"
"298","4.286935329437256","4.286935329437256","4.286935329437256"
"299","4.314177989959717","4.314177989959717","4.314177989959717"
"300","4.26898193359375","4.26898193359375","4.26898193359375"
"301","4.10414981842041","4.10414981842041","4.10414981842041"
"302","3.7794530391693115","3.7794530391693115","3.7794530391693115"
"303","4.174662113189697","4.174662113189697","4.174662113189697"
"304","6.031340599060059","6.031340599060059","6.031340599060059"
"305","4.840927600860596","4.840927600860596","4.840927600860596"
"306","3.9937520027160645","3.9937520027160645","3.9937520027160645"
"307","4.263679027557373","4.263679027557373","4.263679027557373"
"308","3.850353956222534","3.850353956222534","3.850353956222534"
"309","5.097613334655762","5.097613334655762","5.097613334655762"
"310","4.207360744476318","4.207360744476318","4.207360744476318"
"311","4.77537727355957","4.77537727355957","4.77537727355957"
"312","4.984860897064209","4.984860897064209","4.984860897064209"
"313","4.3168182373046875","4.3168182373046875","4.3168182373046875"
"314","5.033566474914551","5.033566474914551","5.033566474914551"
"315","4.7212748527526855","4.7212748527526855","4.7212748527526855"
"316","4.525782108306885","4.525782108306885","4.525782108306885"
"317","5.127862930297852","5.127862930297852","5.127862930297852"
"318","4.6469926834106445","4.6469926834106445","4.6469926834106445"
"319","4.387516975402832","4.387516975402832","4.387516975402832"
"320","5.405564785003662","5.405564785003662","5.405564785003662"
"321","4.8379974365234375","4.8379974365234375","4.8379974365234375"
"322","5.029703140258789","5.029703140258789","5.029703140258789"
"323","4.745783805847168","4.745783805847168","4.745783805847168"
"324","4.784322738647461","4.784322738647461","4.784322738647461"
"325","4.300434112548828","4.300434112548828","4.300434112548828"
"326","4.690427780151367","4.690427780151367","4.690427780151367"
"327","4.4266228675842285","4.4266228675842285","4.4266228675842285"
"328","4.9164814949035645","4.9164814949035645","4.9164814949035645"
"329","5.552802562713623","5.552802562713623","5.552802562713623"
"330","6.214639663696289","6.214639663696289","6.214639663696289"
"331","5.027317047119141","5.027317047119141","5.027317047119141"
"332","5.252429008483887","5.252429008483887","5.252429008483887"
"333","5.233078956604004","5.233078956604004","5.233078956604004"
"334","5.179982662200928","5.179982662200928","5.179982662200928"
"335","4.760769367218018","4.760769367218018","4.760769367218018"
"336","6.453374862670898","6.453374862670898","6.453374862670898"
"337","4.876222133636475","4.876222133636475","4.876222133636475"
"338","4.82448673248291","4.82448673248291","4.82448673248291"
"339","5.3742804527282715","5.3742804527282715","5.3742804527282715"
"340","4.584144115447998","4.584144115447998","4.584144115447998"
"341","4.597472667694092","4.597472667694092","4.597472667694092"
"342","5.1315436363220215","5.1315436363220215","5.1315436363220215"
"343","4.319774627685547","4.319774627685547","4.319774627685547"
"344","4.971052169799805","4.971052169799805","4.971052169799805"
"345","4.9167304039001465","4.9167304039001465","4.9167304039001465"
"346","5.4120330810546875","5.4120330810546875","5.4120330810546875"
"347","5.145623207092285","5.145623207092285","5.145623207092285"
"348","5.541106700897217","5.541106700897217","5.541106700897217"
"349","4.854489803314209","4.854489803314209","4.854489803314209"
"350","4.904524803161621","4.904524803161621","4.904524803161621"
"351","5.101495742797852","5.101495742797852","5.101495742797852"
"352","6.040112018585205","6.040112018585205","6.040112018585205"
"353","5.312590599060059","5.312590599060059","5.312590599060059"
"354","5.53334379196167","5.53334379196167","5.53334379196167"
"355","4.881932735443115","4.881932735443115","4.881932735443115"
"356","5.716009616851807","5.716009616851807","5.716009616851807"
"357","4.879222393035889","4.879222393035889","4.879222393035889"
"358","5.29701042175293","5.29701042175293","5.29701042175293"
"359","5.221088409423828","5.221088409423828","5.221088409423828"
"360","5.034395217895508","5.034395217895508","5.034395217895508"
"361","4.8932623863220215","4.8932623863220215","4.8932623863220215"
"362","4.819822311401367","4.819822311401367","4.819822311401367"
"363","5.377680778503418","5.377680778503418","5.377680778503418"
"364","4.855541229248047","4.855541229248047","4.855541229248047"
"365","6.2206621170043945","6.2206621170043945","6.2206621170043945"
"366","5.760305881500244","5.760305881500244","5.760305881500244"
"367","5.4404096603393555","5.4404096603393555","5.4404096603393555"
"368","5.149108409881592","5.149108409881592","5.149108409881592"
"369","5.732975482940674","5.732975482940674","5.732975482940674"
"370","5.1610565185546875","5.1610565185546875","5.1610565185546875"
"371","5.912187576293945","5.912187576293945","5.912187576293945"
"372","5.5944342613220215","5.5944342613220215","5.5944342613220215"
"373","5.8934502601623535","5.8934502601623535","5.8934502601623535"
"374","5.389791965484619","5.389791965484619","5.389791965484619"
"375","5.005725860595703","5.005725860595703","5.005725860595703"
"376","5.556777477264404","5.556777477264404","5.556777477264404"
"377","5.341250419616699","5.341250419616699","5.341250419616699"
"378","5.453943729400635","5.453943729400635","5.453943729400635"
"379","4.994163513183594","4.994163513183594","4.994163513183594"
"380","6.252500534057617","6.252500534057617","6.252500534057617"
"381","5.57661247253418","5.57661247253418","5.57661247253418"
"382","5.6693243980407715","5.6693243980407715","5.6693243980407715"
"383","5.905837535858154","5.905837535858154","5.905837535858154"
"384","5.82588005065918","5.82588005065918","5.82588005065918"
"385","5.784420490264893","5.784420490264893","5.784420490264893"
"386","4.771914482116699","4.771914482116699","4.771914482116699"
"387","7.490192890167236","7.490192890167236","7.490192890167236"
"388","5.554169178009033","5.554169178009033","5.554169178009033"
"389","6.9310302734375","6.9310302734375","6.9310302734375"
"390","5.940120697021484","5.940120697021484","5.940120697021484"
"391","6.262427806854248","6.262427806854248","6.262427806854248"
"392","6.699353218078613","6.699353218078613","6.699353218078613"
"393","6.27310037612915","6.27310037612915","6.27310037612915"
"394","6.314006805419922","6.314006805419922","6.314006805419922"
"395","6.936707973480225","6.936707973480225","6.936707973480225"
"396","5.894975662231445","5.894975662231445","5.894975662231445"
"397","6.157969951629639","6.157969951629639","6.157969951629639"
"398","6.495343208312988","6.495343208312988","6.495343208312988"
"399","5.7401251792907715","5.7401251792907715","5.7401251792907715"
"400","5.678572177886963","5.678572177886963","5.678572177886963"
"401","5.87614107131958","5.87614107131958","5.87614107131958"
"402","6.0587921142578125","6.0587921142578125","6.0587921142578125"
"403","6.9664201736450195","6.9664201736450195","6.9664201736450195"
"404","5.476629257202148","5.476629257202148","5.476629257202148"
"405","6.490928649902344","6.490928649902344","6.490928649902344"
"406","6.550418376922607","6.550418376922607","6.550418376922607"
"407","5.942473888397217","5.942473888397217","5.942473888397217"
"408","6.55616569519043","6.55616569519043","6.55616569519043"
"409","6.503509521484375","6.503509521484375","6.503509521484375"
"410","5.83085823059082","5.83085823059082","5.83085823059082"
"411","5.8895087242126465","5.8895087242126465","5.8895087242126465"
"412","5.4325385093688965","5.4325385093688965","5.4325385093688965"
"413","6.545750617980957","6.545750617980957","6.545750617980957"
"414","6.08927059173584","6.08927059173584","6.08927059173584"
"415","6.34172248840332","6.34172248840332","6.34172248840332"
"416","6.2891621589660645","6.2891621589660645","6.2891621589660645"
"417","6.663809299468994","6.663809299468994","6.663809299468994"
"418","6.202472686767578","6.202472686767578","6.202472686767578"
"419","6.101804733276367","6.101804733276367","6.101804733276367"
"420","5.508994102478027","5.508994102478027","5.508994102478027"
"421","5.923371315002441","5.923371315002441","5.923371315002441"
"422","6.318521022796631","6.318521022796631","6.318521022796631"
"423","5.803073883056641","5.803073883056641","5.803073883056641"
"424","6.999171733856201","6.999171733856201","6.999171733856201"
"425","5.750107288360596","5.750107288360596","5.750107288360596"
"426","6.474813938140869","6.474813938140869","6.474813938140869"
"427","6.891397953033447","6.891397953033447","6.891397953033447"
"428","5.840969562530518","5.840969562530518","5.840969562530518"
"429","6.919180870056152","6.919180870056152","6.919180870056152"
"430","7.266069412231445","7.266069412231445","7.266069412231445"
"431","5.284885883331299","5.284885883331299","5.284885883331299"
"432","6.122018337249756","6.122018337249756","6.122018337249756"
"433","7.465344429016113","7.465344429016113","7.465344429016113"
"434","7.131630897521973","7.131630897521973","7.131630897521973"
"435","6.137491703033447","6.137491703033447","6.137491703033447"
"436","8.004181861877441","8.004181861877441","8.004181861877441"
"437","7.384211540222168","7.384211540222168","7.384211540222168"
"438","6.804742813110352","6.804742813110352","6.804742813110352"
"439","7.098530292510986","7.098530292510986","7.098530292510986"
"440","6.608428478240967","6.608428478240967","6.608428478240967"
"441","5.34343957901001","5.34343957901001","5.34343957901001"
"442","7.186222553253174","7.186222553253174","7.186222553253174"
"443","6.367637634277344","6.367637634277344","6.367637634277344"
"444","5.8691792488098145","5.8691792488098145","5.8691792488098145"
"445","7.449869632720947","7.449869632720947","7.449869632720947"
"446","6.290106773376465","6.290106773376465","6.290106773376465"
"447","6.458434104919434","6.458434104919434","6.458434104919434"
"448","6.857459545135498","6.857459545135498","6.857459545135498"
"449","7.058578968048096","7.058578968048096","7.058578968048096"
"450","7.062875270843506","7.062875270843506","7.062875270843506"
"451","6.9208855628967285","6.9208855628967285","6.9208855628967285"
"452","6.698949813842773","6.698949813842773","6.698949813842773"
"453","7.15826416015625","7.15826416015625","7.15826416015625"
"454","7.2294135093688965","7.2294135093688965","7.2294135093688965"
"455","6.837265968322754","6.837265968322754","6.837265968322754"
"456","7.350234508514404","7.350234508514404","7.350234508514404"
"457","6.58909797668457","6.58909797668457","6.58909797668457"
"458","6.60738468170166","6.60738468170166","6.60738468170166"
"459","7.457951068878174","7.457951068878174","7.457951068878174"
"460","7.416924476623535","7.416924476623535","7.416924476623535"
"461","7.536655902862549","7.536655902862549","7.536655902862549"
"462","6.797942638397217","6.797942638397217","6.797942638397217"
"463","6.448967456817627","6.448967456817627","6.448967456817627"
"464","7.48539400100708","7.48539400100708","7.48539400100708"
"465","7.823543548583984","7.823543548583984","7.823543548583984"
"466","5.584559440612793","5.584559440612793","5.584559440612793"
"467","7.444015026092529","7.444015026092529","7.444015026092529"
"468","8.13625431060791","8.13625431060791","8.13625431060791"
"469","8.614134788513184","8.614134788513184","8.614134788513184"
