time/time_elapsed,time/iterations,time/fps,time/total_timesteps,train/approx_kl,train/loss,train/entropy_loss,train/value_loss,train/learning_rate,train/policy_gradient_loss,train/explained_variance,train/std,train/n_updates,train/clip_range,train/clip_fraction,rollout/ep_len_mean,rollout/ep_rew_mean
3312,126,9970,33030144,0.0073080626,-0.12771153450012207,-12.805180333554745,0.002410317227258929,0.0003,-4.975152251063264e-05,0.502472996711731,1.7082599401474,977,0.2,0.08189201354980469,144.93,1.2895489685237407
3339,127,9968,33292288,0.007234202,-0.127412810921669,-12.824118740856647,0.0029390321924438467,0.0003,-6.712632512062555e-05,0.4809940457344055,1.7177013158798218,985,0.2,0.09480047225952148,161.09,1.4461246828734875
3366,128,9967,33554432,0.006241846,-0.12977750599384308,-12.848402917385101,0.0021468020786414854,0.0003,-6.196052163431887e-05,0.43009257316589355,1.7241311073303223,993,0.2,0.08309173583984375,150.47,1.3414518328756093
3393,129,9965,33816576,0.008705681,-0.1298084855079651,-12.865344077348709,0.0021260222520140815,0.0003,0.00016875285746209556,0.49528270959854126,1.7291911840438843,1001,0.2,0.08599042892456055,157.41,1.3796379041206093
3420,130,9962,34078720,0.006861353,-0.12870442867279053,-12.879765413701534,0.0021358342046369216,0.0003,0.0003716292967510526,0.5119417607784271,1.736315369606018,1009,0.2,0.08291769027709961,147.03,1.342603026777506
3447,131,9960,34340864,0.0062384843,-0.12931056320667267,-12.89638601988554,0.0019479504016999272,0.0003,0.0009209316158376168,0.52290078997612,1.7421828508377075,1017,0.2,0.09812736511230469,160.7,1.4592199302464723
3474,132,9960,34603008,0.0077274195,-0.1302950084209442,-12.913209788501263,0.0020630859980883542,0.0003,4.9660279728414025e-05,0.5862708985805511,1.7476894855499268,1025,0.2,0.0783228874206543,156.32,1.3557679422199727
3501,133,9958,34865152,0.0068763173,-0.12906861305236816,-12.930277563631535,0.0023221851461130427,0.0003,0.00039429656590073137,0.5576275587081909,1.7558521032333374,1033,0.2,0.09353876113891602,162.51,1.461472171396017
3528,134,9955,35127296,0.0073229326,-0.13148276507854462,-12.94318887591362,0.001947206541444757,0.0003,2.4815691631374648e-05,0.520289272069931,1.759244441986084,1041,0.2,0.08724832534790039,143.18,1.3069728425145148
3555,135,9953,35389440,0.009122232,-0.12787027657032013,-12.969189524650574,0.0027233545970375417,0.0003,0.0005968282557660132,0.4703851342201233,1.7709434032440186,1049,0.2,0.0919642448425293,145.9,1.2872206661105157
3582,136,9952,35651584,0.008116808,-0.12633927166461945,-13.002043008804321,0.001997155893150193,0.0003,0.0004376262531877728,0.5051094889640808,1.7819105386734009,1057,0.2,0.08734750747680664,164.44,1.4451074390485883
3608,137,9951,35913728,0.0074365814,-0.13050606846809387,-13.02661246061325,0.0020251796859156457,0.0003,0.0003421231444917794,0.5157640874385834,1.786596655845642,1065,0.2,0.08407258987426758,149.45,1.3092919093370439
3635,138,9949,36175872,0.006604562,-0.13224440813064575,-13.047250531613827,0.0022826879048807314,0.0003,0.0002375519788984093,0.5014594793319702,1.795898199081421,1073,0.2,0.08907079696655273,146.06,1.2747349871695042
3663,139,9947,36438016,0.0067670927,-0.13302896916866302,-13.062301695346832,0.005119143138472282,0.0003,0.000819690367734438,0.5303961336612701,1.7987637519836426,1081,0.2,0.0927424430847168,162.25,1.4044348707795142
3690,140,9945,36700160,0.0067324685,-0.13275524973869324,-13.073427721858025,0.0019830940318570356,0.0003,-0.0003387244837540493,0.4619503617286682,1.8058977127075195,1089,0.2,0.0720529556274414,165.04,1.3858620070666074
3716,141,9944,36962304,0.007118419,-0.1311027854681015,-13.090522423386574,0.002074388679830008,0.0003,0.000483561555029155,0.48345643281936646,1.8137284517288208,1097,0.2,0.0914926528930664,160.83,1.4879658985882998
3743,142,9942,37224448,0.007894683,-0.13042718172073364,-13.108817882835865,0.0017680903674772708,0.0003,0.0012443872151379765,0.5580849349498749,1.820404052734375,1105,0.2,0.09348726272583008,161.41,1.4605170030449517
3771,143,9940,37486592,0.007291846,-0.13137701153755188,-13.118715979158878,0.0021856144039702485,0.0003,0.0003495667708648398,0.4922257661819458,1.8230676651000977,1113,0.2,0.0910348892211914,147.33,1.2648516960069538
3797,144,9940,37748736,0.022705952,-0.13231879472732544,-13.119485855102539,0.0023698711302131414,0.0003,0.0017194951345261774,0.4864662289619446,1.8243345022201538,1115,0.2,0.09888659025493421,146.22,1.2907937967777252
3823,145,9940,38010880,0.009062686,-0.12901532649993896,-13.1285270601511,0.002161166040423268,0.0003,0.00034236761939610005,0.47091203927993774,1.8298856019973755,1123,0.2,0.09976720809936523,149.09,1.3514801706373691
3850,146,9939,38273024,0.009589048,-0.13098901510238647,-13.151915788650513,0.0023033674387988867,0.0003,0.00019906537863789708,0.5150061249732971,1.839848279953003,1131,0.2,0.08839130401611328,159.74,1.4794781448692083
3877,147,9937,38535168,0.008343351,-0.1341860145330429,-13.18398517370224,0.0027076608948846115,0.0003,0.00062022722340771,0.4357295036315918,1.8500312566757202,1139,0.2,0.09011077880859375,151.32,1.327391871213913
3905,148,9935,38797312,0.0066896137,-0.13279463350772858,-13.19634272903204,0.002239475971691718,0.0003,0.0002566279335951549,0.5135054290294647,1.8550091981887817,1147,0.2,0.08960199356079102,148.24,1.2673860077559949
3932,149,9933,39059456,0.008166826,-0.13117888569831848,-13.207637675106525,0.0025489955514785834,0.0003,-0.00014775198405914125,0.5581750869750977,1.8600037097930908,1155,0.2,0.08954715728759766,140.13,1.1641538114100696
3958,150,9932,39321600,0.008005431,-0.13196536898612976,-13.22587787359953,0.002582035673185601,0.0003,0.00030211630155463354,0.45715993642807007,1.8675134181976318,1163,0.2,0.10044384002685547,156.33,1.4267083802074194
3985,151,9931,39583744,0.007927334,-0.13130375742912292,-13.2494245916605,0.0029078211655360064,0.0003,0.0005073771831121121,0.4348717927932739,1.8777142763137817,1171,0.2,0.09852266311645508,156.14,1.3639514984190464
4013,152,9929,39845888,0.00717418,-0.13305240869522095,-13.265733622014523,0.002139567367521522,0.0003,0.00017827470855991123,0.517447292804718,1.8852870464324951,1179,0.2,0.09090805053710938,145.47,1.2346810864657163
4040,153,9927,40108032,0.009333782,-0.13301508128643036,-13.277251742780209,0.0015800691890035523,0.0003,0.0006655806209892035,0.554905503988266,1.8908522129058838,1187,0.2,0.08989524841308594,157.66,1.3877559747919441
4066,154,9926,40370176,0.008613222,-0.13223309814929962,-13.29246660321951,0.0018475914148439188,0.0003,0.0007750777667752118,0.5176956057548523,1.898707389831543,1195,0.2,0.09141731262207031,162.39,1.4180498124659062
4093,155,9926,40632320,0.008771522,-0.13477715849876404,-13.316690847277641,0.002414073766885849,0.0003,-0.00015510026696574641,0.4909559488296509,1.908199429512024,1203,0.2,0.09175539016723633,158.03,1.3322633069753647
4120,156,9924,40894464,0.0072523244,-0.1275806576013565,-13.328848585486412,0.002386182344707777,0.0003,0.0001405506568517012,0.476767361164093,1.9120302200317383,1211,0.2,0.09219980239868164,145.94,1.2808389825746418
4147,157,9922,41156608,0.0087752575,-0.13363729417324066,-13.338538683950901,0.0026180606791967875,0.0003,0.0003984647200923064,0.5429838597774506,1.9164823293685913,1219,0.2,0.09351396560668945,162.84,-4.524262294769287
4175,158,9920,41418752,0.010926595,-0.12498997896909714,-13.228148750960827,0.23125702049583197,0.0003,-0.011359378533143172,-0.008252501487731934,1.8639800548553467,1227,0.2,0.1316061019897461,152.44,-10.255205097198486
4201,159,9920,41680896,0.018583132,-0.1506703644990921,-13.03088379651308,0.11653128179023042,0.0003,-0.02663687020412908,0.02375108003616333,1.7902971506118774,1235,0.2,0.2213592529296875,156.44,-13.617533690929413
4228,160,9918,41943040,0.018273074,-0.1495223045349121,-12.832533344626427,0.07890546869020909,0.0003,-0.02512553452834254,0.06618452072143555,1.7200777530670166,1243,0.2,0.2169194221496582,165.87,-15.786967227458954
4256,161,9915,42205184,0.017989073,-0.14291375875473022,-12.655330032110214,0.06156175726209767,0.0003,-0.01822828865624615,0.1472388505935669,1.664933681488037,1251,0.2,0.22027826309204102,148.66,-13.061564540863037
4283,162,9913,42467328,0.01713117,-0.1417686492204666,-12.436674498021603,0.05650893316487782,0.0003,-0.02077169253880129,0.21628737449645996,1.6038997173309326,1259,0.2,0.20681524276733398,159.97,-12.347388008832931
4310,163,9913,42729472,0.015483334,-0.14227703213691711,-12.240575075149536,0.045058054296532646,0.0003,-0.019112520767521346,0.2710994482040405,1.5480238199234009,1267,0.2,0.19143342971801758,145.54,-9.77621094226837
4337,164,9912,42991616,0.014994307,-0.13893336057662964,-12.038256920874119,0.03631524971569888,0.0003,-0.018439263052187016,0.3139086365699768,1.4958218336105347,1275,0.2,0.19229364395141602,161.01,-9.634298272132874
4363,165,9911,43253760,0.0144184,-0.14264115691184998,-11.82742902636528,0.02819962301873602,0.0003,-0.02021648472691595,0.3436239957809448,1.4425740242004395,1283,0.2,0.17754316329956055,138.06,-7.0548430442810055
4391,166,9909,43515904,0.014533052,-0.1362566500902176,-11.6354835703969,0.023347925816779025,0.0003,-0.01689308470213291,0.38993412256240845,1.3930480480194092,1291,0.2,0.17307615280151367,148.97,-6.97567057967186
4418,167,9908,43778048,0.013086489,-0.13443946838378906,-11.44458557665348,0.01885659064282663,0.0003,-0.013910726227550185,0.4234197735786438,1.348088026046753,1299,0.2,0.17307806015014648,133.59,-5.469789249897003
4444,168,9908,44040192,0.0138125755,-0.1323474943637848,-11.205641478300095,0.015377627009002026,0.0003,-0.017920025889907265,0.4537614583969116,1.302764654159546,1307,0.2,0.1805553436279297,140.67,-5.199421744346619
4471,169,9906,44302336,0.014578572,-0.1296515166759491,-10.996431052684784,0.012190553803520743,0.0003,-0.018050752322778862,0.4638308882713318,1.2581068277359009,1315,0.2,0.1692061424255371,140.74,-4.553863429911434
4499,170,9904,44564480,0.017247964,-0.12793591618537903,-10.787763141095638,0.009794956014957279,0.0003,-0.017625967981985013,0.3676084876060486,1.2150503396987915,1323,0.2,0.1608719825744629,150.81,-4.45108184158802
4526,171,9903,44826624,0.013323234,-0.12910576164722443,-10.57966573536396,0.008240268085501157,0.0003,-0.016591899593549897,0.42767763137817383,1.173797369003296,1331,0.2,0.15076351165771484,138.07,-3.546552463769913
4553,172,9902,45088768,0.013727915,-0.12645494937896729,-10.34359946101904,0.006313918365776772,0.0003,-0.01845404567939113,0.4677127003669739,1.132053017616272,1339,0.2,0.16264963150024414,150.31,-3.308673313856125
4580,173,9901,45350912,0.013991158,-0.12245066463947296,-10.122886687517166,0.005733196430810494,0.0003,-0.016744141977142135,0.4245472550392151,1.093296766281128,1347,0.2,0.15606212615966797,157.29,-3.045491240620613
4606,174,9901,45613056,0.013579334,-0.12049323320388794,-9.90051244199276,0.0047399498434970155,0.0003,-0.016647907155856956,0.47000545263290405,1.0558761358261108,1355,0.2,0.14903497695922852,167.81,-2.7790063107013703
4634,175,9899,45875200,0.013124829,-0.11640378087759018,-9.689922526478767,0.0046649984615214635,0.0003,-0.014952557378364872,0.40074819326400757,1.020712971687317,1363,0.2,0.1410083770751953,154.49,-2.2070611083507536
4661,176,9898,46137344,0.013653077,-0.11370521783828735,-9.489339977502823,0.00452783450964489,0.0003,-0.010865929882129421,0.4231463074684143,0.9891682863235474,1371,0.2,0.15485239028930664,147.0,-1.8668689090013504
4687,177,9898,46399488,0.014035126,-0.11270911246538162,-9.27948772907257,0.0036237605272617657,0.0003,-0.010817072063218802,0.37546414136886597,0.9580796360969543,1379,0.2,0.15553617477416992,152.03,-1.7080499029159546
4714,178,9896,46661632,0.014702866,-0.11050060391426086,-9.045233763754368,0.0026976222925441107,0.0003,-0.015961392489771242,0.4159507155418396,0.9252215027809143,1387,0.2,0.14639902114868164,139.23,-1.276412382721901
4742,179,9894,46923776,0.012847047,-0.10696153342723846,-8.836199149489403,0.0027161538491782267,0.0003,-0.012777102188920253,0.41001033782958984,0.8959057927131653,1395,0.2,0.13836336135864258,146.5,-1.1277908244729042
4769,180,9893,47185920,0.011853434,-0.10010629892349243,-8.65247792005539,0.003076222512390814,0.0003,-0.008531806208338821,0.44494515657424927,0.8703867197036743,1403,0.2,0.13746166229248047,133.53,-0.8913655726611615
4795,181,9893,47448064,0.0117030265,-0.10014725476503372,-8.447101153433323,0.002512800403565052,0.0003,-0.009482909815233143,0.4060288071632385,0.8449925184249878,1411,0.2,0.13832664489746094,146.63,-0.7995921101793647
4822,182,9892,47710208,0.011543578,-0.09529811888933182,-8.273128442466259,0.0026296402702428168,0.0003,-0.006811392282543238,0.4878758192062378,0.8215546011924744,1419,0.2,0.1397552490234375,143.66,-0.6861202770099044
4849,183,9892,47972352,0.013090661,-0.09352539479732513,-8.074768379330635,0.002316044003237039,0.0003,-0.006923224844285869,0.42819714546203613,0.801913321018219,1427,0.2,0.1514725685119629,145.04,-0.47996864090673624
4876,184,9891,48234496,0.031834997,-0.08120258897542953,-8.005452941445743,0.002646562862483894,0.0003,0.0008798647425411379,0.42438918352127075,0.7987368702888489,1429,0.2,0.0856179630055147,151.2,-0.46164872402325274
4902,185,9892,48496640,0.0211784,-0.06075459346175194,-7.987237453460693,0.0034290581631163755,0.0003,0.00999051274266094,0.5097298324108124,0.798225462436676,1430,0.2,0.22123209635416666,179.94,-0.4591890153940767
4929,186,9891,48758784,0.013502581,-0.09224684536457062,-7.876752153038979,0.0022979387649684213,0.0003,-0.005795330841010582,0.3694194555282593,0.7792500257492065,1438,0.2,0.15465688705444336,163.34,-0.3183514209650457
4956,187,9890,49020928,0.011867248,-0.08728577196598053,-7.730420466512442,0.001966366452506918,0.0003,-0.005004421823286975,0.5283048450946808,0.7590497732162476,1446,0.2,0.13107585906982422,175.86,-0.23208510817494243
4984,188,9887,49283072,0.012189119,-0.08713392913341522,-7.543429397046566,0.0018911206316261087,0.0003,-0.005582522439908644,0.4418567419052124,0.7386476993560791,1454,0.2,0.1285848617553711,174.13,-0.08761868745088577
5011,189,9886,49545216,0.012672139,-0.08716804534196854,-7.339913301169872,0.0016604204811301315,0.0003,-0.007808152573488769,0.4175335764884949,0.7182300686836243,1462,0.2,0.1260089874267578,163.77,0.04161296139471233
5037,190,9886,49807360,0.011665701,-0.08140181005001068,-7.164351262152195,0.0018402890773359104,0.0003,-0.00639036354914424,0.4574364423751831,0.6995570659637451,1470,0.2,0.12331485748291016,168.81,0.10231956702657044
5065,191,9885,50069504,0.010872486,-0.07683102041482925,-6.997834973037243,0.0021930398943368345,0.0003,-0.0047782323681531125,0.4068956971168518,0.6829420328140259,1478,0.2,0.1278529167175293,188.09,0.2749452844215557
5092,192,9884,50331648,0.010295199,-0.07546532899141312,-6.834010504186153,0.0020022877824885654,0.0003,-0.0049233930863010755,0.41009873151779175,0.6666867136955261,1486,0.2,0.11299848556518555,159.28,0.28857341296505185
5119,193,9882,50593792,0.010836581,-0.07436801493167877,-6.685551185160875,0.0018025662957370514,0.0003,-0.003482848811927397,0.35475558042526245,0.6519132852554321,1494,0.2,0.1287708282470703,186.23,0.44229169256752354
5146,194,9881,50855936,0.010733568,-0.07283207029104233,-6.530394781380892,0.0018156248725063051,0.0003,-0.0036049099717274657,0.48498064279556274,0.6371119618415833,1502,0.2,0.12943696975708008,175.25,0.5121576492767781
5173,195,9880,51118080,0.0106519805,-0.0657353401184082,-6.388918291777372,0.002401426323558553,0.0003,-0.000911898002414091,0.46155422925949097,0.6251649856567383,1510,0.2,0.1311488151550293,173.97,0.6275508817890659
5201,196,9878,51380224,0.014273722,-0.06137971952557564,-6.238257892429829,0.0014013696609254112,0.0003,-0.003189639511219866,0.46480000019073486,0.6115848422050476,1518,0.2,0.1437511444091797,195.87,0.6982273966632784
5228,197,9876,51642368,0.01770264,-0.0650431290268898,-6.083798196166754,0.0011473877984826686,0.0003,-0.004092702048637875,0.5596931874752045,0.597362756729126,1526,0.2,0.13370275497436523,180.53,0.8041376877482981
5256,198,9874,51904512,0.009466317,-0.06086717173457146,-5.943206395953894,0.0013122835762260365,0.0003,-0.002422241730073438,0.5621355175971985,0.585411548614502,1534,0.2,0.12862873077392578,187.06,0.8196339735388756
5282,199,9874,52166656,0.010416429,-0.06384171545505524,-5.808067359030247,0.0014647567786596483,0.0003,-0.002563542178904754,0.5321574807167053,0.5736797451972961,1542,0.2,0.12707042694091797,207.13,1.0085926589090377
5309,200,9874,52428800,0.025010183,-0.03542548418045044,-5.702223429039343,0.0012532140739929321,0.0003,0.0003179139978905667,0.5587406158447266,0.5662814974784851,1547,0.2,0.13209647562966417,199.96,1.0507651509996503
5336,201,9874,52690944,0.02615588,-0.046968311071395874,-5.62837984085083,0.0014960796874947846,0.0003,0.0022852712497115134,0.4785062074661255,0.5619317293167114,1551,0.2,0.157449951171875,205.38,1.1117364878277294
5363,202,9872,52953088,0.0126960315,-0.06122102588415146,-5.52618045732379,0.0012019292153127026,0.0003,-0.001967423356290965,0.5535104870796204,0.5520137548446655,1559,0.2,0.1383981704711914,198.07,1.0702315893629566
5390,203,9871,53215232,0.010801552,-0.05639215186238289,-5.438127037137747,0.0014535090676872642,0.0003,0.0019046286975026305,0.5273807346820831,0.5452642440795898,1567,0.2,0.16768884658813477,201.58,1.1460466812411323
5418,204,9870,53477376,0.012651509,-0.05830435827374458,-5.327961031347513,0.0015575605493722833,0.0003,-0.0006032747837707575,0.5286710262298584,0.5367098450660706,1575,0.2,0.1512308120727539,217.08,1.2920148596027865
5444,205,9869,53739520,0.012634945,-0.05545501038432121,-5.215434294193983,0.0011671868915072992,0.0003,-0.0006038113833710668,0.5969875752925873,0.5275068283081055,1583,0.2,0.14817333221435547,209.63,1.301915837205015
5472,206,9868,54001664,0.01399686,-0.05312569439411163,-5.095000505447388,0.0011050517800867965,0.0003,-0.0011670277176563104,0.6003156304359436,0.5179304480552673,1591,0.2,0.1427474021911621,206.87,1.385052595725283
5498,207,9868,54263808,0.022505134,-0.025440944358706474,-5.049096584320068,0.0010566350538283587,0.0003,0.01246504175166289,0.5878727734088898,0.5178545713424683,1592,0.2,0.2636311848958333,199.74,1.2910816348716616
5525,208,9868,54525952,0.0103774285,-0.05344334989786148,-4.981818951666355,0.0014393937544809887,0.0003,-0.0015230409717332805,0.5622920989990234,0.509006679058075,1600,0.2,0.12323808670043945,199.94,1.3468913118843922
5551,209,9868,54788096,0.018488089,-0.03313544765114784,-4.9124599782431995,0.0015797399881682017,0.0003,0.0026047522139667372,0.5685988366603851,0.5057278871536255,1603,0.2,0.15470625714557926,204.3,1.4619807038828732
5578,210,9868,55050240,0.0101045035,-0.050266217440366745,-4.826058719307184,0.0019157562901455094,0.0003,-0.0007587555805912416,0.5395578145980835,0.49831098318099976,1611,0.2,0.1292252540588379,202.17,1.4751966240722687
5606,211,9866,55312384,0.012828378,-0.05161185935139656,-4.723618496209383,0.0013731064154853811,0.0003,-0.0022270182134889183,0.8091456592082977,0.49011412262916565,1619,0.2,0.11836004257202148,222.5,1.654883863981813
5631,212,9868,55574528,0.017175986,-0.04697548225522041,-4.6755954424540205,0.0019751464844577843,0.0003,-0.0007038892039822207,0.3374950885772705,0.48969966173171997,1620,0.2,0.0667724609375,210.16,1.5155263091437519
5658,213,9868,55836672,0.013087729,-0.026927122846245766,-4.664726690812544,0.0013683540958233855,0.0003,0.0077786215856163335,0.5835093557834625,0.488701194524765,1621,0.2,0.14959716796875,216.18,1.5732067937031389
5685,214,9867,56098816,0.01003102,-0.04882218688726425,-4.591851562261581,0.001594414352439344,0.0003,-0.001127005782109336,0.5714986324310303,0.48122647404670715,1629,0.2,0.1350545883178711,211.81,1.6333087879419326
5713,215,9865,56360960,0.010822156,-0.045828673988580704,-4.502947933971882,0.0022989241015238804,0.0003,-5.748385410697665e-05,0.509036511182785,0.4750044643878937,1637,0.2,0.14372014999389648,208.2,1.576115439659916
5740,216,9864,56623104,0.009106882,-0.044453851878643036,-4.418810397386551,0.002543974709624308,0.0003,-1.0541240953898523e-05,0.5410367846488953,0.46887344121932983,1645,0.2,0.13931655883789062,215.05,1.633214046296198
5767,217,9863,56885248,0.011955309,-0.04252893850207329,-4.327836774289608,0.002204486640948744,0.0003,8.383925660382374e-05,0.5773157477378845,0.4626195728778839,1653,0.2,0.13585615158081055,224.76,1.6898445349442772
5794,218,9862,57147392,0.010812516,-0.04521995782852173,-4.241587679833174,0.0024710464294912526,0.0003,-0.0007826475148249301,0.5709742307662964,0.4571615159511566,1661,0.2,0.1331624984741211,207.34,1.55428688977845
5822,219,9859,57409536,0.012912806,-0.03392326459288597,-4.171025972813368,0.003309321698907297,0.0003,-0.0001667302371970436,0.5766428112983704,0.452666312456131,1669,0.2,0.13685941696166992,210.58,1.6797330958163366
5850,220,9857,57671680,0.009574014,-0.04260663315653801,-4.118138883262873,0.0037870093146921135,0.0003,0.0003374467282810656,0.5998121201992035,0.44918587803840637,1677,0.2,0.14309263229370117,206.37,1.73061486043036
5877,221,9856,57933824,0.008904831,-0.04327010735869408,-4.080202654004097,0.004975220599590102,0.0003,0.001013315550153493,0.615522563457489,0.44673120975494385,1685,0.2,0.1521453857421875,212.23,1.6018515472114085
5905,222,9854,58195968,0.010805637,-0.040367573499679565,-4.045538488775492,0.005156157840247033,0.0003,0.00044537159737956244,0.6835817098617554,0.44436973333358765,1693,0.2,0.13641119003295898,210.09,1.8468090782687068
5932,223,9854,58458112,0.01022804,-0.03678145259618759,-4.00378854945302,0.005393278795963852,0.0003,-0.00036895598350383807,0.6727704405784607,0.44136184453964233,1701,0.2,0.12890291213989258,211.3,1.8278940657991916
5960,224,9851,58720256,0.011015346,-0.038972157984972,-3.961411064490676,0.004827574684895808,0.0003,0.0007031820041447645,0.6493776142597198,0.4385679364204407,1709,0.2,0.14362239837646484,222.78,2.0218228542828003
5987,225,9851,58982400,0.012431219,-0.03739405423402786,-3.9257207196205854,0.0049072744986915495,0.0003,0.000754870115997619,0.7067393660545349,0.4362897276878357,1717,0.2,0.13919305801391602,224.73,1.9123304216563701
6014,226,9850,59244544,0.009187367,-0.037766121327877045,-3.8826841320842505,0.004986377567547606,0.0003,0.000164385887728713,0.7217192351818085,0.4329901933670044,1725,0.2,0.13596391677856445,227.91,2.123907812978141
6041,227,9849,59506688,0.009781452,-0.03847961127758026,-3.8375998865813017,0.00459246632817667,0.0003,6.115842597864685e-05,0.758177250623703,0.4303566813468933,1733,0.2,0.13454341888427734,223.16,1.808298757597804
6069,228,9847,59768832,0.012432982,-0.0382813960313797,-3.80290356092155,0.005182575976505177,0.0003,0.00041348903187099495,0.8022507727146149,0.42812785506248474,1741,0.2,0.14174509048461914,217.25,1.9864381447434425
6096,229,9847,60030976,0.0121089285,-0.029615823179483414,-3.7864939644932747,0.007516099591157399,0.0003,0.0012581477403728059,0.8253616094589233,0.42763635516166687,1743,0.2,0.1337299346923828,226.59,2.200481447877828
6123,230,9846,60293120,0.008842414,-0.03678377717733383,-3.7671460807323456,0.010342351117287762,0.0003,-0.00019963790464316844,0.8356001228094101,0.4258147180080414,1751,0.2,0.13214397430419922,230.99,2.6841945777833462
6150,231,9844,60555264,0.009980107,-0.03858475014567375,-3.7486200965940952,0.012878784335043747,0.0003,0.00040786544468573993,0.8363638818264008,0.42486849427223206,1759,0.2,0.1344609260559082,216.11,2.610533363930881
6178,232,9844,60817408,0.008391269,-0.038452230393886566,-3.743451453745365,0.013066894614894409,0.0003,0.0007735881126791355,0.8535221815109253,0.42469897866249084,1767,0.2,0.1242971420288086,226.39,2.239760906547308
6206,233,9841,61079552,0.009099126,-0.03575490415096283,-3.740771748125553,0.018638128814927768,0.0003,0.0010436193754230771,0.8664978742599487,0.4242481291294098,1775,0.2,0.12314653396606445,223.98,3.0259126616083085
6233,234,9840,61341696,0.007819235,-0.035643480718135834,-3.7312397435307503,0.01715231990965549,0.0003,-0.0002790801245282637,0.8964824229478836,0.4234101474285126,1783,0.2,0.11490583419799805,225.83,2.8832124979794025
6261,235,9839,61603840,0.010158088,-0.033776845782995224,-3.7308191768825054,0.02193259085470345,0.0003,0.0005660334236381459,0.8908485174179077,0.4238070547580719,1791,0.2,0.12653875350952148,237.13,3.216374456360936
6288,236,9837,61865984,0.009492155,-0.03719426691532135,-3.7430074717849493,0.023346294241491705,0.0003,-0.0003242128727833915,0.8922767043113708,0.4245203733444214,1799,0.2,0.13380098342895508,223.63,3.927283142907545
6317,237,9834,62128128,0.009554414,-0.039193253964185715,-3.749142838642001,0.02413309870462399,0.0003,-0.0006954568793844373,0.908337414264679,0.42452889680862427,1807,0.2,0.12041568756103516,223.81,3.3436478830408305
6344,238,9833,62390272,0.007985977,-0.038003209978342056,-3.7470225263386965,0.023848721190006472,0.0003,6.947991641936824e-05,0.9210056960582733,0.4241432547569275,1815,0.2,0.12515878677368164,234.71,4.662597645074129
6372,239,9832,62652416,0.011609299,-0.03456137329339981,-3.76044443808496,0.029507220824598335,0.0003,0.0007109702482921421,0.9227170124650002,0.4258725047111511,1823,0.2,0.13527679443359375,236.66,4.331183610445587
6400,240,9830,62914560,0.0104477,-0.027891280129551888,-3.7784572206437588,0.027466177110909484,0.0003,0.0003062875080104277,0.9216243550181389,0.42609670758247375,1831,0.2,0.11862897872924805,224.03,4.722128253988922
6428,241,9828,63176704,0.010155367,-0.03469908982515335,-3.7790017537772655,0.027250701896264218,0.0003,0.00011295925969534437,0.9283354207873344,0.4261478781700134,1839,0.2,0.11839675903320312,229.5,4.239934427700937
6456,242,9825,63438848,0.0083017275,-0.03690207004547119,-3.7780817709863186,0.027199182208278216,0.0003,-0.00012193049951747525,0.9291261360049248,0.42561355233192444,1847,0.2,0.11077880859375,221.7,4.265710079856217
6483,243,9824,63700992,0.008312056,-0.03547957167029381,-3.7784575540572405,0.030766436218982562,0.0003,0.0002262970374431461,0.9359604716300964,0.42575332522392273,1855,0.2,0.11638307571411133,223.62,3.861275752714137
6511,244,9823,63963136,0.008206199,-0.036599840968847275,-3.77718804217875,0.02953323780093342,0.0003,-3.058509128095466e-05,0.9383921846747398,0.4258107841014862,1863,0.2,0.1098318099975586,228.78,6.466588971838355
6538,245,9822,64225280,0.007375502,-0.03588606417179108,-3.776348479092121,0.03000169615552295,0.0003,0.0003754834719984501,0.9422090761363506,0.42541274428367615,1871,0.2,0.11324930191040039,214.75,6.340040068216622
6566,246,9820,64487424,0.0074334983,-0.0353030264377594,-3.777282712981105,0.033092033248976804,0.0003,0.0008357601673196768,0.9405706152319908,0.42550382018089294,1879,0.2,0.11426210403442383,225.81,6.700340937094297
6594,247,9819,64749568,0.009088726,-0.03465767949819565,-3.7815384715795517,0.03466008174291346,0.0003,0.00035790273432212416,0.9449248537421227,0.4258703887462616,1887,0.2,0.11730146408081055,217.02,6.729370997995138
6622,248,9817,65011712,0.010548379,-0.03501102700829506,-3.7798905074596405,0.03501046629389748,0.0003,-2.2232241462916136e-05,0.9432210028171539,0.42550450563430786,1895,0.2,0.11764097213745117,226.26,8.428550481263082
6649,249,9816,65273856,0.007377111,-0.03692841902375221,-3.7797282617539167,0.039950248145032674,0.0003,-0.0009610528227312898,0.9418658539652824,0.425338476896286,1903,0.2,0.11183643341064453,228.54,7.152922989372164
6677,250,9813,65536000,0.009693177,-0.037753406912088394,-3.7833249270915985,0.03813732779235579,0.0003,-0.00017754210148268612,0.9447930306196213,0.4255104959011078,1911,0.2,0.1150364875793457,220.05,7.639474869575351
6705,251,9812,65798144,0.008896019,-0.036109808832407,-3.7744581159204245,0.03730065596755594,0.0003,0.00015148018155741738,0.9479297772049904,0.424628883600235,1919,0.2,0.10955381393432617,215.17,6.439768711477518
6732,252,9811,66060288,0.007437259,-0.03445914760231972,-3.773050943389535,0.034937739779707044,0.0003,-0.0002208315613643208,0.9519781433045864,0.4246932566165924,1927,0.2,0.10695981979370117,225.27,6.960626657195389
