time/fps,time/iterations,time/time_elapsed,time/total_timesteps,train/explained_variance,train/value_loss,rollout/ep_len_mean,train/clip_fraction,train/policy_gradient_loss,train/std,train/entropy_loss,train/n_updates,train/loss,train/learning_rate,train/clip_range,rollout/ep_rew_mean,train/approx_kl
10471,22,550,5767168,0.27133554220199585,0.005658094059981522,183.8,0.05648612976074219,-0.0009835542446126055,1.1706069707870483,-10.997847139835358,168,-0.11131265014410019,0.0003,0.2,0.893184547200799,0.0058232676
10455,23,576,6029312,0.35878121852874756,0.0025131800257440773,164.38,0.060986995697021484,-0.0020457566511140612,1.1800224781036377,-11.062452159821987,176,-0.1131286770105362,0.0003,0.2,0.7756868946552277,0.0060460567
10452,24,601,6291456,0.3447677493095398,0.003503418066429731,145.87,0.06780672073364258,-0.0016287732660202892,1.190018892288208,-11.119832687079906,184,-0.11290428787469864,0.0003,0.2,0.7240755278617144,0.006783819
10424,25,628,6553600,0.3136855959892273,0.0018279628257005243,153.43,0.0605463981628418,-0.0017118160003519733,1.1950187683105469,-11.15894740074873,192,-0.11405964940786362,0.0003,0.2,0.8839077370613814,0.0056701154
10410,26,654,6815744,0.333471417427063,0.005259002979073557,160.41,0.07209205627441406,-0.000904973681372212,1.2077196836471558,-11.212547898292542,200,-0.11176449060440063,0.0003,0.2,0.9098766194283963,0.0070340224
10397,27,680,7077888,0.38022321462631226,0.004958611276379088,154.17,0.07219314575195312,-0.0009559636282574502,1.2182892560958862,-11.27703981846571,208,-0.11278142780065536,0.0003,0.2,0.9496474739909172,0.005893654
10382,28,706,7340032,0.356295645236969,0.004925513047055574,134.42,0.06858301162719727,-0.0012806277986783243,1.2285351753234863,-11.336077824234962,216,-0.11535070836544037,0.0003,0.2,0.7444233563542366,0.006141941
10370,29,733,7602176,0.4457734227180481,0.004713154807177489,157.93,0.06078147888183594,-0.0009406282224517781,1.2380132675170898,-11.389580398797989,224,-0.11508337408304214,0.0003,0.2,0.9127524781972169,0.0054136547
10347,30,759,7864320,0.39681392908096313,0.0062199600997701054,160.72,0.06110429763793945,-0.0006917626819813449,1.2502981424331665,-11.44966358691454,232,-0.11560671776533127,0.0003,0.2,0.9607903609424829,0.0062131695
10340,31,785,8126464,0.37531447410583496,0.006746466679032892,173.44,0.059400081634521484,-0.000940806442486064,1.2595173120498657,-11.507987387478352,240,-0.11538117378950119,0.0003,0.2,1.2302481209114193,0.0056633437
10327,32,812,8388608,0.5742839276790619,0.005760414798714919,146.47,0.05202674865722656,-0.00082687395524772,1.2709251642227173,-11.56338819861412,248,-0.11647413671016693,0.0003,0.2,0.8563614561408758,0.00479828
10319,33,838,8650752,0.3189575672149658,0.0035616412442323053,144.94,0.0574183464050293,-0.0010110040816471155,1.2777858972549438,-11.610567480325699,256,-0.1171385794878006,0.0003,0.2,1.0081046914309264,0.005465095
10301,34,865,8912896,0.3357328772544861,0.0066800909116864204,150.43,0.06620597839355469,-0.0008657075377414003,1.2917908430099487,-11.669647321105003,264,-0.11829421669244766,0.0003,0.2,0.8794314214587211,0.006118114
10288,35,891,9175040,0.3796309232711792,0.006697029763017781,145.34,0.05981159210205078,-0.000575219437450869,1.3033299446105957,-11.738408952951431,272,-0.11718042194843292,0.0003,0.2,0.9025946277379989,0.00640963
10280,36,917,9437184,0.4307398200035095,0.005801758959933068,137.26,0.06551456451416016,-0.00028098969005441177,1.3129409551620483,-11.78834693878889,280,-0.11804695427417755,0.0003,0.2,0.8439943218231201,0.005763648
10268,37,944,9699328,0.44147253036499023,0.006211122788954526,151.57,0.0672154426574707,-0.0006096279371377022,1.326566457748413,-11.851396732032299,288,-0.11890412122011185,0.0003,0.2,1.1012905408849474,0.0057980195
10258,38,971,9961472,0.4112928509712219,0.006237577472347766,148.24,0.0537109375,-0.0006387744456333166,1.336362600326538,-11.906303159892559,296,-0.11812139302492142,0.0003,0.2,0.9323288779705763,0.0052938596
10237,39,998,10223616,0.46706777811050415,0.006564397212059703,140.09,0.06008720397949219,-0.0005360156287679274,1.346899151802063,-11.95782621204853,304,-0.11866044998168945,0.0003,0.2,0.8705503834038972,0.007005536
10228,40,1025,10485760,0.4009537100791931,0.004665713448048336,158.79,0.05330228805541992,-0.0009718791493469325,1.3557641506195068,-12.003277353942394,312,-0.12158344686031342,0.0003,0.2,1.0907555900514125,0.005227835
10215,41,1052,10747904,0.30331486463546753,0.004594114383507986,164.49,0.07128334045410156,-0.00042023673177027376,1.367018222808838,-12.05458128452301,320,-0.11858373880386353,0.0003,0.2,1.2286789855360984,0.0065018693
10207,42,1078,11010048,0.36377668380737305,0.007562867471278878,155.89,0.07288503646850586,-0.0006410679147847986,1.3824986219406128,-12.122359208762646,328,-0.12224964052438736,0.0003,0.2,1.0367019430547952,0.006383643
10193,43,1105,11272192,0.389798641204834,0.008458051168418024,150.42,0.06643009185791016,-0.0005803072699563927,1.3937504291534424,-12.183698013424873,336,-0.12079962342977524,0.0003,0.2,1.024763333873416,0.0061906097
10182,44,1132,11534336,0.47442734241485596,0.005300807493767934,149.8,0.0606837272644043,-0.0008519082002749201,1.405078411102295,-12.235619030892849,344,-0.12378810346126556,0.0003,0.2,1.119733046144247,0.0060113207
10174,45,1159,11796480,0.41227638721466064,0.008350085914571537,145.75,0.07229089736938477,-0.0005528760934794263,1.4203755855560303,-12.302000887691975,352,-0.12342000752687454,0.0003,0.2,1.0388987192511558,0.007544139
10164,46,1186,12058624,0.44705796241760254,0.008442684567853576,139.52,0.07251644134521484,-0.0009620538785384269,1.4382145404815674,-12.382999904453754,360,-0.12550264596939087,0.0003,0.2,0.9157611482590436,0.006826264
10157,47,1213,12320768,0.4965105652809143,0.009403186206327518,144.49,0.0643162727355957,-0.0006000304260851408,1.4500848054885864,-12.443742983043194,368,-0.12508444488048553,0.0003,0.2,0.9821820169687271,0.005891991
10142,48,1240,12582912,0.516989141702652,0.006960797398278373,150.3,0.062426090240478516,-0.0008938703585954499,1.4622234106063843,-12.499423138797283,376,-0.12439852952957153,0.0003,0.2,1.2326414029300212,0.0060541113
10136,49,1267,12845056,0.6186561286449432,0.011941164379095426,135.33,0.06844568252563477,-0.0016928565191847156,1.4825087785720825,-12.57673965394497,384,-0.12461091578006744,0.0003,0.2,0.9203105254471302,0.010010393
10127,50,1294,13107200,0.5468050241470337,0.009689054189948365,123.46,0.06763410568237305,-0.0006186643317960261,1.4950371980667114,-12.649077668786049,392,-0.12691077589988708,0.0003,0.2,0.7913881798833609,0.006052197
10122,51,1320,13369344,0.40542566776275635,0.007072675805829931,126.65,0.06557798385620117,-0.0007621737158842734,1.508206844329834,-12.704570926725864,400,-0.12549647688865662,0.0003,0.2,0.8558883478492498,0.0066571804
10109,52,1348,13631488,0.38513827323913574,0.0054123324753163615,136.81,0.060344696044921875,-0.00045201004923001165,1.5221973657608032,-12.764845438301563,408,-0.12775826454162598,0.0003,0.2,0.9862223689258098,0.0051397816
10103,53,1375,13893632,0.4634748697280884,0.008056151778873755,135.09,0.07045316696166992,-0.0006622444798267679,1.5344398021697998,-12.82246895134449,416,-0.13004690408706665,0.0003,0.2,1.0173041835427283,0.00644362
10098,54,1401,14155776,0.5448115468025208,0.01214916827302659,127.32,0.07654714584350586,-0.0005348659501578368,1.5466336011886597,-12.87282856553793,424,-0.12894000113010406,0.0003,0.2,1.0004599686712026,0.0065893494
10091,55,1428,14417920,0.48119497299194336,0.010757566735264845,134.46,0.07139205932617188,-0.0003605753186093352,1.5607744455337524,-12.934366658329964,432,-0.12816233932971954,0.0003,0.2,0.903040018081665,0.006794456
10086,56,1455,14680064,0.4032059907913208,0.005043888157160836,129.1,0.06332063674926758,-0.00042586722474879934,1.574196457862854,-12.990612648427486,440,-0.1317722201347351,0.0003,0.2,0.8879671776294709,0.0048709805
10073,57,1483,14942208,0.5411723554134369,0.008592457641498186,146.4,0.08541631698608398,-0.0003320096293464303,1.5885913372039795,-13.044993788003922,448,-0.12866981327533722,0.0003,0.2,1.0480225194990636,0.007857434
10069,58,1509,15204352,0.5536636710166931,0.009592821792466566,116.11,0.08160877227783203,-0.0005876968702978047,1.6015912294387817,-13.0966083034873,456,-0.1308898776769638,0.0003,0.2,0.8188379471376538,0.007252686
10063,59,1536,15466496,0.5674934387207031,0.010642239041771973,122.81,0.0758976936340332,-0.00043044389531132765,1.6156227588653564,-13.15334540605545,464,-0.12811656296253204,0.0003,0.2,0.8882654078304768,0.0069675036
10059,60,1563,15728640,0.5344860851764679,0.008268896708614193,121.4,0.0619502067565918,-0.0006137378391031234,1.6300667524337769,-13.20841659605503,472,-0.13164740800857544,0.0003,0.2,0.8058700643479824,0.005849283
10048,61,1591,15990784,0.38798797130584717,0.008316999548696913,124.14,0.08048772811889648,-0.0004112162528144836,1.6440967321395874,-13.269718311727047,480,-0.13336892426013947,0.0003,0.2,0.8218870597332716,0.006769084
10043,62,1618,16252928,0.391052782535553,0.007110602571628988,129.62,0.07507991790771484,-0.0003393766819499433,1.6594666242599487,-13.328695893287659,488,-0.13457362353801727,0.0003,0.2,0.9600106804817915,0.00687008
10039,63,1645,16515072,0.537800133228302,0.011303720530122519,124.43,0.0902414321899414,-0.0002875555715036171,1.677913784980774,-13.395381391048431,496,-0.13546279072761536,0.0003,0.2,0.966054023206234,0.0074556684
10033,64,1672,16777216,0.5575365424156189,0.011004784857505001,106.84,0.09318780899047852,-0.00029963639281049836,1.6990913152694702,-13.473741173744202,504,-0.13448354601860046,0.0003,0.2,0.6620931959897279,0.007947728
10029,65,1698,17039360,0.5592937171459198,0.01140906854197965,127.94,0.08451080322265625,-0.0003605934853112558,1.7198864221572876,-13.553981833159924,512,-0.1342964768409729,0.0003,0.2,0.8030980852991343,0.00734582
10018,66,1726,17301504,0.5461216270923615,0.008475367700157221,129.75,0.07876920700073242,-0.00045631896955455886,1.731157660484314,-13.61409866809845,520,-0.136844202876091,0.0003,0.2,0.8391469883918762,0.0061229477
10015,67,1753,17563648,0.5705598592758179,0.007437952262989711,125.49,0.0763554573059082,-0.0005791935100205592,1.7492114305496216,-13.672047920525074,528,-0.1373492181301117,0.0003,0.2,0.8504273381829262,0.0072949
10009,68,1780,17825792,0.4201502203941345,0.006505822104372783,120.06,0.0725717544555664,-0.0006114754523878219,1.7621790170669556,-13.728667318820953,536,-0.13633190095424652,0.0003,0.2,0.8397002544999123,0.0055402624
10006,69,1807,18087936,0.6967642307281494,0.009786127171537373,123.36,0.07186746597290039,-0.0010976285793731222,1.7821258306503296,-13.792728997766972,544,-0.1393461674451828,0.0003,0.2,0.8959537389129401,0.008290663
9997,70,1835,18350080,0.5435402989387512,0.00801560615946073,133.95,0.08000946044921875,-0.00033031981547537725,1.8012381792068481,-13.86623241007328,552,-0.1387302279472351,0.0003,0.2,1.037389304637909,0.006375065
9995,71,1862,18612224,0.4922710061073303,0.006935227109352127,141.72,0.07171630859375,-0.00016729254593883525,1.8161063194274902,-13.926689326763153,560,-0.1402946263551712,0.0003,0.2,0.9342477166280151,0.005819678
9991,72,1889,18874368,0.5154806673526764,0.006630615131143713,136.03,0.07856416702270508,-0.00017100173818107578,1.8294445276260376,-13.97489769011736,568,-0.14006362855434418,0.0003,0.2,0.9925660043954849,0.0069006016
9989,73,1915,19136512,0.5127462446689606,0.009892786929412978,144.62,0.08808183670043945,-0.000610172882261395,1.842595100402832,-14.019361920654774,576,-0.1418999582529068,0.0003,0.2,1.0824297998845578,0.007042003
9987,74,1942,19398656,0.4603497385978699,0.010175909665122163,154.62,0.07856893539428711,-0.0005311016225277854,1.85805082321167,-14.07307618111372,584,-0.14205174148082733,0.0003,0.2,1.0019372155517339,0.007700779
9979,75,1970,19660800,0.6297634840011597,0.009654063629568554,141.94,0.07784223556518555,-0.0010280643282385427,1.8775339126586914,-14.132837980985641,592,-0.14247840642929077,0.0003,0.2,1.0643284185230732,0.0065689874
9978,76,1996,19922944,0.4591289162635803,0.0075492133291845676,136.93,0.07317829132080078,-0.0004565248073049588,1.8924486637115479,-14.191560260951519,600,-0.14325930178165436,0.0003,0.2,1.0454604575037956,0.0061632125
9973,77,2023,20185088,0.5205398201942444,0.011013726940291235,122.59,0.09557437896728516,-0.0002620261425363424,1.912571907043457,-14.252794675529003,608,-0.14345647394657135,0.0003,0.2,0.810349771603942,0.007083857
9970,78,2050,20447232,0.5557976365089417,0.0111921460229496,115.9,0.08466720581054688,-0.0003839604310087452,1.9288246631622314,-14.312153354287148,616,-0.14389227330684662,0.0003,0.2,0.7522133150696755,0.00850324
9962,79,2078,20709376,0.6957865059375763,0.009567355431499891,136.02,0.08914375305175781,-0.0005688750170520507,1.9509685039520264,-14.378449387848377,624,-0.14532198011875153,0.0003,0.2,0.910595870539546,0.007691456
9960,80,2105,20971520,0.5618235170841217,0.010995408283633878,121.44,0.09234237670898438,-0.00011872918094013585,1.9740318059921265,-14.458205617964268,632,-0.14556565880775452,0.0003,0.2,1.0040118771791458,0.0067420863
9956,81,2132,21233664,0.5492559969425201,0.010947249138553161,128.21,0.08895683288574219,-0.0004643844340534997,1.9902235269546509,-14.521628975868225,640,-0.14616630971431732,0.0003,0.2,0.8567827991396189,0.00734108
9954,82,2159,21495808,0.4060986042022705,0.005731455319619272,117.35,0.07646465301513672,-0.0002798107225316926,2.005429983139038,-14.570696160197258,648,-0.1456548422574997,0.0003,0.2,0.9102740079164505,0.006529417
9949,83,2186,21757952,0.40066003799438477,0.008395478616876062,133.55,0.07395219802856445,-0.00028000656493532006,2.0229270458221436,-14.619773350656033,656,-0.14617383480072021,0.0003,0.2,0.8884816456586122,0.007115775
9943,84,2214,22020096,0.5498365759849548,0.010334467791835777,130.42,0.08793163299560547,-0.000467326861780748,2.041738986968994,-14.676281400024891,664,-0.145702064037323,0.0003,0.2,0.8954088081419468,0.008234534
9941,85,2241,22282240,0.5447847247123718,0.010830824761796976,122.49,0.09693574905395508,-0.0003648700721896603,2.0608460903167725,-14.73871635645628,672,-0.14714199304580688,0.0003,0.2,0.9034050081670284,0.008342626
9937,86,2268,22544384,0.5450305044651031,0.015711673004261684,126.66,0.10077190399169922,0.00012881057500635507,2.0824058055877686,-14.801169633865356,680,-0.14836426079273224,0.0003,0.2,0.8777748249471188,0.0067794933
9935,87,2295,22806528,0.5227689146995544,0.011777008789067622,116.62,0.0899209976196289,8.686495721121901e-05,2.107189178466797,-14.87524900585413,688,-0.1485719382762909,0.0003,0.2,0.876771089732647,0.007988107
9928,88,2323,23068672,0.6101216375827789,0.013114334396959748,130.98,0.09537267684936523,-0.0006075751616663183,2.131664276123047,-14.950454346835613,696,-0.14908984303474426,0.0003,0.2,0.8296109015494585,0.009272832
9925,89,2350,23330816,0.4304412007331848,0.009409957488969667,130.54,0.08775091171264648,-0.0002721920445765136,2.1498610973358154,-15.015413463115692,704,-0.14997169375419617,0.0003,0.2,0.9052584742754698,0.0076170787
9921,90,2377,23592960,0.5455949604511261,0.010245398625556845,124.09,0.08355951309204102,-0.0005208381817283225,2.168919324874878,-15.072355292737484,712,-0.1501515507698059,0.0003,0.2,0.9088141461461783,0.0072994633
9919,91,2404,23855104,0.6711183190345764,0.014786070096306503,132.87,0.10674285888671875,-0.0007755776769045042,2.1963558197021484,-15.144506819546223,720,-0.14910361170768738,0.0003,0.2,0.9130852145701647,0.009832867
9912,92,2432,24117248,0.5959745645523071,0.011110533334431238,121.4,0.09044551849365234,-0.0003555850580596598,2.2202377319335938,-15.219843037426472,728,-0.1527716964483261,0.0003,0.2,0.8231792226433754,0.0079424335
9909,93,2460,24379392,0.503087967634201,0.010058123465569224,121.17,0.08976316452026367,-0.0003535164432832971,2.237980604171753,-15.27630090713501,736,-0.1527366191148758,0.0003,0.2,0.9876424080878496,0.0068482477
9906,94,2487,24641536,0.5777977406978607,0.010377288672316354,112.81,0.09631919860839844,-0.00044964581911699497,2.2608466148376465,-15.334834963083267,744,-0.15516945719718933,0.0003,0.2,0.9495038440078497,0.0073181475
9903,95,2514,24903680,0.6242638826370239,0.010299259698513197,115.56,0.09746456146240234,-0.0007213985409180168,2.2776846885681152,-15.392977997660637,752,-0.15512768924236298,0.0003,0.2,0.7982959710806609,0.00793146
9900,96,2541,25165824,0.5702915489673615,0.014140109684376512,116.54,0.10440444946289062,-0.00043148031136297504,2.301698684692383,-15.452484384179115,760,-0.15659530460834503,0.0003,0.2,0.8987032986059785,0.009885977
9895,97,2569,25427968,0.5596327483654022,0.011203487636521459,122.28,0.0875706672668457,-0.0005700874048670812,2.3210835456848145,-15.518051281571388,768,-0.15447254478931427,0.0003,0.2,0.7779105689004063,0.0077221747
9894,98,2596,25690112,0.5541768968105316,0.013830808376951609,108.23,0.11188983917236328,-0.00024408938998021767,2.346778631210327,-15.5819775685668,776,-0.15643790364265442,0.0003,0.2,0.6695028537511826,0.008489436
9890,99,2623,25952256,0.557142823934555,0.015417071597767062,127.18,0.09453248977661133,-0.0004815785305254394,2.3733842372894287,-15.653201878070831,784,-0.1570349782705307,0.0003,0.2,1.064726668894291,0.009513821
9887,100,2651,26214400,0.6746077239513397,0.01422879262099741,125.05,0.09413909912109375,-0.0005556390879064566,2.402763843536377,-15.73387537151575,792,-0.15766729414463043,0.0003,0.2,0.8537675094604492,0.008441152
9881,101,2679,26476544,0.6022495627403259,0.013003206891880836,123.48,0.08729314804077148,-0.0007537878614130022,2.429506778717041,-15.811348035931587,800,-0.15765972435474396,0.0003,0.2,0.8563384900987149,0.0073751174
9878,102,2706,26738688,0.5714482069015503,0.01659218261920614,113.53,0.10618114471435547,-0.0005972165081402636,2.455423355102539,-15.883029468357563,808,-0.1581336408853531,0.0003,0.2,0.8438104449212551,0.008830309
9875,103,2734,27000832,0.5692309439182281,0.016528850690519903,120.03,0.1025686264038086,-0.00033688255189190386,2.482450008392334,-15.957116685807705,816,-0.16078723967075348,0.0003,0.2,0.808233373677358,0.009064902
9874,104,2761,27262976,0.6203604638576508,0.010823533768416382,104.0,0.09015989303588867,-0.00030977805545262527,2.505295753479004,-16.0242258310318,824,-0.16183698177337646,0.0003,0.2,0.8129956129938364,0.0076124817
9871,105,2788,27525120,0.5843339264392853,0.016548872459679842,104.68,0.10553121566772461,-0.0003544734081515344,2.5361335277557373,-16.097210079431534,832,-0.16048337519168854,0.0003,0.2,0.7405167946964503,0.010011092
9858,106,2818,27787264,0.6710878908634186,0.013938120140664978,112.92,0.08450460433959961,-0.000727038444892969,2.560336112976074,-16.165400683879852,840,-0.16310200095176697,0.0003,0.2,0.6905401418358088,0.0066950084
9855,107,2846,28049408,0.5740087628364563,0.01696685377828544,110.23,0.1051478385925293,-0.00044414661215341766,2.5911598205566406,-16.23634074628353,848,-0.16248001158237457,0.0003,0.2,1.062612377256155,0.0121002365
9852,108,2873,28311552,0.628833681344986,0.021570934026385657,107.83,0.10300731658935547,-0.0006474762153629854,2.6177375316619873,-16.305053502321243,856,-0.16252093017101288,0.0003,0.2,0.6847376761585474,0.008235047
9851,109,2900,28573696,0.5451138317584991,0.018042578332824633,117.41,0.0935831069946289,-0.000313347683459142,2.648952007293701,-16.37709178030491,864,-0.16320320963859558,0.0003,0.2,0.8565512301027774,0.0078593725
9849,110,2927,28835840,0.6099715530872345,0.01766062826209236,107.2,0.09744882583618164,-0.00030890403877492645,2.6821484565734863,-16.45832733809948,872,-0.1618853509426117,0.0003,0.2,0.7473207250609994,0.010796856
9847,111,2954,29097984,0.6265720725059509,0.014385493690497242,123.14,0.09310531616210938,-0.00039902630442156806,2.7128536701202393,-16.536743879318237,880,-0.163044273853302,0.0003,0.2,0.8798328689485788,0.009598499
9843,112,2982,29360128,0.5861774682998657,0.018741117441095412,119.68,0.10135602951049805,-0.000736556348783779,2.745802879333496,-16.613092571496964,888,-0.1649160087108612,0.0003,0.2,1.0383447651565074,0.008694161
9845,113,3008,29622272,0.6486538350582123,0.01855090016929003,125.69,0.10391704852764423,4.9229598236986654e-05,2.7711498737335205,-16.672410378089317,892,-0.1646745502948761,0.0003,0.2,0.8875970910862088,0.020979427
9845,114,3035,29884416,0.6116169691085815,0.020510539412498474,104.91,0.10308837890625,0.004938000172842294,2.7760541439056396,-16.708003838857014,893,-0.15551717579364777,0.0003,0.2,0.5795254006795585,0.015150717
9837,115,3064,30146560,0.5467155575752258,0.017267581148189493,108.1,0.0840301513671875,-0.0004567332421174797,2.8083088397979736,-16.77096790075302,901,-0.16695661842823029,0.0003,0.2,0.7878028239309788,0.013297869
9823,116,3095,30408704,0.5972735285758972,0.01379161950899288,116.75,0.10023307800292969,-0.00033660186227280064,2.839200019836426,-16.838674888014793,909,-0.16872349381446838,0.0003,0.2,0.7483366651460528,0.009057846
9819,117,3123,30670848,0.5590054094791412,0.01768116459425073,98.3,0.11368656158447266,-0.00040022508801484946,2.8772552013397217,-16.92105883359909,917,-0.1707793027162552,0.0003,0.2,0.6804419837519526,0.008178246
9815,118,3151,30932992,0.5992066562175751,0.021362784988014027,122.05,0.10103988647460938,-0.0007395513134724752,2.912020683288574,-17.006280809640884,925,-0.16838780045509338,0.0003,0.2,0.8264452285319567,0.009168245
9815,119,3178,31195136,0.6158716976642609,0.021894057295867242,118.85,0.1046895980834961,-0.0006445222697948338,2.9441256523132324,-17.086655661463737,933,-0.17113831639289856,0.0003,0.2,0.7545190111920238,0.008306919
9815,120,3204,31457280,0.6881563365459442,0.01818013159208931,110.92,0.09888887405395508,-0.0004245935642757104,2.975029230117798,-17.15942817926407,941,-0.171297088265419,0.0003,0.2,0.8432755741104484,0.009273995
9813,121,3232,31719424,0.6117871999740601,0.02116373101307545,118.8,0.10529708862304688,-0.0008372519657768862,3.0124289989471436,-17.23666152358055,949,-0.17252923548221588,0.0003,0.2,0.9292894566431642,0.009108178
9813,122,3258,31981568,0.5200207531452179,0.02332369408395607,113.89,0.11092042922973633,-0.00017423745930500445,3.049591302871704,-17.313164487481117,957,-0.17137938737869263,0.0003,0.2,0.7498279261961579,0.010121848
9811,123,3286,32243712,0.5356539785861969,0.013922964986704756,115.13,0.09473991394042969,-0.0009010343032969104,3.0658483505249023,-17.364864096045494,965,-0.17331823706626892,0.0003,0.2,0.690532564073801,0.0076598395
9810,124,3313,32505856,0.5506920516490936,0.01875236869091168,103.47,0.10007858276367188,-0.00080165769031737,3.0929501056671143,-17.411111310124397,973,-0.1720009297132492,0.0003,0.2,0.6616482251510024,0.009176233
9809,125,3340,32768000,0.4994291663169861,0.017719785297231283,124.23,0.10810136795043945,-0.0005641164366352314,3.1369242668151855,-17.490164801478386,981,-0.17337122559547424,0.0003,0.2,0.8370983278378844,0.007390801
9809,126,3367,33030144,0.5770958364009857,0.021490758823347278,115.0,0.09833812713623047,-0.0006697260278087924,3.1735622882843018,-17.569855958223343,989,-0.17612344026565552,0.0003,0.2,0.6748596150800585,0.008082787
9807,127,3394,33292288,0.5242713391780853,0.015032175775559153,118.72,0.09180593490600586,-0.0006211709383023845,3.2129316329956055,-17.646634250879288,997,-0.1763935387134552,0.0003,0.2,0.7903717859461904,0.007050261
9807,128,3421,33554432,0.5551928579807281,0.019383813043532427,104.83,0.10467386245727539,0.0002164680195164692,3.2400524616241455,-17.709828600287437,1005,-0.17661824822425842,0.0003,0.2,0.6447904400154948,0.009674154
