time/time_elapsed,time/fps,time/total_timesteps,time/iterations,train/loss,train/policy_gradient_loss,train/approx_kl,train/clip_fraction,train/n_updates,train/value_loss,train/learning_rate,train/entropy_loss,train/clip_range,train/std,train/explained_variance,rollout/ep_len_mean,rollout/ep_rew_mean
2943,10064,29622272,113,-0.12795431911945343,-0.00021044551431259606,0.007254034,0.08412885665893555,873,0.0018378262147962232,0.0003,-12.646697871387005,0.2,1.6403286457061768,0.4888293743133545,149.02,1.3236571830511092
2970,10061,29884416,114,-0.1269626021385193,0.00017878350718092406,0.006189196,0.08345985412597656,881,0.0023342613585555227,0.0003,-12.663603007793427,0.2,1.6484723091125488,0.4837149977684021,150.88,1.283738365471363
2998,10055,30146560,115,-0.1278945505619049,0.0003475717635410547,0.007815667,0.08506488800048828,889,0.00200372791459813,0.0003,-12.684027463197708,0.2,1.6562387943267822,0.4900939464569092,165.35,1.4938645954430103
3024,10053,30408704,116,-0.12687206268310547,0.0001874820381999598,0.007095482,0.08632898330688477,897,0.002681454861885868,0.0003,-12.718185663223267,0.2,1.6663861274719238,0.4774530529975891,153.89,1.3979822450131179
3051,10050,30670848,117,-0.12980416417121887,-0.0003447516633059422,0.0072565284,0.07972431182861328,905,0.0017673703214313718,0.0003,-12.73259074985981,0.2,1.671602487564087,0.4807594418525696,161.34,1.4013978420197963
3077,10049,30932992,118,-0.12837287783622742,-3.7777319448650815e-05,0.007131623,0.07831859588623047,913,0.0017234974993698415,0.0003,-12.739457957446575,0.2,1.6741033792495728,0.5189555287361145,156.55,1.4114377610385418
3104,10047,31195136,119,-0.1267981231212616,6.10120205237763e-05,0.00894537,0.09402275085449219,921,0.002363179861276876,0.0003,-12.75025575608015,0.2,1.6806246042251587,0.509121835231781,153.0,1.3102263129502534
3131,10045,31457280,120,-0.12966978549957275,0.0003034287501577637,0.0059550297,0.08536052703857422,929,0.0021819008943566587,0.0003,-12.758196949958801,0.2,1.6834256649017334,0.5072150826454163,145.4,1.299894117936492
3157,10044,31719424,121,-0.12629561126232147,0.00087772724828028,0.0073706973,0.08920955657958984,937,0.0016839570871525211,0.0003,-12.75935609638691,0.2,1.6857343912124634,0.5082699060440063,157.32,1.4882649370282888
3184,10042,31981568,122,-0.1258697807788849,0.0004883382648586121,0.0073962663,0.08481216430664062,945,0.0017350280058963108,0.0003,-12.764185264706612,0.2,1.690109133720398,0.5022305548191071,153.58,1.339853152781725
3211,10040,32243712,123,-0.12814320623874664,-0.0001152420934431575,0.006859234,0.08240890502929688,953,0.0018025147619482595,0.0003,-12.770405225455761,0.2,1.6945395469665527,0.4952552914619446,155.54,1.3507233776524663
3238,10038,32505856,124,-0.12725745141506195,0.00012726686281894217,0.0072181663,0.07881641387939453,961,0.0018250637440360151,0.0003,-12.777940772473812,0.2,1.6995484828948975,0.5212681889533997,156.95,1.363119667470455
3264,10037,32768000,125,-0.1236453503370285,0.0002484672090758977,0.008983294,0.08740043640136719,969,0.0020791268625544035,0.0003,-12.794243149459362,0.2,1.7058757543563843,0.4951716661453247,155.3,1.3760285998880863
3291,10034,33030144,126,-0.12771153450012207,-4.975152251063264e-05,0.0073080626,0.08189201354980469,977,0.002410317227258929,0.0003,-12.805180333554745,0.2,1.7082599401474,0.502472996711731,144.93,1.2895489685237407
3318,10032,33292288,127,-0.127412810921669,-6.712632512062555e-05,0.007234202,0.09480047225952148,985,0.0029390321924438467,0.0003,-12.824118740856647,0.2,1.7177013158798218,0.4809940457344055,161.09,1.4461246828734875
3345,10030,33554432,128,-0.12977750599384308,-6.196052163431887e-05,0.006241846,0.08309173583984375,993,0.0021468020786414854,0.0003,-12.848402917385101,0.2,1.7241311073303223,0.43009257316589355,150.47,1.3414518328756093
3371,10028,33816576,129,-0.1298084855079651,0.00016875285746209556,0.008705681,0.08599042892456055,1001,0.0021260222520140815,0.0003,-12.865344077348709,0.2,1.7291911840438843,0.49528270959854126,157.41,1.3796379041206093
3398,10027,34078720,130,-0.12870442867279053,0.0003716292967510526,0.006861353,0.08291769027709961,1009,0.0021358342046369216,0.0003,-12.879765413701534,0.2,1.736315369606018,0.5119417607784271,147.03,1.342603026777506
3425,10024,34340864,131,-0.12931056320667267,0.0009209316158376168,0.0062384843,0.09812736511230469,1017,0.0019479504016999272,0.0003,-12.89638601988554,0.2,1.7421828508377075,0.52290078997612,160.7,1.4592199302464723
3452,10023,34603008,132,-0.1302950084209442,4.9660279728414025e-05,0.0077274195,0.0783228874206543,1025,0.0020630859980883542,0.0003,-12.913209788501263,0.2,1.7476894855499268,0.5862708985805511,156.32,1.3557679422199727
3479,10020,34865152,133,-0.12906861305236816,0.00039429656590073137,0.0068763173,0.09353876113891602,1033,0.0023221851461130427,0.0003,-12.930277563631535,0.2,1.7558521032333374,0.5576275587081909,162.51,1.461472171396017
3506,10018,35127296,134,-0.13148276507854462,2.4815691631374648e-05,0.0073229326,0.08724832534790039,1041,0.001947206541444757,0.0003,-12.94318887591362,0.2,1.759244441986084,0.520289272069931,143.18,1.3069728425145148
3533,10016,35389440,135,-0.12787027657032013,0.0005968282557660132,0.009122232,0.0919642448425293,1049,0.0027233545970375417,0.0003,-12.969189524650574,0.2,1.7709434032440186,0.4703851342201233,145.9,1.2872206661105157
3559,10015,35651584,136,-0.12633927166461945,0.0004376262531877728,0.008116808,0.08734750747680664,1057,0.001997155893150193,0.0003,-13.002043008804321,0.2,1.7819105386734009,0.5051094889640808,164.44,1.4451074390485883
3586,10013,35913728,137,-0.13050606846809387,0.0003421231444917794,0.0074365814,0.08407258987426758,1065,0.0020251796859156457,0.0003,-13.02661246061325,0.2,1.786596655845642,0.5157640874385834,149.45,1.3092919093370439
3613,10012,36175872,138,-0.13224440813064575,0.0002375519788984093,0.006604562,0.08907079696655273,1073,0.0022826879048807314,0.0003,-13.047250531613827,0.2,1.795898199081421,0.5014594793319702,146.06,1.2747349871695042
3640,10010,36438016,139,-0.13302896916866302,0.000819690367734438,0.0067670927,0.0927424430847168,1081,0.005119143138472282,0.0003,-13.062301695346832,0.2,1.7987637519836426,0.5303961336612701,162.25,1.4044348707795142
3666,10008,36700160,140,-0.13275524973869324,-0.0003387244837540493,0.0067324685,0.0720529556274414,1089,0.0019830940318570356,0.0003,-13.073427721858025,0.2,1.8058977127075195,0.4619503617286682,165.04,1.3858620070666074
3693,10007,36962304,141,-0.1311027854681015,0.000483561555029155,0.007118419,0.0914926528930664,1097,0.002074388679830008,0.0003,-13.090522423386574,0.2,1.8137284517288208,0.48345643281936646,160.83,1.4879658985882998
3720,10004,37224448,142,-0.13042718172073364,0.0012443872151379765,0.007894683,0.09348726272583008,1105,0.0017680903674772708,0.0003,-13.108817882835865,0.2,1.820404052734375,0.5580849349498749,161.41,1.4605170030449517
3747,10003,37486592,143,-0.13137701153755188,0.0003495667708648398,0.007291846,0.0910348892211914,1113,0.0021856144039702485,0.0003,-13.118715979158878,0.2,1.8230676651000977,0.4922257661819458,147.33,1.2648516960069538
3773,10004,37748736,144,-0.13231879472732544,0.0017194951345261774,0.022705952,0.09888659025493421,1115,0.0023698711302131414,0.0003,-13.119485855102539,0.2,1.8243345022201538,0.4864662289619446,146.22,1.2907937967777252
3799,10003,38010880,145,-0.12901532649993896,0.00034236761939610005,0.009062686,0.09976720809936523,1123,0.002161166040423268,0.0003,-13.1285270601511,0.2,1.8298856019973755,0.47091203927993774,149.09,1.3514801706373691
3826,10001,38273024,146,-0.13098901510238647,0.00019906537863789708,0.009589048,0.08839130401611328,1131,0.0023033674387988867,0.0003,-13.151915788650513,0.2,1.839848279953003,0.5150061249732971,159.74,1.4794781448692083
3853,9999,38535168,147,-0.1341860145330429,0.00062022722340771,0.008343351,0.09011077880859375,1139,0.0027076608948846115,0.0003,-13.18398517370224,0.2,1.8500312566757202,0.4357295036315918,151.32,1.327391871213913
3880,9997,38797312,148,-0.13279463350772858,0.0002566279335951549,0.0066896137,0.08960199356079102,1147,0.002239475971691718,0.0003,-13.19634272903204,0.2,1.8550091981887817,0.5135054290294647,148.24,1.2673860077559949
3907,9995,39059456,149,-0.13117888569831848,-0.00014775198405914125,0.008166826,0.08954715728759766,1155,0.0025489955514785834,0.0003,-13.207637675106525,0.2,1.8600037097930908,0.5581750869750977,140.13,1.1641538114100696
3934,9994,39321600,150,-0.13196536898612976,0.00030211630155463354,0.008005431,0.10044384002685547,1163,0.002582035673185601,0.0003,-13.22587787359953,0.2,1.8675134181976318,0.45715993642807007,156.33,1.4267083802074194
3961,9992,39583744,151,-0.13130375742912292,0.0005073771831121121,0.007927334,0.09852266311645508,1171,0.0029078211655360064,0.0003,-13.2494245916605,0.2,1.8777142763137817,0.4348717927932739,156.14,1.3639514984190464
3987,9991,39845888,152,-0.13305240869522095,0.00017827470855991123,0.00717418,0.09090805053710938,1179,0.002139567367521522,0.0003,-13.265733622014523,0.2,1.8852870464324951,0.517447292804718,145.47,1.2346810864657163
4015,9989,40108032,153,-0.13301508128643036,0.0006655806209892035,0.009333782,0.08989524841308594,1187,0.0015800691890035523,0.0003,-13.277251742780209,0.2,1.8908522129058838,0.554905503988266,157.66,1.3877559747919441
4041,9988,40370176,154,-0.13223309814929962,0.0007750777667752118,0.008613222,0.09141731262207031,1195,0.0018475914148439188,0.0003,-13.29246660321951,0.2,1.898707389831543,0.5176956057548523,162.39,1.4180498124659062
4068,9986,40632320,155,-0.13477715849876404,-0.00015510026696574641,0.008771522,0.09175539016723633,1203,0.002414073766885849,0.0003,-13.316690847277641,0.2,1.908199429512024,0.4909559488296509,158.03,1.3322633069753647
4095,9985,40894464,156,-0.1275806576013565,0.0001405506568517012,0.0072523244,0.09219980239868164,1211,0.002386182344707777,0.0003,-13.328848585486412,0.2,1.9120302200317383,0.476767361164093,145.94,1.2808389825746418
4122,9983,41156608,157,-0.13363729417324066,0.0003984647200923064,0.0087752575,0.09351396560668945,1219,0.0026180606791967875,0.0003,-13.338538683950901,0.2,1.9164823293685913,0.5429838597774506,162.84,-4.524262294769287
4149,9981,41418752,158,-0.12498997896909714,-0.011359378533143172,0.010926595,0.1316061019897461,1227,0.23125702049583197,0.0003,-13.228148750960827,0.2,1.8639800548553467,-0.008252501487731934,152.44,-10.255205097198486
4175,9981,41680896,159,-0.1506703644990921,-0.02663687020412908,0.018583132,0.2213592529296875,1235,0.11653128179023042,0.0003,-13.03088379651308,0.2,1.7902971506118774,0.02375108003616333,156.44,-13.617533690929413
4203,9978,41943040,160,-0.1495223045349121,-0.02512553452834254,0.018273074,0.2169194221496582,1243,0.07890546869020909,0.0003,-12.832533344626427,0.2,1.7200777530670166,0.06618452072143555,165.87,-15.786967227458954
4229,9978,42205184,161,-0.14291375875473022,-0.01822828865624615,0.017989073,0.22027826309204102,1251,0.06156175726209767,0.0003,-12.655330032110214,0.2,1.664933681488037,0.1472388505935669,148.66,-13.061564540863037
4256,9976,42467328,162,-0.1417686492204666,-0.02077169253880129,0.01713117,0.20681524276733398,1259,0.05650893316487782,0.0003,-12.436674498021603,0.2,1.6038997173309326,0.21628737449645996,159.97,-12.347388008832931
4283,9975,42729472,163,-0.14227703213691711,-0.019112520767521346,0.015483334,0.19143342971801758,1267,0.045058054296532646,0.0003,-12.240575075149536,0.2,1.5480238199234009,0.2710994482040405,145.54,-9.77621094226837
4310,9973,42991616,164,-0.13893336057662964,-0.018439263052187016,0.014994307,0.19229364395141602,1275,0.03631524971569888,0.0003,-12.038256920874119,0.2,1.4958218336105347,0.3139086365699768,161.01,-9.634298272132874
4337,9972,43253760,165,-0.14264115691184998,-0.02021648472691595,0.0144184,0.17754316329956055,1283,0.02819962301873602,0.0003,-11.82742902636528,0.2,1.4425740242004395,0.3436239957809448,138.06,-7.0548430442810055
4364,9971,43515904,166,-0.1362566500902176,-0.01689308470213291,0.014533052,0.17307615280151367,1291,0.023347925816779025,0.0003,-11.6354835703969,0.2,1.3930480480194092,0.38993412256240845,148.97,-6.97567057967186
4391,9969,43778048,167,-0.13443946838378906,-0.013910726227550185,0.013086489,0.17307806015014648,1299,0.01885659064282663,0.0003,-11.44458557665348,0.2,1.348088026046753,0.4234197735786438,133.59,-5.469789249897003
4417,9969,44040192,168,-0.1323474943637848,-0.017920025889907265,0.0138125755,0.1805553436279297,1307,0.015377627009002026,0.0003,-11.205641478300095,0.2,1.302764654159546,0.4537614583969116,140.67,-5.199421744346619
4444,9967,44302336,169,-0.1296515166759491,-0.018050752322778862,0.014578572,0.1692061424255371,1315,0.012190553803520743,0.0003,-10.996431052684784,0.2,1.2581068277359009,0.4638308882713318,140.74,-4.553863429911434
4471,9966,44564480,170,-0.12793591618537903,-0.017625967981985013,0.017247964,0.1608719825744629,1323,0.009794956014957279,0.0003,-10.787763141095638,0.2,1.2150503396987915,0.3676084876060486,150.81,-4.45108184158802
4498,9964,44826624,171,-0.12910576164722443,-0.016591899593549897,0.013323234,0.15076351165771484,1331,0.008240268085501157,0.0003,-10.57966573536396,0.2,1.173797369003296,0.42767763137817383,138.07,-3.546552463769913
4525,9963,45088768,172,-0.12645494937896729,-0.01845404567939113,0.013727915,0.16264963150024414,1339,0.006313918365776772,0.0003,-10.34359946101904,0.2,1.132053017616272,0.4677127003669739,150.31,-3.308673313856125
4552,9962,45350912,173,-0.12245066463947296,-0.016744141977142135,0.013991158,0.15606212615966797,1347,0.005733196430810494,0.0003,-10.122886687517166,0.2,1.093296766281128,0.4245472550392151,157.29,-3.045491240620613
4579,9961,45613056,174,-0.12049323320388794,-0.016647907155856956,0.013579334,0.14903497695922852,1355,0.0047399498434970155,0.0003,-9.90051244199276,0.2,1.0558761358261108,0.47000545263290405,167.81,-2.7790063107013703
4606,9959,45875200,175,-0.11640378087759018,-0.014952557378364872,0.013124829,0.1410083770751953,1363,0.0046649984615214635,0.0003,-9.689922526478767,0.2,1.020712971687317,0.40074819326400757,154.49,-2.2070611083507536
4632,9958,46137344,176,-0.11370521783828735,-0.010865929882129421,0.013653077,0.15485239028930664,1371,0.00452783450964489,0.0003,-9.489339977502823,0.2,0.9891682863235474,0.4231463074684143,147.0,-1.8668689090013504
4659,9958,46399488,177,-0.11270911246538162,-0.010817072063218802,0.014035126,0.15553617477416992,1379,0.0036237605272617657,0.0003,-9.27948772907257,0.2,0.9580796360969543,0.37546414136886597,152.03,-1.7080499029159546
4686,9956,46661632,178,-0.11050060391426086,-0.015961392489771242,0.014702866,0.14639902114868164,1387,0.0026976222925441107,0.0003,-9.045233763754368,0.2,0.9252215027809143,0.4159507155418396,139.23,-1.276412382721901
4713,9955,46923776,179,-0.10696153342723846,-0.012777102188920253,0.012847047,0.13836336135864258,1395,0.0027161538491782267,0.0003,-8.836199149489403,0.2,0.8959057927131653,0.41001033782958984,146.5,-1.1277908244729042
4740,9954,47185920,180,-0.10010629892349243,-0.008531806208338821,0.011853434,0.13746166229248047,1403,0.003076222512390814,0.0003,-8.65247792005539,0.2,0.8703867197036743,0.44494515657424927,133.53,-0.8913655726611615
4766,9953,47448064,181,-0.10014725476503372,-0.009482909815233143,0.0117030265,0.13832664489746094,1411,0.002512800403565052,0.0003,-8.447101153433323,0.2,0.8449925184249878,0.4060288071632385,146.63,-0.7995921101793647
4794,9951,47710208,182,-0.09529811888933182,-0.006811392282543238,0.011543578,0.1397552490234375,1419,0.0026296402702428168,0.0003,-8.273128442466259,0.2,0.8215546011924744,0.4878758192062378,143.66,-0.6861202770099044
4820,9951,47972352,183,-0.09352539479732513,-0.006923224844285869,0.013090661,0.1514725685119629,1427,0.002316044003237039,0.0003,-8.074768379330635,0.2,0.801913321018219,0.42819714546203613,145.04,-0.47996864090673624
4846,9951,48234496,184,-0.08120258897542953,0.0008798647425411379,0.031834997,0.0856179630055147,1429,0.002646562862483894,0.0003,-8.005452941445743,0.2,0.7987368702888489,0.42438918352127075,151.2,-0.46164872402325274
4872,9952,48496640,185,-0.06075459346175194,0.00999051274266094,0.0211784,0.22123209635416666,1430,0.0034290581631163755,0.0003,-7.987237453460693,0.2,0.798225462436676,0.5097298324108124,179.94,-0.4591890153940767
4899,9951,48758784,186,-0.09224684536457062,-0.005795330841010582,0.013502581,0.15465688705444336,1438,0.0022979387649684213,0.0003,-7.876752153038979,0.2,0.7792500257492065,0.3694194555282593,163.34,-0.3183514209650457
4926,9950,49020928,187,-0.08728577196598053,-0.005004421823286975,0.011867248,0.13107585906982422,1446,0.001966366452506918,0.0003,-7.730420466512442,0.2,0.7590497732162476,0.5283048450946808,175.86,-0.23208510817494243
4953,9949,49283072,188,-0.08713392913341522,-0.005582522439908644,0.012189119,0.1285848617553711,1454,0.0018911206316261087,0.0003,-7.543429397046566,0.2,0.7386476993560791,0.4418567419052124,174.13,-0.08761868745088577
4980,9948,49545216,189,-0.08716804534196854,-0.007808152573488769,0.012672139,0.1260089874267578,1462,0.0016604204811301315,0.0003,-7.339913301169872,0.2,0.7182300686836243,0.4175335764884949,163.77,0.04161296139471233
5006,9947,49807360,190,-0.08140181005001068,-0.00639036354914424,0.011665701,0.12331485748291016,1470,0.0018402890773359104,0.0003,-7.164351262152195,0.2,0.6995570659637451,0.4574364423751831,168.81,0.10231956702657044
5034,9946,50069504,191,-0.07683102041482925,-0.0047782323681531125,0.010872486,0.1278529167175293,1478,0.0021930398943368345,0.0003,-6.997834973037243,0.2,0.6829420328140259,0.4068956971168518,188.09,0.2749452844215557
5060,9945,50331648,192,-0.07546532899141312,-0.0049233930863010755,0.010295199,0.11299848556518555,1486,0.0020022877824885654,0.0003,-6.834010504186153,0.2,0.6666867136955261,0.41009873151779175,159.28,0.28857341296505185
5087,9944,50593792,193,-0.07436801493167877,-0.003482848811927397,0.010836581,0.1287708282470703,1494,0.0018025662957370514,0.0003,-6.685551185160875,0.2,0.6519132852554321,0.35475558042526245,186.23,0.44229169256752354
5114,9943,50855936,194,-0.07283207029104233,-0.0036049099717274657,0.010733568,0.12943696975708008,1502,0.0018156248725063051,0.0003,-6.530394781380892,0.2,0.6371119618415833,0.48498064279556274,175.25,0.5121576492767781
5141,9941,51118080,195,-0.0657353401184082,-0.000911898002414091,0.0106519805,0.1311488151550293,1510,0.002401426323558553,0.0003,-6.388918291777372,0.2,0.6251649856567383,0.46155422925949097,173.97,0.6275508817890659
5168,9940,51380224,196,-0.06137971952557564,-0.003189639511219866,0.014273722,0.1437511444091797,1518,0.0014013696609254112,0.0003,-6.238257892429829,0.2,0.6115848422050476,0.46480000019073486,195.87,0.6982273966632784
5195,9939,51642368,197,-0.0650431290268898,-0.004092702048637875,0.01770264,0.13370275497436523,1526,0.0011473877984826686,0.0003,-6.083798196166754,0.2,0.597362756729126,0.5596931874752045,180.53,0.8041376877482981
5222,9938,51904512,198,-0.06086717173457146,-0.002422241730073438,0.009466317,0.12862873077392578,1534,0.0013122835762260365,0.0003,-5.943206395953894,0.2,0.585411548614502,0.5621355175971985,187.06,0.8196339735388756
5249,9937,52166656,199,-0.06384171545505524,-0.002563542178904754,0.010416429,0.12707042694091797,1542,0.0014647567786596483,0.0003,-5.808067359030247,0.2,0.5736797451972961,0.5321574807167053,207.13,1.0085926589090377
5275,9937,52428800,200,-0.03542548418045044,0.0003179139978905667,0.025010183,0.13209647562966417,1547,0.0012532140739929321,0.0003,-5.702223429039343,0.2,0.5662814974784851,0.5587406158447266,199.96,1.0507651509996503
5302,9937,52690944,201,-0.046968311071395874,0.0022852712497115134,0.02615588,0.157449951171875,1551,0.0014960796874947846,0.0003,-5.62837984085083,0.2,0.5619317293167114,0.4785062074661255,205.38,1.1117364878277294
5329,9936,52953088,202,-0.06122102588415146,-0.001967423356290965,0.0126960315,0.1383981704711914,1559,0.0012019292153127026,0.0003,-5.52618045732379,0.2,0.5520137548446655,0.5535104870796204,198.07,1.0702315893629566
5355,9936,53215232,203,-0.05639215186238289,0.0019046286975026305,0.010801552,0.16768884658813477,1567,0.0014535090676872642,0.0003,-5.438127037137747,0.2,0.5452642440795898,0.5273807346820831,201.58,1.1460466812411323
5382,9934,53477376,204,-0.05830435827374458,-0.0006032747837707575,0.012651509,0.1512308120727539,1575,0.0015575605493722833,0.0003,-5.327961031347513,0.2,0.5367098450660706,0.5286710262298584,217.08,1.2920148596027865
5409,9933,53739520,205,-0.05545501038432121,-0.0006038113833710668,0.012634945,0.14817333221435547,1583,0.0011671868915072992,0.0003,-5.215434294193983,0.2,0.5275068283081055,0.5969875752925873,209.63,1.301915837205015
5436,9933,54001664,206,-0.05312569439411163,-0.0011670277176563104,0.01399686,0.1427474021911621,1591,0.0011050517800867965,0.0003,-5.095000505447388,0.2,0.5179304480552673,0.6003156304359436,206.87,1.385052595725283
5462,9933,54263808,207,-0.025440944358706474,0.01246504175166289,0.022505134,0.2636311848958333,1592,0.0010566350538283587,0.0003,-5.049096584320068,0.2,0.5178545713424683,0.5878727734088898,199.74,1.2910816348716616
5489,9933,54525952,208,-0.05344334989786148,-0.0015230409717332805,0.0103774285,0.12323808670043945,1600,0.0014393937544809887,0.0003,-4.981818951666355,0.2,0.509006679058075,0.5622920989990234,199.94,1.3468913118843922
5515,9932,54788096,209,-0.03313544765114784,0.0026047522139667372,0.018488089,0.15470625714557926,1603,0.0015797399881682017,0.0003,-4.9124599782431995,0.2,0.5057278871536255,0.5685988366603851,204.3,1.4619807038828732
5542,9932,55050240,210,-0.050266217440366745,-0.0007587555805912416,0.0101045035,0.1292252540588379,1611,0.0019157562901455094,0.0003,-4.826058719307184,0.2,0.49831098318099976,0.5395578145980835,202.17,1.4751966240722687
5571,9927,55312384,211,-0.05161185935139656,-0.0022270182134889183,0.012828378,0.11836004257202148,1619,0.0013731064154853811,0.0003,-4.723618496209383,0.2,0.49011412262916565,0.8091456592082977,222.5,1.654883863981813
5600,9923,55574528,212,-0.04697548225522041,-0.0007038892039822207,0.017175986,0.0667724609375,1620,0.0019751464844577843,0.0003,-4.6755954424540205,0.2,0.48969966173171997,0.3374950885772705,210.16,1.5155263091437519
5629,9918,55836672,213,-0.026927122846245766,0.0077786215856163335,0.013087729,0.14959716796875,1621,0.0013683540958233855,0.0003,-4.664726690812544,0.2,0.488701194524765,0.5835093557834625,216.18,1.5732067937031389
5659,9912,56098816,214,-0.04882218688726425,-0.001127005782109336,0.01003102,0.1350545883178711,1629,0.001594414352439344,0.0003,-4.591851562261581,0.2,0.48122647404670715,0.5714986324310303,211.81,1.6333087879419326
5689,9905,56360960,215,-0.045828673988580704,-5.748385410697665e-05,0.010822156,0.14372014999389648,1637,0.0022989241015238804,0.0003,-4.502947933971882,0.2,0.4750044643878937,0.509036511182785,208.2,1.576115439659916
5720,9898,56623104,216,-0.044453851878643036,-1.0541240953898523e-05,0.009106882,0.13931655883789062,1645,0.002543974709624308,0.0003,-4.418810397386551,0.2,0.46887344121932983,0.5410367846488953,215.05,1.633214046296198
5750,9891,56885248,217,-0.04252893850207329,8.383925660382374e-05,0.011955309,0.13585615158081055,1653,0.002204486640948744,0.0003,-4.327836774289608,0.2,0.4626195728778839,0.5773157477378845,224.76,1.6898445349442772
5781,9884,57147392,218,-0.04521995782852173,-0.0007826475148249301,0.010812516,0.1331624984741211,1661,0.0024710464294912526,0.0003,-4.241587679833174,0.2,0.4571615159511566,0.5709742307662964,207.34,1.55428688977845
5811,9877,57409536,219,-0.03392326459288597,-0.0001667302371970436,0.012912806,0.13685941696166992,1669,0.003309321698907297,0.0003,-4.171025972813368,0.2,0.452666312456131,0.5766428112983704,210.58,1.6797330958163366
5842,9871,57671680,220,-0.04260663315653801,0.0003374467282810656,0.009574014,0.14309263229370117,1677,0.0037870093146921135,0.0003,-4.118138883262873,0.2,0.44918587803840637,0.5998121201992035,206.37,1.73061486043036
5873,9864,57933824,221,-0.04327010735869408,0.001013315550153493,0.008904831,0.1521453857421875,1685,0.004975220599590102,0.0003,-4.080202654004097,0.2,0.44673120975494385,0.615522563457489,212.23,1.6018515472114085
5903,9857,58195968,222,-0.040367573499679565,0.00044537159737956244,0.010805637,0.13641119003295898,1693,0.005156157840247033,0.0003,-4.045538488775492,0.2,0.44436973333358765,0.6835817098617554,210.09,1.8468090782687068
5933,9851,58458112,223,-0.03678145259618759,-0.00036895598350383807,0.01022804,0.12890291213989258,1701,0.005393278795963852,0.0003,-4.00378854945302,0.2,0.44136184453964233,0.6727704405784607,211.3,1.8278940657991916
5964,9845,58720256,224,-0.038972157984972,0.0007031820041447645,0.011015346,0.14362239837646484,1709,0.004827574684895808,0.0003,-3.961411064490676,0.2,0.4385679364204407,0.6493776142597198,222.78,2.0218228542828003
5994,9839,58982400,225,-0.03739405423402786,0.000754870115997619,0.012431219,0.13919305801391602,1717,0.0049072744986915495,0.0003,-3.9257207196205854,0.2,0.4362897276878357,0.7067393660545349,224.73,1.9123304216563701
6024,9833,59244544,226,-0.037766121327877045,0.000164385887728713,0.009187367,0.13596391677856445,1725,0.004986377567547606,0.0003,-3.8826841320842505,0.2,0.4329901933670044,0.7217192351818085,227.91,2.123907812978141
6054,9827,59506688,227,-0.03847961127758026,6.115842597864685e-05,0.009781452,0.13454341888427734,1733,0.00459246632817667,0.0003,-3.8375998865813017,0.2,0.4303566813468933,0.758177250623703,223.16,1.808298757597804
6085,9821,59768832,228,-0.0382813960313797,0.00041348903187099495,0.012432982,0.14174509048461914,1741,0.005182575976505177,0.0003,-3.80290356092155,0.2,0.42812785506248474,0.8022507727146149,217.25,1.9864381447434425
6115,9816,60030976,229,-0.029615823179483414,0.0012581477403728059,0.0121089285,0.1337299346923828,1743,0.007516099591157399,0.0003,-3.7864939644932747,0.2,0.42763635516166687,0.8253616094589233,226.59,2.200481447877828
6145,9810,60293120,230,-0.03678377717733383,-0.00019963790464316844,0.008842414,0.13214397430419922,1751,0.010342351117287762,0.0003,-3.7671460807323456,0.2,0.4258147180080414,0.8356001228094101,230.99,2.6841945777833462
6176,9804,60555264,231,-0.03858475014567375,0.00040786544468573993,0.009980107,0.1344609260559082,1759,0.012878784335043747,0.0003,-3.7486200965940952,0.2,0.42486849427223206,0.8363638818264008,216.11,2.610533363930881
6206,9799,60817408,232,-0.038452230393886566,0.0007735881126791355,0.008391269,0.1242971420288086,1767,0.013066894614894409,0.0003,-3.743451453745365,0.2,0.42469897866249084,0.8535221815109253,226.39,2.239760906547308
6236,9793,61079552,233,-0.03575490415096283,0.0010436193754230771,0.009099126,0.12314653396606445,1775,0.018638128814927768,0.0003,-3.740771748125553,0.2,0.4242481291294098,0.8664978742599487,223.98,3.0259126616083085
6267,9787,61341696,234,-0.035643480718135834,-0.0002790801245282637,0.007819235,0.11490583419799805,1783,0.01715231990965549,0.0003,-3.7312397435307503,0.2,0.4234101474285126,0.8964824229478836,225.83,2.8832124979794025
6298,9781,61603840,235,-0.033776845782995224,0.0005660334236381459,0.010158088,0.12653875350952148,1791,0.02193259085470345,0.0003,-3.7308191768825054,0.2,0.4238070547580719,0.8908485174179077,237.13,3.216374456360936
6328,9775,61865984,236,-0.03719426691532135,-0.0003242128727833915,0.009492155,0.13380098342895508,1799,0.023346294241491705,0.0003,-3.7430074717849493,0.2,0.4245203733444214,0.8922767043113708,223.63,3.927283142907545
6359,9769,62128128,237,-0.039193253964185715,-0.0006954568793844373,0.009554414,0.12041568756103516,1807,0.02413309870462399,0.0003,-3.749142838642001,0.2,0.42452889680862427,0.908337414264679,223.81,3.3436478830408305
6389,9763,62390272,238,-0.038003209978342056,6.947991641936824e-05,0.007985977,0.12515878677368164,1815,0.023848721190006472,0.0003,-3.7470225263386965,0.2,0.4241432547569275,0.9210056960582733,234.71,4.662597645074129
6420,9757,62652416,239,-0.03456137329339981,0.0007109702482921421,0.011609299,0.13527679443359375,1823,0.029507220824598335,0.0003,-3.76044443808496,0.2,0.4258725047111511,0.9227170124650002,236.66,4.331183610445587
