time/time_elapsed,time/iterations,time/fps,time/total_timesteps,train/entropy_loss,rollout/ep_len_mean,train/clip_range,train/clip_fraction,train/approx_kl,train/loss,rollout/ep_rew_mean,train/n_updates,train/value_loss,train/policy_gradient_loss,train/explained_variance,train/learning_rate,train/std
187,11,15397,2883584,-10.345972120761871,177.2,0.2,0.042724609375,0.0051759277,-0.1065741553902626,0.4222142331924988,80,0.0007137910060919239,-0.002142208181794558,0.14153945446014404,0.0003,1.0643709897994995
206,12,15260,3145728,-10.418281808495522,250.0,0.2,0.0366053581237793,0.004824738,-0.10386408120393753,0.4056153967254795,88,0.002109329362610879,-0.0012770854486916505,-0.07632482051849365,0.0003,1.0766557455062866
221,13,15373,3407872,-10.479794524610043,244.78,0.2,0.03481101989746094,0.004493348,-0.1072765439748764,0.3907265202200506,96,0.0005605692056178668,-0.0019769486352743115,-0.08368706703186035,0.0003,1.0840250253677368
241,14,15199,3670016,-10.505123481154442,154.15,0.2,0.058748722076416016,0.005872874,-0.10972534865140915,0.4692761231213808,104,0.0002818216582909372,-0.004449006788490806,-0.054875969886779785,0.0003,1.0863844156265259
261,15,15043,3932160,-10.537435822188854,210.68,0.2,0.05044412612915039,0.005569774,-0.1092943325638771,0.47724873401224616,112,0.0010047353371192003,-0.0029365334294197964,0.008642494678497314,0.0003,1.0941179990768433
279,16,14989,4194304,-10.59780539572239,232.68,0.2,0.050810813903808594,0.0054942155,-0.10915051400661469,0.46353166542947294,120,0.0005950010904598457,-0.002601185980893206,0.20812588930130005,0.0003,1.1032804250717163
298,17,14944,4456448,-10.651456169784069,113.0,0.2,0.06447315216064453,0.00606595,-0.11137992143630981,0.32341957138502037,128,0.0007441557916081365,-0.002658388574673154,0.12540286779403687,0.0003,1.1116256713867188
318,18,14814,4718592,-10.701263047754765,187.96,0.2,0.05245637893676758,0.00556741,-0.11115553975105286,0.6383116306364536,136,0.001862722556325025,-0.0023849683084335993,0.03555262088775635,0.0003,1.120117425918579
338,19,14718,4980736,-10.754684403538704,204.92,0.2,0.048708438873291016,0.0054376097,-0.10985149443149567,0.825600975677371,144,0.0024092659032248775,-0.0016520164176654362,0.0294492244720459,0.0003,1.1293079853057861
357,20,14659,5242880,-10.818258576095104,143.41,0.2,0.06336402893066406,0.0066050757,-0.11137767136096954,0.5884166690707207,152,0.0017497090602773824,-0.002255452983717987,0.04204672574996948,0.0003,1.1396985054016113
377,21,14573,5505024,-10.868689633905888,137.74,0.2,0.07056331634521484,0.0065583237,-0.11315029114484787,0.47093013375997544,160,0.0007811010364093818,-0.002990451580444642,0.11935538053512573,0.0003,1.1462503671646118
397,22,14495,5767168,-10.910915359854698,187.57,0.2,0.06363630294799805,0.0060211397,-0.11158321052789688,0.8059779941290617,168,0.002078162923680793,-0.0022217118566913996,0.13222897052764893,0.0003,1.1546629667282104
417,23,14424,6029312,-10.96758534759283,180.48,0.2,0.05963325500488281,0.005256044,-0.113190658390522,0.9003207413852214,176,0.0015143925561460492,-0.0023811193514120532,0.1897011399269104,0.0003,1.1634896993637085
437,24,14375,6291456,-11.023982040584087,142.08,0.2,0.057552337646484375,0.005934582,-0.11163219064474106,0.7692168211191892,184,0.0026574709090709803,-0.0014900768910592888,0.23596620559692383,0.0003,1.173844575881958
457,25,14312,6553600,-11.078334406018257,164.99,0.2,0.06444787979125977,0.005596266,-0.11201214045286179,0.8965716791152955,192,0.0019246093843321432,-0.0015399881267512683,0.45005089044570923,0.0003,1.1827491521835327
478,26,14256,6815744,-11.127265274524689,142.2,0.2,0.058051109313964844,0.0056833206,-0.11161597073078156,0.7543252712488174,200,0.003062822881474858,-0.0010112872751051327,0.20285910367965698,0.0003,1.1918540000915527
498,27,14197,7077888,-11.198189198970795,167.06,0.2,0.06738042831420898,0.006782079,-0.11359191685914993,1.028655264750123,208,0.004208231028314913,-0.0009849600642155565,0.2568311095237732,0.0003,1.2056410312652588
518,28,14147,7340032,-11.247769601643085,142.4,0.2,0.058278560638427734,0.0059710294,-0.11302149295806885,0.834594853669405,216,0.0019674012746691005,-0.0013219240104263008,0.30627119541168213,0.0003,1.2115459442138672
539,29,14095,7602176,-11.279417790472507,162.3,0.2,0.0638284683227539,0.0060067703,-0.11416596919298172,0.9871098732948304,224,0.0031907193524602917,-0.001431013447472651,0.3996633291244507,0.0003,1.2179346084594727
559,30,14051,7864320,-11.316113695502281,153.25,0.2,0.06440591812133789,0.0055423738,-0.11250127106904984,0.9906104709208011,232,0.0034397337749396684,-0.0010936181063243566,0.3863387703895569,0.0003,1.2250878810882568
580,31,14006,8126464,-11.354361481964588,148.13,0.2,0.0680084228515625,0.006338946,-0.11302883177995682,0.9072021499276162,240,0.003930372631657519,-0.0004305294796722592,0.6436344683170319,0.0003,1.2316184043884277
600,32,13962,8388608,-11.405053980648518,135.67,0.2,0.0599207878112793,0.0061027207,-0.11549605429172516,0.9028582944720983,248,0.0032105170121212723,-0.0008909018047233985,0.4076184630393982,0.0003,1.2419792413711548
621,33,13924,8650752,-11.457612589001656,159.73,0.2,0.0667576789855957,0.0060610636,-0.11557488888502121,1.030188108086586,256,0.004908085387796746,-0.0006276737817643152,0.4094201326370239,0.0003,1.252489447593689
641,34,13885,8912896,-11.510774947702885,152.24,0.2,0.06979703903198242,0.0061713583,-0.11660579591989517,0.9715858343243599,264,0.005423248967417749,-0.0010641197332006413,0.6044564843177795,0.0003,1.2618789672851562
662,35,13846,9175040,-11.557596646249294,145.78,0.2,0.06927061080932617,0.0066386326,-0.11666807532310486,0.8842903257906437,272,0.005328085728251608,-0.0011346315131959273,0.5140244662761688,0.0003,1.2708430290222168
683,36,13810,9437184,-11.60302360355854,140.38,0.2,0.06376791000366211,0.006749401,-0.11645479500293732,0.9153751672804356,280,0.003947970462832018,-0.0007142764238778909,0.30817222595214844,0.0003,1.2790969610214233
704,37,13774,9699328,-11.642018839716911,135.71,0.2,0.06153535842895508,0.005241352,-0.11664000898599625,0.9360411413758993,288,0.003516671211400535,-0.0008404378063460172,0.43229562044143677,0.0003,1.286927580833435
724,38,13741,9961472,-11.699645794928074,160.35,0.2,0.06371784210205078,0.006382306,-0.11581826210021973,1.1472170734405518,296,0.006243692423595348,-0.0005751368198616547,0.4937019348144531,0.0003,1.3002322912216187
745,39,13707,10223616,-11.752876579761505,168.44,0.2,0.06312894821166992,0.0053913454,-0.11678040772676468,1.086444844454527,304,0.004548624418021063,-0.0010059860032924917,0.4548814296722412,0.0003,1.3092930316925049
766,40,13677,10485760,-11.804474771022797,142.34,0.2,0.06396961212158203,0.00592829,-0.11744700372219086,0.9375716633349657,312,0.0054014884735806845,-0.0006879801312607015,0.43428075313568115,0.0003,1.31981360912323
787,41,13646,10747904,-11.846249163150787,161.18,0.2,0.05669736862182617,0.005010916,-0.11835961788892746,1.0634142633527517,320,0.0045762740810459945,-0.00046125524613671587,0.3781502842903137,0.0003,1.3275302648544312
808,42,13616,11010048,-11.907237514853477,143.7,0.2,0.07417774200439453,0.007372195,-0.12010835856199265,0.9589098982512951,328,0.006467655646702042,-0.00022874149453855352,0.3800954818725586,0.0003,1.3417108058929443
829,43,13586,11272192,-11.958259120583534,147.03,0.2,0.06512117385864258,0.0055926456,-0.12009909003973007,0.9717748010158539,336,0.005594137555817724,-0.0007322727528844553,0.4038335680961609,0.0003,1.3504973649978638
850,44,13557,11534336,-12.002234697341919,134.37,0.2,0.06317710876464844,0.0059743775,-0.12042710185050964,0.8818759623914957,344,0.003966652311646612,-0.00043269764819342527,0.3837624192237854,0.0003,1.3595271110534668
871,45,13530,11796480,-12.044264808297157,136.92,0.2,0.06283187866210938,0.005415344,-0.12148572504520416,0.8984764362126589,352,0.0059341436444810824,-0.0006056102752154402,0.4859119653701782,0.0003,1.3684582710266113
893,46,13502,12058624,-12.086970575153828,149.98,0.2,0.06180524826049805,0.00568395,-0.12231064587831497,0.976950886324048,360,0.005123860708408756,-0.00022990727120486554,0.5324517786502838,0.0003,1.377540946006775
914,47,13474,12320768,-12.13286516815424,145.86,0.2,0.06366634368896484,0.0058842697,-0.12250414490699768,0.9838143038004636,368,0.0047886165739328135,-0.0005467044511533459,0.4645773768424988,0.0003,1.3877891302108765
935,48,13449,12582912,-12.191915601491928,154.95,0.2,0.06943845748901367,0.006567673,-0.1228102520108223,1.1870640902221203,376,0.005162392275451566,-0.00048299123636752483,0.3489660620689392,0.0003,1.4010365009307861
956,49,13425,12845056,-12.255384869873524,141.88,0.2,0.0691995620727539,0.0070831985,-0.12400031089782715,1.0055053541064263,384,0.006638973100052681,-0.0005810442685287853,0.5033100247383118,0.0003,1.415246605873108
977,50,13402,13107200,-12.300377175211906,146.24,0.2,0.05431222915649414,0.005277807,-0.12439549714326859,0.9837622241675854,392,0.004878931211351301,-0.0008403436606840842,0.42411714792251587,0.0003,1.423092007637024
999,51,13379,13369344,-12.345399640500546,135.87,0.2,0.06302738189697266,0.005865316,-0.1247064545750618,1.095489539206028,400,0.005719582564779557,-0.0005671183071171981,0.44946151971817017,0.0003,1.4342542886734009
1020,52,13356,13631488,-12.400908567011356,140.2,0.2,0.07274436950683594,0.0070419535,-0.12500135600566864,1.273895105868578,408,0.008330742028192617,-0.0004594134061335353,0.7429856956005096,0.0003,1.4486116170883179
1041,53,13336,13893632,-12.47007031738758,134.58,0.2,0.07769250869750977,0.007190949,-0.12360048294067383,0.8936797945201397,416,0.007324982379941503,-0.0004553992180262867,0.642050564289093,0.0003,1.4638599157333374
1063,54,13315,14155776,-12.534901440143585,153.99,0.2,0.06312227249145508,0.0060054446,-0.1259034126996994,1.2266634935885667,424,0.0066919624514412135,-0.0004607270361702831,0.5949516296386719,0.0003,1.4758507013320923
1084,55,13294,14417920,-12.594787888228893,137.16,0.2,0.06593799591064453,0.0072039594,-0.12672732770442963,0.9671376452594995,432,0.007079443312250078,-0.0015448109365934215,0.688247799873352,0.0003,1.4905701875686646
1105,56,13274,14680064,-12.648078545928001,141.71,0.2,0.06812906265258789,0.006527661,-0.12808308005332947,1.0931094328314066,440,0.0059797330359288026,-0.0007512654474339797,0.570009171962738,0.0003,1.502092719078064
