time/total_timesteps,time/time_elapsed,time/fps,time/iterations,rollout/ep_rew_mean,train/clip_range,train/std,train/loss,train/approx_kl,train/entropy_loss,train/learning_rate,train/clip_fraction,train/n_updates,train/policy_gradient_loss,train/value_loss,train/explained_variance,rollout/ep_len_mean
33292288,3355,9922,127,1.3985258736461401,0.2,1.6608500480651855,-0.12689974904060364,0.0065450137,-12.606554135680199,0.0003,0.07707977294921875,996,0.0004555968043860048,0.0015047034921735758,0.6238765716552734,153.86
33554432,3383,9917,128,1.6737973450496793,0.2,1.6657501459121704,-0.12428908795118332,0.0079508815,-12.618030227720737,0.0003,0.09421110153198242,1004,0.0008530362736109964,0.0021076526754768565,0.5696124136447906,170.66
33816576,3410,9914,129,1.4957613117992878,0.2,1.6675212383270264,-0.12717220187187195,0.006717263,-12.61607750505209,0.0003,0.0897364616394043,1012,0.0005397999943852483,0.0021415743021862,0.6267285048961639,153.55
34078720,3438,9909,130,1.5648279473930597,0.2,1.6731537580490112,-0.12511420249938965,0.007905323,-12.621601328253746,0.0003,0.08245515823364258,1020,0.0003964730340157985,0.0016740352430133498,0.5999166369438171,163.0
34340864,3466,9906,131,1.5187245637923479,0.2,1.6803690195083618,-0.12607714533805847,0.008291159,-12.638556577265263,0.0003,0.09554576873779297,1028,0.0012185898190182343,0.001811282671042136,0.6141717433929443,160.34
34603008,3494,9901,132,1.2827903626859187,0.2,1.6874738931655884,-0.1247154250741005,0.007251563,-12.65443705022335,0.0003,0.08356285095214844,1036,0.00011417379391787108,0.0020703140007753973,0.5695179402828217,140.58
34865152,3522,9899,133,1.7028872051462531,0.2,1.6934984922409058,-0.12683020532131195,0.0067237127,-12.669965378940105,0.0003,0.08944940567016602,1044,0.0003569761543076311,0.0021855951817997266,0.6342846751213074,169.72
35127296,3549,9896,134,1.45352677565068,0.2,1.7010809183120728,-0.1252998262643814,0.0064396663,-12.687027543783188,0.0003,0.0944509506225586,1052,0.0008072471782725188,0.002155412175852689,0.6398221254348755,157.96
35389440,3577,9893,135,1.490684682354331,0.2,1.7087239027023315,-0.12514568865299225,0.00847236,-12.709721863269806,0.0003,0.08344030380249023,1060,0.0003868360859087261,0.0023027268289297353,0.751698300242424,154.99
35651584,3604,9891,136,1.504472326338291,0.2,1.718897819519043,-0.12638568878173828,0.006592335,-12.730473853647709,0.0003,0.08841753005981445,1068,0.0006125302797954646,0.002632568177432404,0.6410897076129913,158.63
35913728,3632,9887,137,1.58503255546093,0.2,1.7227108478546143,-0.12714968621730804,0.006888741,-12.745877854526043,0.0003,0.09262228012084961,1076,0.0010210027076027473,0.0014970305073802592,0.6171125769615173,166.79
36175872,3660,9883,138,1.5117516452819109,0.2,1.725730299949646,-0.12791374325752258,0.009273852,-12.753018401563168,0.0003,0.09552001953125,1084,0.0008512697463629593,0.0017936437707248842,0.5947966277599335,157.7
36438016,3688,9879,139,1.4457547125965358,0.2,1.731809139251709,-0.12836074829101562,0.0062433104,-12.766422651708126,0.0003,0.08113527297973633,1092,0.0004331226018621237,0.0017539122309244704,0.5968580543994904,151.76
36700160,3715,9876,140,1.6379516623169184,0.2,1.7344480752944946,-0.12962988018989563,0.007611541,-12.772384457290173,0.0003,0.08705759048461914,1100,0.000781521933276963,0.0016518264228579937,0.6692157685756683,165.02
36962304,3743,9873,141,1.6041003866121173,0.2,1.740541934967041,-0.12896746397018433,0.0075885863,-12.783856682479382,0.0003,0.08949708938598633,1108,0.0006195786127136671,0.002573761785242823,0.5648148357868195,166.56
37224448,3770,9871,142,1.620807012617588,0.2,1.7483810186386108,-0.12834131717681885,0.0067605833,-12.803215712308884,0.0003,0.09168243408203125,1116,0.0005420967509053298,0.002078411504953692,0.5764709711074829,165.73
37486592,3798,9868,143,1.4863385233655573,0.2,1.754859447479248,-0.12998861074447632,0.008526836,-12.817673951387405,0.0003,0.10968923568725586,1124,0.0014303305579232983,0.005489523218784598,0.5882434844970703,152.03
37748736,3826,9866,144,1.5944277192652225,0.2,1.7604188919067383,-0.1301887184381485,0.0076787323,-12.83387666940689,0.0003,0.09849977493286133,1132,9.963931915990543e-05,0.0020142147741353256,0.5031917095184326,157.51
38010880,3853,9863,145,1.8490391356498004,0.2,1.7651989459991455,-0.12915775179862976,0.007855303,-12.844594962894917,0.0003,0.09432411193847656,1140,0.0008592323360971932,0.0021695610512324492,0.5674222409725189,180.35
38273024,3881,9861,146,1.6653371722251178,0.2,1.7694618701934814,-0.12667708098888397,0.007791391,-12.848455145955086,0.0003,0.08536911010742188,1148,0.00046108334527161787,0.0016192388711715466,0.6063403487205505,172.02
38535168,3908,9858,147,1.3481036365777255,0.2,1.776305913925171,-0.12912584841251373,0.006814518,-12.861000716686249,0.0003,0.09931612014770508,1156,0.0009370236239192309,0.0019950927526224405,0.6054791808128357,145.31
38797312,3936,9855,148,1.5529075350612402,0.2,1.7798271179199219,-0.13051563501358032,0.00816741,-12.864211075007915,0.0003,0.08408021926879883,1164,0.00013911695805290947,0.0017952976304513868,0.6316887736320496,163.21
39059456,3964,9853,149,1.6817634625732898,0.2,1.781502366065979,-0.1291683465242386,0.006773732,-12.865890674293041,0.0003,0.09126043319702148,1172,0.0005553549528940493,0.0021773083753942046,0.5412715971469879,165.71
39321600,3992,9849,150,1.7491604948788881,0.2,1.7821284532546997,-0.1298953741788864,0.008089297,-12.863080993294716,0.0003,0.09308338165283203,1180,0.0009653779247855709,0.0018453092952768202,0.5846244394779205,168.34
39583744,4019,9847,151,1.6286343624442816,0.2,1.785913109779358,-0.12985849380493164,0.0069910605,-12.863671563565731,0.0003,0.08881378173828125,1188,0.0003761942211895075,0.0019162350854458055,0.5948919951915741,162.58
39845888,4047,9843,152,1.7167107605934142,0.2,1.7867710590362549,-0.12803885340690613,0.008540321,-12.865229792892933,0.0003,0.09045600891113281,1196,0.0005760010722042352,0.0018164070734201232,0.74053093791008,167.61
40108032,4075,9841,153,1.6245959909260272,0.2,1.7884007692337036,-0.131255105137825,0.007273948,-12.859699741005898,0.0003,0.08129262924194336,1204,0.0005399479841798893,0.0016689918038537144,0.6387487053871155,165.24
40370176,4103,9837,154,1.627920331582427,0.2,1.7914901971817017,-0.1288973093032837,0.0067944033,-12.863183364272118,0.0003,0.0965876579284668,1212,0.00090551193943611,0.002065624017632217,0.5630291402339935,157.98
40632320,4131,9835,155,1.7526156349107622,0.2,1.795888066291809,-0.12843938171863556,0.0088607315,-12.86897760629654,0.0003,0.09674406051635742,1220,0.0008216267483476258,0.002143538052223448,0.5981601178646088,173.39
40894464,4159,9831,156,1.7658362176269293,0.2,1.800034761428833,-0.1291656196117401,0.0076740077,-12.868337661027908,0.0003,0.0851449966430664,1228,0.00013353254826142802,0.001992994628380984,0.6034363806247711,172.57
41156608,4187,9829,157,-3.722449165582657,0.2,1.8063604831695557,-0.12776941061019897,0.0061969925,-12.876342192292213,0.0003,0.08782958984375,1236,0.0006323226143649663,0.0017299452629231382,0.6659358739852905,175.13
41418752,4215,9826,158,-9.159946787357331,0.2,1.7542861700057983,-0.12605342268943787,0.011504454,-12.762528419494629,0.0003,0.14677858352661133,1244,-0.011825071002022014,0.19626762461848557,-0.007924795150756836,188.39
41680896,4242,9824,159,-12.966242814064026,0.2,1.6884616613388062,-0.13463613390922546,0.022480536,-12.599059149798226,0.0003,0.22450884650735295,1250,-0.023078644305796307,0.0988547500442056,0.04377621412277222,176.86
41943040,4270,9821,160,-14.493785519599914,0.2,1.6207391023635864,-0.15272633731365204,0.018873941,-12.377448923885822,0.0003,0.22568750381469727,1258,-0.02769969203382061,0.056987634336110204,0.09467905759811401,171.26
42205184,4298,9818,161,-13.165611801147461,0.2,1.5579532384872437,-0.14859597384929657,0.018411579,-12.176972396671772,0.0003,0.21044301986694336,1266,-0.02446562711520528,0.04354197534848936,0.16682398319244385,172.47
42467328,4326,9816,162,-11.23643759727478,0.2,1.4985865354537964,-0.14296674728393555,0.017140632,-11.959957107901573,0.0003,0.2008213996887207,1274,-0.02371155614127929,0.035768714908044785,0.21438485383987427,166.43
42729472,4354,9812,163,-11.13900983929634,0.2,1.4440633058547974,-0.1432221531867981,0.016515309,-11.750524699687958,0.0003,0.19193124771118164,1282,-0.022342569770444243,0.029869139470974915,0.26150792837142944,192.64
42991616,4382,9810,164,-9.092500615119935,0.2,1.3917279243469238,-0.14047324657440186,0.01611324,-11.547090381383896,0.0003,0.1814723014831543,1290,-0.02041851516605675,0.025009475299157202,0.2738964557647705,183.16
43253760,4410,9807,165,-7.468433039188385,0.2,1.347743272781372,-0.1297820508480072,0.01763469,-11.340068139135838,0.0003,0.2022991180419922,1298,-0.018088810707922676,0.019474424232612364,0.2896319031715393,170.36
43515904,4438,9805,166,-6.4818158841133116,0.2,1.3015695810317993,-0.13615064322948456,0.015303006,-11.146601602435112,0.0003,0.17768621444702148,1306,-0.01983839174863533,0.015433067979756743,0.28842562437057495,169.18
43778048,4466,9802,167,-6.137064620256424,0.2,1.2562742233276367,-0.13645543158054352,0.014676081,-10.927902691066265,0.0003,0.1769084930419922,1314,-0.01953286782190844,0.01284959887561854,0.3106474280357361,178.37
44040192,4493,9800,168,-5.264239954948425,0.2,1.2128007411956787,-0.12823860347270966,0.013904255,-10.71813664585352,0.0003,0.16160345077514648,1322,-0.019171883028320735,0.010759438380773645,0.31574010848999023,176.13
44302336,4521,9797,169,-4.561903569102287,0.2,1.1717634201049805,-0.12537641823291779,0.013856378,-10.503816060721874,0.0003,0.16196537017822266,1330,-0.018722013895967393,0.008903947593353223,0.3592495918273926,178.33
44564480,4549,9795,170,-3.838186278343201,0.2,1.1319565773010254,-0.1282578706741333,0.01291441,-10.291079364717007,0.0003,0.1542830467224121,1338,-0.019010659108971595,0.007164005040976917,0.34101539850234985,174.01
44826624,4577,9793,171,-3.4368904703855514,0.2,1.092482328414917,-0.12627862393856049,0.013854722,-10.069596447050571,0.0003,0.15619897842407227,1346,-0.019328439886521664,0.005672390303516295,0.34373098611831665,177.66
45088768,4605,9791,172,-3.1727524220943453,0.2,1.0558979511260986,-0.11934806406497955,0.01434715,-9.866255417466164,0.0003,0.15549421310424805,1354,-0.014805980076744163,0.005883806752535747,0.39186030626296997,192.14
45350912,4632,9788,173,-2.601183704137802,0.2,1.0192080736160278,-0.11971638351678848,0.014253717,-9.64189987629652,0.0003,0.14774703979492188,1362,-0.01741741050136625,0.004019789979793131,0.36422908306121826,176.13
45613056,4660,9786,174,-2.2022827619314196,0.2,0.9846269488334656,-0.11119633167982101,0.017201062,-9.416195280849934,0.0003,0.15729522705078125,1370,-0.016426751422841335,0.003527186208884814,0.40783172845840454,178.86
45875200,4688,9785,175,-1.8857287937402725,0.2,0.9540344476699829,-0.11018845438957214,0.012453422,-9.225825637578964,0.0003,0.13742685317993164,1378,-0.01151954994929838,0.00422725781754707,0.3839457631111145,191.07
46137344,4716,9783,176,-1.6268690597265958,0.2,0.9274239540100098,-0.10089752078056335,0.014672085,-9.014065444469452,0.0003,0.16576004028320312,1386,-0.01148812557948986,0.0029471017896867124,0.46693605184555054,192.03
46399488,4743,9781,177,-1.3663615223765373,0.2,0.8970811367034912,-0.11076665669679642,0.011863145,-8.809246376156807,0.0003,0.1352367401123047,1394,-0.014888884127685742,0.0026220727413601708,0.436842679977417,182.45
46661632,4771,9779,178,-1.17694382250309,0.2,0.8696057200431824,-0.09823988378047943,0.011956416,-8.610397815704346,0.0003,0.13264083862304688,1402,-0.011298723588879511,0.002746965354162967,0.46178579330444336,190.42
46923776,4798,9778,179,-0.9194551867246628,0.2,0.8426242470741272,-0.10361361503601074,0.012708554,-8.398746505379677,0.0003,0.13535070419311523,1410,-0.012772067595506087,0.002120006625773385,0.4794114828109741,195.91
47185920,4826,9776,180,-0.6799990896135568,0.2,0.8166019320487976,-0.09908606112003326,0.011227162,-8.201844058930874,0.0003,0.12992143630981445,1418,-0.010926378296971961,0.0018677925691008568,0.5475657284259796,189.38
47448064,4854,9774,181,-0.4876690834015608,0.2,0.7916543483734131,-0.09775854647159576,0.011850943,-7.988567527383566,0.0003,0.12906599044799805,1426,-0.0114444412456578,0.0017959718761630938,0.5404491722583771,195.93
47710208,4882,9771,182,-0.27794150456786154,0.2,0.76839679479599,-0.08477109670639038,0.014361748,-7.786794327199459,0.0003,0.1316819190979004,1434,-0.009426075176634185,0.0019747933811231633,0.528894454240799,193.37
47972352,4910,9769,183,0.10298594190739095,0.2,0.7517391443252563,-0.08804483711719513,0.011525545,-7.625682979822159,0.0003,0.1466374397277832,1442,-0.0050786640522346715,0.0017222767728526378,0.5500657558441162,206.76
48234496,4938,9766,184,0.016321001714095472,0.2,0.7322009205818176,-0.0860789343714714,0.010216731,-7.460837792605162,0.0003,0.12044715881347656,1450,-0.006682149772132107,0.0018351444068684941,0.5740758776664734,197.99
48496640,4966,9764,185,0.16832138064317406,0.2,0.714618980884552,-0.08053955435752869,0.01094622,-7.2846152149140835,0.0003,0.13002824783325195,1458,-0.005428135373222176,0.002268561634082289,0.5083573758602142,200.63
48758784,4994,9762,186,0.3150321856327355,0.2,0.6969034075737,-0.07952284067869186,0.010990156,-7.129740301519632,0.0003,0.12607097625732422,1466,-0.004965852360328427,0.0017246220377273858,0.6179045736789703,210.03
49020928,5022,9759,187,0.5232782637374476,0.2,0.6795514225959778,-0.07864534109830856,0.0099880295,-6.947797726839781,0.0003,0.12335681915283203,1474,-0.0057605314450484,0.0015119342078833142,0.5865503549575806,209.9
49283072,5050,9757,188,0.5647622182359919,0.2,0.6638543009757996,-0.07471567392349243,0.012995624,-6.776514515280724,0.0003,0.1328444480895996,1482,-0.005357889862352749,0.0014204170720404363,0.6156893074512482,196.53
49545216,5078,9755,189,0.6501641555689275,0.2,0.6477934122085571,-0.07690387964248657,0.009643915,-6.619926434010267,0.0003,0.11594438552856445,1490,-0.005023946507208166,0.0013211100367698236,0.5938909351825714,205.17
49807360,5106,9753,190,0.5366974330926314,0.2,0.6331209540367126,-0.07312532514333725,0.009467517,-6.467581372708082,0.0003,0.11781883239746094,1498,-0.0036209464396961266,0.001640001447412942,0.5899185836315155,189.54
50069504,5134,9751,191,0.7974448178336024,0.2,0.6174513101577759,-0.06453220546245575,0.01589368,-6.303624574095011,0.0003,0.11315298080444336,1506,-0.0045245625433381065,0.0011246016574659734,0.7132429778575897,202.53
50331648,5162,9749,192,0.7672361120581627,0.2,0.6041906476020813,-0.06749232113361359,0.012772807,-6.147988393902779,0.0003,0.12312507629394531,1514,-0.0038005367241567,0.0014378489495356916,0.6060671508312225,194.24
50593792,5190,9747,193,0.9432121788430959,0.2,0.5901877880096436,-0.0640019029378891,0.012584988,-5.991336282342672,0.0003,0.11462974548339844,1522,-0.004419790098381782,0.0011849626289404114,0.6233815550804138,208.18
50855936,5218,9746,194,0.9808379342406988,0.2,0.5775937438011169,-0.061379872262477875,0.010051904,-5.844047363847494,0.0003,0.11528825759887695,1530,-0.003598862366288813,0.0013509102309399168,0.6007265746593475,206.4
51118080,5245,9744,195,1.0116889722063207,0.2,0.5658387541770935,-0.062273479998111725,0.0097006755,-5.703583810478449,0.0003,0.11995935440063477,1538,-0.003064297172386432,0.001147895119174791,0.6517481505870819,203.73
51380224,5273,9743,196,1.0133748600631953,0.2,0.5555667877197266,-0.04549402371048927,0.014492499,-5.576881223511927,0.0003,0.11842064718598301,1545,-0.002161941926212059,0.0010853108127140305,0.6330828368663788,194.35
51642368,5301,9741,197,1.2380429792962968,0.2,0.5445244312286377,-0.05798772722482681,0.009587871,-5.43823716416955,0.0003,0.11462068557739258,1553,-0.003055150203181256,0.0011495455328258686,0.6295561194419861,218.63
51904512,5329,9739,198,1.287071124855429,0.2,0.5346760749816895,-0.05931805819272995,0.008693248,-5.313218995928764,0.0003,0.11672830581665039,1561,-0.0019373498562345048,0.001315147494096891,0.6233373880386353,205.03
52166656,5357,9736,199,1.5384938209317625,0.2,0.5257664918899536,-0.0551815889775753,0.0099154,-5.191114172339439,0.0003,0.1398172378540039,1569,-0.001306270112763741,0.0014452463001362048,0.6415212750434875,214.5
52428800,5385,9734,200,1.649515335392207,0.2,0.5178520083427429,-0.05259966105222702,0.008141241,-5.09609492123127,0.0003,0.12400245666503906,1577,-0.0004663544041250134,0.0015974233283486683,0.5780344009399414,222.19
52690944,5414,9731,201,1.5132562536979095,0.2,0.5094600915908813,-0.05060390755534172,0.0091256015,-4.985735237598419,0.0003,0.12066841125488281,1585,-0.00023508373806180316,0.001600296543983859,0.5969483256340027,210.96
52953088,5442,9729,202,1.7059392990730702,0.2,0.5009629726409912,-0.05478799715638161,0.008093319,-4.871411297470331,0.0003,0.11881542205810547,1593,-0.0013531631666410249,0.0013502599622370326,0.6635754704475403,234.05
53215232,5470,9727,203,1.8977660451829435,0.2,0.4924638867378235,-0.050630006939172745,0.013346051,-4.758734431117773,0.0003,0.12296867370605469,1601,-0.0007268787476277794,0.001365704904856102,0.6760784983634949,229.99
53477376,5499,9724,204,1.798036789856851,0.2,0.48511403799057007,-0.04868518188595772,0.011546362,-4.654354251921177,0.0003,0.14405584335327148,1609,0.0002198618321926915,0.0013722148487431696,0.643530011177063,223.64
53739520,5527,9722,205,1.8935408929735422,0.2,0.4771132469177246,-0.04796772450208664,0.01153777,-4.543567884713411,0.0003,0.12278890609741211,1617,-0.001559743788675405,0.0015365217095677508,0.6063584387302399,234.6
54001664,5554,9721,206,1.72526419502683,0.2,0.4770442247390747,-0.023012345656752586,0.01846117,-4.499030431111653,0.0003,0.23158772786458334,1618,0.010010113706812263,0.0013442255634193618,0.6513592302799225,216.54
54263808,5583,9718,207,2.008520413711667,0.2,0.4697933793067932,-0.04848315939307213,0.011217316,-4.431870073080063,0.0003,0.12842321395874023,1626,-0.0009844163992056565,0.0013684991372429067,0.638298511505127,231.47
54525952,5611,9715,208,1.791061825561337,0.2,0.464408814907074,-0.0242331363260746,0.035501085,-4.34955953668665,0.0003,0.1298895941840278,1632,0.0004516718125856125,0.0011571180635925244,0.6854768693447113,212.29
54788096,5639,9714,209,1.9582851739227771,0.2,0.46107029914855957,-0.024599645286798477,0.013524463,-4.287739916050688,0.0003,0.13218656499335107,1635,0.0015740711724960266,0.0014915152829378209,0.620941162109375,223.98
55050240,5668,9711,210,1.9564954249560833,0.2,0.4542495310306549,-0.04504672810435295,0.009391785,-4.205799516290426,0.0003,0.11667871475219727,1643,-0.0006643508349952754,0.0013461264261422912,0.6433893442153931,233.76
55312384,5696,9710,211,1.7733422954380513,0.2,0.4533146023750305,-0.030590446665883064,0.0249944,-4.158255365159777,0.0003,0.0981174045138889,1645,0.00244727311655879,0.0017989656771533191,0.8187029808759689,222.82
55574528,5724,9708,212,1.9916999041289092,0.2,0.452465295791626,-0.03482434153556824,0.016445277,-4.144475323813302,0.0003,0.11174229213169642,1646,0.0006160172592249832,0.0019931548657560988,0.7365950644016266,227.1
55836672,5751,9707,213,1.860820662379265,0.2,0.4516538679599762,-0.03963952884078026,0.016057331,-4.131745901974765,0.0003,0.06728293678977272,1647,0.0008834985201247036,0.0014145426261662083,0.5815225839614868,216.75
56098816,5780,9705,214,1.9426202983409167,0.2,0.44585373997688293,-0.03937967121601105,0.008111528,-4.071994427591562,0.0003,0.12863826751708984,1655,-0.0002828434098773869,0.0013146457331458805,0.6255517303943634,214.63
56360960,5808,9703,215,1.9328404349461197,0.2,0.43974021077156067,-0.04033014550805092,0.011277873,-3.9817582070827484,0.0003,0.12931013107299805,1663,0.0004144088707107585,0.001197258211504959,0.6090298593044281,218.94
56623104,5836,9701,216,1.9020278367958963,0.2,0.4337458908557892,-0.03560034558176994,0.017930642,-3.8909495919942856,0.0003,0.13810205459594727,1671,0.0004431172474141931,0.0013310998056113021,0.6292893886566162,213.8
56885248,5864,9699,217,2.038809458017349,0.2,0.4279080331325531,-0.04050451144576073,0.008459837,-3.802673326805234,0.0003,0.12742090225219727,1679,0.00030491098686979967,0.0013567945161412354,0.6164014041423798,229.43
57147392,5892,9698,218,2.1057011621817945,0.2,0.42368021607398987,-0.021228719502687454,0.014604002,-3.7274389969996915,0.0003,0.14668626051682693,1684,0.0013383022093106634,0.0017516367847864062,0.5510631799697876,225.26
57409536,5920,9696,219,2.223644005358219,0.2,0.41835200786590576,-0.03380517289042473,0.0087933,-3.649695172905922,0.0003,0.11937952041625977,1692,0.0003830842088063946,0.0015216316105579608,0.5685483515262604,230.49
57671680,5947,9696,220,2.135798653811216,0.2,0.41746842861175537,-0.024071797728538513,0.02080319,-3.6083667618887767,0.0003,0.16157749720982142,1694,0.003539092988441033,0.001679159900439637,0.6359112560749054,225.18
57933824,5974,9696,221,1.8446119452733547,0.2,0.41582661867141724,-0.016701895743608475,0.012021301,-3.587313241958618,0.0003,0.11347900390625,1696,0.0025881614442914724,0.0016062858421355486,0.6428602933883667,203.37
58195968,6002,9695,222,1.8736144033446909,0.2,0.41084495186805725,-0.027404552325606346,0.013437133,-3.5198186822235584,0.0003,0.12403249740600586,1704,8.945148465500097e-05,0.001624302282834833,0.6214911639690399,220.2
58458112,6030,9693,223,2.0244553893432022,0.2,0.40561702847480774,-0.03622211143374443,0.012518937,-3.4345631394535303,0.0003,0.12419271469116211,1712,2.292868975928286e-05,0.0012937876854266506,0.6585798263549805,218.2
58720256,6058,9692,224,1.818601357024163,0.2,0.4008779227733612,-0.035169851034879684,0.009712994,-3.35803378559649,0.0003,0.12066221237182617,1720,6.849813735243515e-05,0.001223600062985497,0.6714341342449188,216.07
58982400,6088,9687,225,1.9605573817156254,0.2,0.39660075306892395,-0.03269709274172783,0.00839291,-3.282607425004244,0.0003,0.12777042388916016,1728,0.0005450944913718558,0.0014960288426664192,0.6745482683181763,222.05
59244544,6118,9683,226,2.098197823036462,0.2,0.3941158652305603,-0.016570981591939926,0.0140435165,-3.2313755897626484,0.0003,0.14033738227739725,1733,0.0015629360736156368,0.0020180414590270142,0.560709685087204,227.0
59506688,6148,9677,227,1.9269550166651606,0.2,0.39011773467063904,-0.030621478334069252,0.01030355,-3.1688640769571066,0.0003,0.11767339706420898,1741,-8.556146121918573e-05,0.001330061316366482,0.6250285804271698,223.1
59768832,6178,9673,228,2.223406648337841,0.2,0.3853701651096344,-0.03204664960503578,0.008741495,-3.0951051395386457,0.0003,0.10985946655273438,1749,-0.0005819274283567211,0.0011775716584452312,0.6835247874259949,233.06
60030976,6208,9668,229,1.9375964342802763,0.2,0.381675124168396,-0.020883241668343544,0.0151523575,-3.0252903793007135,0.0003,0.13771724700927734,1757,0.0008956229510204139,0.001376153635646915,0.6914772987365723,217.15
60293120,6239,9662,230,2.051829044111073,0.2,0.3783104121685028,-0.02508329600095749,0.013074172,-2.9649097458008797,0.0003,0.13677338630922378,1765,0.002157211627843114,0.0014210720264893626,0.6305025815963745,220.81
60555264,6270,9657,231,2.0576889356644825,0.2,0.3745017349720001,-0.030907293781638145,0.008909486,-2.8979222122579813,0.0003,0.12519359588623047,1773,0.00025225288618457853,0.0014709097749801003,0.7014664113521576,231.41
60817408,6302,9649,232,2.1899629854224623,0.2,0.37187305092811584,-0.021961340680718422,0.015895147,-2.8464530599795705,0.0003,0.15456632288490854,1781,0.0028131161944191085,0.0015217461339311629,0.636326789855957,230.82
61079552,6333,9644,233,2.333460199693218,0.2,0.368679940700531,-0.027135232463479042,0.011677884,-2.791517162695527,0.0003,0.1450357437133789,1789,0.002851693720003823,0.001440827797523525,0.7205675542354584,241.4
61341696,6361,9642,234,2.2996502283960583,0.2,0.3685409724712372,-0.018284590914845467,0.012797317,-2.7693859934806824,0.0003,0.15085601806640625,1790,0.004389032372273505,0.0015024804306449369,0.734437495470047,230.94
61603840,6389,9641,235,2.3191646468639373,0.2,0.3655794858932495,-0.02505609020590782,0.010244195,-2.732698479667306,0.0003,0.13263225555419922,1798,0.0006812538022131776,0.0014638555821875343,0.657177597284317,238.73
61865984,6416,9641,236,2.3207867268659172,0.2,0.3617021143436432,-0.025389473885297775,0.0102452785,-2.6654147803783417,0.0003,0.10642242431640625,1806,-0.00025237981344616855,0.0009900473141897237,0.6757327616214752,233.76
62128128,6444,9640,237,2.2182352082431316,0.2,0.3589473068714142,-0.02652653492987156,0.010934565,-2.6088497918099165,0.0003,0.14380979537963867,1814,0.0013304877229529666,0.0012635662669708836,0.6519816219806671,234.6
62390272,6473,9637,238,2.2493125960230826,0.2,0.3555745780467987,-0.026479532942175865,0.008840591,-2.552913658320904,0.0003,0.1351485252380371,1822,0.0009726055031933356,0.0011594873940339312,0.6583353579044342,236.18
62652416,6503,9633,239,2.227854576352984,0.2,0.3519156575202942,-0.024194952100515366,0.010309745,-2.4853209871798754,0.0003,0.12610292434692383,1830,0.0014138153314888768,0.0012100613239454105,0.6672268509864807,237.82
62914560,6530,9634,240,2.161051469973754,0.2,0.34888964891433716,-0.023619674146175385,0.009987041,-2.423734912648797,0.0003,0.1266345977783203,1838,0.0007611898859067878,0.0013207261399657,0.6604082584381104,229.94
63176704,6557,9634,241,2.2033352731354534,0.2,0.3460845351219177,-0.02501572296023369,0.011035522,-2.367920206859708,0.0003,0.12918329238891602,1846,0.000868217839524732,0.0015196100021057646,0.7215205430984497,233.57
63438848,6584,9635,242,2.35441825889051,0.2,0.3456727862358093,-0.02346707135438919,0.026669716,-2.3464549089732922,0.0003,0.18529630962171054,1848,0.00579756030837368,0.0012690974399447441,0.6269308030605316,237.74
63700992,6612,9634,243,2.2739709464460613,0.2,0.3427000939846039,-0.022959357127547264,0.008643989,-2.3019547183066607,0.0003,0.11833047866821289,1856,0.0005107079146000615,0.0012610506591954618,0.6808775365352631,226.95
63963136,6639,9634,244,2.4255944380909202,0.2,0.3399898409843445,-0.02388289012014866,0.01039491,-2.24719400331378,0.0003,0.13702726364135742,1864,0.0014803181843490165,0.001379263449962309,0.6385202407836914,240.0
64225280,6665,9635,245,2.4338022892177107,0.2,0.3372584879398346,-0.02127782255411148,0.009415601,-2.1923598125576973,0.0003,0.12576675415039062,1872,0.003094216070167022,0.0012097622020519339,0.6518175303936005,245.27
64487424,6691,9636,246,2.4607537132501602,0.2,0.33722585439682007,-0.002869644435122609,0.01663662,-2.176082452138265,0.0003,0.22029622395833334,1873,0.010340832794706026,0.001194114990842839,0.673444926738739,237.08
64749568,6718,9636,247,2.46729575663805,0.2,0.33481961488723755,-0.022185267880558968,0.008633694,-2.143357068300247,0.0003,0.13774490356445312,1881,0.0008842312886372383,0.0031070325885593775,0.6159549355506897,238.85
65011712,6746,9636,248,2.355556330559775,0.2,0.33247110247612,-0.02078080363571644,0.015040745,-2.0918394159525633,0.0003,0.1520686149597168,1889,0.0014430694322982163,0.0015633753328074818,0.6017305552959442,233.69
65273856,6773,9637,249,2.3778569242730736,0.2,0.32956138253211975,-0.01584201492369175,0.011183593,-2.038318945094943,0.0003,0.12993860244750977,1897,0.0008555189947401232,0.001118315034545958,0.6703478097915649,235.66
65536000,6800,9637,250,2.5508965528011323,0.2,0.3273407518863678,-0.017357314005494118,0.011733398,-1.9871311383321881,0.0003,0.1416468620300293,1905,0.0014349969915201655,0.001372578582049755,0.6425794363021851,243.68
65798144,6827,9637,251,2.3303393932431935,0.2,0.32498490810394287,-0.02039939910173416,0.009786639,-1.9380780216306448,0.0003,0.13013696670532227,1913,0.0009975870566449885,0.0010996647433785256,0.6751892864704132,224.4
66060288,6854,9637,252,2.3740666256844998,0.2,0.3232231140136719,-0.018880203366279602,0.008582637,-1.8982003331184387,0.0003,0.13909339904785156,1921,0.0015479171665901958,0.0014639939308835892,0.6351629495620728,240.05
66322432,6881,9637,253,2.502457093000412,0.2,0.3214455544948578,-0.013835360296070576,0.01211144,-1.8602185910567641,0.0003,0.1355733871459961,1929,0.003896481054198375,0.0012737086544802878,0.6660308837890625,240.28
