rollout/ep_len_mean,time/fps,rollout/ep_rew_mean,time/total_timesteps,time/iterations,time/time_elapsed,train/clip_fraction,train/loss,train/explained_variance,train/std,train/n_updates,train/learning_rate,train/policy_gradient_loss,train/approx_kl,train/value_loss,train/entropy_loss,train/clip_range
126.12,13567,1.3343448056280613,56098816,107,4134,0.11385893821716309,-0.20192959904670715,0.608593612909317,4.685522556304932,805,0.0003,-0.0003560905502126843,0.010270676,0.04704117160872556,-20.468388132750988,0.2
138.62,13564,0.6838037213496864,56623104,108,4174,0.12405276298522949,-0.2013411968946457,0.5795416831970215,4.764351844787598,813,0.0003,-0.00013136764880528062,0.01063524,0.05500923399813473,-20.575442761182785,0.2
123.55,13562,0.9076006512343884,57147392,109,4213,0.12263369560241699,-0.20387890934944153,0.638681948184967,4.837729454040527,821,0.0003,0.00030719124720235413,0.012354013,0.04654799033596646,-20.6803862079978,0.2
127.62,13559,0.8117604928091169,57671680,110,4253,0.12234139442443848,-0.20156216621398926,0.5684373080730438,4.911627769470215,829,0.0003,-0.0006385339670487156,0.010614919,0.05783580907154828,-20.78291968256235,0.2
127.62,13557,0.9249583722278476,58195968,111,4292,0.11196470260620117,-0.2037617415189743,0.5474571287631989,4.980399131774902,837,0.0003,-0.0006000753278385673,0.010125127,0.06405611093214247,-20.880260720849037,0.2
124.64,13554,0.9055437872372568,58720256,112,4332,0.11239171028137207,-0.20621421933174133,0.5513423383235931,5.055209636688232,845,0.0003,-0.0005828234957334644,0.010104984,0.06045133521547541,-20.978609517216682,0.2
143.93,13551,0.9166887099854648,59244544,113,4371,0.12291193008422852,-0.2056049108505249,0.5954941809177399,5.1297831535339355,853,0.0003,-0.0004949310418851383,0.009973688,0.05699292806093581,-21.080218240618706,0.2
129.18,13549,0.734804843775928,59768832,114,4411,0.1163487434387207,-0.2082035094499588,0.5793286859989166,5.219037055969238,861,0.0003,-0.0005403993654908845,0.010080466,0.060408427874790505,-21.192861028015614,0.2
125.61,13546,1.1454600396938621,60293120,115,4450,0.11239385604858398,-0.20900088548660278,0.5889765024185181,5.278321743011475,869,0.0003,-0.0006194617146775272,0.009790646,0.06240709904523101,-21.276984006166458,0.2
137.39,13543,0.9527842197194696,60817408,116,4490,0.11788249015808105,-0.208152636885643,0.6250991523265839,5.367220401763916,877,0.0003,-0.0004982527543688775,0.010489838,0.06405858052312396,-21.377298042178154,0.2
121.25,13541,0.6840438527800142,61341696,117,4530,0.11948466300964355,-0.20823152363300323,0.5742478370666504,5.451732158660889,885,0.0003,-0.0005858814647581312,0.009323942,0.06486864577163942,-21.483917459845543,0.2
133.31,13538,0.8075795386359096,61865984,118,4569,0.12224864959716797,-0.2095555067062378,0.6047689020633698,5.539510250091553,893,0.0003,-0.00047874996107566403,0.009693313,0.06950196744583081,-21.589629352092743,0.2
130.13,13536,1.0050504025514237,62390272,119,4608,0.12311291694641113,-0.21173402667045593,0.6197109222412109,5.616281032562256,901,0.0003,-0.0007131350542977088,0.010060312,0.06408090246259235,-21.685137875378132,0.2
147.74,13534,0.7015384426899254,62914560,120,4648,0.11654114723205566,-0.21266314387321472,0.5749791264533997,5.688780784606934,909,0.0003,-0.0007328998899538419,0.010159647,0.061603489753906615,-21.774858705699444,0.2
127.39,13532,1.420530830193311,63438848,121,4687,0.1220712661743164,-0.21645057201385498,0.5870898365974426,5.774921894073486,917,0.0003,-0.000747341912756383,0.011273054,0.06539435544982553,-21.872737862169743,0.2
140.17,13531,0.7526641698926687,63963136,122,4726,0.12498927116394043,-0.21372640132904053,0.6330334544181824,5.867180824279785,925,0.0003,-0.0006565407582002081,0.0100941155,0.06196017991169356,-21.974463887512684,0.2
133.57,13530,0.6436012637056411,64487424,123,4766,0.12261152267456055,-0.21424077451229095,0.5921413898468018,5.949446678161621,933,0.0003,-0.0005647134516948427,0.009886228,0.05884871704620309,-22.07265866547823,0.2
134.23,13528,0.6085129419760779,65011712,124,4805,0.12400484085083008,-0.21667656302452087,0.5292665064334869,6.045920372009277,941,0.0003,-0.0007018544108632341,0.0106740575,0.06800766791275237,-22.17314165085554,0.2
