time/total_timesteps,time/fps,time/iterations,time/time_elapsed,train/policy_gradient_loss,train/loss,train/clip_range,train/approx_kl,train/std,train/n_updates,train/clip_fraction,train/learning_rate,train/explained_variance,train/value_loss,train/entropy_loss,rollout/ep_len_mean,rollout/ep_rew_mean
29622272,9979,113,2968,0.0017648724226128993,-0.12113538384437561,0.2,0.039358404,1.5240027904510498,885,0.08335658482142858,0.0003,0.48245924711227417,0.0023699029567366353,-12.251581853749801,143.86,1.2582456924766303
29884416,9975,114,2995,0.0004460928571461409,-0.12076234817504883,0.2,0.008691192,1.5274901390075684,893,0.09261560440063477,0.0003,0.48990732431411743,0.0023883392595962505,-12.2619564011693,154.87,1.4100295005246881
30146560,9971,115,3023,-1.5747549696243368e-05,-0.12407105416059494,0.2,0.006587241,1.530423879623413,901,0.08246994018554688,0.0003,0.5565737783908844,0.0017529519782328862,-12.261996001005173,164.64,1.502008028179407
30408704,9968,116,3050,0.000243720104208478,-0.12179891020059586,0.2,0.006987593,1.5345232486724854,909,0.08215475082397461,0.0003,0.5277603566646576,0.0020333701595518505,-12.266777507960796,165.15,1.5959971210360526
30670848,9964,117,3077,0.00013381180542637594,-0.12371786683797836,0.2,0.007298962,1.5375211238861084,917,0.07672262191772461,0.0003,0.6375989615917206,0.0014552272987202741,-12.268809504806995,166.14,1.6161566002946346
30932992,9961,118,3105,-0.00024121590104186907,-0.12399914115667343,0.2,0.0074912533,1.540758490562439,925,0.07809686660766602,0.0003,0.552620530128479,0.0019298407141832286,-12.26814492046833,169.41,1.6539830055832863
31195136,9957,119,3132,-7.229669336084044e-05,-0.12574739754199982,0.2,0.006003586,1.5426278114318848,933,0.07186460494995117,0.0003,0.5779980719089508,0.0017168761496577645,-12.265849441289902,162.36,1.5123553343117238
31457280,9953,120,3160,-0.00043666323836077936,-0.12317413836717606,0.2,0.008274952,1.5460814237594604,941,0.08429861068725586,0.0003,0.5618525743484497,0.0019104804541711928,-12.268850192427635,157.15,1.5512350690737366
31719424,9949,121,3187,-0.0002350828394810378,-0.12318872660398483,0.2,0.011600046,1.5499529838562012,949,0.08672666549682617,0.0003,0.5777342915534973,0.0016633576042295317,-12.271784119307995,152.57,1.4667035835981368
31981568,9946,122,3215,-0.00016346993425031542,-0.12298130989074707,0.2,0.0066678477,1.547227382659912,957,0.08632993698120117,0.0003,0.5879583954811096,0.0016521909137736657,-12.258736208081245,158.85,1.503829285055399
32243712,9944,123,3242,-0.000494073653499072,-0.12303915619850159,0.2,0.0075224396,1.5459011793136597,965,0.07754278182983398,0.0003,0.6150150895118713,0.0015841395270399516,-12.240337409079075,179.22,1.6371881490945817
32505856,9940,124,3270,0.0003269171406827809,-0.12298806011676788,0.2,0.008265079,1.5499736070632935,973,0.09170961380004883,0.0003,0.5348834991455078,0.0021724891539633973,-12.242159210145473,153.64,1.5238225262612104
32768000,9936,125,3297,-2.8014746931148693e-05,-0.1246958002448082,0.2,0.0074206437,1.5527786016464233,981,0.08591127395629883,0.0003,0.5864545404911041,0.0017899189397212467,-12.241520382463932,158.28,1.584176954627037
33030144,9932,126,3325,0.001094654910502868,-0.12280026823282242,0.2,0.00618857,1.5560427904129028,989,0.09469032287597656,0.0003,0.5877926349639893,0.0017643056135057122,-12.24662832915783,170.56,1.735878286138177
33292288,9929,127,3352,0.00047588110419383156,-0.12276369333267212,0.2,0.006506635,1.557133436203003,997,0.08423137664794922,0.0003,0.6133452355861664,0.0022322691102090175,-12.244343981146812,156.32,1.6150937106460332
33554432,9925,128,3380,4.9344746685164864e-05,-0.1243339404463768,0.2,0.006545905,1.5627162456512451,1005,0.08493947982788086,0.0003,0.5801939070224762,0.001932515732733009,-12.253408066928387,171.14,1.6717467108368873
33816576,9922,129,3407,0.00032112159442476695,-0.12113253027200699,0.2,0.0072524324,1.5704128742218018,1013,0.0899667739868164,0.0003,0.5341798067092896,0.002245919858069101,-12.274105347692966,167.56,1.6719055116921664
34078720,9919,130,3435,-7.058724804664962e-08,-0.12410644441843033,0.2,0.006463992,1.5704604387283325,1021,0.08278465270996094,0.0003,0.6140751540660858,0.001599400992745359,-12.277158491313457,167.69,1.6685813830047846
34340864,9916,131,3462,0.0005968926893729076,-0.1229383796453476,0.2,0.006360546,1.5739482641220093,1029,0.0955958366394043,0.0003,0.5775902569293976,0.001825142861889617,-12.278989039361477,166.93,1.598551368638873
34603008,9912,132,3490,6.76032027513429e-05,-0.1210252121090889,0.2,0.0084484,1.5745455026626587,1037,0.08548259735107422,0.0003,0.5495893657207489,0.0020411803470778977,-12.276669643819332,174.61,1.7186242502182723
34865152,9910,133,3517,0.0002639834112869721,-0.12328413128852844,0.2,0.0073875426,1.5808005332946777,1045,0.08833122253417969,0.0003,0.5178139209747314,0.0025531753735776874,-12.288526684045792,160.74,1.4742045601457356
35127296,9907,134,3545,0.0001149929967141361,-0.12523071467876434,0.2,0.0072281943,1.584622859954834,1053,0.08729839324951172,0.0003,0.5797351896762848,0.0020216539023749647,-12.29802381247282,168.36,1.6436709627136588
35389440,9906,135,3572,0.0014394698198884725,-0.1226188987493515,0.2,0.0250783,1.58946692943573,1057,0.09334938742897728,0.0003,0.5647595226764679,0.0021687250245701183,-12.307403182983398,162.83,1.640079471617937
35651584,9905,136,3599,0.002092147246003151,-0.1215514987707138,0.2,0.0130056245,1.5908433198928833,1058,0.08336995442708334,0.0003,0.5685141980648041,0.0018798365568121274,-12.314561144510906,160.45,1.5845403427630662
35913728,9901,137,3626,0.00010500704229343683,-0.12398283183574677,0.2,0.006778624,1.5932466983795166,1066,0.08150577545166016,0.0003,0.5747650861740112,0.0020482085610638023,-12.318223789334297,168.03,1.6203309945389628
36175872,9899,138,3654,0.0005225459299253998,-0.12293928116559982,0.2,0.0085391635,1.5979281663894653,1074,0.09361028671264648,0.0003,0.5540100038051605,0.0020147820769125246,-12.321680344641209,167.18,1.634922177568078
36438016,9896,139,3681,3.116732113994658e-05,-0.12562045454978943,0.2,0.0068870806,1.5954442024230957,1082,0.09360599517822266,0.0003,0.621306449174881,0.0015782445325385197,-12.309528961777687,173.72,1.702636725604534
36700160,9895,140,3708,0.001519341485905706,-0.1092194989323616,0.2,0.0106284125,1.5983312129974365,1087,0.09915883917557566,0.0003,0.60554039478302,0.001796615504549424,-12.304929080762362,165.25,1.634326232150197
36962304,9892,141,3736,0.00041925167079170933,-0.12381055951118469,0.2,0.008391319,1.602968692779541,1095,0.08559274673461914,0.0003,0.6009954512119293,0.0018972078260048875,-12.312888257205486,169.03,1.7327133536338806
37224448,9891,142,3763,0.0016417764099969645,-0.12218039482831955,0.2,0.010350767,1.6095608472824097,1103,0.10814809799194336,0.0003,0.5271793603897095,0.0027193647429157863,-12.326745510101318,156.55,1.5494483888149262
37486592,9888,143,3790,0.0008907739506867074,-0.12227954715490341,0.2,0.008177627,1.6154178380966187,1111,0.09849262237548828,0.0003,0.5266873240470886,0.0023857313262851676,-12.347425498068333,179.04,1.638160038292408
37748736,9887,144,3817,0.0006806994770158781,-0.12475363910198212,0.2,0.012092243,1.6168330907821655,1119,0.09921121597290039,0.0003,0.5420534014701843,0.0023231710329127964,-12.355797722935677,186.08,1.7343701680004597
38010880,9887,145,3844,0.0001446881969968672,-0.12323170155286789,0.2,0.0083526075,1.6218782663345337,1127,0.09003162384033203,0.0003,0.5926541686058044,0.0018130674916392309,-12.365536034107208,175.37,1.6626893786340953
38273024,9884,146,3872,0.00027941569169342984,-0.12373730540275574,0.2,0.009148881,1.6271878480911255,1135,0.10164546966552734,0.0003,0.5689502954483032,0.0020752233222083305,-12.374431110918522,180.17,1.7551886833831667
38535168,9884,147,3898,0.001750058531927477,-0.12152527272701263,0.2,0.012913592,1.6280356645584106,1136,0.087066650390625,0.0003,0.5492101907730103,0.0020402867812663317,-12.375365802219935,169.05,1.6860713112354277
38797312,9881,148,3926,0.0011894160788870067,-0.12426918745040894,0.2,0.0074160825,1.632032871246338,1144,0.11157846450805664,0.0003,0.5545310378074646,0.0023585349563290947,-12.384316869080067,165.94,1.5912802681606264
39059456,9879,149,3953,0.0007859899596951436,-0.12365948408842087,0.2,0.010612616,1.6318670511245728,1152,0.09874963760375977,0.0003,0.6340153515338898,0.0016065711115516024,-12.381909109652042,175.61,1.7366499850526451
39321600,9877,150,3981,0.0013355615274122101,-0.12465518712997437,0.2,0.0064356313,1.6366163492202759,1160,0.10198497772216797,0.0003,0.5399953126907349,0.0023206513296827325,-12.388880260288715,159.64,1.4826141307502985
39583744,9874,151,4008,0.0015319524763981462,-0.12151443958282471,0.2,0.009455137,1.64155113697052,1168,0.12637615203857422,0.0003,0.5315209031105042,0.002415253166873299,-12.4015501588583,167.19,1.6555720603466033
39845888,9872,152,4036,0.000664415289520548,-0.12465871125459671,0.2,0.0073485,1.6471905708312988,1176,0.09890079498291016,0.0003,0.5774846971035004,0.00203186760245444,-12.412139654159546,177.21,1.7017323180288075
40108032,9870,153,4063,0.00046241955442383187,-0.12686671316623688,0.2,0.008280956,1.6513781547546387,1184,0.09777116775512695,0.0003,0.5438530147075653,0.0024562282151237014,-12.419094271957874,173.54,1.695214429795742
40370176,9866,154,4091,0.0013279352178869885,-0.12223611772060394,0.2,0.009614008,1.6556473970413208,1192,0.10750865936279297,0.0003,0.5750216543674469,0.001980766277483781,-12.427712693810463,161.32,1.5769542933255434
40632320,9864,155,4118,0.0006698472025163937,-0.12501491606235504,0.2,0.010382682,1.658206582069397,1200,0.10571956634521484,0.0003,0.5647553503513336,0.002064267887362803,-12.435922771692276,176.2,1.7887230142951012
40894464,9865,156,4145,0.008337257740398249,-0.10890410095453262,0.2,0.019691106,1.6582015752792358,1201,0.20263671875,0.0003,0.5533304810523987,0.002400644744435946,-12.435949325561523,163.2,1.5593266534805297
41156608,9862,157,4172,0.00049176976972376,-0.12066195160150528,0.2,0.008683074,1.6622490882873535,1209,0.09902620315551758,0.0003,0.5812808871269226,0.0020313551895014825,-12.442014746367931,177.33,-2.8590069601684807
41418752,9860,158,4200,-0.009354402870485501,-0.12633107602596283,0.2,0.011474231,1.6151187419891357,1217,0.1533946990966797,0.0003,-0.0034172534942626953,0.13290590629912913,-12.336654178798199,168.59,-7.713270716667175
41680896,9857,159,4228,-0.027044347805713187,-0.14546316862106323,0.2,0.020260412,1.5491937398910522,1225,0.23007583618164062,0.0003,0.05067318677902222,0.06424774540937506,-12.130554474890232,174.75,-10.515032001733779
41943040,9855,160,4255,-0.027422248987022613,-0.14583173394203186,0.2,0.020647602,1.4854381084442139,1233,0.22851037979125977,0.0003,0.11085343360900879,0.03805881756125018,-11.919588290154934,175.53,-12.119405521154404
42205184,9852,161,4283,-0.02537594457680825,-0.148040309548378,0.2,0.018811708,1.427103877067566,1241,0.21921539306640625,0.0003,0.1968287229537964,0.028540882281959057,-11.70233704149723,187.43,-11.690081815719605
42467328,9851,162,4310,-0.02384425754826225,-0.14238306879997253,0.2,0.01972207,1.3718628883361816,1249,0.21092557907104492,0.0003,0.2614394426345825,0.022956261222134344,-11.480762124061584,172.49,-9.278552439212799
42729472,9850,163,4337,-0.0024185733701516357,-0.11852626502513885,0.2,0.015018989,1.3682866096496582,1250,0.0976291232638889,0.0003,0.35459041595458984,0.02221300991045104,-11.410128381517199,175.26,-8.38258833527565
42991616,9849,164,4364,-0.016143743122869113,-0.12728726863861084,0.2,0.01940409,1.327970266342163,1257,0.22138330957911037,0.0003,0.2704845070838928,0.017005407394052627,-11.283012390136719,175.68,-7.433259629011154
43253760,9846,165,4392,-0.022754011307370092,-0.13864168524742126,0.2,0.016454667,1.278686285018921,1265,0.1934642791748047,0.0003,0.3423195481300354,0.014214388909749687,-11.06287057697773,184.52,-6.976962143182755
43515904,9845,166,4419,-0.020763207156051067,-0.13364826142787933,0.2,0.01807664,1.2324731349945068,1273,0.18865108489990234,0.0003,0.3522140383720398,0.011714952161128167,-10.842141479253769,184.18,-6.235889368057251
43778048,9843,167,4447,-0.020484875622969412,-0.13016745448112488,0.2,0.015693765,1.1876530647277832,1281,0.1807694435119629,0.0003,0.4074631333351135,0.009594192946678959,-10.622850507497787,171.27,-4.887858732938766
44040192,9844,168,4473,-0.006786071959262093,-0.11801017820835114,0.2,0.020017926,1.1702340841293335,1283,0.14034016927083334,0.0003,0.372833251953125,0.008747577279185256,-10.502680110931397,166.83,-4.328924229741096
44302336,9842,169,4500,-0.020465556345698133,-0.12735919654369354,0.2,0.015158943,1.1271311044692993,1291,0.17290401458740234,0.0003,0.3824161887168884,0.007347591406869469,-10.283220544457436,196.04,-4.479079631567001
44564480,9840,170,4528,-0.018223488174044178,-0.125396266579628,0.2,0.0137230065,1.0876522064208984,1299,0.16227149963378906,0.0003,0.41994988918304443,0.006178166491736192,-10.075836881995201,153.68,-3.054836634993553
44826624,9839,171,4555,-0.017199755447109055,-0.12096606940031052,0.2,0.014060055,1.0494539737701416,1307,0.16039085388183594,0.0003,0.41421884298324585,0.005132458427397069,-9.846478506922722,175.45,-3.1371488642692564
45088768,9837,172,4583,-0.01576402645696362,-0.11700113117694855,0.2,0.016240882,1.014237403869629,1315,0.15129661560058594,0.0003,0.45784246921539307,0.00446641366215772,-9.631266348063946,188.38,-2.8657532959245144
45350912,9836,173,4610,-0.015727793139376445,-0.11270032078027725,0.2,0.013783029,0.9801273941993713,1323,0.1526331901550293,0.0003,0.453630268573761,0.004224035836159601,-9.406823351979256,191.59,-2.426097372174263
45613056,9834,174,4637,-0.01625285354202788,-0.11803071200847626,0.2,0.01311465,0.9468543529510498,1331,0.15160417556762695,0.0003,0.535302996635437,0.0029475382070813794,-9.18972011655569,194.26,-2.0813568133115767
45875200,9833,175,4665,-0.01590649361241958,-0.10972278565168381,0.2,0.0126674045,0.9141747951507568,1339,0.13942623138427734,0.0003,0.5433823764324188,0.002820559668180067,-8.963354587554932,171.64,-1.5786820396780967
46137344,9831,176,4692,-0.012790220624083304,-0.10688705742359161,0.2,0.013752701,0.8850451111793518,1347,0.14552736282348633,0.0003,0.5399150252342224,0.002716234399485984,-8.74701713770628,185.43,-1.5417097187042237
46399488,9830,177,4719,-0.014139215094473911,-0.10482969135046005,0.2,0.012857697,0.8557813763618469,1355,0.14037704467773438,0.0003,0.5781353414058685,0.0022083748126533465,-8.527295432984829,166.82,-0.9781646393239498
46661632,9828,178,4747,-0.012345755281785387,-0.09790819138288498,0.2,0.011855073,0.8287360668182373,1363,0.13601064682006836,0.0003,0.5667120516300201,0.0021212865758570842,-8.312498934566975,187.3,-0.8313820442557335
46923776,9827,179,4774,-0.009952708191121928,-0.09045594185590744,0.2,0.0123106325,0.8044808506965637,1371,0.1324605941772461,0.0003,0.5655383765697479,0.0022156745653774124,-8.113560557365417,189.9,-0.6892757943738252
47185920,9825,180,4802,-0.009251399012100592,-0.0861915871500969,0.2,0.012733602,0.7815110683441162,1379,0.13279294967651367,0.0003,0.5863422751426697,0.0020280666549297166,-7.915386855602264,194.07,-0.5349122674483806
47448064,9823,181,4829,-0.008343379612597346,-0.09078353643417358,0.2,0.011385257,0.7605599164962769,1387,0.1346454620361328,0.0003,0.609709620475769,0.0017507400534668704,-7.728851389139891,192.99,-0.332670488152653
47710208,9822,182,4857,-0.008125138706418511,-0.0868941992521286,0.2,0.011591252,0.7391825914382935,1395,0.12824630737304688,0.0003,0.5556274950504303,0.002021336530560802,-7.5373529233038425,183.41,-0.13174694654066116
47972352,9821,183,4884,-0.006612928882532287,-0.08766576647758484,0.2,0.010912629,0.7185165882110596,1403,0.12428855895996094,0.0003,0.5832858383655548,0.0018548560501585598,-7.360224258154631,184.39,-0.006759489825926721
48234496,9820,184,4911,-0.006946267709054155,-0.0797465443611145,0.2,0.011299383,0.6992283463478088,1411,0.1244053840637207,0.0003,0.5915804505348206,0.001745703695632983,-7.1617117151618,192.59,0.13869735402986408
48496640,9819,185,4939,-0.005940386119618779,-0.07654975354671478,0.2,0.010577157,0.681596040725708,1419,0.11863231658935547,0.0003,0.5875584185123444,0.0018275936190548236,-6.984007552266121,185.13,0.3096754755266011
48758784,9818,186,4965,-0.005883184446247469,-0.07873383909463882,0.2,0.010105362,0.6643521189689636,1427,0.12516117095947266,0.0003,0.635229766368866,0.0015641505506209796,-6.803638476878405,197.15,0.4704355302546173
49020928,9817,187,4993,-0.006499951460227749,-0.07779225707054138,0.2,0.009577369,0.6474337577819824,1435,0.10929727554321289,0.0003,0.6621678173542023,0.0013366918419706053,-6.627706218510866,203.38,0.6233056720905006
49283072,9816,188,5020,-0.005944771122813108,-0.07499349862337112,0.2,0.010575988,0.6314844489097595,1443,0.1188192367553711,0.0003,0.6626742780208588,0.001249757455298095,-6.457913540303707,196.62,0.5549337148293852
49545216,9816,189,5047,0.014543365531911453,-0.03650553151965141,0.2,0.02315524,0.6313202381134033,1444,0.2525227864583333,0.0003,0.6405552923679352,0.0013774325295041006,-6.390928745269775,187.62,0.7553242141800002
49807360,9815,190,5074,-0.004310495754907606,-0.0677126869559288,0.2,0.012222368,0.6172556281089783,1452,0.12630987167358398,0.0003,0.5841225981712341,0.001583087087055901,-6.297123480588198,184.27,0.7109051031060517
50069504,9814,191,5101,-0.002944758788544277,-0.06643494218587875,0.2,0.010695454,0.6049365997314453,1460,0.13022947311401367,0.0003,0.5954544842243195,0.001516869751867489,-6.157763667404652,213.04,0.7943849530699663
50331648,9812,192,5129,-0.0036663403379861847,-0.06925297528505325,0.2,0.0111041805,0.5913977026939392,1468,0.12039613723754883,0.0003,0.6576294302940369,0.0011383668534108438,-6.009995613247156,203.1,0.9080718398932368
50593792,9811,193,5156,-0.002444602385367034,-0.06252983212471008,0.2,0.009525549,0.5793689489364624,1476,0.1209416389465332,0.0003,0.6375301778316498,0.001372539738440537,-5.867397416383028,211.27,0.9411940207891166
50855936,9810,194,5183,0.0026520293329490305,-0.055634964257478714,0.2,0.02508486,0.571455180644989,1482,0.13070380978467988,0.0003,0.613775223493576,0.0014336666265479857,-5.754080847996037,213.17,1.0836971322447062
51118080,9811,195,5210,0.005709416407626122,-0.03562590479850769,0.2,0.010991739,0.5707600116729736,1483,0.1274871826171875,0.0003,0.6370591223239899,0.0014358105690917,-5.705409109592438,207.26,1.1131433135084807
51380224,9809,196,5237,0.0008080209113864435,-0.048624712973833084,0.2,0.019222036,0.5633716583251953,1490,0.16478937322443182,0.0003,0.6369248330593109,0.0013163939689878714,-5.643030643463135,211.77,1.235759309232235
51642368,9809,197,5264,-0.0023198871431304724,-0.059684522449970245,0.2,0.009467551,0.552281379699707,1498,0.12687349319458008,0.0003,0.6178963482379913,0.001637672745346208,-5.534214284271002,203.02,1.3446649326407352
51904512,9807,198,5292,-0.001742501237004035,-0.05398375168442726,0.2,0.013198409,0.5418540835380554,1506,0.12751245498657227,0.0003,0.5997044444084167,0.00137856835817729,-5.3955012038350105,211.6,1.3842205147445201
52166656,9806,199,5319,-0.0011665754200294032,-0.057581283152103424,0.2,0.0136389695,0.53179931640625,1514,0.1360163688659668,0.0003,0.6516774892807007,0.0011447277993283933,-5.268595606088638,205.52,1.2818905918393284
52428800,9805,200,5346,-0.0020130397961111157,-0.056391868740320206,0.2,0.010104365,0.5213112235069275,1522,0.1242985725402832,0.0003,0.67606320977211,0.0009676439408394799,-5.139938555657864,215.72,1.5981542401015758
52690944,9804,201,5374,-0.0012383402104205743,-0.054772891104221344,0.2,0.008958065,0.5126364827156067,1530,0.11989355087280273,0.0003,0.626939445734024,0.0012458579876692966,-5.019640184938908,221.71,1.6462155969813466
52953088,9803,202,5401,-0.001873431378044188,-0.052859269082546234,0.2,0.0096302945,0.5033561587333679,1538,0.12833738327026367,0.0003,0.6409829556941986,0.0012080681613042543,-4.892048243433237,209.0,1.5437315977131947
53215232,9802,203,5428,0.0005611741771645029,-0.051170434802770615,0.2,0.0125924,0.49593764543533325,1546,0.15354633331298828,0.0003,0.6173981130123138,0.0011893872674590966,-4.783126875758171,211.44,1.6522056743805296
53477376,9803,204,5454,0.005664214226675944,-0.033466823399066925,0.2,0.023835257,0.4952402710914612,1548,0.18779500325520834,0.0003,0.6143211126327515,0.00135612688286023,-4.744711849424574,227.5,1.8445407475158573
53739520,9802,205,5481,-0.0010679602328309556,-0.05047336593270302,0.2,0.0110594705,0.486914724111557,1556,0.12482452392578125,0.0003,0.6285852789878845,0.0012228988234710414,-4.67076875641942,225.07,1.8993922248482704
54001664,9801,206,5509,0.0010709456291806418,-0.043076302856206894,0.2,0.014445391,0.4784628450870514,1564,0.13011980056762695,0.0003,0.5969280898571014,0.0011709782097568677,-4.551507618278265,212.8,1.6338986661564558
54263808,9800,207,5536,-0.0012967414809281763,-0.048546202480793,0.2,0.012233896,0.4705338776111603,1572,0.1249394416809082,0.0003,0.5855010151863098,0.0013483640505000949,-4.43890455365181,222.32,1.7825460590980946
54525952,9800,208,5563,0.0002667839848982112,-0.046596329659223557,0.2,0.011383399,0.463432639837265,1580,0.1457381248474121,0.0003,0.6535759270191193,0.001040344210650801,-4.3324648179113865,219.99,1.8023639730922878
54788096,9800,209,5590,-0.00026748294794742833,-0.040038127452135086,0.2,0.00950005,0.4562303125858307,1588,0.13257741928100586,0.0003,0.6660280823707581,0.0009360356766592304,-4.227752838283777,220.5,1.8652019939385354
55050240,9800,210,5617,-0.0009086119225685252,-0.041019000113010406,0.2,0.01164491,0.44845086336135864,1596,0.1255784034729004,0.0003,0.6527565717697144,0.0009949640816557803,-4.117227841168642,213.89,1.864824314233847
55312384,9801,211,5643,0.0059323265097301564,-0.016094710677862167,0.2,0.04199259,0.4469188451766968,1599,0.18662331321022727,0.0003,0.6616696417331696,0.0009277136237924975,-4.0593767166137695,217.25,1.885203120498918
55574528,9800,212,5670,8.358475633940543e-05,-0.03775395080447197,0.2,0.009597642,0.44088801741600037,1607,0.12619972229003906,0.0003,0.6093776226043701,0.0012528777715488104,-3.99225059710443,222.07,1.9368614468583838
55836672,9800,213,5697,-0.000353894621184736,-0.039497315883636475,0.2,0.009597791,0.4347259998321533,1615,0.12893342971801758,0.0003,0.6245327293872833,0.0010733204849202593,-3.9008765798062086,221.73,1.929943991303444
56098816,9800,214,5724,0.003530659445459605,-0.03975928574800491,0.2,0.009140311,0.43008124828338623,1623,0.1760258674621582,0.0003,0.650944858789444,0.0009565302807459375,-3.820905601605773,222.77,1.8550306066032498
56360960,9799,215,5751,0.0006466648610512493,-0.0399424247443676,0.2,0.010947768,0.4247238337993622,1631,0.14522504806518555,0.0003,0.5861026048660278,0.0012476132346819213,-3.738116968423128,225.77,1.8785457410104573
56623104,9801,216,5777,0.004074231540370319,-0.02370571717619896,0.2,0.027640907,0.4239146113395691,1633,0.1253323025173611,0.0003,0.6005710959434509,0.0013101294623791343,-3.698330203692118,226.44,2.0939609926380216
56885248,9801,217,5803,0.0004661193006540998,-0.03766205906867981,0.2,0.010212476,0.4179655611515045,1641,0.1309967041015625,0.0003,0.6383390128612518,0.000984861628694489,-3.632138727232814,220.2,2.0518641022848896
57147392,9802,218,5829,0.004375568920428433,-0.016597792506217957,0.2,0.016975326,0.4160705506801605,1644,0.1676367782964939,0.0003,0.5796532034873962,0.0011756136649992408,-3.579905853038881,224.59,2.1427291557192802
57409536,9803,219,5856,0.0021794303229398793,-0.03579815477132797,0.2,0.01251186,0.41064104437828064,1652,0.13680791854858398,0.0003,0.6240221858024597,0.0009507950462648296,-3.513333657756448,218.79,2.04914578454569
57671680,9803,220,5882,0.0012349144838351225,-0.0119603481143713,0.2,0.031709135,0.40602177381515503,1659,0.13006529516103316,0.0003,0.6579150855541229,0.0008988409161767257,-3.433233591974998,220.37,2.123137518549338
57933824,9803,221,5909,0.0012566798279749491,-0.033488739281892776,0.2,0.00936651,0.40135619044303894,1667,0.14145326614379883,0.0003,0.6131874918937683,0.0012842118053413287,-3.3573319520801306,231.36,2.299815974384546
58195968,9804,222,5935,0.006172777339816094,-0.010206644423305988,0.2,0.015254134,0.40094125270843506,1668,0.20131429036458334,0.0003,0.5314509272575378,0.0016796970972791313,-3.3205326557159425,211.16,2.109844889265951
58458112,9803,223,5962,-0.0008189791824406711,-0.02877149172127247,0.2,0.01071953,0.3955311179161072,1676,0.11386823654174805,0.0003,0.619614452123642,0.0009163151107713929,-3.2599602304399014,210.81,1.9649412827566266
58720256,9805,224,5988,0.0045324155090687174,-0.010198570787906647,0.2,0.015122309,0.39436742663383484,1678,0.15770670572916667,0.0003,0.6000887155532837,0.001187437636932979,-3.2162283341089886,213.0,2.058864568709396
58982400,9805,225,6014,0.00713780467313799,-0.013842154294252396,0.2,0.03213579,0.3933970630168915,1681,0.22593550248579544,0.0003,0.5872603356838226,0.0014099600604932868,-3.196036858992143,221.76,2.1335098199173808
59244544,9806,226,6041,0.0005387413216340065,-0.030694056302309036,0.2,0.00878078,0.38842830061912537,1689,0.13293123245239258,0.0003,0.5885060131549835,0.001098609462587774,-3.1339046116918325,221.02,2.090556172989309
59506688,9806,227,6067,0.0006171924046611821,-0.02945038117468357,0.2,0.010410948,0.3837171494960785,1697,0.13365459442138672,0.0003,0.592524915933609,0.0010198906174991862,-3.052435079589486,229.45,2.25632618740201
59768832,9808,228,6093,0.01089772085348765,-0.008371032774448395,0.2,0.018604254,0.3836319148540497,1698,0.22123209635416666,0.0003,0.6179978847503662,0.0009244987741112709,-3.0201610724131265,220.5,2.179106733473018
60030976,9810,229,6119,0.003041089170997461,-0.015375979244709015,0.2,0.019593112,0.3815247714519501,1702,0.16263169508713943,0.0003,0.5433333814144135,0.001522805839508342,-2.9971948311879086,210.43,2.0754861540347336
60293120,9810,230,6145,0.001928973396843503,-0.02616676688194275,0.2,0.011416245,0.3789929449558258,1710,0.1501626968383789,0.0003,0.5610942542552948,0.00153542244242999,-2.9558945652097464,214.84,2.1324426197912545
60555264,9812,231,6171,0.0035470035492575595,-0.01978035643696785,0.2,0.023123166,0.37787064909935,1713,0.1630615234375,0.0003,0.49223220348358154,0.002055477294405656,-2.9293697357177733,211.41,1.8066303002554924
60817408,9812,232,6198,0.0013114838461660838,-0.03159914165735245,0.2,0.016931668,0.3738565146923065,1721,0.14998769760131836,0.0003,0.6527388393878937,0.0012925300770803005,-2.874348236247897,220.37,2.1070866519492117
61079552,9814,233,6223,0.009901858694122537,-0.021722177043557167,0.2,0.020015072,0.37308183312416077,1723,0.13602347995923914,0.0003,0.6763740181922913,0.0013238295264866042,-2.8426890476890234,226.09,2.268219975740649
61341696,9815,234,6249,0.007211951073259115,-0.011808165349066257,0.2,0.01831183,0.37253913283348083,1724,0.1390380859375,0.0003,0.3899868130683899,0.0023818834240294314,-2.828763181513006,214.42,2.1629751956136896
61603840,9815,235,6276,0.002012762897720677,-0.026898803189396858,0.2,0.00926463,0.36896154284477234,1732,0.14753007888793945,0.0003,0.5386358499526978,0.001629412800866703,-2.786296907812357,208.96,2.1326954830251634
61865984,9817,236,6301,0.006559431194327772,-0.005717311520129442,0.2,0.018077986,0.3682621419429779,1734,0.21026611328125,0.0003,0.552787184715271,0.0012102985475212335,-2.755277042388916,230.02,2.3601167605631055
62128128,9818,237,6327,0.011855401292753717,-0.005416598636657,0.2,0.024222171,0.3681768774986267,1735,0.2885538736979167,0.0003,0.5362166166305542,0.0012777582354222734,-2.7480682531992593,233.01,2.423781875632703
62390272,9818,238,6354,0.0009762944005160534,-0.028250880539417267,0.2,0.009833512,0.36364200711250305,1743,0.13035058975219727,0.0003,0.5727865993976593,0.0009605825043763616,-2.695683289319277,221.64,2.332471023183316
62652416,9818,239,6380,0.002353826028866024,-0.02680116333067417,0.2,0.01830683,0.3602973222732544,1751,0.16221380233764648,0.0003,0.5552906394004822,0.0010336143686799915,-2.6290582101792097,237.78,2.541399273276329
