time/total_timesteps,time/fps,time/iterations,time/time_elapsed,train/policy_gradient_loss,train/loss,train/clip_range,train/approx_kl,train/std,train/n_updates,train/clip_fraction,train/learning_rate,train/explained_variance,train/value_loss,train/entropy_loss,rollout/ep_len_mean,rollout/ep_rew_mean
62914560,9819,240,6407,0.0016084248031802417,-0.02582927606999874,0.2,0.010765985,0.3564891219139099,1759,0.1423492431640625,0.0003,0.5444016754627228,0.0010201938448517467,-2.5600784700363874,231.42,2.396690932177007
63176704,9820,241,6432,0.004460925278102007,-0.010119948536157608,0.2,0.015820106,0.3544219732284546,1762,0.17544422978940216,0.0003,0.5910384654998779,0.0009322872906720833,-2.514864849007648,233.2,2.4742735782265664
63438848,9822,242,6458,0.0012203720557408815,-0.023956559598445892,0.2,0.0109829735,0.35099583864212036,1770,0.1494598388671875,0.0003,0.5525431632995605,0.0011181078116351273,-2.4544365014880896,238.85,2.4811641876306383
63700992,9822,243,6484,0.00101876696180625,-0.02480405569076538,0.2,0.012891982,0.34695950150489807,1778,0.14057302474975586,0.0003,0.6152485609054565,0.0008738126048228878,-2.3791794404387474,241.94,2.548139365045354
63963136,9823,244,6511,0.0011173334128216084,-0.024523422122001648,0.2,0.011075091,0.34365594387054443,1786,0.13936901092529297,0.0003,0.5937885940074921,0.0010403519981991849,-2.315596293658018,241.53,2.5459218228887766
64225280,9824,245,6537,0.0011410390679884586,-0.018485475331544876,0.2,0.011090665,0.3393336534500122,1794,0.13974380493164062,0.0003,0.6264841556549072,0.0008231711067310243,-2.2363674230873585,243.46,2.6258171828091146
64487424,9825,246,6563,0.0011528480029664933,-0.006154489703476429,0.2,0.0123060895,0.3361106812953949,1802,0.140154296875,0.0003,0.6287211775779724,0.0008142357626929879,-2.1679400005340574,234.84,2.5463870694860815
64749568,9826,247,6589,0.001891715837018637,-0.012008409015834332,0.2,0.014768259,0.33337002992630005,1810,0.15465164184570312,0.0003,0.5991289019584656,0.0009133312096309965,-2.1066056080162525,237.98,2.661037526819855
65011712,9828,248,6614,0.0045756991266420015,-0.011690485291182995,0.2,0.024366068,0.33302783966064453,1812,0.19022409539473684,0.0003,0.5986472070217133,0.001050407881848514,-2.0859531728844893,233.51,2.680211792439222
65273856,9830,249,6639,0.010681783206140001,-0.004162139259278774,0.2,0.017540885,0.33259591460227966,1813,0.23905843098958332,0.0003,0.6648216247558594,0.0008435196592472494,-2.077062956492106,238.77,2.6302434776211157
65536000,9832,250,6665,0.003014416651647731,-0.006478552240878344,0.2,0.014363281,0.32997381687164307,1817,0.14840593009159483,0.0003,0.6504159271717072,0.0007607473034395611,-2.041803873818496,237.43,2.6265252616256474
65798144,9834,251,6690,0.008813913469202817,-0.0046047428622841835,0.2,0.018107383,0.3298114538192749,1818,0.22867431640625,0.0003,0.6120436787605286,0.0008262598654255271,-2.016834926605225,237.63,2.619472023695707
66060288,9836,252,6715,0.011699346388923004,0.003341770265251398,0.2,0.019950923,0.32976359128952026,1819,0.219482421875,0.0003,0.6047480404376984,0.0008845088013913482,-2.014849901199341,231.22,2.638973715249449
66322432,9838,253,6740,0.0032704727220397188,-0.005812476854771376,0.2,0.01671979,0.32727617025375366,1823,0.1397894497575431,0.0003,0.6008270382881165,0.0009465185425581474,-1.9862574153933032,232.36,2.6037974892370404
66584576,9840,254,6766,0.001871565236342576,-0.02219467982649803,0.2,0.011040097,0.3244505822658539,1831,0.1517186164855957,0.0003,0.5542986690998077,0.0010998775292136997,-1.9228280624374747,233.61,2.6183961800672115
66846720,9840,255,6792,0.0015607250475113688,-0.01874765381217003,0.2,0.01044758,0.32159584760665894,1839,0.13995647430419922,0.0003,0.6318581700325012,0.001384344363486889,-1.862424211576581,229.98,2.5230583208985626
67108864,9841,256,6818,0.0014223692578525515,-0.017596321180462837,0.2,0.008875826,0.31910237669944763,1847,0.1325092315673828,0.0003,0.5909011363983154,0.0009750166027515661,-1.8090211618691683,239.73,2.644793717451394
67371008,9843,257,6843,0.0043588809214550285,0.00022465831716544926,0.2,0.022669874,0.3177168071269989,1851,0.17460749699519232,0.0003,0.5861934721469879,0.001066769784441791,-1.7759773066410651,243.64,2.696103430837393
67633152,9845,258,6869,0.014889129612129182,0.012232659384608269,0.2,0.023166906,0.3176881968975067,1852,0.245208740234375,0.0003,0.6514498591423035,0.0007395221618935466,-1.7620291709899902,232.46,2.504405831042677
67895296,9848,259,6894,0.015341589227318764,0.013157119043171406,0.2,0.024145875,0.317641019821167,1853,0.248870849609375,0.0003,0.6122414767742157,0.0008620409644208848,-1.761203110218048,245.24,2.670922877937555
68157440,9849,260,6919,0.016216279686583828,0.014733669348061085,0.2,0.026402825,0.3175157606601715,1854,0.3003336588541667,0.0003,0.5797723829746246,0.0011090867531796296,-1.7593506971995037,239.59,2.556001579388976
68419584,9847,261,6947,0.002863290645109373,-0.01642427034676075,0.2,0.014732117,0.315839022397995,1862,0.143951416015625,0.0003,0.5709354877471924,0.0009574882396918838,-1.7312124883756042,226.66,2.3549457502458244
68681728,9846,262,6975,0.016989398282021284,0.01422833651304245,0.2,0.025120927,0.31582289934158325,1863,0.2821248372395833,0.0003,0.6070017218589783,0.001017642323859036,-1.7230120102564495,240.08,2.617821725308895
68943872,9849,263,7000,0.006358311744406819,-0.00014294841093942523,0.2,0.020351266,0.3148879408836365,1866,0.1934085422092014,0.0003,0.6631782650947571,0.0007661648576484165,-1.7131500376595392,230.67,2.4309773045731706
69206016,9850,264,7025,0.0022350543235113624,0.0037085111252963543,0.2,0.027517993,0.3127140402793884,1871,0.14548088522518382,0.0003,0.6711668074131012,0.0007826820305233602,-1.6788503439987408,239.45,2.64894516505301
69468160,9853,265,7050,0.010573667474091053,0.003515187418088317,0.2,0.017494023,0.3126547336578369,1872,0.23911539713541666,0.0003,0.6482321918010712,0.000802662029551963,-1.6559897661209106,232.48,2.5207494170963765
69730304,9854,266,7076,0.0018336930779696559,-0.013128614984452724,0.2,0.013749899,0.3110252320766449,1880,0.16123723983764648,0.0003,0.5864938497543335,0.0011949595100304577,-1.6281107142567635,234.43,2.4470807306375355
69992448,9856,267,7101,0.01271759249114742,0.01218095701187849,0.2,0.021738395,0.3108893930912018,1881,0.2696329752604167,0.0003,0.7139118015766144,0.0008553846661622325,-1.6202259063720703,231.88,2.5938920827582477
70254592,9857,268,7127,0.002237011008451931,-0.0013851653784513474,0.2,0.016050203,0.3089991509914398,1887,0.15172984988190408,0.0003,0.6092642843723297,0.001105622794522449,-1.5933456601098526,236.72,2.515531994700432
70516736,9859,269,7152,0.012529102464516958,0.008325207978487015,0.2,0.02384792,0.3089582026004791,1888,0.25543212890625,0.0003,0.6194964647293091,0.0009857033340570827,-1.5770771106084187,238.45,2.6551094354875384
70778880,9860,270,7177,0.0019236802304476441,-0.012495508417487144,0.2,0.010947239,0.30656203627586365,1896,0.14059209823608398,0.0003,0.6313436627388,0.0008848917118484678,-1.5402900213375688,240.28,2.660101886540651
71041024,9862,271,7202,0.003358856142519719,0.0006303588743321598,0.2,0.015496255,0.30482831597328186,1899,0.15590875799005682,0.0003,0.6570973992347717,0.0007945361787940121,-1.5026199031959881,237.77,2.643575350055471
71303168,9864,272,7228,0.0009805067988963856,-0.01582106202840805,0.2,0.009623574,0.3024982810020447,1907,0.13494396209716797,0.0003,0.6480799913406372,0.0007924617025309999,-1.4498941358178854,243.83,2.743690892755985
71565312,9866,273,7253,0.013833552172097066,0.012476800009608269,0.2,0.02336065,0.3024572432041168,1908,0.2819010416666667,0.0003,0.6224485337734222,0.0008818009324992696,-1.4339762926101685,236.28,2.626660297168419
71827456,9868,274,7278,0.001934934117492627,0.00041602549026720226,0.2,0.012630659,0.30029401183128357,1915,0.1412076083096591,0.0003,0.628374844789505,0.0008350917714944278,-1.3987161192027004,238.49,2.6877909602224825
72089600,9870,275,7303,0.0021114256960572675,-0.009688006713986397,0.2,0.010336127,0.2983722388744354,1923,0.13403606414794922,0.0003,0.5433992147445679,0.0010348668497499602,-1.353583206422627,231.73,2.564139080513269
72351744,9872,276,7328,0.0032456700091383285,0.00436052680015564,0.2,0.015074179,0.2966427206993103,1928,0.16113194056919644,0.0003,0.6314815580844879,0.0008429018348189337,-1.3216547182628087,237.19,2.673922442384064
72613888,9874,277,7353,0.001576217425736104,-0.01120678149163723,0.2,0.010447513,0.2944624423980713,1936,0.14137983322143555,0.0003,0.6288140416145325,0.000898233801308379,-1.268157472833991,237.25,2.594926760494709
72876032,9876,278,7378,0.0017865884037746582,-0.009008711203932762,0.2,0.010437544,0.2932114601135254,1944,0.14668893814086914,0.0003,0.5938155055046082,0.0010571565981081221,-1.2343346625566483,230.36,2.516838317681104
73138176,9878,279,7403,0.001933195023866574,-0.008054541423916817,0.2,0.008937608,0.29146870970726013,1952,0.14085006713867188,0.0003,0.6632932126522064,0.0008236015132752073,-1.1988057512789965,235.25,2.5470673536881803
73400320,9880,280,7428,0.004070622726486853,0.004458272363990545,0.2,0.03212609,0.28991052508354187,1957,0.15931865985576923,0.0003,0.6399247646331787,0.0008235352669054499,-1.164921604670011,228.33,2.5263145800121127
73662464,9882,281,7453,0.002566749880770658,-0.00704663572832942,0.2,0.011079671,0.28883498907089233,1965,0.1502394676208496,0.0003,0.5743277966976166,0.0009931118433996744,-1.1327079189941287,233.85,2.6035906223580243
73924608,9885,282,7478,0.005381290022549885,0.005983623210340738,0.2,0.024498945,0.28823915123939514,1968,0.18973911830357143,0.0003,0.5406494438648224,0.001181262859608978,-1.1172391039984566,241.85,2.750607895553112
74186752,9888,283,7502,0.008810965751763433,0.0055802445858716965,0.2,0.016870001,0.28808876872062683,1969,0.22725423177083334,0.0003,0.6236409246921539,0.0008266627846751362,-1.1084597706794739,234.61,2.5945860983757303
74448896,9891,284,7526,0.01607180410064757,0.02033182606101036,0.2,0.024772296,0.28800007700920105,1970,0.2867024739583333,0.0003,0.6318151950836182,0.0007169314388496181,-1.1057376464207966,239.2,2.6467678604274987
74711040,9893,285,7551,0.002481760550836043,-0.010951041243970394,0.2,0.011419561,0.2862052321434021,1978,0.16133880615234375,0.0003,0.5979199409484863,0.000789127348070906,-1.0748920077458024,233.32,2.5913764882588293
74973184,9895,286,7576,0.003634124545621152,0.008174242451786995,0.2,0.018596198,0.2848484516143799,1984,0.18175926637113765,0.0003,0.5665460526943207,0.0009960105885971297,-1.0437102920553658,237.2,2.760627604983747
75235328,9898,287,7600,0.006142818065459973,0.014145777560770512,0.2,0.017947996,0.28434544801712036,1986,0.20377894810267858,0.0003,0.5658941566944122,0.0009903305596838305,-1.0238413725580489,235.9,2.7461649302020668
75497472,9901,288,7624,0.009791607987911751,0.018019255250692368,0.2,0.017293047,0.28402629494667053,1987,0.23077392578125,0.0003,0.6037427186965942,0.0008302715965934718,-1.0134762525558472,229.8,2.663670123172924
75759616,9904,289,7649,0.009931868757121265,0.0098651722073555,0.2,0.016318923,0.28398120403289795,1988,0.2000732421875,0.0003,0.5399816036224365,0.0009869781788438559,-1.0093432664871216,233.37,2.7157951997220517
76021760,9907,290,7673,0.008607398509047926,0.010927315801382065,0.2,0.016838195,0.28360605239868164,1989,0.224212646484375,0.0003,0.5199652314186096,0.001117238454753533,-1.003917360305786,229.46,2.5967674426268785
76283904,9909,291,7698,0.0031312600413002656,-0.006443414371460676,0.2,0.013412129,0.28289827704429626,1997,0.16523504257202148,0.0003,0.4877639412879944,0.001378396076233912,-0.9893854609690607,225.6,2.4874571858358103
76546048,9911,292,7723,0.003580300874546083,-0.005852218717336655,0.2,0.012347836,0.2820645570755005,2005,0.17739295959472656,0.0003,0.5421077907085419,0.0012054459407409013,-0.9701795913279057,232.42,2.6152006708597764
76808192,9913,293,7747,0.006534637249488797,0.011146372184157372,0.2,0.013197264,0.2819591164588928,2006,0.16389295789930555,0.0003,0.5055246949195862,0.0011662813032873804,-0.963219059838189,236.26,2.4287264196155594
77070336,9916,294,7772,0.004439749151573215,0.010230015963315964,0.2,0.018799752,0.2810770869255066,2011,0.18598185794454225,0.0003,0.5800929665565491,0.0008142042313177716,-0.9476097352068189,237.16,2.553615510198288
77332480,9918,295,7796,0.017747473786585033,0.026181837543845177,0.2,0.033035092,0.2810640335083008,2012,0.2777099609375,0.0003,0.5409075021743774,0.0009324816055595875,-0.9408541321754456,243.05,2.635805563982576
77594624,9920,296,7821,0.017480964423157275,0.025708457455039024,0.2,0.03211,0.28106939792633057,2013,0.275299072265625,0.0003,0.5186214745044708,0.0013506688410416245,-0.9407591223716736,243.2,2.787351047787815
77856768,9923,297,7845,0.006094150603390657,0.003533134935423732,0.2,0.019171406,0.2810162305831909,2016,0.20588253705929488,0.0003,0.46777427196502686,0.0015075180279568601,-0.9411427485637176,239.73,2.8876259704865515
78118912,9925,298,7870,0.005286680978976868,0.010057025589048862,0.2,0.0137896435,0.280690997838974,2018,0.18015358664772727,0.0003,0.48115164041519165,0.0009993350064508957,-0.9374406039714813,241.43,2.9945978394337
78381056,9928,299,7894,0.013811748416628689,0.01837649941444397,0.2,0.01893485,0.28066977858543396,2019,0.219512939453125,0.0003,0.5247873961925507,0.0008200601150747389,-0.9332838356494904,233.21,2.818078055586666
78643200,9931,300,7918,0.0036586796035762968,0.009959135204553604,0.2,0.013122251,0.27977678179740906,2022,0.1628834794207317,0.0003,0.5152764618396759,0.000750795214028075,-0.9215461553596869,239.39,2.9578495448827744
78905344,9933,301,7943,0.017578484723344445,0.026127735152840614,0.2,0.028127868,0.27973195910453796,2023,0.262969970703125,0.0003,0.541831761598587,0.0007255201053339988,-0.9107339978218079,243.97,3.022199621796608
79167488,9934,302,7968,0.0023875180518189154,-0.00891878642141819,0.2,0.009737105,0.2788485586643219,2031,0.15903472900390625,0.0003,0.5701518654823303,0.0007448459214174363,-0.8913468993268907,242.33,2.9242350312881173
79429632,9935,303,7994,0.0017895323558150267,-0.006784677971154451,0.2,0.008660752,0.27820324897766113,2039,0.1562361717224121,0.0003,0.5277217924594879,0.0010133543610209017,-0.878910063765943,244.58,3.091424392461777
79691776,9937,304,8019,0.002257505330642817,0.009970558807253838,0.2,0.02937355,0.27703019976615906,2046,0.15380736071654041,0.0003,0.5383104681968689,0.0009556645980208284,-0.8560203813543223,241.91,2.989330037124455
79953920,9938,305,8045,0.002423196016025031,-0.007415121886879206,0.2,0.010085413,0.2752523124217987,2054,0.1549525260925293,0.0003,0.5824940502643585,0.000778491326400399,-0.8111755345016718,235.19,2.8822715227119624
80216064,9940,306,8069,0.0043545395472190445,0.006760997232049704,0.2,0.013485712,0.2745336592197418,2056,0.1611599392361111,0.0003,0.5681943297386169,0.0008255367197475776,-0.788856515177974,231.73,2.811313031739555
80478208,9941,307,8094,0.0028021481246813325,0.011051304638385773,0.2,0.0141635155,0.2734302878379822,2063,0.1543507618947072,0.0003,0.5094554424285889,0.0010041817634676893,-0.7632035747304693,238.79,2.895121769979596
80740352,9944,308,8119,0.009478442060450712,0.011667566373944283,0.2,0.017169299,0.2734193801879883,2064,0.22959391276041666,0.0003,0.612905889749527,0.0008085911006977161,-0.7515733242034912,239.0,2.885749337533489
81002496,9947,309,8143,0.005406195500486151,0.007502930238842964,0.2,0.018052734,0.27298086881637573,2066,0.1695488823784722,0.0003,0.5728774964809418,0.0008976635850828003,-0.7453693990354184,242.56,2.939347749054432
81264640,9948,310,8168,0.014879026915878057,0.022442417219281197,0.2,0.023349449,0.2729761600494385,2067,0.246734619140625,0.0003,0.5905171632766724,0.0008265564683824778,-0.739925742149353,238.43,2.896365024372935
81526784,9951,311,8192,0.009553330950438976,0.011792594566941261,0.2,0.015620685,0.2729589343070984,2068,0.205963134765625,0.0003,0.6141113638877869,0.0008283761562779546,-0.7396535873413086,246.91,3.0362040059268476
81788928,9952,312,8217,0.0030793940600868995,0.024040665477514267,0.2,0.017630283,0.2716028094291687,2074,0.16921373592909947,0.0003,0.6040218770503998,0.0007859105838873293,-0.7152486366610373,243.5,2.8736788947694003
82051072,9954,313,8242,0.003186372675137657,0.009674876928329468,0.2,0.016970804,0.2705676853656769,2080,0.16712591621313203,0.0003,0.6388934254646301,0.0007367283668306269,-0.6890170333090793,234.4,2.780673288165126
82313216,9957,314,8266,0.01624028047081083,0.025767555460333824,0.2,0.02859383,0.2705531716346741,2081,0.261962890625,0.0003,0.6466941237449646,0.0008627712959423661,-0.6804091036319733,244.58,2.856159241143614
82575360,9959,315,8290,0.02743474394083023,0.048144057393074036,0.2,0.04639825,0.27052485942840576,2082,0.306732177734375,0.0003,0.6617521941661835,0.0006772882479708642,-0.6797925531864166,230.15,2.675390503089875
82837504,9962,316,8315,0.028099628048948944,0.049496252089738846,0.2,0.043244872,0.27047833800315857,2083,0.308868408203125,0.0003,0.6314492225646973,0.0008112603973131627,-0.6787895262241364,237.51,2.7688882540445774
83099648,9964,317,8339,0.013129261322319508,0.019589154049754143,0.2,0.017860658,0.2704361379146576,2084,0.21734619140625,0.0003,0.5574953556060791,0.0010275273816660047,-0.6776359379291534,226.05,2.6771691193431617
83361792,9966,318,8364,0.005413950847114547,0.011070052161812782,0.2,0.013592853,0.2699735164642334,2088,0.18237511586334745,0.0003,0.513801634311676,0.0014032732983419703,-0.6687399310580755,225.98,2.667545749451965
83623936,9968,319,8388,0.004495635525919161,0.010523948818445206,0.2,0.015147328,0.26942288875579834,2095,0.17968090160472974,0.0003,0.5500560700893402,0.0013071490925745115,-0.6584819082741264,237.19,2.563236521226354
83886080,9970,320,8413,0.005895844770987567,0.005508066155016422,0.2,0.023247683,0.26939138770103455,2097,0.19219649465460525,0.0003,0.5340013206005096,0.001434846199117601,-0.6511293147739611,233.73,2.4993610394373538
84148224,9972,321,8437,0.002833344563441642,-0.0031643593683838844,0.2,0.012400832,0.26881322264671326,2105,0.16570234298706055,0.0003,0.5571435689926147,0.0011526720795700385,-0.6414707479998469,230.02,2.4977787292090943
84410368,9975,322,8461,0.006951078683847473,0.016348717734217644,0.2,0.019925414,0.2686188817024231,2107,0.19575427827380953,0.0003,0.5892243087291718,0.000890999644373854,-0.6357812540871757,224.49,2.51295894135721
84672512,9976,323,8486,0.0039686023783360724,-0.003321654861792922,0.2,0.013450855,0.2681816816329956,2115,0.18184423446655273,0.0003,0.5756734311580658,0.0009659240317887452,-0.6239100745879114,232.25,2.599363612104207
84934656,9978,324,8511,0.00415357496471159,0.011864912696182728,0.2,0.015227046,0.26793190836906433,2119,0.17946079799107142,0.0003,0.5713750720024109,0.0010809002264905426,-0.6196231009468199,228.52,2.564402921497822
85196800,9979,325,8537,0.0038883302891008498,-0.0032410603016614914,0.2,0.013662241,0.2670044004917145,2127,0.17876482009887695,0.0003,0.5473718643188477,0.0010365432403887098,-0.6021391395479441,235.98,2.607950725890696
85458944,9980,326,8562,0.002821824618422397,0.0006773857749067247,0.2,0.011678319,0.2658649981021881,2135,0.16213417053222656,0.0003,0.6053766012191772,0.000914868687686976,-0.5743927988223732,224.8,2.596298913657665
85721088,9982,327,8587,0.011369992804247886,0.017186995595693588,0.2,0.022051375,0.2658446431159973,2136,0.23394775390625,0.0003,0.6062792837619781,0.0009128295350819826,-0.564939945936203,228.53,2.522568239766406
85983232,9985,328,8611,0.010326501214876771,0.015120272524654865,0.2,0.017905347,0.2658277750015259,2137,0.2108154296875,0.0003,0.6058459877967834,0.001100986439269036,-0.5644604563713074,215.26,2.422825438678265
86245376,9987,329,8635,0.008036490296944976,0.010555922985076904,0.2,0.017208513,0.2658049166202545,2138,0.209564208984375,0.0003,0.5875752568244934,0.001118551124818623,-0.5639395117759705,229.3,2.5455868012621066
86507520,9989,330,8660,0.018116502712170284,0.029602574184536934,0.2,0.028080761,0.26576364040374756,2139,0.2952067057291667,0.0003,0.7208658754825592,0.0011795211660986145,-0.5630674759546915,190.14,2.077628560625017
86769664,9991,331,8684,0.008726817866166433,0.0134837431833148,0.2,0.017098714,0.2655557096004486,2140,0.1961737738715278,0.0003,0.595233291387558,0.0011044919439074066,-0.5593691137101915,214.34,2.4059193722717462
87031808,9993,332,8708,0.005990671860191095,0.00986517034471035,0.2,0.029432507,0.2650275230407715,2143,0.18572998046875,0.0003,0.5976356565952301,0.0010087700091603706,-0.5473353477085338,218.66,2.399149361103773
87293952,9995,333,8733,0.0031866554837996284,0.007153870537877083,0.2,0.017950004,0.2641366422176361,2147,0.15968440129206732,0.0003,0.6247779130935669,0.0008318516663096559,-0.5296632670439206,216.59,2.348659146502614
87556096,9996,334,8758,0.003252359613270528,-0.003342210780829191,0.2,0.0146936625,0.2634733319282532,2155,0.17294883728027344,0.0003,0.6342073082923889,0.0008019966494430264,-0.5040002353489399,217.72,2.4824696312099697
87818240,9997,335,8784,0.0036044698526893626,-0.00466151675209403,0.2,0.011101287,0.2630835473537445,2163,0.17471981048583984,0.0003,0.641211599111557,0.000815122702078952,-0.4956373875029385,214.05,2.551161395367235
88080384,9998,336,8809,0.005951027269475162,0.006724529433995485,0.2,0.020085325,0.26246997714042664,2166,0.18353271484375,0.0003,0.6119686663150787,0.0009488935627612389,-0.485383090045717,230.3,2.745591314956546
88342528,9998,337,8835,0.002899844837429555,-0.002675610827282071,0.2,0.014216993,0.26146483421325684,2174,0.1687030792236328,0.0003,0.6150524020195007,0.0008718684243831376,-0.45601776288822293,216.63,2.648551151752472
88604672,9999,338,8860,0.003342562872502539,0.014842121861875057,0.2,0.022513403,0.2601328194141388,2181,0.1673608645044192,0.0003,0.5871821045875549,0.0009069566219819314,-0.42242880240835323,238.78,2.9440011571347715
88866816,10000,339,8886,0.002312671125309862,-0.004669725429266691,0.2,0.0097929165,0.25903239846229553,2189,0.15360164642333984,0.0003,0.5986659824848175,0.0008049062271311413,-0.39277419121935964,242.3,3.0422466319054364
89128960,10000,340,8912,0.0024677287901795353,-0.0004851676640100777,0.2,0.0111096315,0.25828784704208374,2197,0.1621685028076172,0.0003,0.5375067293643951,0.0010428272485114576,-0.37187133450061083,234.51,2.931771464496851
89391104,10000,341,8938,0.002384941339641955,-0.0019911641720682383,0.2,0.013704047,0.2575105130672455,2205,0.15830326080322266,0.0003,0.5765191912651062,0.0008928592174015648,-0.3446709746494889,239.37,2.985283638238907
89653248,10001,342,8964,0.0031310767112699978,-0.00042355412733741105,0.2,0.010868099,0.2570001780986786,2213,0.15869808197021484,0.0003,0.591531366109848,0.000876464665907406,-0.33052092883735895,241.32,2.952665616283193
89915392,10002,343,8989,0.008368739329109138,0.01790522038936615,0.2,0.02132284,0.2568169832229614,2215,0.23190862482244318,0.0003,0.603719562292099,0.0008139376480936666,-0.3247037096457048,237.89,3.0506209383159875
90177536,10002,344,9015,0.0017186081049658242,-0.005206567235291004,0.2,0.010660112,0.25625893473625183,2223,0.14010953903198242,0.0003,0.5828559994697571,0.0008711488403605472,-0.310326524078846,236.32,3.0346299205720424
90439680,10003,345,9040,0.001950754490280815,-0.0010602250695228577,0.2,0.017481571,0.2554125189781189,2231,0.16086578369140625,0.0003,0.5900433361530304,0.0008354285841960518,-0.2903919843956828,237.31,3.0714573550224302
90701824,10003,346,9067,0.0014005633188389766,-0.001401428715325892,0.2,0.010739329,0.25384587049484253,2239,0.14464092254638672,0.0003,0.6024572253227234,0.000778872658884211,-0.25457708444446325,239.95,3.1430162677727638
90963968,10003,347,9092,0.0012400297719068476,-0.00045735237654298544,0.2,0.008714266,0.2527935206890106,2247,0.13433313369750977,0.0003,0.6338340044021606,0.0007219089447971783,-0.22231489419937134,242.63,3.217341091185808
91226112,10004,348,9118,0.002076585282338783,-0.0003686499549075961,0.2,0.01325774,0.25176775455474854,2255,0.15079879760742188,0.0003,0.5636909604072571,0.0009645212971918227,-0.1970098176971078,238.99,3.0968963371170686
91488256,10004,349,9144,0.0015555233053419215,0.000702153833117336,0.2,0.009629022,0.25052428245544434,2263,0.13262701034545898,0.0003,0.6075539886951447,0.0008061059170358931,-0.16449355706572533,239.78,3.115986645738594
91750400,10004,350,9170,0.0022083090238993464,9.488959767622873e-05,0.2,0.010648895,0.24964609742164612,2271,0.14849281311035156,0.0003,0.6180738806724548,0.0007836861946088902,-0.1346050426363945,238.86,3.1116375435562804
92012544,10005,351,9196,0.0019461741221675766,-0.000346058834111318,0.2,0.010645588,0.2487730085849762,2279,0.1466670036315918,0.0003,0.6117686927318573,0.0008052712528296979,-0.11269776243716478,239.16,3.028017863817513
92274688,10005,352,9222,0.002270990336455725,0.0016374061815440655,0.2,0.010535196,0.24853771924972534,2287,0.13992929458618164,0.0003,0.5994830429553986,0.0008524581476194726,-0.1012191204354167,234.08,2.9434529963182285
92536832,10005,353,9248,0.002058287204363296,0.00016170053277164698,0.2,0.009255806,0.24759991466999054,2295,0.1380314826965332,0.0003,0.6338411569595337,0.0007281795710696315,-0.08406917378306389,239.67,3.068170092999935
92798976,10005,354,9274,0.002666085634700721,0.0024670863058418036,0.2,0.012738547,0.24684707820415497,2303,0.13771343231201172,0.0003,0.630319744348526,0.0007586160950268095,-0.058559002354741096,240.01,3.075146911777556
93061120,10007,355,9299,0.014267955285807451,0.029783720150589943,0.2,0.025678894,0.24685736000537872,2304,0.2855631510416667,0.0003,0.6450774073600769,0.0007487669742355744,-0.053085645039876304,243.8,3.16832666516304
93323264,10007,356,9325,0.003145739226056321,-0.00101757631637156,0.2,0.012026192,0.24665634334087372,2312,0.1856517791748047,0.0003,0.5267294645309448,0.0012420056723385642,-0.048812031745910645,239.29,3.126938397870399
93585408,10007,357,9351,0.00235340031395026,0.0021995273418724537,0.2,0.010567421,0.24581259489059448,2320,0.1453695297241211,0.0003,0.6232101917266846,0.0007774325567879714,-0.029456126503646374,239.4,3.128119289726019
93847552,10007,358,9377,0.0020227981044627086,0.0013437890447676182,0.2,0.012555256,0.24546639621257782,2328,0.1518559455871582,0.0003,0.614399790763855,0.0008629640587969334,-0.015444410033524036,243.58,3.1998101699352266
94109696,10007,359,9403,0.0016274349463856197,0.0005087765166535974,0.2,0.0118674105,0.24504536390304565,2336,0.13032770156860352,0.0003,0.655175656080246,0.0006922687466612842,-0.0017790449783205986,242.7,3.1715260979160664
94371840,10007,360,9430,0.0022276696990957134,0.0007611568435095251,0.2,0.009888651,0.24435579776763916,2344,0.14296865463256836,0.0003,0.6549832224845886,0.0007220318552754179,0.011906622909009457,238.01,3.0798837646096944
94633984,10007,361,9455,0.002364645586567349,0.001593476627022028,0.2,0.008336803,0.24378517270088196,2352,0.1458730697631836,0.0003,0.6295067369937897,0.000835574212942447,0.026919898577034473,242.07,3.237245320716174
94896128,10009,362,9480,0.008024621444443861,0.012728983536362648,0.2,0.01761415,0.2437949776649475,2353,0.230224609375,0.0003,0.619234710931778,0.0008599562182401618,0.031593640645345054,230.53,2.905430022892542
95158272,10009,363,9507,0.002063545130113198,0.003130871569737792,0.2,0.010654041,0.243334099650383,2361,0.1341700553894043,0.0003,0.6034047305583954,0.0008804443514236482,0.041128892451524734,246.13,3.1881274774670603
95420416,10009,364,9533,0.0022904006241333263,0.0004967988352291286,0.2,0.009875219,0.24254745244979858,2369,0.1383194923400879,0.0003,0.633230984210968,0.000737480897896603,0.060118554159998894,242.63,3.24693898037076
95682560,10010,365,9558,0.007546510935450594,0.014977547340095043,0.2,0.018090831,0.24254044890403748,2370,0.23323567708333334,0.0003,0.5118050277233124,0.0013141700765118003,0.06615773836771648,240.15,3.175649113245308
95944704,10011,366,9583,0.005246558168437332,0.017404986545443535,0.2,0.0130324615,0.24248528480529785,2371,0.16861724853515625,0.0003,0.6384164094924927,0.0007315306211239658,0.0670023262500763,247.08,3.314608779549599
96206848,10011,367,9609,0.002280209452692361,0.0011342150392010808,0.2,0.0090169795,0.2420133501291275,2379,0.14205503463745117,0.0003,0.6335968673229218,0.0007287282351171598,0.07887579780071974,232.56,3.0170834902860224
