time/fps,time/time_elapsed,time/total_timesteps,time/iterations,train/n_updates,train/clip_range,train/clip_fraction,train/std,train/value_loss,rollout/ep_rew_mean,rollout/ep_len_mean,train/explained_variance,train/loss,train/learning_rate,train/approx_kl,train/entropy_loss,train/policy_gradient_loss
12665,2587,32768000,125,992,0.2,0.09569168090820312,2.3595056533813477,0.005209962124354206,1.0715386497974395,123.4,0.5363107025623322,-0.1512344926595688,0.0003,0.009008341,-15.230820797383785,-3.947296363548958e-05
12662,2608,33030144,126,1000,0.2,0.10180139541625977,2.3868587017059326,0.007151318757678382,1.2650022165849806,149.35,0.5545368492603302,-0.15351414680480957,0.0003,0.008004105,-15.289965689182281,-0.00023820055184842204
12659,2629,33292288,127,1008,0.2,0.09540987014770508,2.408076763153076,0.0076055906029068865,0.9583844202384353,128.55,0.541609138250351,-0.15152306854724884,0.0003,0.0075469064,-15.347094185650349,-0.00014962930640649574
12656,2651,33554432,128,1016,0.2,0.0943307876586914,2.4239633083343506,0.006297660062045907,0.992040878534317,127.72,0.5305436253547668,-0.15174458920955658,0.0003,0.010522862,-15.39274375140667,-0.00022498027010442456
12652,2672,33816576,129,1024,0.2,0.0891728401184082,2.441563844680786,0.007432408339809626,1.0225785510241985,129.12,0.6162737607955933,-0.15523740649223328,0.0003,0.0072985142,-15.431141577661037,-0.0008984910516574018
12650,2693,34078720,130,1032,0.2,0.08964300155639648,2.4571428298950195,0.006124341169197578,1.081427061147988,136.12,0.5446825921535492,-0.1565898209810257,0.0003,0.007892676,-15.473211236298084,-0.0001390550560245174
12646,2715,34340864,131,1040,0.2,0.10947990417480469,2.482848644256592,0.006775785946956603,0.9257417879998684,130.73,0.5529996454715729,-0.15443538129329681,0.0003,0.010175079,-15.528146736323833,0.001051899944741308
12643,2736,34603008,132,1048,0.2,0.09212017059326172,2.502091884613037,0.005799586662760703,1.1324237746745347,131.91,0.6196319758892059,-0.15537023544311523,0.0003,0.007219136,-15.582908071577549,-4.994967366656056e-05
12640,2758,34865152,133,1056,0.2,0.08433246612548828,2.5227935314178467,0.005438822665382759,1.09042121745646,155.13,0.5349094271659851,-0.15061527490615845,0.0003,0.013316588,-15.636619478464127,0.0033684958470985293
12637,2779,35127296,134,1064,0.2,0.08373546600341797,2.54528546333313,0.004089910160473664,0.9296075258404016,128.83,0.43367278575897217,-0.1579507440328598,0.0003,0.0069426075,-15.692331828176975,-0.00030301152628453565
12634,2800,35389440,135,1072,0.2,0.07746315002441406,2.5571484565734863,0.005131304162205197,1.092397132217884,143.26,0.5383251905441284,-0.15746167302131653,0.0003,0.0066898726,-15.722641572356224,-0.0004755244633543043
12632,2822,35651584,136,1080,0.2,0.09165000915527344,2.5788369178771973,0.005652034149534302,0.87521568082273,120.16,0.52001953125,-0.1587948352098465,0.0003,0.00806025,-15.768339104950428,0.00022639526014245348
12629,2843,35913728,137,1088,0.2,0.09635114669799805,2.6034035682678223,0.00721132428952842,0.9935080710053444,132.6,0.6082074642181396,-0.15786562860012054,0.0003,0.009412851,-15.828715108335018,-0.00046935320438024064
12627,2864,36175872,138,1096,0.2,0.0903172492980957,2.6367979049682617,0.008407172674196772,0.9898492279276252,141.29,0.5848484337329865,-0.16090528666973114,0.0003,0.008653557,-15.900311656296253,-0.00015420653062392375
12624,2886,36438016,139,1104,0.2,0.08910512924194336,2.662187337875366,0.006700365112919826,1.0089892314746975,137.24,0.5689128935337067,-0.16018860042095184,0.0003,0.007464486,-15.963005378842354,-0.0003169160618199385
12621,2907,36700160,140,1112,0.2,0.09761953353881836,2.6810386180877686,0.006340047937555937,1.0505968451499939,132.23,0.5073374509811401,-0.16246788203716278,0.0003,0.008113996,-16.001733250916004,-0.00013177783102946705
12618,2929,36962304,141,1120,0.2,0.0985555648803711,2.699734687805176,0.006877570325741544,0.8589383450895548,129.53,0.601841151714325,-0.16179077327251434,0.0003,0.007884535,-16.041563645005226,0.0002011612555179454
12615,2950,37224448,142,1128,0.2,0.09192466735839844,2.7248809337615967,0.007557162454759236,0.9656803248077631,134.81,0.5626620054244995,-0.16037197411060333,0.0003,0.00891662,-16.092166289687157,-0.0005143284361111
12613,2972,37486592,143,1136,0.2,0.09659957885742188,2.745068311691284,0.007552182858489687,0.8914855797588825,133.78,0.5517562925815582,-0.16110894083976746,0.0003,0.007829423,-16.135410472750664,-0.00022210064162209164
12610,2993,37748736,144,1144,0.2,0.09946727752685547,2.7634928226470947,0.006575851388333831,0.9653564143180847,144.92,0.5627416968345642,-0.16258841753005981,0.0003,0.0087112505,-16.176908373832703,-0.00028685989195764705
12608,3014,38010880,145,1152,0.2,0.08778715133666992,2.783991813659668,0.006219407267053612,0.9163654587417841,131.83,0.5258263051509857,-0.16256259381771088,0.0003,0.00805228,-16.215017959475517,-0.0004000252883997746
12605,3036,38273024,146,1160,0.2,0.09482669830322266,2.8039257526397705,0.007280380086740479,1.046543031707406,138.66,0.5734142959117889,-0.16248896718025208,0.0003,0.008729272,-16.258419528603554,-0.00021413714694062946
12603,3057,38535168,147,1168,0.2,0.09559392929077148,2.829399347305298,0.007131795729947044,0.7757087165489793,112.83,0.5833234190940857,-0.16355769336223602,0.0003,0.009837534,-16.31261532008648,-0.00010389432054580539
12600,3079,38797312,148,1176,0.2,0.09150552749633789,2.8514490127563477,0.00844902241442469,0.9424711971357465,127.42,0.5848993957042694,-0.16512085497379303,0.0003,0.0076877456,-16.365157812833786,-0.0005363089790080267
12598,3100,39059456,149,1184,0.2,0.09290599822998047,2.869171380996704,0.006533952258905629,1.1083467290923,133.57,0.5755720138549805,-0.1634577363729477,0.0003,0.007839556,-16.40886341035366,-0.0005552549137064489
12595,3121,39321600,150,1192,0.2,0.09545516967773438,2.900397777557373,0.009336592949694023,1.2242744558304548,137.25,0.5675533413887024,-0.1648716926574707,0.0003,0.00892338,-16.4695376008749,-0.0005301685428094061
12593,3143,39583744,151,1200,0.2,0.09250879287719727,2.924224615097046,0.007620434480486438,0.9026745231449604,124.21,0.6190696060657501,-0.16727840900421143,0.0003,0.008598512,-16.531927064061165,-0.0007208437064036843
12590,3164,39845888,152,1208,0.2,0.09393739700317383,2.9451448917388916,0.006945609882677672,0.851996057704091,121.35,0.5704074501991272,-0.16598568856716156,0.0003,0.008390198,-16.5810307264328,-0.00022435786331698182
12588,3186,40108032,153,1216,0.2,0.1014089584350586,2.971661329269409,0.007709765868639806,0.962814853452146,141.21,0.5264775156974792,-0.16735906898975372,0.0003,0.0076187802,-16.631591886281967,-0.00020474857819863246
12585,3207,40370176,154,1224,0.2,0.100677490234375,2.994217872619629,0.009242546246241545,0.8905160880833864,126.16,0.543905109167099,-0.16755220293998718,0.0003,0.0075012255,-16.683517307043076,-0.0006520327476664534
12583,3228,40632320,155,1232,0.2,0.10168838500976562,3.0203354358673096,0.007710045767453266,0.9513071457669139,130.61,0.6355931162834167,-0.16970430314540863,0.0003,0.008113159,-16.736341923475266,-0.0005675976560723939
12581,3250,40894464,156,1240,0.2,0.09817934036254883,3.0406765937805176,0.006862953225208912,0.9323902902007103,127.11,0.5374000370502472,-0.16913992166519165,0.0003,0.008604575,-16.78265869617462,-0.0001021801731440064
12578,3271,41156608,157,1248,0.2,0.08601999282836914,3.069019079208374,0.007563123312138487,-13.411818943023682,143.81,0.5642419755458832,-0.16763433814048767,0.0003,0.0079903,-16.83663533627987,-0.0005320628692970786
12576,3293,41418752,158,1256,0.2,0.11865472793579102,2.9874398708343506,1.2928232066333294,-24.96981219291687,134.94,0.008663713932037354,-0.06331566721200943,0.0003,0.010639756,-16.735580906271935,-0.011767483020776126
12573,3315,41680896,159,1264,0.2,0.20999479293823242,2.871455192565918,0.7101190546527505,-31.69640055656433,138.83,0.06851834058761597,-0.1353810578584671,0.0003,0.017477583,-16.5327380746603,-0.025719509978443966
12570,3336,41943040,160,1272,0.2,0.21184206008911133,2.7596895694732666,0.5231241728179157,-33.174320616722106,133.63,0.11975687742233276,-0.14108265936374664,0.0003,0.017815415,-16.321482121944427,-0.023879950666014338
12567,3358,42205184,161,1280,0.2,0.1912212371826172,2.6570217609405518,0.4343309865798801,-26.748228430747986,119.09,0.2363603711128235,-0.14527031779289246,0.0003,0.016265769,-16.114783689379692,-0.021380440318353067
12564,3379,42467328,162,1288,0.2,0.18204593658447266,2.5603158473968506,0.35272658057510853,-28.029878239631653,136.36,0.3646996021270752,-0.1485646814107895,0.0003,0.016120955,-15.907880894839764,-0.02044486557952041
12561,3401,42729472,163,1296,0.2,0.17710638046264648,2.4651169776916504,0.27658779569901526,-22.385982480049133,127.13,0.44402605295181274,-0.154183492064476,0.0003,0.016194748,-15.686224147677422,-0.020991388223592367
12557,3423,42991616,164,1304,0.2,0.17405033111572266,2.376303195953369,0.21965963870752603,-22.513078429698943,141.33,0.498725950717926,-0.15928004682064056,0.0003,0.015150724,-15.46852708607912,-0.020654570509577752
12554,3445,43253760,165,1312,0.2,0.16493558883666992,2.2887439727783203,0.17635723040439188,-18.885057723522188,133.53,0.5594896674156189,-0.15929466485977173,0.0003,0.014356298,-15.247410736978054,-0.020584591517035733
12551,3467,43515904,166,1320,0.2,0.16361093521118164,2.2076947689056396,0.1403467144118622,-15.599480438232423,124.9,0.5826054513454437,-0.1612977832555771,0.0003,0.015800413,-15.028914853930473,-0.01942841616255464
12547,3489,43778048,167,1328,0.2,0.15652990341186523,2.127941608428955,0.11161279230145738,-15.334793248176574,132.47,0.6082930564880371,-0.1620853841304779,0.0003,0.014359061,-14.804568462073803,-0.019848263905259955
12543,3511,44040192,168,1336,0.2,0.15149688720703125,2.0501110553741455,0.08599338750354946,-13.866181566715241,136.46,0.6356943249702454,-0.1605168730020523,0.0003,0.013882358,-14.582008302211761,-0.020177511623842292
12539,3532,44302336,169,1344,0.2,0.15219688415527344,1.976893663406372,0.07215274014743045,-12.161375927701592,131.9,0.6356258690357208,-0.15901601314544678,0.0003,0.01480506,-14.357926182448864,-0.018965651415783213
12536,3554,44564480,170,1352,0.2,0.15299701690673828,1.9102195501327515,0.05707632398116402,-11.359437477588653,136.46,0.6546535491943359,-0.1610574722290039,0.0003,0.013640406,-14.129601411521435,-0.018648074344127963
12532,3576,44826624,171,1360,0.2,0.14330816268920898,1.841834545135498,0.047544449946144596,-10.230684386491776,134.86,0.6547883450984955,-0.15956272184848785,0.0003,0.013382725,-13.907017834484577,-0.018676076660995022
12527,3599,45088768,172,1368,0.2,0.1444230079650879,1.7763324975967407,0.041601454897318035,-8.447602579593658,123.67,0.6483953893184662,-0.15435796976089478,0.0003,0.014426658,-13.67236041277647,-0.018175102281020372
12523,3621,45350912,173,1376,0.2,0.13618803024291992,1.7130051851272583,0.03462527523515746,-6.301267162263393,105.43,0.6649015247821808,-0.15598715841770172,0.0003,0.012737377,-13.438764244318008,-0.01815090387390228
12519,3643,45613056,174,1384,0.2,0.13724279403686523,1.6548739671707153,0.029268968908581883,-6.08940612912178,112.13,0.6739053726196289,-0.15021289885044098,0.0003,0.013091578,-13.214428387582302,-0.017060860455785587
12515,3665,45875200,175,1392,0.2,0.1307063102722168,1.5994999408721924,0.025578633110853843,-5.5042603179812435,110.74,0.6326860189437866,-0.14941993355751038,0.0003,0.012747426,-12.993931889533997,-0.01622249738420578
12511,3687,46137344,176,1400,0.2,0.13091707229614258,1.5454227924346924,0.023477868395275436,-5.422047266960144,119.45,0.662583976984024,-0.14801979064941406,0.0003,0.012609748,-12.768521897494793,-0.01594087954617862
12506,3710,46399488,177,1408,0.2,0.12730741500854492,1.4931797981262207,0.018302351803868078,-5.48608032643795,130.65,0.6300311088562012,-0.1469176560640335,0.0003,0.012176249,-12.540573507547379,-0.016131376259181707
12501,3732,46661632,178,1416,0.2,0.12256288528442383,1.443178653717041,0.017765097261872143,-3.864564743041992,103.26,0.6482175886631012,-0.14071641862392426,0.0003,0.012510404,-12.317731961607933,-0.015145505823966232
12496,3754,46923776,179,1424,0.2,0.12486934661865234,1.396601915359497,0.01676425474579446,-3.1802704045176506,94.33,0.6339202225208282,-0.13749369978904724,0.0003,0.011814248,-12.099458292126656,-0.012479846272981376
12491,3777,47185920,180,1432,0.2,0.11838436126708984,1.3534576892852783,0.014785924111492932,-3.1010364973545075,103.04,0.6475070118904114,-0.13295365869998932,0.0003,0.011051267,-11.891139574348927,-0.01197713690726232
12486,3800,47448064,181,1440,0.2,0.12175178527832031,1.3105838298797607,0.012530975800473243,-3.2314604686759414,116.8,0.6527829170227051,-0.13433124125003815,0.0003,0.01157052,-11.666422806680202,-0.012523348657850875
12480,3822,47710208,182,1448,0.2,0.11866188049316406,1.2680668830871582,0.010838822185178287,-3.2049130606651306,123.2,0.6148298978805542,-0.13136586546897888,0.0003,0.01159675,-11.448670461773872,-0.012703495921414287
12474,3845,47972352,183,1456,0.2,0.1137685775756836,1.2282110452651978,0.010587295670120511,-3.112502487897873,130.47,0.600701093673706,-0.12651120126247406,0.0003,0.012691988,-11.232234574854374,-0.011142906932036567
12467,3868,48234496,184,1464,0.2,0.10956716537475586,1.1912384033203125,0.010085041674756212,-2.295405327677727,109.4,0.6055276989936829,-0.12439338862895966,0.0003,0.010953103,-11.024292342364788,-0.010296172878042853
12461,3891,48496640,185,1472,0.2,0.12071371078491211,1.1552740335464478,0.00892379459401127,-2.4309019848704336,121.94,0.6842586100101471,-0.12022299319505692,0.0003,0.011233392,-10.815311148762703,-0.010629791835526703
12455,3914,48758784,186,1480,0.2,0.11710691452026367,1.122240424156189,0.00861345638622879,-1.929391905069351,109.72,0.636207103729248,-0.1151077076792717,0.0003,0.011743183,-10.611956484615803,-0.009144256196123024
12449,3937,49020928,187,1488,0.2,0.1131443977355957,1.09211003780365,0.009752152578585083,-1.2742177483439445,79.92,0.6104992628097534,-0.11429288238286972,0.0003,0.010655429,-10.42646872997284,-0.00756015058959747
12443,3960,49283072,188,1496,0.2,0.11487007141113281,1.0615856647491455,0.008511892538081156,-1.4599800822138786,103.83,0.6498242616653442,-0.11250294744968414,0.0003,0.010893824,-10.234287209808826,-0.007766950302539044
12437,3983,49545216,189,1504,0.2,0.1140298843383789,1.0364490747451782,0.010747672953584697,-1.3298883119225502,99.49,0.5861732661724091,-0.10891430824995041,0.0003,0.010163916,-10.060340493917465,-0.005413755136032705
12430,4006,49807360,190,1512,0.2,0.11945199966430664,1.0093841552734375,0.007698365861870116,-1.2734488454461097,106.28,0.6003100574016571,-0.1094566211104393,0.0003,0.010434905,-9.88769856840372,-0.006345990577756311
12424,4030,50069504,191,1520,0.2,0.11767959594726562,0.9830647110939026,0.008328225259901956,-1.089211131334305,99.32,0.6173452138900757,-0.10560055822134018,0.0003,0.011272973,-9.70412265509367,-0.005990425987874914
12417,4053,50331648,192,1528,0.2,0.11573362350463867,0.9576300382614136,0.007487498496629996,-1.095169233009219,114.73,0.6572019755840302,-0.10163482278585434,0.0003,0.012528459,-9.52469202131033,-0.00606052011698921
12410,4076,50593792,193,1536,0.2,0.11608600616455078,0.9343517422676086,0.006348458544380264,-1.0154795923829079,107.27,0.7304034233093262,-0.1032027080655098,0.0003,0.0116610825,-9.356682308018208,-0.005103512238292751
12404,4099,50855936,194,1544,0.2,0.1269974708557129,0.9133105874061584,0.007610209333506646,-0.6365654940903187,85.95,0.5972498655319214,-0.09880143404006958,0.0003,0.013057403,-9.194105558097363,-0.0038582467759624706
12400,4122,51118080,195,1546,0.2,0.08500840928819445,0.9102106690406799,0.008183621465125017,-0.6618798123300076,90.18,0.7674124538898468,-0.09169500321149826,0.0003,0.027741317,-9.115693463219536,0.0005041269307386958
12394,4145,51380224,196,1554,0.2,0.11416912078857422,0.890090823173523,0.00791041504999157,-0.6660065832734108,93.68,0.6414614021778107,-0.0958942398428917,0.0003,0.014624817,-9.010554663836956,-0.003090639750553237
12388,4168,51642368,197,1562,0.2,0.1256098747253418,0.8714102506637573,0.007240666211146163,-0.6351741021499038,106.15,0.6643445193767548,-0.09557472914457321,0.0003,0.010122404,-8.867469288408756,-0.003441360706801788
12382,4191,51904512,198,1570,0.2,0.12063455581665039,0.8526452779769897,0.00826989929555566,-0.48028782367706296,78.13,0.6300510466098785,-0.09351958334445953,0.0003,0.010425648,-8.719783902168274,-0.0036770183260159683
12377,4214,52166656,199,1578,0.2,0.12133979797363281,0.8317204117774963,0.005908701077714795,-0.4657537802681327,86.19,0.6866658627986908,-0.09059106558561325,0.0003,0.010652502,-8.55568365007639,-0.004652646646491121
12372,4237,52428800,200,1586,0.2,0.12920570373535156,0.8156052827835083,0.007227544851048151,-0.3711753488518298,90.03,0.6662110686302185,-0.08886534720659256,0.0003,0.011962671,-8.404572017490864,-0.002733641599661496
12366,4260,52690944,201,1594,0.2,0.1389298439025879,0.8019720911979675,0.008965463035565335,-0.39389266304671766,88.11,0.6989317238330841,-0.08495567739009857,0.0003,0.014599113,-8.283048607409,-0.0013164584984224348
12361,4283,52953088,202,1602,0.2,0.12586021423339844,0.7842443585395813,0.005895498583413428,-0.06548874460160732,86.27,0.680490642786026,-0.08928648382425308,0.0003,0.011029903,-8.147939518094063,-0.0032709288543628645
12355,4306,53215232,203,1610,0.2,0.1340160369873047,0.7676723003387451,0.0058673665080277715,-0.31206157518550753,103.12,0.6185272336006165,-0.08064832538366318,0.0003,0.011898596,-7.993539910763502,-0.0028601565200006007
12350,4329,53477376,204,1618,0.2,0.12618446350097656,0.7528461813926697,0.005695597565136268,-0.28703848058357834,85.18,0.6300047636032104,-0.0842064842581749,0.0003,0.011963365,-7.857996128499508,-0.0013325692357284424
12344,4353,53739520,205,1626,0.2,0.1437087059020996,0.7386561036109924,0.0053125964986975305,-0.13297548579983412,93.35,0.6201256215572357,-0.08148770034313202,0.0003,0.010098808,-7.722556479275227,-0.0025344974301333423
12339,4376,54001664,206,1634,0.2,0.12931013107299805,0.726561427116394,0.0071862271361169405,-0.15283181625884026,89.63,0.669639378786087,-0.07928112149238586,0.0003,0.010194061,-7.603721097111702,-0.002259813345517614
12333,4399,54263808,207,1642,0.2,0.1258392333984375,0.7124778628349304,0.005684048997864011,0.030972533074673264,108.94,0.6340048611164093,-0.07997891306877136,0.0003,0.010664657,-7.481185253709555,-0.0022809053962191683
12330,4422,54525952,208,1644,0.2,0.1057098388671875,0.710178017616272,0.007115585869178176,-0.03976734335068613,85.17,0.7029937207698822,-0.07330373674631119,0.0003,0.024342855,-7.413895082473755,0.0011338860698742793
12326,4444,54788096,209,1648,0.2,0.1171123798076923,0.704940140247345,0.008183975309993211,-0.09993607494980097,84.05,0.6321493685245514,-0.06716480106115341,0.0003,0.018655665,-7.3729651891268215,0.0027382831098153614
12320,4468,55050240,210,1656,0.2,0.13120555877685547,0.6904290318489075,0.0043241512175882235,-0.027949488633312286,102.36,0.6092084348201752,-0.0779360979795456,0.0003,0.010549099,-7.266954280436039,-0.002523168002426246
12315,4491,55312384,211,1664,0.2,0.13875198364257812,0.6786119937896729,0.005320966449289699,-0.023326516011729838,108.05,0.6008093357086182,-0.07360655069351196,0.0003,0.01024996,-7.14117282256484,-0.001798399935978523
12311,4514,55574528,212,1672,0.2,0.12726402282714844,0.6686877012252808,0.00680597459722776,0.027649302897043527,90.15,0.6495858132839203,-0.07164333760738373,0.0003,0.010904655,-7.033221837133169,-0.0014352954685818986
12306,4537,55836672,213,1680,0.2,0.14641952514648438,0.6592742800712585,0.007812077932612738,0.12555210592225194,116.82,0.5730593502521515,-0.07202115654945374,0.0003,0.011415243,-6.932959251105785,-0.0014791386038268683
12301,4560,56098816,214,1688,0.2,0.14069747924804688,0.6503147482872009,0.005816559300001245,0.07619605175685137,107.21,0.6277000308036804,-0.06929507106542587,0.0003,0.009934546,-6.838545229285955,-0.0011781658236031944
12296,4583,56360960,215,1696,0.2,0.13880395889282227,0.6402096748352051,0.005416738846179214,0.12901069497689605,109.9,0.7279852628707886,-0.07008834183216095,0.0003,0.010470156,-6.733527213335037,-0.0013278416881803423
12293,4606,56623104,216,1697,0.2,0.08059969815340909,0.6394929885864258,0.006676105232062665,0.16846909680403768,115.36,0.6725786626338959,-0.06424137949943542,0.0003,0.01843031,-6.6883392333984375,0.0006155376428399574
12288,4629,56885248,217,1705,0.2,0.12614679336547852,0.6299359202384949,0.00601218243537005,0.16131471052300184,130.71,0.6270085573196411,-0.0679352656006813,0.0003,0.009984728,-6.622950240969658,-0.0013565220046984905
12283,4652,57147392,218,1713,0.2,0.13178205490112305,0.6198451519012451,0.004981550941010937,0.25740808428265155,134.04,0.5526575446128845,-0.06912999600172043,0.0003,0.010385716,-6.51228155195713,-0.001978480248908454
12278,4675,57409536,219,1721,0.2,0.13355398178100586,0.6087293028831482,0.004587239267493715,0.17088862348347902,133.72,0.695178747177124,-0.0668388232588768,0.0003,0.011362003,-6.395644165575504,-0.0018686468447413063
12273,4698,57671680,220,1727,0.2,0.14653689362281977,0.6030538082122803,0.0058595420505721555,0.24783636623993516,139.69,0.6514686346054077,-0.059122469276189804,0.0003,0.019821754,-6.314815072126167,0.003495726918498444
12268,4722,57933824,221,1735,0.2,0.1412982940673828,0.5964578986167908,0.006179947609780356,0.2934072289150208,131.77,0.7233931422233582,-0.06399129331111908,0.0003,0.012301026,-6.238778978586197,-0.0006902302861817589
12262,4745,58195968,222,1743,0.2,0.14330673217773438,0.588993489742279,0.005094712976642768,0.49374684910289945,148.05,0.5917261242866516,-0.061794694513082504,0.0003,0.009437874,-6.157282806932926,-0.0013075925912744424
12256,4769,58458112,223,1751,0.2,0.13238906860351562,0.5801927447319031,0.004504561258727335,0.46908601650968196,142.33,0.6101809740066528,-0.06231296807527542,0.0003,0.010287702,-6.061632968485355,-0.001295698372359766
12251,4793,58720256,224,1759,0.2,0.14220714569091797,0.5735177993774414,0.006858646804175805,0.41720504767727107,135.36,0.7126915752887726,-0.06255865842103958,0.0003,0.012655551,-5.972596108913422,-0.0007846646722100559
12245,4816,58982400,225,1767,0.2,0.14333677291870117,0.5690187215805054,0.007337359984376235,0.3974601200595498,136.94,0.7744092494249344,-0.059354834258556366,0.0003,0.011471782,-5.911253564059734,0.00014309670541479136
12240,4840,59244544,226,1775,0.2,0.14931535720825195,0.5647730231285095,0.007863115271902643,0.465706921229139,134.38,0.7733632028102875,-0.058501407504081726,0.0003,0.010734265,-5.859705302864313,-0.0006031106831869693
12235,4863,59506688,227,1783,0.2,0.15355396270751953,0.5604475140571594,0.0100006955981371,0.5002855252893642,148.61,0.8530689626932144,-0.05995498597621918,0.0003,0.011303647,-5.810927879065275,-1.6916832919378066e-05
12229,4887,59768832,228,1791,0.2,0.1614823341369629,0.558536171913147,0.011833157441287767,0.9198993195360526,161.68,0.8577290028333664,-0.05796245113015175,0.0003,0.012790568,-5.777124807238579,0.000163301968768792
12224,4910,60030976,229,1799,0.2,0.1380171775817871,0.5546834468841553,0.009996955890528625,0.8032602027151734,163.28,0.8283282220363617,-0.05879572033882141,0.0003,0.008706929,-5.738932780921459,-0.0004555281147986534
12217,4934,60293120,230,1807,0.2,0.13805341720581055,0.5511777400970459,0.010494960581127089,0.6000061212852598,176.07,0.8473307341337204,-0.05777204781770706,0.0003,0.010643667,-5.693232327699661,-0.0008555284712201683
12211,4958,60555264,231,1815,0.2,0.1469416618347168,0.5494834184646606,0.013847945461748168,0.5427738714963197,169.44,0.8675830364227295,-0.057721298187971115,0.0003,0.009592838,-5.66688871383667,-0.0001879526635093498
12205,4982,60817408,232,1823,0.2,0.1505265235900879,0.5460579991340637,0.011182193964486942,1.2888749403133988,186.31,0.8964958563446999,-0.054726097732782364,0.0003,0.010536404,-5.635468054562807,6.243188795451715e-05
12199,5006,61079552,233,1831,0.2,0.13974809646606445,0.5443955659866333,0.013335562980500981,0.7363122438266874,191.56,0.878639355301857,-0.0575554184615612,0.0003,0.009791153,-5.602747969329357,-0.0010794346471811878
12192,5031,61341696,234,1839,0.2,0.14922857284545898,0.5438069701194763,0.014555579953594133,1.3013299540802836,180.89,0.8991806656122208,-0.05219255015254021,0.0003,0.012369653,-5.588821288198233,0.0007728243472229224
12186,5055,61603840,235,1847,0.2,0.15568017959594727,0.5425530672073364,0.015413030312629417,0.7407526716869325,207.24,0.8862506970763206,-0.05774882435798645,0.0003,0.010507673,-5.580853525549173,-1.533458862468251e-05
12179,5079,61865984,236,1855,0.2,0.14873838424682617,0.5413286685943604,0.013600802849396132,1.3829101457167416,202.24,0.8780435249209404,-0.05486128479242325,0.0003,0.010572514,-5.567298132926226,3.5660064895637333e-05
12172,5103,62128128,237,1863,0.2,0.15982723236083984,0.538438618183136,0.013262519707495812,1.7629660787852481,190.07,0.9169356301426888,-0.05501152202486992,0.0003,0.010553851,-5.541601128876209,0.0006624288107559551
12166,5128,62390272,238,1871,0.2,0.14450788497924805,0.5393445491790771,0.020433221507119015,1.664507044935599,188.66,0.8863345831632614,-0.05250297859311104,0.0003,0.011285577,-5.534836981445551,0.00022042610635253368
12160,5152,62652416,239,1879,0.2,0.14589166641235352,0.5401286482810974,0.02095899306004867,0.985113932765089,190.41,0.8789908736944199,-0.05573984608054161,0.0003,0.0108108325,-5.548791021108627,0.00040044369188763085
12155,5175,62914560,240,1887,0.2,0.13006305694580078,0.5402806997299194,0.018836709066818003,1.5989061197452248,190.07,0.8998991027474403,-0.05174804851412773,0.0003,0.011578393,-5.553638979792595,-0.00023209095797938062
12150,5199,63176704,241,1895,0.2,0.15169000625610352,0.541230320930481,0.022218557045562193,1.3245583071932197,199.42,0.9024938717484474,-0.0550844743847847,0.0003,0.010799945,-5.560511540621519,0.00044402944138255407
12145,5223,63438848,242,1903,0.2,0.14202260971069336,0.5417178869247437,0.021888757561100647,1.3270679947035386,190.14,0.8942034617066383,-0.05266387015581131,0.0003,0.013057509,-5.573831081390381,0.0005558443940572033
12140,5247,63700992,243,1911,0.2,0.1444988250732422,0.5426308512687683,0.022376046457793564,0.821223020865582,196.4,0.8994020596146584,-0.054174479097127914,0.0003,0.010951599,-5.583122510462999,0.0009649405678828771
12133,5271,63963136,244,1919,0.2,0.14545822143554688,0.5422500371932983,0.02499559240823146,1.1064073263294996,195.1,0.907652735710144,-0.05216999724507332,0.0003,0.011456527,-5.587191998958588,6.831971836618322e-05
12128,5295,64225280,245,1927,0.2,0.13286113739013672,0.5427185893058777,0.02986927586607635,1.4227863931376488,193.18,0.9030842483043671,-0.05430789664387703,0.0003,0.011263449,-5.592293940484524,0.00016521913221367868
12122,5319,64487424,246,1935,0.2,0.1364269256591797,0.5441576242446899,0.03651185045600869,2.748733241946902,193.16,0.9081619009375572,-0.05326206237077713,0.0003,0.00960938,-5.608454458415508,0.0004002245432275231
12116,5344,64749568,247,1943,0.2,0.1220083236694336,0.5451783537864685,0.0533670331351459,2.3056433858466336,178.01,0.9051987901329994,-0.05013369768857956,0.0003,0.008581508,-5.625693265348673,0.00030849728909743135
12108,5368,65011712,248,1951,0.2,0.13849925994873047,0.5469706654548645,0.049818655563285574,3.7696512322872877,207.74,0.9179420918226242,-0.053330518305301666,0.0003,0.0107378205,-5.643061850219965,0.0008498329193571408
12101,5394,65273856,249,1959,0.2,0.12925481796264648,0.5490924715995789,0.05296624155016616,1.483003894169815,206.66,0.9105253145098686,-0.05245243012905121,0.0003,0.010455614,-5.669356521219015,0.00036484527299762703
12094,5418,65536000,250,1967,0.2,0.12619495391845703,0.5509552359580994,0.04185885505285114,3.2088444743305446,209.73,0.9140554443001747,-0.05460388958454132,0.0003,0.010467555,-5.6954267509281635,9.631965531298192e-05
12087,5443,65798144,251,1975,0.2,0.13438892364501953,0.5525367259979248,0.04944893190986477,2.305685020944802,189.28,0.9207543432712555,-0.05255051329731941,0.0003,0.012829606,-5.717677317559719,0.0005138613323651953
