time/iterations,time/time_elapsed,time/fps,time/total_timesteps,train/value_loss,train/clip_fraction,train/std,train/entropy_loss,train/n_updates,train/approx_kl,train/loss,train/explained_variance,train/policy_gradient_loss,train/learning_rate,train/clip_range,rollout/ep_len_mean,rollout/ep_rew_mean
122,3183,10047,31981568,0.0036190866067045135,0.0977020263671875,1.8073151111602783,-13.288213647902012,951,0.007566191,-0.13416190445423126,0.43097877502441406,0.0003442204620114353,0.0003,0.2,150.39,1.3647299680113791
123,3210,10044,32243712,0.0030554816621588543,0.09281301498413086,1.812549352645874,-13.307534977793694,959,0.008171841,-0.1335640549659729,0.43985337018966675,0.00015638401055184659,0.0003,0.2,168.14,1.5407325427234173
124,3236,10042,32505856,0.0020813460841964115,0.08035612106323242,1.8206392526626587,-13.321792922914028,967,0.0066591185,-0.13302923738956451,0.5207772552967072,2.495826265658252e-05,0.0003,0.2,149.76,1.3311533112078906
125,3264,10038,32768000,0.002581007019216486,0.09824752807617188,1.822180986404419,-13.326659418642521,975,0.008881812,-0.13324490189552307,0.4977843165397644,0.0007378930840786779,0.0003,0.2,136.8,1.1615843399614096
126,3290,10037,33030144,0.004163043267908506,0.1078023910522461,1.8271327018737793,-13.336173869669437,983,0.008958346,-0.13292953372001648,0.46261727809906006,7.448022643075092e-05,0.0003,0.2,144.01,1.2249088959395886
127,3317,10034,33292288,0.003944241834688,0.09687376022338867,1.8369885683059692,-13.357511274516582,991,0.008031572,-0.133797287940979,0.4541330933570862,-0.00042996197180400486,0.0003,0.2,139.33,1.120271142348647
128,3344,10032,33554432,0.0036161938078294042,0.09031105041503906,1.844069480895996,-13.384515084326267,999,0.00657221,-0.13592299818992615,0.45360779762268066,-0.0003658609380181588,0.0003,0.2,153.11,1.31689454510808
129,3370,10031,33816576,0.003107652300968766,0.09413008256392046,1.8469487428665161,-13.392637382854115,1001,0.026636168,-0.13462303578853607,0.5277011096477509,0.004271892095196315,0.0003,0.2,158.81,1.459018304310739
130,3397,10029,34078720,0.002921753089140111,0.0997776985168457,1.8546944856643677,-13.406297527253628,1009,0.007514185,-0.13515308499336243,0.4774695038795471,0.00022454749660028028,0.0003,0.2,152.45,1.3262050508707761
131,3424,10028,34340864,0.003478964159512543,0.10353231430053711,1.8634482622146606,-13.424697056412697,1017,0.010042681,-0.13343045115470886,0.5552398562431335,0.0008405645821767393,0.0003,0.2,129.79,1.1216857440769672
132,3451,10025,34603008,0.0031255984813469695,0.11057186126708984,1.872922658920288,-13.448556803166866,1025,0.007723446,-0.1363040655851364,0.5440994501113892,0.0008959454216892482,0.0003,0.2,152.95,1.4530071964114903
133,3477,10024,34865152,0.002694501212317846,0.09123039245605469,1.8803000450134277,-13.468576237559319,1033,0.006310933,-0.13408347964286804,0.5184296667575836,0.00025393184205313446,0.0003,0.2,149.65,1.2648298199474812
134,3505,10020,35127296,0.0038228530102060176,0.10299873352050781,1.8935198783874512,-13.498121969401836,1041,0.007568035,-0.1345376819372177,0.5463187992572784,0.00038445746849902207,0.0003,0.2,143.38,1.2633512075990438
135,3532,10019,35389440,0.003468946521024918,0.10011863708496094,1.9079391956329346,-13.536634735763073,1049,0.0071520796,-0.13794760406017303,0.4960041046142578,6.656307050434407e-06,0.0003,0.2,145.74,1.3286186876893042
136,3559,10016,35651584,0.004439283986357623,0.10730504989624023,1.915107250213623,-13.564760327339172,1057,0.008273031,-0.13602153956890106,0.5001919269561768,0.0004936610703225597,0.0003,0.2,164.79,1.4932420624792575
137,3585,10015,35913728,0.002831534495271626,0.0975790023803711,1.9235891103744507,-13.58482064306736,1065,0.0073799845,-0.13663360476493835,0.6339379549026489,0.0002258941062791564,0.0003,0.2,139.98,1.2017899456620216
138,3613,10010,36175872,0.003320827141578775,0.09991788864135742,1.9375211000442505,-13.621053881943226,1073,0.00814786,-0.13546015322208405,0.57074174284935,0.0004322513914303272,0.0003,0.2,150.75,1.3597300557419658
139,3640,10008,36438016,0.003403934169909917,0.10796689987182617,1.946014165878296,-13.645153298974037,1081,0.008057592,-0.13847923278808594,0.4839349389076233,0.0006053857387087191,0.0003,0.2,140.41,1.2445754474401474
140,3667,10007,36700160,0.0045981562725501135,0.10750198364257812,1.9566656351089478,-13.671207420527935,1089,0.008007444,-0.1383424550294876,0.4256941080093384,0.0004171516004589648,0.0003,0.2,153.4,1.3793177316710352
141,3694,10005,36962304,0.004481518550164765,0.10523509979248047,1.9715259075164795,-13.709318228065968,1097,0.0081598805,-0.13493967056274414,0.48564887046813965,-0.00022250766141951317,0.0003,0.2,142.07,1.217852563895285
142,3720,10004,37224448,0.003338993486977415,0.09294939041137695,1.9807605743408203,-13.74026757478714,1105,0.00718935,-0.1385156214237213,0.44159770011901855,-0.0002906012086896226,0.0003,0.2,151.19,1.3604150050878525
143,3748,10000,37486592,0.0029365073605731595,0.0989680290222168,1.9821683168411255,-13.746214032173157,1113,0.008088561,-0.13854184746742249,0.5784127712249756,4.137383984925691e-05,0.0003,0.2,149.18,1.3106074472516775
144,3775,9998,37748736,0.005715953748222091,0.1102151870727539,2.000577688217163,-13.783334493637085,1121,0.007839599,-0.14059415459632874,0.4655535817146301,1.0582744380371878e-05,0.0003,0.2,160.57,1.4226534481905402
145,3802,9996,38010880,0.0023302475583477644,0.09159040451049805,2.006202220916748,-13.808616146445274,1129,0.008065209,-0.1372881680727005,0.45084333419799805,0.000616946503669169,0.0003,0.2,144.93,1.2250383020192386
146,3828,9995,38273024,0.003582780234864913,0.09711885452270508,2.015392541885376,-13.8274370059371,1137,0.009212479,-0.13866375386714935,0.4636579155921936,0.00011919873486476718,0.0003,0.2,154.04,1.3253821690380574
147,3856,9992,38535168,0.00313154901505186,0.09945487976074219,2.030465841293335,-13.861821077764034,1145,0.007396787,-0.137664332985878,0.2595330476760864,0.0008132013772410573,0.0003,0.2,146.96,1.2680768149346113
148,3883,9991,38797312,0.0030986117035354255,0.1089162826538086,2.0346570014953613,-13.883473128080368,1153,0.007549014,-0.13867782056331635,0.461398184299469,4.856157011090545e-05,0.0003,0.2,141.42,1.2425663158670068
149,3909,9989,39059456,0.0030099920513748657,0.10329818725585938,2.0439934730529785,-13.908463254570961,1161,0.008643519,-0.14082381129264832,0.49839478731155396,6.429781296901638e-05,0.0003,0.2,144.57,1.2857769969850779
150,3936,9988,39321600,0.0034939384440804133,0.10068750381469727,2.0556442737579346,-13.935029327869415,1169,0.008228732,-0.13687725365161896,0.6318647563457489,0.0001386297676617687,0.0003,0.2,157.01,1.4123982402682305
151,3963,9987,39583744,0.00355931777630758,0.09992599487304688,2.064828634262085,-13.960885748267174,1177,0.008167291,-0.136887326836586,0.5256790518760681,-0.00021902531716477824,0.0003,0.2,145.84,1.290200345441699
152,3991,9983,39845888,0.0034738080194074428,0.10570096969604492,2.0777981281280518,-13.99000621587038,1185,0.008924279,-0.1398034393787384,0.44659626483917236,0.0002845091512426734,0.0003,0.2,157.59,1.3909690752625465
153,4017,9982,40108032,0.0038336609777616104,0.10789155960083008,2.0921196937561035,-14.0310083553195,1193,0.0107414005,-0.13956594467163086,0.6218437254428864,0.00034527450407040305,0.0003,0.2,146.94,1.3287942276149989
154,4044,9980,40370176,0.004609955847627134,0.10814189910888672,2.1073520183563232,-14.071191407740116,1201,0.009637371,-0.14221897721290588,0.5008162558078766,-0.0002305709390384436,0.0003,0.2,145.16,1.1780744072049856
155,4071,9979,40632320,0.0039095589381759055,0.10057592391967773,2.1182146072387695,-14.1079266294837,1209,0.008841608,-0.1415334790945053,0.5930399298667908,-6.612508013859042e-05,0.0003,0.2,146.99,1.1786489856988192
156,4099,9975,40894464,0.003960670954256784,0.10073184967041016,2.126568555831909,-14.135819643735886,1217,0.006435506,-0.1423807293176651,0.617268294095993,0.00020695516604973818,0.0003,0.2,160.77,1.3902500058710574
157,4126,9974,41156608,0.004451289745702525,0.09990072250366211,2.1407504081726074,-14.162467621266842,1225,0.008815702,-0.1434931457042694,0.5923284292221069,-0.00013352676751310355,0.0003,0.2,156.7,-6.034143073558807
158,4153,9971,41418752,0.33987665735185146,0.13060283660888672,2.076711416244507,-14.058516792953014,1233,0.011451244,-0.12575463950634003,-0.0017119646072387695,-0.010829973595718911,0.0003,0.2,148.65,-12.317461404800415
159,4180,9971,41680896,0.17089800187386572,0.2086806297302246,1.991778016090393,-13.86348458379507,1241,0.018589662,-0.15471802651882172,0.05568337440490723,-0.025594552386792202,0.0003,0.2,162.49,-17.926983489990235
160,4206,9969,41943040,0.1137951219570823,0.20655155181884766,1.9131965637207031,-13.663269594311714,1249,0.017264575,-0.15697476267814636,0.15931838750839233,-0.023432696149029653,0.0003,0.2,163.11,-19.16726674795151
161,4235,9965,42205184,0.08731426432495937,0.20459508895874023,1.8383443355560303,-13.44059918820858,1257,0.017192353,-0.15160085260868073,0.23731178045272827,-0.023286788244149648,0.0003,0.2,144.99,-15.519459125995636
162,4261,9964,42467328,0.0739830668317154,0.18688154220581055,1.7709276676177979,-13.23210310190916,1265,0.015914246,-0.15193596482276917,0.29881054162979126,-0.021323334500266355,0.0003,0.2,161.37,-15.06036302804947
163,4289,9962,42729472,0.059012878366047516,0.17955446243286133,1.7066681385040283,-13.018724881112576,1273,0.014912391,-0.15203720331192017,0.3629390597343445,-0.020269877190912666,0.0003,0.2,151.89,-12.430456717014312
164,4314,9963,42991616,0.05912102189134149,0.12255141314338236,1.695525884628296,-12.939020212958841,1275,0.038473293,-0.13450998067855835,0.3826412558555603,-0.0023881995379376937,0.0003,0.2,172.12,-12.942559721469879
165,4342,9959,43253760,0.041783454711548984,0.18378353118896484,1.6341626644134521,-12.752004034817219,1283,0.014428621,-0.14872127771377563,0.3423893451690674,-0.020012701899759122,0.0003,0.2,168.07,-11.323404204845428
166,4369,9959,43515904,0.034205109303002246,0.1724400520324707,1.5762076377868652,-12.551984570920467,1291,0.016058903,-0.1454990655183792,0.44217705726623535,-0.018972689595102565,0.0003,0.2,159.93,-10.06941853761673
167,4396,9957,43778048,0.027984982560155913,0.16775083541870117,1.5218240022659302,-12.34870906919241,1299,0.014127276,-0.145529642701149,0.46319109201431274,-0.016964325319349882,0.0003,0.2,170.08,-9.259448177814484
168,4423,9957,44040192,0.022665734650217928,0.1603531837463379,1.4663004875183105,-12.114737406373024,1307,0.014761243,-0.14095328748226166,0.4757450222969055,-0.01920767259434797,0.0003,0.2,164.23,-8.076889406442643
169,4450,9955,44302336,0.01970499056915287,0.15551519393920898,1.4137672185897827,-11.894679479300976,1315,0.0139229465,-0.1437319964170456,0.474603533744812,-0.018395234441413777,0.0003,0.2,171.73,-7.554850749969482
170,4477,9951,44564480,0.015466603494132869,0.16532230377197266,1.3643079996109009,-11.661712259054184,1323,0.015876474,-0.13523216545581818,0.48150622844696045,-0.017760358237865148,0.0003,0.2,158.65,-6.182656255960464
171,4504,9950,44826624,0.01300782838370651,0.15722084045410156,1.3166054487228394,-11.44712632894516,1331,0.013478464,-0.13596494495868683,0.45673125982284546,-0.017118818958806514,0.0003,0.2,168.37,-5.919210888147354
172,4532,9948,45088768,0.010058573410788085,0.1500544548034668,1.2709636688232422,-11.226254552602768,1339,0.013371045,-0.13771997392177582,0.4989880919456482,-0.017974568066165375,0.0003,0.2,164.36,-4.9826143980026245
173,4559,9947,45350912,0.008427452488831477,0.15320348739624023,1.2277534008026123,-11.001716993749142,1347,0.013045406,-0.1333257555961609,0.5214720368385315,-0.017646244511524856,0.0003,0.2,172.42,-4.779695401191711
174,4587,9943,45613056,0.006533117368235253,0.15528583526611328,1.185056209564209,-10.76651444286108,1355,0.014071415,-0.13280996680259705,0.522926390171051,-0.019232534948059765,0.0003,0.2,159.07,-3.8339135998487475
175,4614,9940,45875200,0.006003520993544953,0.1434788703918457,1.1439043283462524,-10.546483010053635,1363,0.012565644,-0.1278892606496811,0.5283348560333252,-0.017548753439768916,0.0003,0.2,173.34,-3.706233246922493
176,4642,9938,46137344,0.006487999093224062,0.14629125595092773,1.1054922342300415,-10.326213002204895,1371,0.013510438,-0.12321360409259796,0.5653354227542877,-0.014112024776295584,0.0003,0.2,156.0,-2.9916303139925002
177,4669,9936,46399488,0.006915459507581545,0.14275455474853516,1.0700476169586182,-10.107683576643467,1379,0.012549438,-0.11522646248340607,0.4790842533111572,-0.011717889041392482,0.0003,0.2,155.69,-2.612245908975601
178,4697,9933,46661632,0.004434662423591362,0.1417217254638672,1.0334256887435913,-9.87060248106718,1387,0.012588648,-0.11945918947458267,0.6000295877456665,-0.01572369735731627,0.0003,0.2,152.86,-2.2568801087141037
179,4725,9930,46923776,0.004027847540783114,0.13869428634643555,1.0023564100265503,-9.669577352702618,1395,0.011705674,-0.11325021088123322,0.5692988634109497,-0.01191085749087506,0.0003,0.2,153.84,-1.9481924763321876
180,4752,9928,47185920,0.0033491618578409543,0.14451122283935547,0.9704403877258301,-9.447103314101696,1403,0.015659904,-0.11188303679227829,0.5083329677581787,-0.013737552249949658,0.0003,0.2,157.86,-1.7020567914843558
181,4780,9926,47448064,0.00291572033893317,0.1339406967163086,0.93892502784729,-9.242459647357464,1411,0.012109516,-0.11469792574644089,0.5275672972202301,-0.01325211061976006,0.0003,0.2,159.79,-1.492352465391159
182,4807,9924,47710208,0.0023256807362486143,0.13632917404174805,0.9089890122413635,-9.025041788816452,1419,0.014283672,-0.11143126338720322,0.5402860641479492,-0.012420413032486977,0.0003,0.2,156.19,-1.2667156019806862
183,4835,9920,47972352,0.002788914516713703,0.1321730613708496,0.8814612030982971,-8.810374893248081,1427,0.011706406,-0.10395773500204086,0.5045317113399506,-0.009967165827220015,0.0003,0.2,166.06,-1.064180446267128
184,4862,9919,48234496,0.001939673571541789,0.1320037841796875,0.8538066744804382,-8.587452337145805,1435,0.012429682,-0.1005263477563858,0.5864238739013672,-0.010991007688062382,0.0003,0.2,155.79,-0.8996271108090877
185,4890,9916,48496640,0.0019304694469610695,0.12591981887817383,0.8268187642097473,-8.369852147996426,1443,0.01278929,-0.09855923056602478,0.5789265930652618,-0.012077480614607339,0.0003,0.2,160.46,-0.6792703553661704
186,4917,9915,48758784,0.00295738763816189,0.12836933135986328,0.8055344820022583,-8.186499156057835,1451,0.012252302,-0.08824146538972855,0.5525737106800079,-0.0032507854784853407,0.0003,0.2,159.6,-0.5121932885609567
187,4945,9912,49020928,0.0027852265698396985,0.17201861213235295,0.8030520677566528,-8.098979052375345,1453,0.031963788,-0.07090487331151962,0.4790201783180237,0.006028175316340125,0.0003,0.2,164.93,-0.4339586105197668
188,4972,9910,49283072,0.0017566194819664815,0.13440847396850586,0.7815325260162354,-7.970821652561426,1461,0.013477029,-0.09311404824256897,0.5418634414672852,-0.007509772563025763,0.0003,0.2,162.62,-0.32617048437008633
189,4999,9909,49545216,0.002325422285745541,0.20953369140625,0.7813318371772766,-7.901204744974772,1462,0.016159484,-0.06706579029560089,0.5010822117328644,0.005989643395878375,0.0003,0.2,155.6,-0.4145425116852857
190,5027,9907,49807360,0.002645173174641968,0.13359355926513672,0.7626274824142456,-7.805282216519117,1470,0.011507042,-0.08465956151485443,0.5104182362556458,-0.0050594293284120795,0.0003,0.2,172.37,-0.32484495906159283
191,5055,9904,50069504,0.0019467061865725555,0.12179040908813477,0.7431949973106384,-7.631467640399933,1478,0.00958945,-0.08831816911697388,0.48850393295288086,-0.006334156328193785,0.0003,0.2,168.85,-0.12639383940957485
192,5083,9900,50331648,0.0016607288544037146,0.1138606071472168,0.7225242853164673,-7.445047542452812,1486,0.010751006,-0.08933018893003464,0.5463697016239166,-0.007134249131013348,0.0003,0.2,160.49,-0.28431592126842586
193,5111,9898,50593792,0.0020523136054180213,0.11907720565795898,0.705163300037384,-7.267803188413382,1494,0.011017185,-0.08083134889602661,0.5488361120223999,-0.005187508228118531,0.0003,0.2,159.42,0.08858838713727892
194,5139,9895,50855936,0.0020268536627554568,0.12260675430297852,0.688764750957489,-7.10417278110981,1502,0.010144282,-0.07745148986577988,0.42557233572006226,-0.003800557724389364,0.0003,0.2,161.36,0.07444871868938208
195,5166,9893,51118080,0.003019249877979746,0.12243127822875977,0.673760712146759,-6.953044466674328,1510,0.010685699,-0.07500807195901871,0.4665396213531494,-0.0039047393775035744,0.0003,0.2,168.79,0.3082807977171615
196,5195,9889,51380224,0.0024753774101238537,0.13565859587296195,0.667941689491272,-6.855673758879952,1513,0.01783021,-0.06548672914505005,0.4491323232650757,-7.485422057747517e-05,0.0003,0.2,184.56,0.31650386944413184
197,5222,9887,51642368,0.0013542117721954128,0.11080074310302734,0.6521261930465698,-6.722838841378689,1521,0.011975558,-0.07500546425580978,0.5240814983844757,-0.005900354332425195,0.0003,0.2,164.38,0.3995770138222724
198,5250,9884,51904512,0.002224748599473969,0.11798620223999023,0.6392157077789307,-6.586788035929203,1529,0.008418668,-0.07172201573848724,0.7305254340171814,-0.002748087124473386,0.0003,0.2,179.06,0.4642533661564812
199,5278,9881,52166656,0.0018339980879318318,0.1327652931213379,0.6267805099487305,-6.446278844028711,1537,0.011400159,-0.06923814117908478,0.5219871997833252,-0.0019497146076901117,0.0003,0.2,177.46,0.5169744973676279
200,5307,9877,52428800,0.0024336176311408053,0.12699365615844727,0.6150526404380798,-6.316981807351112,1545,0.009953655,-0.07014437019824982,0.48244744539260864,-0.0025909068913279043,0.0003,0.2,175.75,0.6617783355806023
201,5335,9875,52690944,0.002745741178841854,0.13123464584350586,0.6053478121757507,-6.204175662249327,1553,0.01054306,-0.06297717243432999,0.7230478525161743,0.0023646720960641687,0.0003,0.2,181.65,0.7411530748894438
202,5363,9872,52953088,0.0017455535511237004,0.1067779970840669,0.5978986620903015,-6.109418499637657,1558,0.018785909,-0.053459178656339645,0.7428154945373535,0.002968698782636456,0.0003,0.2,188.06,0.6716386530268937
203,5391,9869,53215232,0.0020134625356149627,0.11941289901733398,0.5864643454551697,-5.9906052723526955,1566,0.010205142,-0.06363356113433838,0.5959303975105286,-0.0031395612995765987,0.0003,0.2,207.46,0.9232355750538409
204,5419,9866,53477376,0.0016794248140286072,0.1221475601196289,0.5753578543663025,-5.864089492708445,1574,0.010248394,-0.0622144490480423,0.5587631464004517,-0.002391017088029912,0.0003,0.2,196.18,0.9276240233983845
205,5448,9863,53739520,0.0018598667438709526,0.13567161560058594,0.5658112168312073,-5.740405585616827,1582,0.010753309,-0.061091259121894836,0.5809921622276306,-0.0019393718573610386,0.0003,0.2,208.57,0.9595200466550886
206,5476,9860,54001664,0.0019375146075617522,0.12484121322631836,0.5556031465530396,-5.625920332968235,1590,0.009559284,-0.05988245829939842,0.5872170329093933,-0.0019749509119719733,0.0003,0.2,199.19,1.0876617770362644
207,5504,9858,54263808,0.0018822940246536746,0.1378622055053711,0.5464890003204346,-5.508244939148426,1598,0.010951313,-0.057229239493608475,0.5799157023429871,-0.0014219692120605032,0.0003,0.2,197.06,1.09409437144408
208,5532,9855,54525952,0.002032716781286581,0.14302682876586914,0.5391715168952942,-5.4078563041985035,1606,0.009843083,-0.058322127908468246,0.490001916885376,4.448177560334443e-05,0.0003,0.2,203.83,1.1173960046842695
209,5560,9852,54788096,0.0016194533463931293,0.12566804885864258,0.5293877124786377,-5.297590669244528,1614,0.009812478,-0.05655462667346001,0.6316864192485809,-0.001808542509934341,0.0003,0.2,205.15,1.282580487690866
210,5588,9851,55050240,0.0025055878722923808,0.12457799911499023,0.5235604047775269,-5.203410230576992,1622,0.01062502,-0.04992308467626572,0.5907382667064667,0.0028251772032490408,0.0003,0.2,212.64,1.5026464318763464
211,5615,9849,55312384,0.002353319378926244,0.14349365234375,0.5165829658508301,-5.116974197328091,1630,0.010747809,-0.05093924328684807,0.5403264462947845,0.0013796440171063296,0.0003,0.2,211.8,1.4260669526923448
212,5642,9849,55574528,0.0022425108074553704,0.16009842722039475,0.5152634382247925,-5.074789172724674,1632,0.024048522,-0.042479339987039566,0.490169882774353,0.0052529708666138744,0.0003,0.2,203.72,1.360692109055817
213,5670,9846,55836672,0.001782407530299679,0.13530254364013672,0.5074533224105835,-5.007852468639612,1640,0.009820318,-0.05502886697649956,0.557825356721878,-0.0009184138480122783,0.0003,0.2,214.64,1.4735486206412316
214,5698,9845,56098816,0.001254928121852572,0.1440582275390625,0.49874526262283325,-4.891415320336819,1648,0.008357794,-0.05065833404660225,0.6524734497070312,-0.0007518796899148583,0.0003,0.2,209.78,1.520552765801549
215,5725,9843,56360960,0.0013902946511734626,0.13187789916992188,0.490994393825531,-4.788569286465645,1656,0.008574322,-0.051869507879018784,0.6319265365600586,0.00027017920274374774,0.0003,0.2,219.05,1.617354811700061
216,5752,9843,56623104,0.0018438334589039808,0.1423256321957237,0.48576149344444275,-4.697207134648373,1662,0.014145945,-0.032379183918237686,0.5994410216808319,0.0007735885740993054,0.0003,0.2,199.96,1.5318170106969773
217,5780,9841,56885248,0.0012912808679175214,0.1535782814025879,0.47882622480392456,-4.604129429906607,1670,0.01228574,-0.04776895046234131,0.566394180059433,0.0012568584188556997,0.0003,0.2,221.28,1.7641243281471544
218,5808,9838,57147392,0.0009988111164602742,0.12214469909667969,0.4704523980617523,-4.491780113428831,1678,0.009738764,-0.04905480146408081,0.6744946837425232,-0.0018156146461478784,0.0003,0.2,220.65,1.7350611133128404
219,5835,9837,57409536,0.001313040530476428,0.13307619094848633,0.4622815251350403,-4.38152214884758,1686,0.010436865,-0.047592729330062866,0.641591489315033,-0.0007645985710951209,0.0003,0.2,225.41,1.928417429048568
220,5863,9836,57671680,0.0017271089498766712,0.14873976934523808,0.4560936987400055,-4.27420953720335,1694,0.015395052,-0.036552101373672485,0.5518449246883392,-1.4211998195461338e-05,0.0003,0.2,236.27,1.9489385315775871
221,5890,9835,57933824,0.001344075785144358,0.13127177470439189,0.4529714584350586,-4.211824893951416,1697,0.02254091,-0.03172677755355835,0.6508342027664185,0.0027014380100661437,0.0003,0.2,221.81,1.9567107006534934
222,5918,9832,58195968,0.0013239884028735105,0.12805414199829102,0.4462794363498688,-4.123299155384302,1705,0.00929994,-0.04478350281715393,0.6377451419830322,-0.0010627776607634587,0.0003,0.2,224.27,2.0237548101413996
223,5946,9831,58458112,0.0010816851558956841,0.12413644790649414,0.4393729269504547,-4.022223461419344,1713,0.009153041,-0.04175986722111702,0.6736128032207489,-0.0008278468935714045,0.0003,0.2,220.66,1.997275744015351
224,5973,9829,58720256,0.0010806952254824864,0.1535172462463379,0.4334571957588196,-3.9225458577275276,1721,0.015004691,-0.03835580125451088,0.7431745231151581,0.0011468578759377124,0.0003,0.2,229.29,1.9757227119058371
225,6000,9828,58982400,0.0011972948482252832,0.1265716552734375,0.4285896420478821,-3.8426281828433275,1729,0.015192532,-0.03514597937464714,0.42679131031036377,0.007596878706863208,0.0003,0.2,225.13,1.8363401203602552
226,6028,9826,59244544,0.00139030480704605,0.13245105743408203,0.42326682806015015,-3.763729626312852,1737,0.010244644,-0.04051836580038071,0.6267330050468445,-0.0005576119401666801,0.0003,0.2,231.28,2.1045270494185386
227,6056,9824,59506688,0.0008758076319281827,0.12287712097167969,0.4164455235004425,-3.6637215986847878,1745,0.009836254,-0.03807280212640762,0.7153465449810028,-0.0008895294204194215,0.0003,0.2,227.8,2.2214184711501
228,6083,9824,59768832,0.0013316619311808608,0.20947723388671874,0.41467148065567017,-3.606780433654785,1748,0.016117364,-0.020868225023150444,0.6462789177894592,0.005178419646108523,0.0003,0.2,223.94,2.037994538806379
229,6111,9822,60030976,0.0012427935962477932,0.1324477195739746,0.40949469804763794,-3.5403902400285006,1756,0.010417473,-0.03753454610705376,0.6545715928077698,-6.050907586541143e-05,0.0003,0.2,232.82,2.1166321551799774
230,6138,9821,60293120,0.0015838998365325097,0.1723313331604004,0.4053594768047333,-3.4654059819877148,1764,0.015233394,-0.03015950694680214,0.7753211557865143,0.0012478541912059882,0.0003,0.2,235.06,2.224140359684825
231,6166,9819,60555264,0.002147046192216554,0.11109706333705358,0.4048498868942261,-3.4390414442334856,1765,0.013103001,-0.03222106397151947,0.624261885881424,0.0024127189036724822,0.0003,0.2,222.63,2.1390902245789767
232,6194,9817,60817408,0.0009389765396008443,0.14974069595336914,0.39914947748184204,-3.3732991702854633,1773,0.007891746,-0.036602169275283813,0.706318199634552,0.000569542438370263,0.0003,0.2,224.17,2.127587938010693
233,6222,9816,61079552,0.0009444959509892215,0.12456512451171875,0.3936222195625305,-3.272841464728117,1781,0.010209056,-0.033775556832551956,0.7178549766540527,-0.0012168639673291182,0.0003,0.2,234.3,2.173798683658242
234,6248,9816,61341696,0.0012153607990162878,0.14976618840144232,0.39305785298347473,-3.239421642743624,1782,0.012026701,-0.009359416551887989,0.6702649593353271,0.005547656695573376,0.0003,0.2,226.79,2.239558882005513
235,6276,9814,61603840,0.001277800014577224,0.143402099609375,0.38830479979515076,-3.1792691368609667,1790,0.012686147,-0.030757158994674683,0.6602716445922852,0.0005816233099267265,0.0003,0.2,228.75,2.3098520462960006
236,6303,9815,61865984,0.001019871435599708,0.15123121044303797,0.3839999735355377,-3.115462031545518,1795,0.012382043,-0.013401067815721035,0.7123527824878693,0.0021371321098383844,0.0003,0.2,223.58,2.140719514451921
237,6330,9814,62128128,0.001186756683182466,0.13964319229125977,0.3799491226673126,-3.0291213765740395,1803,0.010844978,-0.029066938906908035,0.6595606207847595,0.0004966880001120444,0.0003,0.2,236.78,2.366602287329733
238,6357,9814,62390272,0.0009885927170216746,0.1389169692993164,0.37567582726478577,-2.9587320629507303,1811,0.013504725,-0.03251657634973526,0.6894769966602325,0.0006695242577734462,0.0003,0.2,235.83,2.3970311450958253
239,6383,9814,62652416,0.0014504696785782774,0.15550740559895834,0.3750361204147339,-2.923858788278368,1813,0.027813293,-0.00431817676872015,0.6816316843032837,0.008061001090229385,0.0003,0.2,233.69,2.281165058352053
240,6411,9812,62914560,0.001377084550353451,0.14380114591574367,0.37207645177841187,-2.8851666903193993,1818,0.01393251,-0.015976380556821823,0.6229142844676971,0.0012754469780587368,0.0003,0.2,226.81,2.1318916008621454
241,6439,9811,63176704,0.0075391059460040806,0.1650755140516493,0.3689357042312622,-2.8353896538416543,1823,0.014668938,-0.007995139807462692,0.7145588994026184,0.0033685717046157354,0.0003,0.2,233.94,2.1720558935962617
242,6466,9810,63438848,0.0014532628106280754,0.13811111450195312,0.365892618894577,-2.7636495400220156,1831,0.011604624,-0.03183499351143837,0.5951797664165497,-0.0007063724910949531,0.0003,0.2,242.69,2.4691821651346983
243,6493,9809,63700992,0.0009467356662753446,0.14273691177368164,0.3621731102466583,-2.7068902794271708,1839,0.00873754,-0.028894983232021332,0.6438349485397339,0.0006675746681139572,0.0003,0.2,229.73,2.2445491987839343
244,6521,9808,63963136,0.0014337227999021707,0.16756439208984375,0.35902249813079834,-2.643091069534421,1847,0.010823556,-0.027800986543297768,0.5855849087238312,0.0019490085492179787,0.0003,0.2,237.18,2.1855632537603378
245,6547,9809,64225280,0.0022832072572782636,0.2571207682291667,0.3590036630630493,-2.621251662572225,1848,0.021658363,-0.002450295491144061,0.620211124420166,0.011387316044420004,0.0003,0.2,242.4,2.388125503361225
246,6574,9808,64487424,0.0012220017065374122,0.14795970916748047,0.3555926978588104,-2.5819620434194803,1856,0.009769931,-0.02527744323015213,0.6676809191703796,0.001741262537507282,0.0003,0.2,235.1,2.344656888358295
247,6600,9809,64749568,0.0010603875025481102,0.14096546173095703,0.35236379504203796,-2.5150148198008537,1864,0.010257143,-0.02424519881606102,0.6384038627147675,0.00163540980702237,0.0003,0.2,233.37,2.252667927369475
248,6627,9809,65011712,0.0012611942778069836,0.1793857150607639,0.3507707715034485,-2.4784193171395197,1869,0.020332474,-0.013405478559434414,0.7185994982719421,0.0028422174024550864,0.0003,0.2,241.03,2.3288902693241833
