time/iterations,time/time_elapsed,time/fps,time/total_timesteps,train/value_loss,train/clip_fraction,train/std,train/entropy_loss,train/n_updates,train/approx_kl,train/loss,train/explained_variance,train/policy_gradient_loss,train/learning_rate,train/clip_range,rollout/ep_len_mean,rollout/ep_rew_mean
249,6654,9808,65273856,0.0012282787361073133,0.17488956451416016,0.3484298288822174,-2.4356498327106237,1877,0.015578417,-0.02118437923491001,0.5968670845031738,0.005562311592257174,0.0003,0.2,223.82,2.21717189216055
250,6681,9808,65536000,0.0008757208297538455,0.1506328582763672,0.3457982838153839,-2.3922168612480164,1881,0.012018275,-0.0014996679965406656,0.6875037252902985,0.002387469683526433,0.0003,0.2,230.47,2.453503231443465
251,6708,9808,65798144,0.001221322158957703,0.16445659768992457,0.34342774748802185,-2.337217869429753,1889,0.024611523,0.0012681566877290606,0.6040505170822144,0.002226883579639654,0.0003,0.2,235.42,2.628003465607762
252,6734,9808,66060288,0.0011222828337590076,0.15930001395089285,0.3410729169845581,-2.296616768836975,1894,0.017653674,-0.012964296154677868,0.638110339641571,0.0021215833906483438,0.0003,0.2,229.86,2.5111169485747813
253,6762,9808,66322432,0.0008223362683859323,0.14401343560987903,0.3396369516849518,-2.263805689350251,1896,0.012982729,0.0019206663127988577,0.6736106872558594,0.0034367806022806515,0.0003,0.2,232.35,2.6917356421798466
254,6789,9807,66584576,0.0009444722004445794,0.13617563247680664,0.33670732378959656,-2.2064552288502455,1904,0.011348765,-0.021479621529579163,0.6483132839202881,0.0009412620088369295,0.0003,0.2,225.64,2.4039106168970465
255,6815,9807,66846720,0.0009149753799041113,0.23689778645833334,0.3366718590259552,-2.1894919077555337,1905,0.017716585,-0.005653574597090483,0.6578133702278137,0.009038331918418407,0.0003,0.2,229.03,2.467433061860502
256,6841,9808,67108864,0.0008515407344222897,0.14996880425347223,0.3349057137966156,-2.1716167502933077,1908,0.01240701,-0.002338699297979474,0.6788975894451141,0.003493617963977158,0.0003,0.2,224.58,2.455393011281267
257,6869,9807,67371008,0.0016890533215700998,0.17665767669677734,0.33264294266700745,-2.126819856464863,1916,0.0119589,-0.017787721008062363,0.5401106774806976,0.0027183348397556983,0.0003,0.2,227.03,2.413010351839475
258,6896,9806,67633152,0.0008409177617068053,0.1302967071533203,0.3299972712993622,-2.071488279849291,1924,0.008812658,-0.02230055443942547,0.6932353675365448,0.0009185955909742916,0.0003,0.2,234.73,2.5719255409389734
259,6923,9806,67895296,0.0008120724733089446,0.14712858200073242,0.32710909843444824,-2.0151319606229663,1932,0.010843534,-0.019845150411128998,0.6934084594249725,0.0018163355798606062,0.0003,0.2,229.86,2.5402630303427576
260,6950,9806,68157440,0.0009704176937082102,0.15156094990079366,0.32502591609954834,-1.9692774954296293,1936,0.015916726,-0.003076744731515646,0.6679376065731049,0.002693999904237451,0.0003,0.2,232.99,2.5079950207471846
261,6977,9805,68419584,0.0008139257092807384,0.1371626853942871,0.3222295045852661,-1.9080684296786785,1944,0.009909622,-0.018238550052046776,0.710878849029541,0.0011916145542727463,0.0003,0.2,232.85,2.515223458558321
262,7004,9805,68681728,0.0009983036692978607,0.18416341145833334,0.3217633366584778,-1.886748923195733,1946,0.0343263,0.005117108579725027,0.6608706712722778,0.005954282733404802,0.0003,0.2,225.37,2.4930819408409297
263,7031,9804,68943872,0.0010672165794858302,0.13686561584472656,0.3191312551498413,-1.836726250126958,1954,0.010327011,-0.017616307362914085,0.6573404371738434,0.00047042717687872937,0.0003,0.2,235.5,2.5240052180737256
264,7058,9804,69206016,0.0007974838745212764,0.14776039123535156,0.3163738250732422,-1.778765281662345,1962,0.011755418,-0.016455035656690598,0.7235777080059052,0.0016334631027348223,0.0003,0.2,231.25,2.5874171370081602
265,7085,9804,69468160,0.0009480813382651831,0.12683486938476562,0.313798189163208,-1.7260397700592875,1970,0.008529828,-0.01899455301463604,0.7235900461673737,0.0010166175752601703,0.0003,0.2,230.21,2.6036614032834766
266,7112,9804,69730304,0.0010291104181305855,0.14376544952392578,0.3119034171104431,-1.6835019066929817,1978,0.010405097,-0.01019557099789381,0.6842560172080994,0.002013502094996511,0.0003,0.2,231.83,2.4032293631881476
267,7139,9803,69992448,0.0008679499543596352,0.13993098226825842,0.30974042415618896,-1.6418488199791212,1984,0.013984932,0.003184327157214284,0.7349445819854736,0.0024002688162531077,0.0003,0.2,231.7,2.5634073375619484
268,7166,9803,70254592,0.0008015828028631707,0.14523681640625,0.3073316216468811,-1.588252976735433,1989,0.0147865955,0.00614127516746521,0.746408075094223,0.002832175334139417,0.0003,0.2,239.21,2.6970296555012463
269,7192,9803,70516736,0.0011360738449184282,0.14757871627807617,0.30544179677963257,-1.5410273121669888,1997,0.011156602,-0.013191930949687958,0.6698066592216492,0.0015108242719179543,0.0003,0.2,245.11,2.7486892657727005
270,7219,9803,70778880,0.0008971986417236621,0.14998197555541992,0.3030051290988922,-1.4882896402850747,2005,0.009692527,-0.014409979805350304,0.7114427387714386,0.002686364959117782,0.0003,0.2,239.21,2.649176635071635
271,7247,9802,71041024,0.000958912893111119,0.14915037155151367,0.30117136240005493,-1.444923110306263,2013,0.011424016,-0.00937892310321331,0.6969214081764221,0.0021663679253833834,0.0003,0.2,227.39,2.565841261034366
272,7274,9802,71303168,0.0015427270845975727,0.1598072052001953,0.299801766872406,-1.4128752797842026,2021,0.01040422,-0.01178771536797285,0.5881248116493225,0.0014156408810777066,0.0003,0.2,243.08,2.7861196933314205
273,7300,9802,71565312,0.0009625335069358698,0.14940309524536133,0.2977665960788727,-1.3644430935382843,2029,0.018252488,0.004786983598023653,0.6960486173629761,0.002406623520073481,0.0003,0.2,234.48,2.7762204052135346
274,7327,9802,71827456,0.0008267106886705733,0.12946224212646484,0.2960532307624817,-1.3249847162514925,2037,0.0090263095,-0.0071743750013411045,0.717275470495224,0.0016654262635711348,0.0003,0.2,230.42,2.660630806190893
275,7354,9802,72089600,0.0008436137377429986,0.1552104949951172,0.29392045736312866,-1.2797309551388025,2045,0.012643703,-0.008939223363995552,0.7008796334266663,0.002439719175981736,0.0003,0.2,241.19,2.7950206702388822
276,7381,9801,72351744,0.0009129137861236813,0.1443328857421875,0.2921821177005768,-1.2367735970765352,2053,0.013387781,0.0023397132754325867,0.67598757147789,0.002126210378264659,0.0003,0.2,240.01,2.7766694217920302
277,7408,9801,72613888,0.0011215527729291352,0.14706945419311523,0.2907484471797943,-1.2017928771674633,2061,0.010719317,-0.013727220706641674,0.6426439583301544,0.001945264298683469,0.0003,0.2,232.91,2.5459428626298903
278,7434,9802,72876032,0.0008717118262211443,0.1388530731201172,0.2892600893974304,-1.1650846134871244,2069,0.010176449,-0.008906194008886814,0.692463219165802,0.0018395881079413812,0.0003,0.2,239.27,2.64190336368978
279,7461,9802,73138176,0.0007597566368531261,0.14162349700927734,0.28759944438934326,-1.1282822387292981,2077,0.009637798,-0.012453905306756496,0.7280072867870331,0.0016401937350565277,0.0003,0.2,241.09,2.678588250875473
280,7488,9801,73400320,0.0009081048660846136,0.1465754508972168,0.28580915927886963,-1.0892971390858293,2085,0.010798987,-0.009625731036067009,0.6999140679836273,0.0017905254626384703,0.0003,0.2,239.31,2.618453299999237
281,7515,9801,73662464,0.0008009429384401301,0.15825271606445312,0.2838727533817291,-1.0456311674788594,2093,0.010275329,-0.005873651243746281,0.7266647219657898,0.0024233160997937375,0.0003,0.2,232.15,2.525921934619546
282,7541,9801,73924608,0.0008661459596623899,0.1522235870361328,0.2824339270591736,-1.0040821828879416,2101,0.0115088,-0.007545888889580965,0.706592321395874,0.0022946686790419335,0.0003,0.2,232.54,2.629981216788292
283,7568,9802,74186752,0.0010224971842944797,0.14463567733764648,0.2812609374523163,-0.9755188659764826,2109,0.009372424,-0.010935709811747074,0.6912515163421631,0.002108745892655861,0.0003,0.2,240.47,2.6478638984262943
284,7595,9802,74448896,0.0008367291998183646,0.13538312911987305,0.27931299805641174,-0.9340642299503088,2117,0.009011125,-0.008016441017389297,0.7160341143608093,0.0013350668564271473,0.0003,0.2,240.96,2.7883118903264403
285,7622,9801,74711040,0.0008656898698973237,0.15924453735351562,0.2782272696495056,-0.9007033221423626,2125,0.010352623,-0.0025438712909817696,0.710747629404068,0.0029234573626126803,0.0003,0.2,236.16,2.5418969111144545
286,7648,9801,74973184,0.001305828154727351,0.14858007431030273,0.2779702842235565,-0.8864942528307438,2133,0.009321603,-0.006813598331063986,0.6349915862083435,0.0018224810150968551,0.0003,0.2,238.18,2.739798996895552
287,7674,9803,75235328,0.0009032644253845016,0.24460856119791666,0.27795565128326416,-0.8874515096346537,2134,0.018603941,0.014244274236261845,0.6999651193618774,0.01144156822313865,0.0003,0.2,237.62,2.621467235572636
288,7701,9803,75497472,0.0010167210475628963,0.15506935119628906,0.2770956754684448,-0.8667839020490646,2142,0.010752067,-0.007270484231412411,0.672940194606781,0.0017570423810866487,0.0003,0.2,241.01,2.6736645705252884
289,7728,9802,75759616,0.0012775575905834557,0.141632080078125,0.2763606905937195,-0.8546196953393519,2150,0.009266878,-0.007743074558675289,0.6149216592311859,0.0014509532375086565,0.0003,0.2,237.16,2.6763023971766233
290,7755,9802,76021760,0.0009256043808818504,0.15594100952148438,0.2753017842769623,-0.8314078478142619,2158,0.0092463475,-0.008208648301661015,0.6828935742378235,0.0030675962698296644,0.0003,0.2,234.7,2.4800583516899497
291,7781,9802,76283904,0.0008606526453149854,0.1334671974182129,0.2739211320877075,-0.7976327603682876,2166,0.009491642,-0.008197479881346226,0.7113198935985565,0.0015540052249889413,0.0003,0.2,237.9,2.6141417038813235
292,7808,9803,76546048,0.0010552008002377988,0.13431358337402344,0.27247321605682373,-0.7615310051478446,2174,0.009210136,-0.008891364559531212,0.7148547470569611,0.0016508700277881871,0.0003,0.2,243.29,2.596713806539774
293,7835,9803,76808192,0.0007726228031970095,0.14160871505737305,0.2711898684501648,-0.7300822399556637,2182,0.010516888,-0.006475389469414949,0.7032121121883392,0.0014511830809169624,0.0003,0.2,243.96,2.7318894533254205
294,7862,9802,77070336,0.0011219951675229822,0.1475520133972168,0.27044814825057983,-0.7074360158294439,2190,0.009533599,-0.0060688587836921215,0.6516342759132385,0.0018631457114679506,0.0003,0.2,238.05,2.5762279840465636
295,7888,9803,77332480,0.001003614293949795,0.15153884887695312,0.26901912689208984,-0.6755665652453899,2198,0.009865934,-0.008652796037495136,0.654193103313446,0.0020117621511417383,0.0003,0.2,236.63,2.6533460250496863
296,7913,9804,77594624,0.0011840245764081676,0.2625528971354167,0.26903027296066284,-0.6654872298240662,2199,0.021551227,0.015370809473097324,0.6603715419769287,0.011854983710994324,0.0003,0.2,232.99,2.5532895717024804
297,7940,9804,77856768,0.0010155966519960202,0.1473865509033203,0.2680487334728241,-0.6463323156349361,2207,0.011930402,-0.008224781602621078,0.6585359871387482,0.0022267966605795664,0.0003,0.2,236.15,2.5721807524934412
298,7966,9805,78118912,0.0012097383150830865,0.24051920572916666,0.2680358588695526,-0.6418067216873169,2208,0.017552495,0.013587633147835732,0.6906751096248627,0.009942148928530514,0.0003,0.2,232.5,2.511986421495676
299,7993,9805,78381056,0.0015976729348319797,0.18291356013371393,0.26783666014671326,-0.63970492207087,2215,0.017438477,0.010645903646945953,0.6045160889625549,0.0029791866635115673,0.0003,0.2,228.73,2.440366480723023
300,8020,9805,78643200,0.0014493277540168492,0.15714168548583984,0.26771777868270874,-0.6376668177545071,2223,0.011335135,-0.00737460982054472,0.6544359028339386,0.0024170645287995285,0.0003,0.2,238.18,2.71628417275846
301,8046,9805,78905344,0.0013454981417453382,0.14738178253173828,0.2672170102596283,-0.6252214047126472,2231,0.009207563,-0.0058157057501375675,0.6310387849807739,0.001725746056308708,0.0003,0.2,228.33,2.436367696132511
302,8073,9805,79167488,0.0018837586981135246,0.1524829864501953,0.2668111324310303,-0.617765202652663,2239,0.010466209,-0.006638337858021259,0.6668776869773865,0.002193929100940295,0.0003,0.2,233.45,2.356902597649023
303,8100,9805,79429632,0.0007979465869235961,0.18091710408528647,0.26616960763931274,-0.6033862543602785,2242,0.012287807,0.017744602635502815,0.7195204496383667,0.005695953191510246,0.0003,0.2,234.03,2.4878078374266623
304,8126,9806,79691776,0.0012041797385523643,0.14062051212086396,0.2662931978702545,-0.5982612459098592,2247,0.017765535,-0.002818878274410963,0.5067952871322632,0.009349763270138818,0.0003,0.2,225.39,2.3861129256151616
305,8153,9805,79953920,0.0008190106968868349,0.16276216506958008,0.264706552028656,-0.5708633037284017,2255,0.011672305,-0.0048053148202598095,0.7261900901794434,0.0026465858286428556,0.0003,0.2,227.62,2.4706129541993143
306,8180,9805,80216064,0.000877650233633176,0.12901067733764648,0.26372334361076355,-0.5389980431646109,2263,0.009409107,-0.006641344632953405,0.7085384726524353,0.0013259827910587774,0.0003,0.2,233.45,2.592721703376155
307,8207,9805,80478208,0.0011443028747635253,0.15288066864013672,0.26309734582901,-0.5224258303642273,2271,0.0104601085,-0.0027449994813650846,0.7195658087730408,0.002232144865047303,0.0003,0.2,234.07,2.45991652559489
308,8234,9804,80740352,0.0012327881479407398,0.16746204304245282,0.2625492215156555,-0.5085744138033885,2278,0.015745249,0.009215950965881348,0.6593247056007385,0.0031363257857145005,0.0003,0.2,230.4,2.3962488034926355
309,8260,9805,81002496,0.0016123397804607275,0.1774974758342161,0.262380450963974,-0.5025638412621062,2282,0.017333655,0.006349806673824787,0.626958429813385,0.0034077749844103797,0.0003,0.2,228.27,2.3099097247608005
310,8287,9805,81264640,0.0011617181157816958,0.17402887344360352,0.261751651763916,-0.48937275633215904,2290,0.014252321,0.0017244558548554778,0.689010500907898,0.0032780885139800375,0.0003,0.2,244.5,2.6789684957265854
311,8314,9805,81526784,0.0008682989473527414,0.15344715118408203,0.2609313726425171,-0.46778518380597234,2298,0.011459464,-0.003854630747810006,0.7229556441307068,0.002082507773593534,0.0003,0.2,223.11,2.40918672577478
312,8341,9805,81788928,0.0010212804049842816,0.1703038215637207,0.2599901556968689,-0.44713022094219923,2306,0.013064091,-0.0012518318835645914,0.6786277592182159,0.0031518778641839162,0.0003,0.2,232.02,2.576063532568514
313,8368,9804,82051072,0.0009155536426987965,0.15575885772705078,0.2592615783214569,-0.4234042796306312,2314,0.012355177,-0.000729910156223923,0.71004718542099,0.0025177767747663893,0.0003,0.2,241.61,2.644024073705077
314,8394,9805,82313216,0.0007985623075607388,0.1316248575846354,0.25838756561279297,-0.4053528842826684,2317,0.010790467,0.018386460840702057,0.736714243888855,0.0023970969947792278,0.0003,0.2,235.55,2.4674969829432665
315,8421,9805,82575360,0.000828199569696153,0.14774131774902344,0.25740939378738403,-0.37709916010499,2325,0.012169453,-0.002902939449995756,0.7304416298866272,0.002256828090594354,0.0003,0.2,235.03,2.5559365928918125
316,8448,9805,82837504,0.0011345030648044485,0.1439523696899414,0.2567697763442993,-0.3569541582837701,2333,0.010197402,0.0003967901866417378,0.6891947090625763,0.0018443218327774957,0.0003,0.2,235.37,2.6219109443202613
317,8475,9804,83099648,0.0010238377826681244,0.16053295135498047,0.2557547986507416,-0.3343991609290242,2341,0.012479406,-0.0016583786346018314,0.6452908217906952,0.004190504229427461,0.0003,0.2,229.83,2.5283680871129035
318,8501,9805,83361792,0.0011310576824143936,0.14322471618652344,0.25485318899154663,-0.30592296458780766,2349,0.010515263,0.0002574578975327313,0.7266753911972046,0.002067509470634832,0.0003,0.2,238.1,2.630354630574584
319,8528,9805,83623936,0.0010574884395282425,0.15960025787353516,0.254628986120224,-0.2960251420736313,2357,0.009910137,-0.0025166983250528574,0.689615398645401,0.002538933979394642,0.0003,0.2,237.49,2.7008015942573547
320,8555,9805,83886080,0.0008117995489556051,0.1453113555908203,0.2534581422805786,-0.27204912435263395,2365,0.009622112,-0.003445449285209179,0.7493988275527954,0.0020017475762870163,0.0003,0.2,234.31,2.668135359287262
321,8582,9804,84148224,0.0011460514947430056,0.15080881118774414,0.2533833384513855,-0.26290519908070564,2373,0.011108632,-0.0013562182430177927,0.6805034875869751,0.002336010588805948,0.0003,0.2,239.75,2.6878561764210462
322,8608,9805,84410368,0.00105164186634983,0.16583654382726648,0.2524385154247284,-0.24724259219326816,2379,0.016391598,0.010710042901337147,0.7618616372346878,0.004418409607311772,0.0003,0.2,237.3,2.760707651525736
323,8635,9805,84672512,0.0007286320028470072,0.14692449569702148,0.2513660490512848,-0.21691428776830435,2387,0.0100334175,-0.0013011256232857704,0.7568753659725189,0.0021411245352283004,0.0003,0.2,233.57,2.554912182604894
324,8660,9806,84934656,0.0009146098548080772,0.206961669921875,0.2509644031524658,-0.2026606822013855,2391,0.033078086,0.022306393831968307,0.7015568315982819,0.005655574788106605,0.0003,0.2,217.32,2.417243568543345
325,8687,9807,85196800,0.0009144572040895582,0.16782236099243164,0.2503829598426819,-0.18565733544528484,2399,0.010144796,-0.0019208858720958233,0.6806490123271942,0.0025512008583064016,0.0003,0.2,235.21,2.781442689523101
326,8714,9806,85458944,0.0010560064370110922,0.16368770599365234,0.2503461241722107,-0.18269531894475222,2407,0.0124302795,0.0004893443547189236,0.6452884078025818,0.0027427782661106903,0.0003,0.2,235.03,2.582116438988596
327,8741,9806,85721088,0.0007413353223455488,0.13624143600463867,0.24967804551124573,-0.16687209345400333,2415,0.01040927,0.0004234252846799791,0.7227774858474731,0.001811590932902618,0.0003,0.2,235.86,2.474432524670847
328,8767,9807,85983232,0.0010370325571784633,0.17053508758544922,0.2493080496788025,-0.15403580851852894,2423,0.012233992,0.001288470346480608,0.7037359476089478,0.0029971246303830412,0.0003,0.2,239.72,2.7806825865618885
329,8794,9806,86245376,0.0013921253848820925,0.15530824661254883,0.24897480010986328,-0.14560288563370705,2431,0.010493169,0.0011563004227355123,0.7261649370193481,0.002204153654020047,0.0003,0.2,235.85,2.7020246873795988
330,8821,9806,86507520,0.0013346659534363425,0.17250919342041016,0.24885478615760803,-0.14256105478852987,2439,0.012045639,0.006762152537703514,0.6882077753543854,0.0029579537008430634,0.0003,0.2,232.82,2.5876796979643406
331,8847,9806,86769664,0.0007320708514271246,0.15368413925170898,0.24795639514923096,-0.11845713015645742,2447,0.0106927045,-0.0010398996528238058,0.7478527724742889,0.002075878894629568,0.0003,0.2,234.23,2.6074826334230603
332,8874,9807,87031808,0.0008442736425422481,0.14997625350952148,0.2472705990076065,-0.09734812472015619,2455,0.011910582,8.350016287295148e-05,0.716458261013031,0.0015936173017507826,0.0003,0.2,229.29,2.5272925633564594
333,8900,9807,87293952,0.0009776335168680816,0.1405954360961914,0.2468377649784088,-0.08482175972312689,2463,0.010138819,0.007453673519194126,0.6943475008010864,0.0014596282935599447,0.0003,0.2,231.78,2.614579471470788
334,8927,9807,87556096,0.0008581404285905592,0.14535856246948242,0.2459777295589447,-0.06570523511618376,2471,0.010335131,-0.0020205650944262743,0.7203807830810547,0.002399221171344834,0.0003,0.2,231.37,2.6759251506999133
335,8954,9807,87818240,0.0009261803670597146,0.15815496444702148,0.24574756622314453,-0.055921182967722416,2479,0.013209021,0.004244124051183462,0.7105162143707275,0.0018963479487865698,0.0003,0.2,228.92,2.5634840143471957
336,8981,9807,88080384,0.0009670669510342123,0.16144609451293945,0.24520981311798096,-0.04138999059796333,2487,0.011683993,0.0030382301192730665,0.6978667974472046,0.002309375207460107,0.0003,0.2,237.89,2.6849110790342094
337,9007,9807,88342528,0.0007895031821034434,0.1527625189887153,0.24462664127349854,-0.029628245918839065,2494,0.012492691,0.010079199448227882,0.7577828913927078,0.0022996239244498107,0.0003,0.2,233.87,2.5540331848710776
338,9034,9807,88604672,0.0008269665809166327,0.14963436126708984,0.24432046711444855,-0.018382174894213676,2502,0.009421991,0.004252285696566105,0.7455583810806274,0.0027390225341150654,0.0003,0.2,230.11,2.6599817611463368
339,9061,9806,88866816,0.0007755531478323974,0.14702367782592773,0.2434566766023636,0.00354719627648592,2510,0.010296237,0.002319528255611658,0.7519609332084656,0.0021094780736348184,0.0003,0.2,235.23,2.9156690537557006
340,9088,9806,89128960,0.0011477717098387075,0.1487293243408203,0.24302956461906433,0.020607738755643368,2518,0.009828904,0.0004577309009619057,0.6924584805965424,0.002430112312140409,0.0003,0.2,241.34,2.937092037377879
341,9114,9807,89391104,0.0007827331821573081,0.14964910139117324,0.24237439036369324,0.03351503401471857,2526,0.03618802,0.023182615637779236,0.7191358506679535,0.0026139714954249364,0.0003,0.2,232.56,2.732274319725111
342,9141,9807,89653248,0.0007039883807919978,0.13225555419921875,0.2414906919002533,0.06217022147029638,2534,0.011883121,-9.137352026300505e-05,0.7430034577846527,0.0015503494960285025,0.0003,0.2,230.61,2.6406422862783074
343,9168,9807,89915392,0.0007342845619859872,0.1494121551513672,0.24054086208343506,0.08293553628027439,2542,0.008396409,0.0009223778615705669,0.7373970746994019,0.0023295033433896606,0.0003,0.2,236.77,2.7176037383824587
344,9195,9806,90177536,0.000728796124803921,0.14780569076538086,0.23970253765583038,0.109045316465199,2550,0.0102391075,0.005710052791982889,0.745091587305069,0.00231585976871429,0.0003,0.2,231.98,2.8531140841543676
345,9221,9807,90439680,0.0006838190138853174,0.14756930604272958,0.2387952208518982,0.13548167870969188,2557,0.025647314,0.014454263262450695,0.7516868263483047,0.002565272289627631,0.0003,0.2,227.32,2.5672150142211465
346,9248,9807,90701824,0.0006815687265770976,0.13690614700317383,0.23821336030960083,0.15789610799401999,2565,0.010596085,0.004106798674911261,0.7540824264287949,0.0017830649512688979,0.0003,0.2,236.22,2.8112424318678677
347,9274,9807,90963968,0.0006671059882137342,0.1414480209350586,0.23724046349525452,0.18346236553043127,2573,0.011017534,0.002287273295223713,0.7474867403507233,0.0017555449107931054,0.0003,0.2,237.85,2.9787731970846654
348,9302,9807,91226112,0.0006897239718455239,0.15660762786865234,0.2367374151945114,0.1976235220208764,2581,0.009728905,0.002653613453730941,0.7569076716899872,0.0028523494934233895,0.0003,0.2,228.58,2.744520443864167
349,9328,9806,91488256,0.0009069272146007279,0.15946340560913086,0.23639895021915436,0.21152103040367365,2589,0.012082471,0.003316824557259679,0.7019476294517517,0.002337922361675737,0.0003,0.2,233.7,2.7617574846744537
350,9355,9807,91750400,0.0010412877295493672,0.1742081642150879,0.23604077100753784,0.22073855064809322,2597,0.01080005,0.006363097578287125,0.6647734940052032,0.0028805462083028033,0.0003,0.2,234.34,2.9587886858638375
351,9382,9807,92012544,0.0007519918962359606,0.15451122465587797,0.23568028211593628,0.2323648432890574,2603,0.017353073,0.019323134794831276,0.7398512959480286,0.0030266772969515018,0.0003,0.2,220.01,2.639930676035583
352,9408,9807,92274688,0.0008799129585289241,0.1679833730061849,0.2353602647781372,0.2404183348019918,2609,0.018506767,0.02151297777891159,0.711897611618042,0.003468569959901894,0.0003,0.2,225.65,2.7923990281671287
353,9436,9806,92536832,0.0008019054680517002,0.17492341995239258,0.23511339724063873,0.25252685509622097,2617,0.012917092,0.0035368753597140312,0.7234438359737396,0.00297797576740777,0.0003,0.2,221.88,2.7126278783380986
354,9462,9806,92798976,0.00073183701670132,0.14402246475219727,0.2347061038017273,0.26256740372627974,2625,0.01101024,0.005992166697978973,0.7529057860374451,0.0024064053995971335,0.0003,0.2,230.91,2.8150086066499354
355,9489,9806,93061120,0.000683986248986912,0.14561033248901367,0.23376967012882233,0.28355679381638765,2633,0.010802461,0.004348671995103359,0.773580476641655,0.0022462308770627715,0.0003,0.2,235.19,2.89288305811584
356,9516,9806,93323264,0.0011392044552849256,0.17207908630371094,0.23428389430046082,0.2810287671163678,2641,0.012210413,0.006698870565742254,0.4430254101753235,0.00475179491650124,0.0003,0.2,237.36,2.9315687936916945
357,9543,9806,93585408,0.0007037759301056212,0.15453863143920898,0.2338917851448059,0.28381928987801075,2649,0.0118029835,0.002666664542630315,0.7542117238044739,0.002621122966047551,0.0003,0.2,238.24,2.967928216860164
358,9570,9805,93847552,0.0010683977156986657,0.1597886085510254,0.23368768393993378,0.289838632568717,2657,0.010284568,0.0015355889918282628,0.7249681651592255,0.002416331606127642,0.0003,0.2,233.37,2.769346886873245
359,9597,9805,94109696,0.0029408614709609537,0.16231060028076172,0.23291435837745667,0.3095758846029639,2665,0.013367441,0.006193467415869236,0.7615143954753876,0.002719707755204581,0.0003,0.2,223.61,2.7420413107052446
360,9624,9805,94371840,0.0007750379741082725,0.15321874618530273,0.23282453417778015,0.32012977357953787,2673,0.009395266,0.0043704938143491745,0.7209916412830353,0.00180445290334319,0.0003,0.2,230.57,2.703187946304679
361,9650,9806,94633984,0.000831758506440868,0.23665364583333334,0.2328248769044876,0.31973854700724286,2674,0.019630713,0.023359032347798347,0.7212500870227814,0.00939670018851757,0.0003,0.2,236.04,2.929291055314243
362,9677,9805,94896128,0.0009694620443042367,0.217742919921875,0.2328004240989685,0.3202312707901001,2675,0.017178673,0.02571055293083191,0.7064664959907532,0.008307743188925087,0.0003,0.2,225.09,2.731634428333491
363,9704,9806,95158272,0.0011932033407902054,0.160003662109375,0.2333076000213623,0.3112091924995184,2683,0.0142378695,0.012775535695254803,0.7477793097496033,0.0022791675546613988,0.0003,0.2,231.3,2.7016745457425713
364,9730,9806,95420416,0.0008901406391735443,0.15058871182528408,0.2328476458787918,0.3143189072608948,2690,0.012823324,0.0275970920920372,0.7351607382297516,0.0020827520786869257,0.0003,0.2,225.07,2.5341030765511094
365,9756,9806,95682560,0.0009246033256534826,0.16010631214488635,0.23261620104312897,0.3222256302833557,2693,0.014405009,0.021177081391215324,0.741981565952301,0.003414655390026217,0.0003,0.2,238.63,2.7353917330503466
366,9784,9806,95944704,0.001071504522315081,0.1681962013244629,0.23291394114494324,0.3196430755779147,2701,0.0087549295,0.0034399733413010836,0.736494779586792,0.0027594168177529355,0.0003,0.2,246.56,2.7124335927516223
367,9811,9805,96206848,0.0007780419123264437,0.1465458869934082,0.23251387476921082,0.32669507805258036,2709,0.011787546,0.0033427427988499403,0.7596526592969894,0.0016526545218766842,0.0003,0.2,241.6,2.386443462483585
368,9838,9805,96468992,0.001148661548995733,0.17751359939575195,0.23298338055610657,0.3166454955935478,2717,0.013499279,0.001819200930185616,0.6575230360031128,0.0016886030989553547,0.0003,0.2,247.49,2.292941911481321
369,9865,9805,96731136,0.0006490682167168416,0.14896535873413086,0.23267342150211334,0.3220211435109377,2725,0.009953298,0.0035575085785239935,0.7796884328126907,0.0006807314289289934,0.0003,0.2,234.05,2.2498756240308286
370,9891,9805,96993280,0.0008259596716015949,0.1789865493774414,0.23242183029651642,0.3284204015508294,2733,0.01028961,0.0016236669616773725,0.8317964226007462,0.002250089885365014,0.0003,0.2,241.53,2.242432113289833
371,9919,9804,97255424,0.001502841055515178,0.18324497767857142,0.23507159948349,0.27892487673532396,2741,0.016986357,0.019641432911157608,0.20803678035736084,0.009852886110329853,0.0003,0.2,235.31,2.4065661064535377
372,9945,9804,97517568,0.0007270519172379863,0.15254592895507812,0.2342683970928192,0.2651259331032634,2749,0.010506608,0.0035668257623910904,0.8185251951217651,0.002425268572551431,0.0003,0.2,234.68,2.388543604835868
373,9972,9804,97779712,0.0007434681538143195,0.1586766242980957,0.23420429229736328,0.275641605257988,2757,0.010528018,0.005349286366254091,0.8069903254508972,0.0020803536467610684,0.0003,0.2,228.65,2.3478924584016205
374,9999,9804,98041856,0.0008136137416840938,0.1496133804321289,0.2334793359041214,0.2918326770886779,2765,0.012813817,0.005060872994363308,0.8023263067007065,0.002106821806592052,0.0003,0.2,226.56,2.5131743804737927
375,10026,9803,98304000,0.0008213403702939104,0.15129613876342773,0.2329142540693283,0.3087752293795347,2773,0.009716386,0.004557348322123289,0.7800190448760986,0.0026104857292921224,0.0003,0.2,233.39,2.772402218915522
376,10053,9804,98566144,0.0015674276801291853,0.22168986002604166,0.23306375741958618,0.3118498971064885,2775,0.017880594,0.016672253608703613,0.6515322625637054,0.006672009976076272,0.0003,0.2,232.67,2.6734510027989744
