time/time_elapsed,time/iterations,time/fps,time/total_timesteps,train/std,train/clip_range,train/learning_rate,train/policy_gradient_loss,train/value_loss,train/n_updates,rollout/ep_len_mean,rollout/ep_rew_mean,train/approx_kl,train/clip_fraction,train/loss,train/explained_variance,train/entropy_loss
2651,128,12657,33554432,3.898719310760498,0.2,0.0003,-0.0006913547736075998,0.02342636997491354,1016,134.43,0.6694812715798616,0.009509683,0.1202249526977539,-0.19189560413360596,0.5680091083049774,-19.028324872255325
2672,129,12653,33816576,3.9491617679595947,0.2,0.0003,-0.0010451685875523253,0.026724184295744635,1024,139.7,0.6399660959467292,0.009502976,0.1115412712097168,-0.19085824489593506,0.5493259727954865,-19.11883518099785
2693,130,12650,34078720,3.985647678375244,0.2,0.0003,-0.0010461280971867382,0.02406425416120328,1032,125.21,0.7649708243645728,0.008640733,0.0980229377746582,-0.1929173767566681,0.6985360682010651,-19.190188884735107
2714,131,12649,34340864,4.001713752746582,0.2,0.0003,0.0025130575963747547,0.02676243092300314,1035,114.49,0.6697729686647653,0.034706227,0.07281124230587122,-0.18674080073833466,0.5843511521816254,-19.225277640602805
2735,132,12647,34603008,4.038389682769775,0.2,0.0003,-0.0007769857099782186,0.03023250440233632,1040,130.44,0.7825547439232469,0.01363165,0.09802567331414473,-0.1898137927055359,0.5371184349060059,-19.277234479000693
2757,133,12643,34865152,4.094481468200684,0.2,0.0003,-0.0011652159341792867,0.02667803991062101,1048,136.54,0.8081269231066108,0.010093089,0.10495901107788086,-0.19077645242214203,0.6253416836261749,-19.360481664538383
2778,134,12640,35127296,4.145293712615967,0.2,0.0003,-0.0009892597208818188,0.03171792963985354,1056,139.14,0.6842954777367413,0.010729155,0.10979700088500977,-0.19378386437892914,0.5271703898906708,-19.44537292420864
2800,135,12638,35389440,4.1995744705200195,0.2,0.0003,-0.0012839794321735098,0.030382187222130597,1064,125.84,0.9338824686408043,0.008646087,0.10403203964233398,-0.19427156448364258,0.5774758458137512,-19.52930200099945
2821,136,12635,35651584,4.239408016204834,0.2,0.0003,-0.0011630337185124517,0.02027043879206758,1072,127.57,0.7664221433922649,0.007974202,0.09698677062988281,-0.19637137651443481,0.5726892054080963,-19.59588259458542
2842,137,12633,35913728,4.287293910980225,0.2,0.0003,-0.0010173808987019584,0.028557006720802747,1080,142.2,1.1391258407011629,0.00979805,0.10319757461547852,-0.19509752094745636,0.5500903427600861,-19.66426846385002
2863,138,12632,36175872,4.331544876098633,0.2,0.0003,-0.0006917321738910687,0.03300743215368129,1088,134.51,0.8634901014342904,0.00960286,0.1098484992980957,-0.195198193192482,0.561096727848053,-19.739580765366554
2885,139,12630,36438016,4.37684965133667,0.2,0.0003,-0.0010113890143657045,0.023410788373439573,1096,130.01,0.8852516684681178,0.007990393,0.10234594345092773,-0.19848676025867462,0.6055589020252228,-19.807891875505447
2906,140,12627,36700160,4.431794166564941,0.2,0.0003,-0.0010409219394205138,0.023010164070001338,1104,135.16,0.6124092063913121,0.008982008,0.10312843322753906,-0.19866830110549927,0.6663704812526703,-19.884657725691795
2927,141,12625,36962304,4.475408554077148,0.2,0.0003,-0.0012941728191435686,0.025153732261969708,1112,132.84,0.7122146294638515,0.008898839,0.10343599319458008,-0.19978328049182892,0.5707758963108063,-19.957703933119774
2948,142,12623,37224448,4.521902561187744,0.2,0.0003,-0.0011936655268982577,0.02152300985471811,1120,120.44,0.8572362079098821,0.008827314,0.11031293869018555,-0.20032808184623718,0.475482702255249,-20.028785675764084
2970,143,12621,37486592,4.58876371383667,0.2,0.0003,-0.0015279541848940426,0.033513831498567015,1128,128.36,1.0535173113644123,0.00815548,0.10130119323730469,-0.20156033337116241,0.6092872619628906,-20.11455026268959
2991,144,12619,37748736,4.648746013641357,0.2,0.0003,-0.0011012772783942637,0.027787556668045,1136,137.49,0.6792409900203347,0.00915651,0.11831378936767578,-0.2015666961669922,0.5780074298381805,-20.206319391727448
3012,145,12616,38010880,4.701722621917725,0.2,0.0003,-0.0007727698989583587,0.03830925721558742,1144,124.32,0.7134490247070789,0.00871239,0.10456132888793945,-0.20166578888893127,0.5677835047245026,-20.286091923713684
3034,146,12614,38273024,4.749098777770996,0.2,0.0003,-0.0010030549301518477,0.03229656485200394,1152,125.63,0.8894574472866953,0.00981468,0.11535882949829102,-0.20184391736984253,0.629195898771286,-20.35518753528595
3055,147,12612,38535168,4.794507026672363,0.2,0.0003,-0.00042568494382067,0.035783443294349127,1160,124.86,0.6723183151707053,0.010264063,0.12076902389526367,-0.19998042285442352,0.6321060359477997,-20.419280633330345
3076,148,12610,38797312,4.843137264251709,0.2,0.0003,-0.0011278782008048438,0.024795946883386932,1168,108.82,0.5306251716613769,0.009556742,0.1042337417602539,-0.20557597279548645,0.5005855858325958,-20.485565274953842
3098,149,12607,39059456,4.896378993988037,0.2,0.0003,-0.0014159413212837535,0.029290491846040823,1176,131.42,0.6669218148291111,0.01039985,0.11529302597045898,-0.20540283620357513,0.5047189295291901,-20.550999373197556
3119,150,12606,39321600,4.950368881225586,0.2,0.0003,-0.0013036111113251536,0.030624664432252757,1184,135.69,0.7052369551360607,0.008466952,0.10176849365234375,-0.20586742460727692,0.5587871670722961,-20.621684819459915
3140,151,12604,39583744,4.998635768890381,0.2,0.0003,-0.0011916850939996948,0.0389751757029444,1192,120.07,0.7722514741122722,0.00929415,0.11143350601196289,-0.207747220993042,0.6393046379089355,-20.689036682248116
3161,152,12602,39845888,5.043966293334961,0.2,0.0003,-0.0015367995042652183,0.02413614623947069,1200,131.93,0.7720254356600345,0.008557729,0.09578895568847656,-0.2080845981836319,0.5397600829601288,-20.751850575208664
3183,153,12600,40108032,5.094752311706543,0.2,0.0003,-0.001325794591139129,0.02859092985454481,1208,131.54,0.9212853276729583,0.008200908,0.10269641876220703,-0.20862439274787903,0.5157341361045837,-20.814327985048294
3204,154,12598,40370176,5.141136169433594,0.2,0.0003,-0.0010889161699196848,0.03338643004826736,1216,132.27,0.8750225814804434,0.00970261,0.12069559097290039,-0.20897749066352844,0.5290284752845764,-20.876868456602097
3225,155,12596,40632320,5.185911178588867,0.2,0.0003,-0.0011431718298808846,0.035611862142104656,1224,139.47,0.9043547423928976,0.009231734,0.11595582962036133,-0.20820316672325134,0.5779326558113098,-20.93648260831833
3247,156,12594,40894464,5.242892265319824,0.2,0.0003,-0.0006583918079741125,0.036292931574280374,1232,129.95,0.7725336087495088,0.009364994,0.11800241470336914,-0.2096700817346573,0.6153263449668884,-21.00598381459713
3268,157,12591,41156608,5.325407028198242,0.2,0.0003,-0.0011415174726607802,0.03150234918575734,1240,127.67,-38.31552610397339,0.009179267,0.10767173767089844,-0.21174970269203186,0.5859523117542267,-21.100431382656097
3289,158,12589,41418752,5.18595027923584,0.2,0.0003,-0.010633528922880942,10.757354341447353,1248,119.61,-66.57543100357056,0.009469531,0.10953712463378906,0.6809391975402832,0.0030295252799987793,-21.02286884188652
3311,159,12587,41680896,4.996481895446777,0.2,0.0003,-0.022511913721700694,5.661946378648281,1256,129.84,-82.79107340812683,0.015898313,0.18288230895996094,0.23170188069343567,0.036929190158843994,-20.814185738563538
3333,160,12584,41943040,4.809215068817139,0.2,0.0003,-0.022764530231143,3.9403022825717926,1264,126.26,-89.48423389434815,0.016555354,0.19740962982177734,0.11761914193630219,0.14211463928222656,-20.57879500091076
3354,161,12581,42205184,4.628717422485352,0.2,0.0003,-0.0238044757006719,3.06490571051836,1272,129.42,-83.98471196174621,0.016315132,0.200531005859375,0.0643145889043808,0.3436363935470581,-20.339146211743355
3376,162,12578,42467328,4.457266807556152,0.2,0.0003,-0.022604615281579754,2.524514500051737,1280,146.41,-86.56103633880615,0.01547243,0.1866922378540039,0.010474324226379395,0.4679449200630188,-20.109741002321243
3397,163,12575,42729472,4.291872024536133,0.2,0.0003,-0.022151861649945204,2.0543074030429125,1288,134.53,-71.47315278053284,0.0152631495,0.17514991760253906,-0.036117956042289734,0.5532207190990448,-19.87826269865036
3419,164,12571,42991616,4.134532928466797,0.2,0.0003,-0.018561897297331598,1.751575100235641,1296,134.78,-62.87084740638733,0.015691772,0.15968608856201172,-0.05914856493473053,0.5616565942764282,-19.648284405469894
3441,165,12568,43253760,3.984550714492798,0.2,0.0003,-0.020291448491661868,1.4118314711377025,1304,127.84,-53.957729530334475,0.01412828,0.15638256072998047,-0.08352209627628326,0.6108757853507996,-19.406335547566414
3463,166,12564,43515904,3.841090679168701,0.2,0.0003,-0.020143722976172285,1.1409938158467412,1312,113.66,-43.04945465087891,0.013932173,0.15179729461669922,-0.10785756260156631,0.6378313601016998,-19.169448539614677
3485,167,12560,43778048,3.702657699584961,0.2,0.0003,-0.019765416890550114,0.9474819754250348,1320,109.84,-37.03986174583435,0.013942033,0.14984846115112305,-0.12442214787006378,0.6459915935993195,-18.932230547070503
3507,168,12555,44040192,3.56870174407959,0.2,0.0003,-0.01928721080184914,0.7722562267445028,1328,126.49,-39.958496713638304,0.013752811,0.14365625381469727,-0.13413701951503754,0.6562987565994263,-18.691597253084183
3529,169,12550,44302336,3.4416401386260986,0.2,0.0003,-0.01880820054702781,0.6330376616679132,1336,126.27,-36.192968425750735,0.01436518,0.1422266960144043,-0.14758259057998657,0.6702572107315063,-18.45239895582199
3552,170,12545,44564480,3.318082094192505,0.2,0.0003,-0.018983121583005413,0.5055545610375702,1344,100.79,-25.76816720724106,0.013486467,0.1428508758544922,-0.15780189633369446,0.6744952201843262,-18.209988802671432
3574,171,12540,44826624,3.2013204097747803,0.2,0.0003,-0.018584591764920333,0.4324491072911769,1352,89.8,-20.582119588851928,0.012905231,0.13366031646728516,-0.1593674272298813,0.6850118339061737,-17.970166966319084
3596,172,12535,45088768,3.0891599655151367,0.2,0.0003,-0.017868107771391806,0.3777287690900266,1360,114.2,-24.189314239025116,0.012622843,0.13138580322265625,-0.1630188524723053,0.6803475022315979,-17.732921168208122
3619,173,12529,45350912,2.981480598449707,0.2,0.0003,-0.01723117713117972,0.30711005302146077,1368,93.92,-17.842434525489807,0.012739351,0.12894153594970703,-0.16528822481632233,0.6764311492443085,-17.493368715047836
3641,174,12524,45613056,2.876950979232788,0.2,0.0003,-0.01744626496474666,0.2545189287047833,1376,107.41,-18.86500659942627,0.012805957,0.12816381454467773,-0.16844552755355835,0.69767165184021,-17.253283962607384
3664,175,12518,45875200,2.7756192684173584,0.2,0.0003,-0.01686698574303591,0.22636063862591982,1384,98.72,-15.492427834123372,0.013328293,0.12304878234863281,-0.16936102509498596,0.6947868764400482,-17.012300685048103
3687,176,12512,46137344,2.679821729660034,0.2,0.0003,-0.016611829358225805,0.19739435508381575,1392,117.27,-17.45211869239807,0.012189537,0.12183523178100586,-0.1675284206867218,0.6939125657081604,-16.77234499156475
3709,177,12506,46399488,2.586306571960449,0.2,0.0003,-0.016945057400334917,0.16404879360925406,1400,112.24,-15.024074077606201,0.012609683,0.12415313720703125,-0.17139141261577606,0.6906691789627075,-16.5310919880867
3732,178,12501,46661632,2.4976823329925537,0.2,0.0003,-0.015228635626044706,0.14948785677552223,1408,79.26,-9.664181895256043,0.012272842,0.11770772933959961,-0.1694222390651703,0.6931432783603668,-16.292734742164612
3755,179,12495,46923776,2.412811756134033,0.2,0.0003,-0.015506865290262795,0.12419185735052451,1416,93.27,-10.560336847305297,0.012120924,0.11802196502685547,-0.16826646029949188,0.7088973820209503,-16.05559193342924
3778,180,12489,47185920,2.330566883087158,0.2,0.0003,-0.015123059602956346,0.10495741100749001,1424,89.8,-9.4175048828125,0.012382198,0.11956405639648438,-0.16768109798431396,0.7093109786510468,-15.818713888525963
3800,181,12483,47448064,2.2573986053466797,0.2,0.0003,-0.008679213266077568,0.096251770213712,1432,103.99,-10.064099647998809,0.012192927,0.10344600677490234,-0.15369656682014465,0.5870369374752045,-15.598346151411533
3823,182,12476,47710208,2.1819887161254883,0.2,0.0003,-0.013936393034782668,0.09226398426108062,1440,94.12,-8.271546787023544,0.011939678,0.11480712890625,-0.16343945264816284,0.6980756223201752,-15.363267429172993
3846,183,12470,47972352,2.1113967895507812,0.2,0.0003,-0.012355194222436694,0.08047068194719031,1448,93.93,-7.542912524268031,0.011180768,0.10711383819580078,-0.1598953902721405,0.686751663684845,-15.13724210858345
3869,184,12464,48234496,2.042279005050659,0.2,0.0003,-0.01257257500083142,0.06907133475760929,1456,93.54,-6.786603384017944,0.011323106,0.10659503936767578,-0.1608361005783081,0.7110350728034973,-14.907850868999958
3892,185,12457,48496640,1.976858139038086,0.2,0.0003,-0.012133123080275254,0.06629820630769245,1464,86.19,-5.910180662870407,0.011143841,0.10091781616210938,-0.15574410557746887,0.6857043206691742,-14.68209121376276
3915,186,12451,48758784,1.9134212732315063,0.2,0.0003,-0.011346977095854527,0.055788509373087436,1472,86.45,-5.59378613948822,0.0116842035,0.11083078384399414,-0.15431798994541168,0.6806097030639648,-14.456640519201756
3938,187,12446,49020928,1.8529226779937744,0.2,0.0003,-0.010741160443103581,0.051648531371029094,1480,88.85,-5.3663677310943605,0.011301757,0.10596704483032227,-0.15347565710544586,0.700622946023941,-14.234372563660145
3961,188,12440,49283072,1.7966159582138062,0.2,0.0003,-0.010504929350645398,0.049752478138543665,1488,98.42,-5.320758211314678,0.013001616,0.10546588897705078,-0.15143129229545593,0.6810415685176849,-14.019814133644104
3984,189,12434,49545216,1.7436585426330566,0.2,0.0003,-0.009660283704761241,0.05039441626286134,1496,98.59,-5.002660708427429,0.011104133,0.09945201873779297,-0.1470002382993698,0.7032095789909363,-13.810677893459797
4007,190,12429,49807360,1.6937774419784546,0.2,0.0003,-0.007827876219380414,0.043691747850971296,1504,82.5,-3.8075247555971146,0.014179307,0.10365676879882812,-0.1433742195367813,0.7528000771999359,-13.610952772200108
4030,191,12423,50069504,1.6445146799087524,0.2,0.0003,-0.008599896113992145,0.04160208735265769,1512,90.12,-4.028491832017899,0.012318395,0.10506153106689453,-0.14495745301246643,0.6889535188674927,-13.404394745826721
4053,192,12418,50331648,1.6006191968917847,0.2,0.0003,-0.00726010949438205,0.044948983762878925,1520,79.12,-3.0238257762789726,0.010040419,0.10106897354125977,-0.13675925135612488,0.6395576596260071,-13.210947252810001
4076,193,12412,50593792,1.5547741651535034,0.2,0.0003,-0.008522965891188505,0.03816044131235685,1528,86.51,-3.039954950809479,0.010345986,0.09907007217407227,-0.1386794149875641,0.6533396542072296,-13.01350899785757
4098,194,12407,50855936,1.526106595993042,0.2,0.0003,0.00024362290423596278,0.04234051890671253,1534,98.1,-3.635397402048111,0.022526417,0.08602350408380682,-0.12069607526063919,0.5833198726177216,-12.862788763913242
4122,195,12400,51118080,1.486445665359497,0.2,0.0003,-0.0062442182324957685,0.037742394211818464,1542,88.73,-3.0164515781402588,0.010161179,0.10751962661743164,-0.1354198157787323,0.6572995781898499,-12.694282591342926
4145,196,12394,51380224,1.4474107027053833,0.2,0.0003,-0.006363645726651157,0.03808426023169886,1550,90.24,-2.7335626727342603,0.01036045,0.10450887680053711,-0.12873686850070953,0.6659632921218872,-12.51259158551693
4168,197,12389,51642368,1.4136494398117065,0.2,0.0003,-0.005681600027855893,0.03863655753957573,1558,74.89,-2.1940280869603157,0.0102201495,0.10810565948486328,-0.1284446120262146,0.6501475274562836,-12.341200396418571
4191,198,12383,51904512,1.380081057548523,0.2,0.0003,-0.005403329519140243,0.043473627883940935,1566,83.29,-2.3428727915883063,0.011322008,0.10593938827514648,-0.12323789298534393,0.6529285609722137,-12.17459823936224
4214,199,12377,52166656,1.3469539880752563,0.2,0.0003,-0.0050962066707143094,0.03810214574332349,1574,75.24,-1.9787787383794784,0.0100391805,0.10957765579223633,-0.1242465078830719,0.6587544679641724,-12.00587584078312
4237,200,12371,52428800,1.317561388015747,0.2,0.0003,-0.004111223635845818,0.03643868297513109,1582,90.74,-2.3151885706186293,0.012332246,0.10959339141845703,-0.11958646774291992,0.6945179998874664,-11.84459250420332
4261,201,12365,52690944,1.2890946865081787,0.2,0.0003,-0.0038518815799761796,0.037939779183943756,1590,99.62,-2.158018824234605,0.010798905,0.10602855682373047,-0.11910656094551086,0.6607275605201721,-11.694424450397491
4284,202,12359,52953088,1.2641921043395996,0.2,0.0003,-0.0020683121902038692,0.03906595094304066,1598,93.39,-1.9937431543692947,0.011156793,0.12158203125,-0.11735299229621887,0.7154908776283264,-11.552480973303318
4307,203,12354,53215232,1.2396239042282104,0.2,0.0003,-0.0033124540395874646,0.04118153132731095,1606,71.35,-1.278162366747856,0.010372639,0.11294412612915039,-0.11548565328121185,0.6667835414409637,-11.415708057582378
4330,204,12348,53477376,1.2154432535171509,0.2,0.0003,-0.0026890922727034194,0.03782980937103275,1614,86.45,-1.7389597618579864,0.01427023,0.11692190170288086,-0.10895039886236191,0.6637221574783325,-11.28136296570301
4353,205,12343,53739520,1.1905136108398438,0.2,0.0003,-0.0039378359574584465,0.03709224262274802,1622,92.04,-1.8012411811947822,0.011510307,0.1274275779724121,-0.11357630044221878,0.6742072999477386,-11.141159243881702
4376,206,12338,54001664,1.1727365255355835,0.2,0.0003,-0.002091701265726442,0.04619235880090855,1630,82.25,-1.3415049529075622,0.010241267,0.11823320388793945,-0.11019530892372131,0.6712034642696381,-11.019512742757797
4399,207,12334,54263808,1.151007890701294,0.2,0.0003,-0.00331925803948252,0.038981141537078656,1638,86.47,-1.4753178712725639,0.010801542,0.11563968658447266,-0.11099541187286377,0.665296882390976,-10.900876000523567
4422,208,12329,54525952,1.1328717470169067,0.2,0.0003,-0.0026301758684894594,0.060427862335927784,1646,58.87,-0.7375885093212128,0.011070466,0.12010717391967773,-0.10784777998924255,0.6859058439731598,-10.781304210424423
4445,209,12325,54788096,1.1167608499526978,0.2,0.0003,-0.001152819494564028,0.05932795046828687,1654,74.15,-1.0533356881141662,0.0101300925,0.11659669876098633,-0.10008656233549118,0.7233913540840149,-10.677846930921078
4468,210,12319,55050240,1.10288405418396,0.2,0.0003,-0.0016390779128414579,0.06818855460733175,1662,71.15,-0.46282782554626467,0.01048157,0.12481832504272461,-0.1007688120007515,0.74162358045578,-10.584816694259644
4491,211,12313,55312384,1.093582034111023,0.2,0.0003,-0.0007772630706313066,0.08748801023466513,1670,89.12,-1.0696754780411721,0.01236048,0.12216711044311523,-0.10069014132022858,0.783656656742096,-10.51472694426775
4514,212,12308,55574528,1.084784984588623,0.2,0.0003,0.0020989405036875115,0.08118180293090564,1677,74.37,-0.8716508053988218,0.17423676,0.13640287733569587,-0.0947742909193039,0.8197911083698273,-10.459415386632546
4537,213,12305,55836672,1.0838801860809326,0.2,0.0003,0.0021136800271712923,0.11484590375965292,1678,67.21,-0.13423097908496856,0.016131848,0.09547563032670454,-0.08786080777645111,0.8142510950565338,-10.429430961608887
4560,214,12300,56098816,1.07389235496521,0.2,0.0003,-0.0013483708471540012,0.14289665885735303,1686,66.64,-0.7179476297646761,0.0107911285,0.12363052368164062,-0.09356439858675003,0.8342923074960709,-10.389873273670673
4583,215,12296,56360960,1.0670738220214844,0.2,0.0003,-0.0013136685679455695,0.16585855442099273,1694,58.53,-0.5346577990055085,0.00883011,0.11140108108520508,-0.09203418344259262,0.8234713822603226,-10.339066080749035
4606,216,12291,56623104,1.0627777576446533,0.2,0.0003,-0.0011858727825710957,0.19813019700814039,1702,59.17,-0.6435192093253136,0.011852367,0.11210060119628906,-0.08564084768295288,0.8297355622053146,-10.303287461400032
4628,217,12289,56885248,1.0626626014709473,0.2,0.0003,0.001978082861751318,0.22143707871437074,1703,68.56,-0.41269565105438233,0.018770028,0.055712890625,-0.07692448794841766,0.8658549040555954,-10.291165924072265
4651,218,12286,57147392,1.0625628232955933,0.2,0.0003,0.004727255882850538,0.32856788237889606,1704,61.81,-0.407247371673584,0.014802672,0.06983439127604167,-0.06532721221446991,0.8436922430992126,-10.290452798207602
4674,219,12282,57409536,1.0576939582824707,0.2,0.0003,-0.0009315247752965661,0.28565985173918307,1712,62.28,0.5691001585125923,0.008607179,0.10895204544067383,-0.07819371670484543,0.8737313598394394,-10.272524118423462
4697,220,12277,57671680,1.0532419681549072,0.2,0.0003,-0.0008688269617778133,0.31836165161803365,1720,55.92,-0.14101095378398895,0.00934468,0.11232709884643555,-0.07588657736778259,0.8838458433747292,-10.240193143486977
4720,221,12273,57933824,1.0504651069641113,0.2,0.0003,-0.0008969357131718425,0.3686330523341894,1728,71.28,1.140367379039526,0.008922119,0.11231660842895508,-0.0689719021320343,0.8927330523729324,-10.218380637466908
4743,222,12269,58195968,1.0468735694885254,0.2,0.0003,-0.0012368838461043197,0.3803446493111551,1736,63.12,-0.11608189672231674,0.008515954,0.11502790451049805,-0.06719870865345001,0.9078366234898567,-10.197846032679081
4766,223,12264,58458112,1.0428729057312012,0.2,0.0003,-0.0007767297888676694,0.40842904918827116,1744,62.65,1.0963959375023842,0.009307848,0.12407445907592773,-0.06284232437610626,0.9110115766525269,-10.1688764244318
4789,224,12259,58720256,1.0405300855636597,0.2,0.0003,-0.0003252411638641206,0.4698999945539981,1752,67.7,3.1953905817866324,0.009218187,0.11487817764282227,-0.05347415432333946,0.9063734710216522,-10.148562014102936
4812,225,12255,58982400,1.0373420715332031,0.2,0.0003,-0.0008436758057541738,0.5133781258482486,1760,75.18,1.5177413149178027,0.009536643,0.10927057266235352,-0.05268578603863716,0.9129561260342598,-10.129145801067352
4835,226,12251,59244544,1.0351595878601074,0.2,0.0003,-0.0013706442368857097,0.5997544857673347,1768,72.37,5.383767491364852,0.008578405,0.10331439971923828,-0.04341008886694908,0.9141290411353111,-10.1102829053998
4859,227,12245,59506688,1.0343995094299316,0.2,0.0003,-0.001001504007490439,0.6632825881242752,1776,85.38,6.954932471364737,0.008184055,0.09526729583740234,-0.033950380980968475,0.9163224995136261,-10.10062973946333
4882,228,12240,59768832,1.033004879951477,0.2,0.0003,5.000423698220402e-05,0.6582208797335625,1784,71.22,5.46453212082386,0.009586748,0.10004043579101562,-0.037093013525009155,0.9231148660182953,-10.092933788895607
4906,229,12235,60030976,1.0304821729660034,0.2,0.0003,-0.0006388503074958862,0.6563163665123284,1792,83.57,9.093512742221355,0.008613918,0.09759664535522461,-0.04163011163473129,0.9237325116991997,-10.076919108629227
4929,230,12231,60293120,1.029008388519287,0.2,0.0003,-0.00048405164147879987,0.728183657862246,1800,74.73,6.720914944708348,0.00780215,0.10136699676513672,-0.030619896948337555,0.9216072037816048,-10.063395038247108
4952,231,12226,60555264,1.0268607139587402,0.2,0.0003,-0.0005286613886710256,0.7593038673512638,1808,74.35,8.745186826884746,0.007895062,0.0963134765625,-0.02733488380908966,0.9222675710916519,-10.049705237150192
4976,232,12221,60817408,1.0253026485443115,0.2,0.0003,-0.000369887075976294,0.7347762268036604,1816,79.02,7.749107673466206,0.00840871,0.09846925735473633,-0.03328002244234085,0.9261734932661057,-10.035551600158215
4999,233,12216,61079552,1.024385690689087,0.2,0.0003,-0.0003290584072601632,0.7731793019920588,1824,97.74,10.106316717863082,0.008603098,0.10422372817993164,-0.026583902537822723,0.9249703586101532,-10.028183043003082
5023,234,12211,61341696,1.0218229293823242,0.2,0.0003,0.00013044361276115524,0.8062560809776187,1832,77.4,6.561337483003736,0.0100674005,0.09726428985595703,-0.018919765949249268,0.9220634177327156,-10.013449132442474
5046,235,12207,61603840,1.0193266868591309,0.2,0.0003,-0.00038816115466033807,0.7895129420794547,1840,76.67,11.035935891270638,0.008295837,0.09708833694458008,-0.019230209290981293,0.9279138371348381,-9.995257690548897
5070,236,12202,61865984,1.0167630910873413,0.2,0.0003,0.00016597371131865657,0.8389471848495305,1848,70.51,5.022352044284344,0.00857342,0.10698461532592773,-0.01416199654340744,0.9252751767635345,-9.976906150579453
5093,237,12197,62128128,1.0150845050811768,0.2,0.0003,-0.00020140348487984738,0.8419538279995322,1856,77.02,8.05590308457613,0.0072252546,0.09542131423950195,-0.018444769084453583,0.9276737198233604,-9.9615119099617
5116,238,12193,62390272,1.0148966312408447,0.2,0.0003,-0.0001868705289780337,0.9895775099284947,1864,91.33,16.354236915707588,0.006956403,0.09988784790039062,-0.001375839114189148,0.9181090965867043,-9.955341815948486
5140,239,12188,62652416,1.0126338005065918,0.2,0.0003,-0.00026232760819766554,0.9713331428356469,1872,76.67,12.969129061773419,0.0071464507,0.09859800338745117,-0.0025386586785316467,0.9233151152729988,-9.943343967199326
5163,240,12183,62914560,1.0117601156234741,0.2,0.0003,-0.00022060334822526784,1.0043564909137785,1880,103.82,16.381768943369387,0.009300498,0.10097074508666992,0.000781327486038208,0.9235286116600037,-9.931960359215736
5186,241,12180,63176704,1.0103344917297363,0.2,0.0003,0.00038667333592457,1.0381942284293473,1888,84.19,14.691054092347622,0.008296852,0.09979677200317383,0.0008587315678596497,0.9191446825861931,-9.923019282519817
5210,242,12176,63438848,1.009204626083374,0.2,0.0003,-0.00027810331448563375,1.035085966810584,1896,79.11,14.427182313203812,0.0071456777,0.09338045120239258,-0.0019970014691352844,0.9206657633185387,-9.914671428501606
5233,243,12172,63700992,1.007509469985962,0.2,0.0003,0.0005569556169575662,1.083450248464942,1904,85.31,15.089705716967583,0.008313851,0.11000871658325195,0.005959056317806244,0.9166522473096848,-9.904274627566338
5256,244,12167,63963136,1.0046606063842773,0.2,0.0003,-3.2825396374391858e-06,1.100962989963591,1912,82.73,17.067556394189594,0.007785783,0.09651660919189453,0.011626198887825012,0.9171493351459503,-9.88587685674429
5280,245,12163,64225280,1.0034770965576172,0.2,0.0003,-0.00032335068954125745,1.1532151903957129,1920,101.85,21.444134142659603,0.007245726,0.09116935729980469,0.012102872133255005,0.9078936502337456,-9.871462531387806
5304,246,12157,64487424,1.0007836818695068,0.2,0.0003,0.00044060475192964077,1.1193004250526428,1928,73.68,14.77179749429226,0.007491799,0.10593080520629883,0.01139473170042038,0.9103648960590363,-9.85538998246193
5328,247,12151,64749568,1.0005310773849487,0.2,0.0003,0.0030030378485597403,1.1464865441833223,1932,93.04,16.36995021134615,0.016846282,0.08193315778459821,0.024394303560256958,0.913515031337738,-9.846687061446053
5352,248,12145,65011712,0.9983990788459778,0.2,0.0003,0.00025342169419673155,1.0831088591367006,1940,79.97,19.292573837041854,0.009677311,0.10322237014770508,0.010796524584293365,0.9194410517811775,-9.832350805401802
5377,249,12138,65273856,0.9971795082092285,0.2,0.0003,-5.356302926884382e-05,1.0540491989813745,1948,89.3,21.59387522280216,0.007686903,0.08141613006591797,0.0016533136367797852,0.9251741468906403,-9.824169404804707
5402,250,12130,65536000,0.9965272545814514,0.2,0.0003,-0.000123955066101189,1.0844727391377091,1956,102.89,22.372969605326652,0.008177864,0.09387922286987305,0.0040308162569999695,0.9228382483124733,-9.815795212984085
5427,251,12123,65798144,0.9951344132423401,0.2,0.0003,0.0006698315810353961,1.141599745489657,1964,89.39,22.221878792643547,0.008717539,0.10721921920776367,0.012454822659492493,0.9196256920695305,-9.807021237909794
5452,252,12116,66060288,0.9949163198471069,0.2,0.0003,0.0002516219988137891,1.1619850546121597,1972,79.77,17.13556844264269,0.006848755,0.10150861740112305,0.014018602669239044,0.9180478900671005,-9.804106779396534
5477,253,12109,66322432,0.9941412806510925,0.2,0.0003,0.0010201162149314769,1.1444694269448519,1980,78.84,17.616879144907,0.008113287,0.10535907745361328,0.013966068625450134,0.9212231338024139,-9.796227812767029
5502,254,12101,66584576,0.9931761026382446,0.2,0.0003,0.00013010147131353733,1.1603703470900655,1988,97.13,22.60845318377018,0.007907261,0.1001596450805664,0.02012917399406433,0.9186777696013451,-9.788093976676464
5527,255,12093,66846720,0.9925483465194702,0.2,0.0003,0.0005668067360602436,1.197173809632659,1996,96.91,21.917634302079676,0.0067315004,0.09238386154174805,0.023030459880828857,0.9154835417866707,-9.78215778619051
